日期,guava_平均價,guava_交易量,emperorguava_平均價,banana_平均價,guava_前日平均價,guava_5日平均價
2012-03-10,22.9,53686.0,49.1,26.7,23.1,24.5
2012-03-11,27.0,41427.0,46.4,28.5,22.9,24.6
2012-03-12,28.5,35646.0,51.7,27.6,27.0,25.4
2012-03-13,30.0,29865.0,57.0,26.8,28.5,26.3
2012-03-14,32.1,36919.0,48.6,26.3,30.0,28.1
2012-03-15,26.7,48724.0,40.4,26.6,32.1,28.9
2012-03-16,26.5,49697.0,41.4,27.2,26.7,28.8
2012-03-17,26.6,62862.0,43.7,26.4,26.5,28.4
2012-03-18,26.0,61657.0,41.9,26.5,26.6,27.6
2012-03-19,24.9,62386.0,39.2,26.4,26.0,26.1
2012-03-20,23.7,63115.0,36.5,26.4,24.9,25.5
2012-03-21,22.8,46167.0,34.7,26.5,23.7,24.8
2012-03-22,22.2,39591.0,36.3,25.4,22.8,23.9
2012-03-23,21.9,44097.0,34.4,25.8,22.2,23.1
2012-03-24,21.1,54123.0,30.7,26.6,21.9,22.3
2012-03-25,20.6,52342.0,34.0,26.5,21.1,21.7
2012-03-26,20.0,55839.5,34.5,25.2,20.6,21.2
2012-03-27,19.3,59337.0,35.0,23.9,20.0,20.6
2012-03-28,18.4,47451.0,30.8,22.7,19.3,19.9
2012-03-29,19.6,40411.0,27.1,21.9,18.4,19.6
2012-03-30,18.9,45123.0,27.8,20.7,19.6,19.2
2012-03-31,19.8,47485.0,25.7,20.5,18.9,19.2
2012-04-01,19.5,48189.0,28.8,19.5,19.8,19.2
2012-04-02,21.2,28811.0,36.4,18.7,19.5,19.8
2012-04-03,25.6,38897.0,37.2,19.0,21.2,21.0
2012-04-04,26.3,41342.0,37.5,19.4,25.6,22.5
2012-04-05,27.0,43787.0,37.9,19.7,26.3,23.9
2012-04-06,27.7,46232.0,38.2,20.1,27.0,25.6
2012-04-07,23.2,62239.0,36.5,20.4,27.7,26.0
2012-04-08,21.0,63541.0,31.3,20.0,23.2,25.0
2012-04-09,19.9,63353.5,32.4,20.2,21.0,23.8
2012-04-10,18.9,63166.0,33.5,20.4,19.9,22.1
2012-04-11,17.9,48426.0,32.2,19.8,18.9,20.2
2012-04-12,18.9,37245.0,29.9,19.7,17.9,19.3
2012-04-13,20.3,36821.0,31.6,18.6,18.9,19.2
2012-04-14,22.1,40575.0,32.5,19.0,20.3,19.6
2012-04-15,22.6,42874.0,40.0,18.7,22.1,20.4
2012-04-16,22.7,44199.0,39.2,18.1,22.6,21.3
2012-04-17,22.8,45524.0,38.5,17.5,22.7,22.1
2012-04-18,25.4,33320.0,40.5,18.1,22.8,23.1
2012-04-19,30.0,24428.0,42.7,19.0,25.4,24.7
2012-04-20,29.9,26448.0,41.0,20.0,30.0,26.2
2012-04-21,32.2,36781.0,43.8,20.9,29.9,28.1
2012-04-22,36.8,31575.0,44.5,20.9,32.2,30.9
2012-04-23,34.8,36787.5,46.8,20.1,36.8,32.7
2012-04-24,32.9,42000.0,49.0,19.3,34.8,33.3
2012-04-25,31.8,35663.0,52.9,18.4,32.9,33.7
2012-04-26,28.3,37236.0,50.1,17.5,31.8,32.9
2012-04-27,31.6,24613.0,41.3,16.5,28.3,31.9
2012-04-28,31.8,37075.0,41.7,16.6,31.6,31.3
2012-04-29,37.4,31585.0,46.8,16.9,31.8,32.2
2012-04-30,41.0,32789.0,51.6,17.1,37.4,34.0
2012-05-01,44.7,33993.0,56.5,17.3,41.0,37.3
2012-05-02,36.4,32347.0,48.6,17.3,44.7,38.3
2012-05-03,35.7,29114.0,48.0,16.4,36.4,39.0
2012-05-04,39.9,25996.0,57.6,17.7,35.7,39.5
2012-05-05,46.7,24669.0,65.8,19.4,39.9,40.7
2012-05-06,46.8,34797.0,59.2,21.1,46.7,41.1
2012-05-07,43.0,38626.0,58.3,21.5,46.8,42.4
2012-05-08,39.2,42455.0,57.4,21.8,43.0,43.1
2012-05-09,37.7,28549.0,43.0,19.5,39.2,42.7
2012-05-10,38.5,22015.0,45.3,19.1,37.7,41.0
2012-05-11,44.0,18890.0,55.2,19.5,38.5,40.5
2012-05-12,44.6,30330.0,64.2,19.8,44.0,40.8
2012-05-13,47.0,31530.0,59.3,19.3,44.6,42.4
2012-05-14,45.6,32092.0,57.8,18.3,47.0,43.9
2012-05-15,44.2,32654.0,56.2,17.3,45.6,45.1
2012-05-16,41.9,27744.0,50.5,15.9,44.2,44.7
2012-05-17,46.0,20795.0,53.0,16.5,41.9,44.9
2012-05-18,50.2,20645.0,60.7,16.7,46.0,45.6
2012-05-19,50.4,28330.0,55.8,17.5,50.2,46.5
2012-05-20,51.5,31003.0,58.2,18.6,50.4,48.0
2012-05-21,51.8,28994.0,59.8,19.2,51.5,50.0
2012-05-22,52.0,26985.0,61.4,19.8,51.8,51.2
2012-05-23,49.9,27717.0,54.2,22.2,52.0,51.1
2012-05-24,49.5,26162.0,55.0,22.0,49.9,50.9
2012-05-25,51.0,21526.0,59.0,19.9,49.5,50.8
2012-05-26,51.7,26119.0,60.1,20.0,51.0,50.8
2012-05-27,53.3,22013.0,61.7,19.5,51.7,51.1
2012-05-28,49.8,26370.5,61.0,19.6,53.3,51.1
2012-05-29,46.4,30728.0,60.2,19.6,49.8,50.4
2012-05-30,44.4,24292.0,61.1,19.6,46.4,49.1
2012-05-31,42.3,27086.0,58.9,19.0,44.4,47.2
2012-06-01,40.3,27066.0,56.0,18.3,42.3,44.6
2012-06-02,38.9,33022.0,55.2,20.1,40.3,42.5
2012-06-03,36.2,38619.0,49.3,21.6,38.9,40.4
2012-06-04,33.5,41852.5,51.1,20.8,36.2,38.2
2012-06-05,30.9,45086.0,53.0,19.9,33.5,36.0
2012-06-06,26.9,33301.0,45.0,18.9,30.9,33.3
2012-06-07,26.1,32553.0,38.5,19.2,26.9,30.7
2012-06-08,26.4,28977.0,48.0,18.1,26.1,28.8
2012-06-09,27.1,47500.0,47.9,17.6,26.4,27.5
2012-06-10,28.1,46274.0,41.0,17.6,27.1,26.9
2012-06-11,28.1,46488.0,41.3,17.4,28.1,27.2
2012-06-12,28.1,46702.0,41.6,17.1,28.1,27.6
2012-06-13,26.3,39167.0,48.1,17.9,28.1,27.5
2012-06-14,26.3,44516.0,40.0,17.7,26.3,27.4
2012-06-15,21.5,54137.0,36.8,17.1,26.3,26.1
2012-06-16,20.6,57399.0,35.7,16.3,21.5,24.6
2012-06-17,23.0,53422.0,31.3,17.7,20.6,23.5
2012-06-18,24.1,52033.5,33.0,18.3,23.0,23.1
2012-06-19,25.3,50645.0,34.6,18.9,24.1,22.9
2012-06-20,24.2,58235.0,30.4,18.6,25.3,23.4
2012-06-21,25.6,29881.0,41.3,18.7,24.2,24.4
2012-06-22,29.6,32964.0,38.8,18.9,25.6,25.8
2012-06-23,25.4,56037.0,34.8,18.7,29.6,26.0
2012-06-24,23.4,63277.0,34.2,19.3,25.4,25.6
2012-06-25,21.5,70517.0,33.7,20.0,23.4,25.1
2012-06-26,19.5,77757.0,33.1,20.6,21.5,23.9
2012-06-27,15.6,58321.0,25.9,17.8,19.5,21.1
2012-06-28,16.9,45088.0,22.9,16.7,15.6,19.4
2012-06-29,20.2,37325.0,25.9,16.6,16.9,18.7
2012-06-30,19.9,53384.0,29.9,18.4,20.2,18.4
2012-07-01,23.6,54322.0,29.1,20.3,19.9,19.2
2012-07-02,21.5,62853.0,28.1,20.1,23.6,20.4
2012-07-03,19.4,71384.0,27.2,20.0,21.5,20.9
2012-07-04,14.4,64705.0,21.4,19.1,19.4,19.8
2012-07-05,14.0,49744.0,21.8,17.5,14.4,18.6
2012-07-06,14.5,57423.0,25.6,16.8,14.0,16.8
2012-07-07,16.6,56249.0,27.6,16.6,14.5,15.8
2012-07-08,18.0,67255.0,26.0,17.2,16.6,15.5
2012-07-09,16.1,72004.0,26.1,17.2,18.0,15.8
2012-07-10,14.1,76753.0,26.3,17.3,16.1,15.9
2012-07-11,14.5,61145.0,24.7,16.1,14.1,15.9
2012-07-12,13.4,60680.0,21.7,15.4,14.5,15.2
2012-07-13,13.3,50582.0,20.4,14.6,13.4,14.3
2012-07-14,14.4,59074.0,27.2,14.7,13.3,13.9
2012-07-15,16.6,57633.0,27.4,15.7,14.4,14.4
2012-07-16,17.2,55867.5,27.3,16.0,16.6,15.0
2012-07-17,17.8,54102.0,27.2,16.4,17.2,15.9
2012-07-18,14.6,63221.0,21.6,17.7,17.8,16.1
2012-07-19,13.9,52893.0,20.1,18.1,14.6,16.0
2012-07-20,14.0,51041.0,19.5,17.5,13.9,15.5
2012-07-21,16.0,59419.0,23.7,17.6,14.0,15.3
2012-07-22,14.9,67792.0,17.8,19.0,16.0,14.7
2012-07-23,14.7,68008.5,20.0,19.1,14.9,14.7
2012-07-24,14.5,68225.0,22.2,19.1,14.7,14.8
2012-07-25,13.3,58244.0,21.6,18.9,14.5,14.7
2012-07-26,13.1,50545.0,19.5,18.9,13.3,14.1
2012-07-27,13.7,57329.0,18.9,18.6,13.1,13.9
2012-07-28,13.4,68761.0,21.6,20.0,13.7,13.6
2012-07-29,14.0,64669.0,19.1,21.8,13.4,13.5
2012-07-30,14.0,65191.0,19.6,22.2,14.0,13.6
2012-07-31,14.0,65713.0,20.2,22.6,14.0,13.8
2012-08-01,13.8,61140.0,19.6,25.7,14.0,13.8
2012-08-02,11.9,47124.0,15.8,27.1,13.8,13.5
2012-08-03,23.3,17720.0,47.3,27.3,11.9,15.4
2012-08-04,19.8,59411.0,24.1,30.0,23.3,16.6
2012-08-05,20.9,69708.0,23.9,36.1,19.8,17.9
2012-08-06,18.5,74268.5,22.6,35.5,20.9,18.9
2012-08-07,16.1,78829.0,21.3,35.0,18.5,19.7
2012-08-08,17.3,53857.0,24.0,33.5,16.1,18.5
2012-08-09,20.8,47013.0,27.7,32.5,17.3,18.7
2012-08-10,22.7,43455.0,25.4,32.6,20.8,19.1
2012-08-11,22.3,67276.0,27.4,34.3,22.7,19.8
2012-08-12,24.2,57793.0,26.9,34.4,22.3,21.5
2012-08-13,24.1,62284.0,30.6,34.6,24.2,22.8
2012-08-14,24.0,66775.0,34.2,34.8,24.1,23.5
2012-08-15,24.7,60167.0,30.2,35.9,24.0,23.9
2012-08-16,23.4,54495.0,29.5,38.2,24.7,24.1
2012-08-17,25.3,36449.0,36.6,39.9,23.4,24.3
2012-08-18,29.7,36138.0,38.7,41.7,25.3,25.4
2012-08-19,33.7,43950.0,40.0,41.0,29.7,27.4
2012-08-20,33.2,50092.5,42.9,38.9,33.7,29.1
2012-08-21,32.7,56235.0,45.8,36.7,33.2,30.9
2012-08-22,34.1,53694.0,44.6,37.2,32.7,32.7
2012-08-23,35.1,49857.0,42.8,37.8,34.1,33.8
2012-08-24,36.0,37598.0,44.1,37.8,35.1,34.2
2012-08-25,38.5,32246.0,51.2,40.0,36.0,35.3
2012-08-26,48.1,24028.0,60.9,39.5,38.5,38.4
2012-08-27,47.1,37772.0,57.6,39.0,48.1,41.0
2012-08-28,46.1,51516.0,54.4,38.6,47.1,43.2
2012-08-29,48.4,25912.0,54.1,40.5,46.1,45.6
2012-08-30,47.4,29482.0,65.5,40.8,48.4,47.4
2012-08-31,53.2,17123.0,69.7,42.9,47.4,48.4
2012-09-01,67.4,17546.0,92.3,44.4,53.2,52.5
2012-09-02,70.6,28636.0,81.7,42.8,67.4,57.4
2012-09-03,61.0,34677.3,73.8,42.3,70.6,59.9
2012-09-04,51.3,40718.7,65.9,41.8,61.0,60.7
2012-09-05,41.7,46760.0,58.0,41.3,51.3,58.4
2012-09-06,45.7,27986.0,53.2,36.5,41.7,54.1
2012-09-07,50.7,19670.0,76.2,36.9,45.7,50.1
2012-09-08,62.5,22236.0,73.7,41.7,50.7,50.4
2012-09-09,67.7,26357.0,76.6,42.5,62.5,53.7
2012-09-10,69.2,23295.0,75.8,41.5,67.7,59.2
2012-09-11,70.8,20233.0,74.9,40.4,69.2,64.2
2012-09-12,71.1,18192.0,71.3,41.0,70.8,68.3
2012-09-13,69.8,17664.0,76.6,41.0,71.1,69.7
2012-09-14,68.3,19223.0,82.8,41.7,69.8,69.8
2012-09-15,60.6,22302.0,72.7,45.6,68.3,68.1
2012-09-16,59.2,20956.0,62.1,45.7,60.6,65.8
2012-09-17,60.0,22598.5,64.3,44.2,59.2,63.6
2012-09-18,60.7,24241.0,66.6,42.6,60.0,61.8
2012-09-19,64.5,15387.0,83.7,40.0,60.7,61.0
2012-09-20,67.4,16118.0,86.7,36.1,64.5,62.4
2012-09-21,60.3,17640.0,71.2,34.7,67.4,62.6
2012-09-22,60.7,24449.0,71.8,35.0,60.3,62.7
2012-09-23,60.3,24393.0,68.4,34.9,60.7,62.6
2012-09-24,56.0,26312.5,67.8,35.3,60.3,60.9
2012-09-25,51.8,28232.0,67.1,35.8,56.0,57.8
2012-09-26,49.1,21164.0,57.5,36.7,51.8,55.6
2012-09-27,45.6,23413.0,51.6,35.7,49.1,52.6
2012-09-28,43.4,23573.0,55.1,35.8,45.6,49.2
2012-09-29,44.8,26967.0,48.6,37.9,43.4,46.9
2012-09-30,44.6,24477.0,49.2,40.9,44.8,45.5
2012-10-01,43.2,29108.0,50.6,39.4,44.6,44.3
2012-10-02,41.9,33739.0,52.1,38.0,43.2,43.6
2012-10-03,40.5,38370.0,53.5,36.5,41.9,43.0
2012-10-04,38.8,33888.0,54.7,31.0,40.5,41.8
2012-10-05,39.2,32782.0,56.6,29.7,38.8,40.7
2012-10-06,40.3,31530.0,54.9,30.0,39.2,40.1
2012-10-07,41.6,32816.0,48.2,34.9,40.3,40.1
2012-10-08,41.8,34711.5,51.8,35.2,41.6,40.3
2012-10-09,41.9,36607.0,55.3,35.6,41.8,41.0
2012-10-10,41.9,32195.0,53.8,33.2,41.9,41.5
2012-10-11,42.3,32042.0,51.8,34.2,41.9,41.9
2012-10-12,41.6,30852.0,50.5,34.3,42.3,41.9
2012-10-13,41.5,39551.0,52.3,38.9,41.6,41.8
2012-10-14,41.3,39722.0,46.5,40.2,41.5,41.7
2012-10-15,41.6,39173.5,48.3,39.2,41.3,41.7
2012-10-16,42.0,38625.0,50.1,38.2,41.6,41.6
2012-10-17,38.8,32801.0,42.0,35.4,42.0,41.0
2012-10-18,38.6,30298.0,47.4,35.1,38.8,40.5
2012-10-19,39.8,29953.0,56.4,35.7,38.6,40.2
2012-10-20,41.5,38301.0,57.5,38.0,39.8,40.1
2012-10-21,41.7,38077.0,55.8,41.9,41.5,40.1
2012-10-22,41.8,35510.5,53.2,41.6,41.7,40.7
2012-10-23,41.9,32944.0,50.7,41.3,41.8,41.3
2012-10-24,41.2,31351.0,50.5,39.0,41.9,41.6
2012-10-25,39.1,35839.0,43.9,38.9,41.2,41.1
2012-10-26,37.6,38949.0,41.7,39.8,39.1,40.3
2012-10-27,38.5,40047.0,39.4,41.7,37.6,39.7
2012-10-28,37.1,39096.0,40.9,43.4,38.5,38.7
2012-10-29,38.2,36493.5,42.7,43.5,37.1,38.1
2012-10-30,39.4,33891.0,44.5,43.5,38.2,38.2
2012-10-31,35.5,29289.0,39.8,40.4,39.4,37.7
2012-11-01,35.2,32269.0,37.4,37.3,35.5,37.1
2012-11-02,36.2,33627.0,42.3,37.3,35.2,36.9
2012-11-03,41.6,36612.0,53.4,38.7,36.2,37.6
2012-11-04,40.7,40123.0,53.2,39.2,41.6,37.8
2012-11-05,40.2,39836.0,49.7,38.0,40.7,38.8
2012-11-06,39.7,39549.0,46.2,36.8,40.2,39.7
2012-11-07,39.5,30968.0,43.7,36.4,39.7,40.3
2012-11-08,40.5,28999.0,46.8,36.0,39.5,40.1
2012-11-09,40.2,30614.0,45.2,35.0,40.5,40.0
2012-11-10,42.2,36017.0,48.2,35.1,40.2,40.4
2012-11-11,44.0,34075.0,45.6,36.3,42.2,41.3
2012-11-12,43.6,34312.5,47.4,36.5,44.0,42.1
2012-11-13,43.2,34550.0,49.1,36.6,43.6,42.6
2012-11-14,42.3,29777.0,49.8,38.0,43.2,43.1
2012-11-15,41.2,32068.0,47.5,38.5,42.3,42.9
2012-11-16,39.0,36009.0,43.0,38.3,41.2,41.9
2012-11-17,37.6,46486.0,42.1,36.5,39.0,40.7
2012-11-18,34.6,36478.0,40.4,33.9,37.6,38.9
2012-11-19,36.7,37837.5,41.0,34.6,34.6,37.8
2012-11-20,38.7,39197.0,41.6,35.4,36.7,37.3
2012-11-21,36.1,41199.0,36.1,34.6,38.7,36.7
2012-11-22,32.8,38664.0,36.1,36.0,36.1,35.8
2012-11-23,27.4,41144.0,29.7,32.7,32.8,34.3
2012-11-24,25.0,52352.0,29.1,31.7,27.4,32.0
2012-11-25,26.7,48762.0,30.4,33.9,25.0,29.6
2012-11-26,25.5,51279.5,28.6,35.6,26.7,27.5
2012-11-27,24.3,53797.0,26.8,37.3,25.5,25.8
2012-11-28,27.2,37995.0,27.8,40.7,24.3,25.7
2012-11-29,26.3,36834.0,27.2,40.9,27.2,26.0
2012-11-30,21.8,51619.0,24.0,38.5,26.3,25.0
2012-12-01,16.1,67795.0,20.8,38.7,21.8,23.1
2012-12-02,14.7,64611.0,20.2,37.8,16.1,21.2
2012-12-03,15.8,60332.0,20.4,38.9,14.7,18.9
2012-12-04,17.0,56053.0,20.6,40.0,15.8,17.1
2012-12-05,20.0,44857.0,22.5,40.4,17.0,16.7
2012-12-06,22.2,35739.0,22.8,40.4,20.0,17.9
2012-12-07,23.1,43947.0,23.8,39.4,22.2,19.6
2012-12-08,20.1,74290.0,22.0,40.3,23.1,20.5
2012-12-09,14.6,70996.0,18.4,40.9,20.1,20.0
2012-12-10,16.2,65815.0,19.8,41.9,14.6,19.2
2012-12-11,17.8,60634.0,21.1,42.9,16.2,18.4
2012-12-12,16.1,61800.0,19.4,45.1,17.8,17.0
2012-12-13,15.8,54980.0,18.9,45.3,16.1,16.1
2012-12-14,17.4,57262.0,19.4,45.1,15.8,16.7
2012-12-15,16.4,73821.0,18.5,50.3,17.4,16.7
2012-12-16,15.8,69767.0,17.7,51.3,16.4,16.3
2012-12-17,15.1,72472.0,18.4,52.0,15.8,16.1
2012-12-18,14.4,75177.0,19.1,52.6,15.1,15.8
2012-12-19,12.1,74789.0,17.4,46.2,14.4,14.8
2012-12-20,12.5,60868.0,15.2,45.8,12.1,14.0
2012-12-21,13.6,60286.0,17.9,46.1,12.5,13.5
2012-12-22,13.7,70294.0,17.4,47.2,13.6,13.3
2012-12-23,11.3,80520.0,16.6,46.6,13.7,12.6
2012-12-24,12.2,70759.0,18.9,46.5,11.3,12.7
2012-12-25,13.1,60998.0,21.1,46.5,12.2,12.8
2012-12-26,12.6,65868.0,25.0,48.4,13.1,12.6
2012-12-27,11.2,72172.0,18.5,46.8,12.6,12.1
2012-12-28,10.4,75972.0,15.2,46.3,11.2,11.9
2012-12-29,10.2,82395.0,16.0,47.8,10.4,11.5
2012-12-30,10.2,68618.0,14.0,47.9,10.2,10.9
2012-12-31,12.8,54588.0,18.2,46.5,10.2,11.0
2013-01-01,15.4,40558.0,22.4,45.0,12.8,11.8
2013-01-02,12.2,53888.0,20.5,43.2,15.4,12.2
2013-01-03,10.0,65575.0,14.7,40.6,12.2,12.1
2013-01-04,9.8,63113.0,13.1,39.3,10.0,12.0
2013-01-05,10.8,68716.0,17.3,40.3,9.8,11.6
2013-01-06,12.6,62040.0,21.8,43.5,10.8,11.1
2013-01-07,12.8,66281.0,22.5,43.9,12.6,11.2
2013-01-08,13.0,70522.0,23.2,44.2,12.8,11.8
2013-01-09,10.5,70512.0,18.3,40.6,13.0,11.9
2013-01-10,11.7,46465.0,21.9,37.8,10.5,12.1
2013-01-11,13.5,44472.0,23.7,38.3,11.7,12.3
2013-01-12,15.2,56782.0,22.6,40.2,13.5,12.8
2013-01-13,14.5,60301.0,21.6,40.5,15.2,13.1
2013-01-14,14.2,65729.5,23.1,40.0,14.5,13.8
2013-01-15,13.9,71158.0,24.7,39.5,14.2,14.3
2013-01-16,13.3,67550.0,22.5,37.6,13.9,14.2
2013-01-17,13.0,57737.0,23.8,34.1,13.3,13.8
2013-01-18,13.2,54623.0,19.8,32.9,13.0,13.5
2013-01-19,13.3,63460.0,21.2,32.1,13.2,13.3
2013-01-20,15.4,55510.0,25.1,33.2,13.3,13.6
2013-01-21,16.3,55035.0,24.6,34.9,15.4,14.2
2013-01-22,17.2,54560.0,24.2,36.5,16.3,15.1
2013-01-23,18.3,47931.0,27.8,37.0,17.2,16.1
2013-01-24,16.7,46949.0,23.9,36.0,18.3,16.8
2013-01-25,15.6,45886.0,25.5,36.0,16.7,16.8
2013-01-26,16.8,47873.0,29.3,36.9,15.6,16.9
2013-01-27,17.5,44629.0,34.4,38.0,16.8,17.0
2013-01-28,16.8,47532.0,28.4,37.9,17.5,16.7
2013-01-29,16.0,50435.0,22.5,37.8,16.8,16.5
2013-01-30,13.9,48568.0,21.5,36.5,16.0,16.2
2013-01-31,14.9,41042.0,22.5,34.3,13.9,15.8
2013-02-01,15.8,39091.0,24.8,36.3,14.9,15.5
2013-02-02,16.2,40462.0,28.1,36.6,15.8,15.4
2013-02-03,16.7,40535.0,33.6,36.8,16.2,15.5
2013-02-04,17.0,39360.0,31.0,35.8,16.7,16.1
2013-02-05,17.3,38185.0,28.4,34.8,17.0,16.6
2013-02-06,16.5,37592.0,28.4,33.1,17.3,16.7
2013-02-07,16.2,38867.0,24.1,32.3,16.5,16.7
2013-02-08,17.1,46685.0,23.0,32.4,16.2,16.8
2013-02-09,15.5,24527.0,25.1,34.4,17.1,16.5
2013-02-10,15.9,27530.5,25.2,35.3,15.5,16.2
2013-02-11,16.3,30534.0,25.3,36.1,15.9,16.2
2013-02-12,16.6,33537.5,25.5,37.0,16.3,16.3
2013-02-13,17.0,36541.0,25.6,37.9,16.6,16.3
2013-02-14,17.4,39544.5,25.7,38.7,17.0,16.6
2013-02-15,17.8,42548.0,25.8,39.6,17.4,17.0
2013-02-16,14.0,54460.0,23.9,35.7,17.8,16.6
2013-02-17,13.7,47639.0,22.2,36.5,14.0,16.0
2013-02-18,14.3,46031.0,22.2,36.4,13.7,15.4
2013-02-19,14.9,44423.0,22.2,36.2,14.3,14.9
2013-02-20,12.0,51818.0,19.8,35.7,14.9,13.8
2013-02-21,12.1,40154.0,19.9,34.1,12.0,13.4
2013-02-22,12.7,39286.0,19.6,32.7,12.1,13.2
2013-02-23,14.4,40107.0,16.9,34.5,12.7,13.2
2013-02-24,18.1,40190.0,26.2,37.4,14.4,13.9
2013-02-25,17.3,45683.3,26.5,37.0,18.1,14.9
2013-02-26,16.4,51176.7,26.8,36.7,17.3,15.8
2013-02-27,15.6,56670.0,27.1,36.3,16.4,16.4
2013-02-28,17.0,48341.0,28.5,33.3,15.6,16.9
2013-03-01,15.3,59730.0,30.5,32.7,17.0,16.3
2013-03-02,15.3,54436.0,26.6,31.5,15.3,15.9
2013-03-03,15.0,52299.0,22.7,30.0,15.3,15.6
2013-03-04,16.2,48187.0,25.9,29.9,15.0,15.8
2013-03-05,17.4,44075.0,29.2,29.9,16.2,15.8
2013-03-06,17.4,49682.0,29.6,29.7,17.4,16.3
2013-03-07,18.1,48559.0,24.1,31.0,17.4,16.8
2013-03-08,18.1,60051.0,27.5,34.7,18.1,17.4
2013-03-09,17.5,64911.0,25.6,36.1,18.1,17.7
2013-03-10,17.1,63661.0,25.2,36.7,17.5,17.6
2013-03-11,17.2,61892.5,27.5,37.0,17.1,17.6
2013-03-12,17.4,60124.0,29.9,37.4,17.2,17.5
2013-03-13,17.0,51349.0,25.7,37.4,17.4,17.2
2013-03-14,15.7,52443.0,22.4,38.0,17.0,16.9
2013-03-15,15.7,56656.0,22.7,39.2,15.7,16.6
2013-03-16,16.0,62794.0,28.0,37.2,15.7,16.4
2013-03-17,15.5,66716.0,22.2,36.1,16.0,16.0
2013-03-18,15.7,67230.5,24.8,36.2,15.5,15.7
2013-03-19,15.8,67745.0,27.3,36.2,15.7,15.7
2013-03-20,15.7,57225.0,23.9,34.3,15.8,15.7
2013-03-21,15.3,55839.0,23.2,33.4,15.7,15.6
2013-03-22,14.4,67472.0,22.6,35.3,15.3,15.4
2013-03-23,13.9,74263.0,23.7,38.0,14.4,15.0
2013-03-24,13.7,81648.0,21.2,39.0,13.9,14.6
2013-03-25,13.0,76637.5,23.6,39.1,13.7,14.1
2013-03-26,12.3,71627.0,26.0,39.3,13.0,13.5
2013-03-27,13.0,57679.0,24.2,38.6,12.3,13.2
2013-03-28,10.8,59624.0,17.8,36.1,13.0,12.6
2013-03-29,11.3,58997.0,17.7,33.9,10.8,12.1
2013-03-30,11.6,68760.0,21.0,36.4,11.3,11.8
2013-03-31,12.3,60142.0,18.4,35.4,11.6,11.8
2013-04-01,12.7,62941.5,20.1,34.2,12.3,11.7
2013-04-02,13.1,65741.0,21.8,33.1,12.7,12.2
2013-04-03,13.3,71750.0,20.4,32.4,13.1,12.6
2013-04-04,13.0,73150.3,21.7,32.6,13.3,12.9
2013-04-05,12.7,74550.7,23.1,32.9,13.0,13.0
2013-04-06,12.4,75951.0,24.4,33.1,12.7,12.9
2013-04-07,13.4,61106.0,24.2,31.5,12.4,13.0
2013-04-08,12.7,74267.5,22.3,31.5,13.4,12.8
2013-04-09,11.9,87429.0,20.4,31.5,12.7,12.6
2013-04-10,9.7,72055.0,20.2,31.0,11.9,12.0
2013-04-11,11.3,60891.0,19.3,33.1,9.7,11.8
2013-04-12,11.0,53440.0,18.5,31.1,11.3,11.3
2013-04-13,12.7,53642.0,22.6,29.0,11.0,11.3
2013-04-14,14.0,63835.0,27.1,31.1,12.7,11.7
2013-04-15,13.6,64963.5,25.6,30.6,14.0,12.5
2013-04-16,13.2,66092.0,24.1,30.2,13.6,12.9
2013-04-17,13.0,61490.0,21.1,29.9,13.2,13.3
2013-04-18,13.6,51225.0,22.7,30.4,13.0,13.5
2013-04-19,14.3,47778.0,24.6,30.3,13.6,13.5
2013-04-20,15.6,59668.0,25.4,30.1,14.3,13.9
2013-04-21,15.4,67934.0,24.6,30.7,15.6,14.4
2013-04-22,15.3,62587.0,26.0,32.5,15.4,14.8
2013-04-23,15.2,57240.0,27.3,34.2,15.3,15.2
2013-04-24,19.0,47164.0,32.3,40.8,15.2,16.1
2013-04-25,18.6,51261.0,28.7,41.7,19.0,16.7
2013-04-26,17.4,52261.0,28.6,39.5,18.6,17.1
2013-04-27,18.1,59510.0,24.8,45.9,17.4,17.7
2013-04-28,19.2,55673.0,28.0,46.0,18.1,18.5
2013-04-29,19.2,60145.0,27.5,42.4,19.2,18.5
2013-04-30,19.2,64617.0,27.0,38.8,19.2,18.6
2013-05-01,18.4,61896.0,26.1,38.0,19.2,18.8
2013-05-02,19.8,46714.0,30.0,39.0,18.4,19.2
2013-05-03,20.7,47733.0,29.2,39.7,19.8,19.5
2013-05-04,23.2,50302.0,31.7,40.3,20.7,20.3
2013-05-05,27.0,56203.0,35.4,39.4,23.2,21.8
2013-05-06,26.4,61863.0,34.8,39.7,27.0,23.4
2013-05-07,25.9,67523.0,34.3,40.0,26.4,24.6
2013-05-08,24.9,56526.0,38.4,39.4,25.9,25.5
2013-05-09,23.3,50052.0,37.5,38.0,24.9,25.5
2013-05-10,25.4,42220.0,37.1,39.0,23.3,25.2
2013-05-11,25.6,47408.0,42.0,39.5,25.4,25.0
2013-05-12,23.8,55242.0,40.8,39.1,25.6,24.6
2013-05-13,25.1,51889.5,38.1,38.4,23.8,24.6
2013-05-14,26.3,48537.0,35.4,37.6,25.1,25.2
2013-05-15,25.5,50336.0,34.7,36.8,26.3,25.3
2013-05-16,25.0,44294.0,31.9,35.1,25.5,25.1
2013-05-17,26.2,39659.0,38.1,34.5,25.0,25.6
2013-05-18,32.9,32234.0,39.7,34.7,26.2,27.2
