日期,guava_平均價,guava_交易量,emperorguava_平均價,banana_平均價,guava_前日平均價,guava_5日平均價
2011-02-28,26.6,27317.5,13.4,36.8,25.6,24.7
2011-03-01,27.7,26127.0,12.9,36.4,26.6,25.7
2011-03-02,25.8,20225.0,12.5,35.2,27.7,26.3
2011-03-03,28.7,14708.0,11.6,37.9,25.8,26.9
2011-03-04,31.5,15232.0,8.5,38.1,28.7,28.1
2011-03-05,33.2,16925.0,16.5,40.2,31.5,29.4
2011-03-06,34.5,22352.0,16.2,40.5,33.2,30.7
2011-03-07,35.1,20682.0,15.9,40.8,34.5,32.6
2011-03-08,35.8,19012.0,15.7,41.1,35.1,34.0
2011-03-09,35.4,17423.0,15.4,40.0,35.8,34.8
2011-03-10,35.2,16145.0,16.6,40.5,35.4,35.2
2011-03-11,35.5,14191.0,18.3,38.2,35.2,35.4
2011-03-12,37.1,17156.0,20.1,38.1,35.5,35.8
2011-03-13,43.8,16668.0,21.8,38.7,37.1,37.4
2011-03-14,43.8,16520.5,23.6,39.5,43.8,39.1
2011-03-15,43.9,16373.0,25.3,40.4,43.8,40.8
2011-03-16,42.4,17925.0,27.1,39.4,43.9,42.2
2011-03-17,45.3,13167.0,28.8,40.5,42.4,43.8
2011-03-18,49.7,10753.0,30.6,44.2,45.3,45.0
2011-03-19,53.2,15349.0,32.3,44.8,49.7,46.9
2011-03-20,50.4,17353.0,34.1,45.2,53.2,48.2
2011-03-21,47.9,19640.5,35.8,45.0,50.4,49.3
2011-03-22,45.4,21928.0,37.6,44.7,47.9,49.3
2011-03-23,41.9,15756.0,39.3,44.9,45.4,47.8
2011-03-24,37.7,15014.0,41.1,43.4,41.9,44.7
2011-03-25,39.6,13042.0,42.8,43.1,37.7,42.5
2011-03-26,40.3,17793.0,43.9,44.0,39.6,41.0
2011-03-27,36.9,18678.0,45.0,42.9,40.3,39.3
2011-03-28,38.8,16658.5,44.2,42.8,36.9,38.7
2011-03-29,40.7,14639.0,43.4,42.7,38.8,39.3
2011-03-30,38.7,16162.0,42.7,43.4,40.7,39.1
2011-03-31,39.3,14938.0,41.9,44.9,38.7,38.9
2011-04-01,40.2,16519.0,41.1,45.8,39.3,39.5
2011-04-02,35.5,26306.0,40.3,45.4,40.2,38.9
2011-04-03,30.1,32242.0,39.6,45.1,35.5,36.8
2011-04-04,30.4,23498.0,38.8,44.0,30.1,35.1
2011-04-05,28.9,24811.7,38.0,43.9,30.4,33.0
2011-04-06,27.4,26125.3,37.2,43.9,28.9,30.5
2011-04-07,25.9,27439.0,36.4,43.8,27.4,28.5
2011-04-08,20.0,30849.0,35.7,42.1,25.9,26.5
2011-04-09,21.0,33929.0,34.9,42.7,20.0,24.6
2011-04-10,20.7,37739.0,34.1,44.1,21.0,23.0
2011-04-11,20.2,38120.5,33.3,43.5,20.7,21.6
2011-04-12,19.7,38502.0,32.6,42.8,20.2,20.3
2011-04-13,17.3,39496.0,31.8,44.2,19.7,19.8
2011-04-14,16.3,30237.0,31.0,43.7,17.3,18.8
2011-04-15,15.9,30996.0,30.2,42.0,16.3,17.9
2011-04-16,14.9,39536.0,29.4,41.3,15.9,16.8
2011-04-17,15.0,42024.0,28.7,43.1,14.9,15.9
2011-04-18,15.0,39554.5,27.9,44.2,15.0,15.4
2011-04-19,15.0,37085.0,27.1,45.2,15.0,15.2
2011-04-20,13.9,39359.0,26.3,43.7,15.0,14.8
2011-04-21,12.4,41063.0,25.6,40.6,13.9,14.3
2011-04-22,11.6,41701.0,24.8,39.2,12.4,13.6
2011-04-23,11.4,42341.0,24.0,43.7,11.6,12.9
2011-04-24,13.4,40043.0,23.2,42.8,11.4,12.5
2011-04-25,13.4,42060.5,22.4,42.4,13.4,12.4
2011-04-26,13.4,44078.0,21.7,42.0,13.4,12.6
2011-04-27,14.0,35520.0,20.9,37.7,13.4,13.1
2011-04-28,14.7,34957.0,20.1,36.5,14.0,13.8
2011-04-29,16.0,32615.0,19.3,35.3,14.7,14.3
2011-04-30,15.8,37144.0,18.6,35.2,16.0,14.8
2011-05-01,16.8,38604.0,17.8,38.0,15.8,15.5
2011-05-02,16.2,39605.0,17.0,37.8,16.8,15.9
2011-05-03,15.7,40606.0,16.2,37.6,16.2,16.1
2011-05-04,14.5,40043.0,15.4,41.7,15.7,15.8
2011-05-05,12.4,36189.0,14.7,41.0,14.5,15.1
2011-05-06,13.5,31208.0,13.9,38.4,12.4,14.5
2011-05-07,14.7,35919.0,13.1,38.3,13.5,14.2
2011-05-08,17.1,34761.0,12.3,35.8,14.7,14.4
2011-05-09,16.3,37995.5,11.6,35.2,17.1,14.8
2011-05-10,15.5,41230.0,10.8,34.7,16.3,15.4
2011-05-11,14.9,33321.0,10.0,34.0,15.5,15.7
2011-05-12,14.0,34037.0,10.2,33.7,14.9,15.6
2011-05-13,15.0,25635.0,10.3,31.0,14.0,15.1
2011-05-14,21.2,23318.0,10.5,31.4,15.0,16.1
2011-05-15,19.6,32586.0,10.6,31.0,21.2,16.9
2011-05-16,19.6,30615.5,10.8,30.6,19.6,17.9
2011-05-17,19.6,28645.0,10.9,30.2,19.6,19.0
2011-05-18,25.0,19253.0,11.1,31.3,19.6,21.0
2011-05-19,30.4,13997.0,11.2,32.0,25.0,22.8
2011-05-20,32.5,19257.0,11.4,32.6,30.4,25.4
2011-05-21,36.4,20079.0,11.5,31.6,32.5,28.8
2011-05-22,35.2,26132.0,11.7,29.1,36.4,31.9
2011-05-23,35.2,23718.5,11.8,27.9,35.2,33.9
2011-05-24,35.2,21305.0,12.0,26.6,35.2,34.9
2011-05-25,38.7,16105.0,12.1,28.5,35.2,36.1
2011-05-26,43.4,11596.0,12.3,27.3,38.7,37.5
2011-05-27,41.2,15232.0,12.4,26.0,43.4,38.7
2011-05-28,44.4,10449.0,12.6,26.5,41.2,40.6
2011-05-29,61.8,9681.0,12.7,26.9,44.4,45.9
2011-05-30,60.0,11428.5,12.9,27.1,61.8,50.2
2011-05-31,58.1,13176.0,13.0,27.4,60.0,53.1
2011-06-01,57.2,11511.0,13.2,30.1,58.1,56.3
2011-06-02,61.2,6103.0,13.3,29.8,57.2,59.7
2011-06-03,63.9,6685.0,13.5,30.9,61.2,60.1
2011-06-04,65.8,8708.0,13.6,32.5,63.9,61.2
2011-06-05,59.6,12917.0,13.8,32.2,65.8,61.5
2011-06-06,56.5,9676.0,13.9,29.8,59.6,61.4
2011-06-07,51.2,13076.3,14.1,28.6,56.5,59.4
2011-06-08,45.9,16476.7,14.2,27.4,51.2,55.8
2011-06-09,40.6,19877.0,14.4,26.2,45.9,50.8
2011-06-10,32.5,18434.0,14.5,24.8,40.6,45.3
2011-06-11,36.1,14044.0,14.7,25.6,32.5,41.3
2011-06-12,33.3,16973.0,14.8,25.0,36.1,37.7
2011-06-13,32.1,17481.0,15.0,24.7,33.3,34.9
2011-06-14,31.0,17989.0,15.2,24.4,32.1,33.0
2011-06-15,29.1,16027.0,15.3,21.3,31.0,32.3
2011-06-16,29.8,16020.0,15.5,19.8,29.1,31.1
2011-06-17,28.1,16118.0,15.6,19.5,29.8,30.0
2011-06-18,25.6,20641.0,15.8,19.1,28.1,28.7
2011-06-19,23.8,24724.0,15.9,19.3,25.6,27.3
2011-06-20,22.6,25239.5,16.1,18.7,23.8,26.0
2011-06-21,21.3,25755.0,16.2,18.1,22.6,24.3
2011-06-22,20.3,20323.0,16.4,15.2,21.3,22.7
2011-06-23,19.6,19795.0,16.5,15.9,20.3,21.5
2011-06-24,18.7,25560.0,16.7,15.5,19.6,20.5
2011-06-25,16.6,28847.0,16.8,16.0,18.7,19.3
2011-06-26,19.1,22117.0,17.0,13.9,16.6,18.9
2011-06-27,19.5,23167.0,17.1,13.9,19.1,18.7
2011-06-28,19.8,24217.0,17.3,13.9,19.5,18.7
2011-06-29,24.7,13415.0,17.4,14.3,19.8,19.9
2011-06-30,22.0,25998.0,17.6,15.4,24.7,21.0
2011-07-01,19.7,25388.0,17.7,15.6,22.0,21.1
2011-07-02,19.6,25804.0,17.9,15.9,19.7,21.2
2011-07-03,17.2,31798.0,18.0,16.4,19.6,20.6
2011-07-04,18.0,29073.5,18.2,15.9,17.2,19.3
2011-07-05,18.8,26349.0,18.3,15.5,18.0,18.7
2011-07-06,16.3,25746.0,18.5,16.6,18.8,18.0
2011-07-07,15.9,24280.0,18.6,16.8,16.3,17.2
2011-07-08,14.6,27237.0,18.8,16.6,15.9,16.7
2011-07-09,17.4,25489.0,18.9,15.3,14.6,16.6
2011-07-10,18.0,26297.0,19.1,16.5,17.4,16.4
2011-07-11,18.5,27076.0,19.2,17.1,18.0,16.9
2011-07-12,19.0,27855.0,19.4,17.7,18.5,17.5
2011-07-13,17.5,27036.0,19.5,17.6,19.0,18.1
2011-07-14,16.8,23338.0,19.7,18.8,17.5,18.0
2011-07-15,17.1,20576.0,19.8,20.7,16.8,17.8
2011-07-16,20.5,18881.0,20.0,20.8,17.1,18.2
2011-07-17,20.8,22737.0,8.0,22.1,20.5,18.5
2011-07-18,21.7,20551.5,8.5,22.4,20.8,19.4
2011-07-19,22.6,18366.0,8.9,22.6,21.7,20.5
2011-07-20,19.7,25040.0,9.4,23.7,22.6,21.1
2011-07-21,18.3,22114.0,9.8,22.7,19.7,20.6
2011-07-22,18.6,20810.0,10.3,23.4,18.3,20.2
2011-07-23,19.9,25966.0,10.7,23.0,18.6,19.8
2011-07-24,16.8,31282.0,11.2,24.8,19.9,18.7
2011-07-25,16.9,27072.0,11.6,24.8,16.8,18.1
2011-07-26,17.0,22862.0,12.1,24.8,16.9,17.8
2011-07-27,17.6,23080.0,12.5,26.1,17.0,17.6
2011-07-28,17.8,19556.0,13.0,22.4,17.6,17.2
2011-07-29,18.0,21677.0,15.1,22.5,17.8,17.5
2011-07-30,17.4,28260.0,17.1,22.8,18.0,17.6
2011-07-31,18.4,28965.0,19.2,21.6,17.4,17.8
2011-08-01,17.8,29234.5,13.0,21.6,18.4,17.9
2011-08-02,17.1,29504.0,6.8,21.6,17.8,17.7
2011-08-03,15.3,35076.0,18.8,21.1,17.1,17.2
2011-08-04,12.2,35220.0,4.7,18.4,15.3,16.2
2011-08-05,11.7,27352.0,3.7,17.9,12.2,14.8
2011-08-06,14.6,24599.0,6.4,17.2,11.7,14.2
2011-08-07,17.5,25614.0,5.0,16.7,14.6,14.3
2011-08-08,17.1,25047.0,5.0,16.4,17.5,14.6
2011-08-09,16.8,24480.0,5.0,16.2,17.1,15.5
2011-08-10,15.1,28256.0,6.1,17.7,16.8,16.2
2011-08-11,12.0,31586.0,3.8,16.6,15.1,15.7
2011-08-12,13.4,25569.0,6.0,17.0,12.0,14.9
2011-08-13,14.1,29098.0,10.0,14.0,13.4,14.3
2011-08-14,19.1,26571.0,7.0,16.3,14.1,14.7
2011-08-15,17.0,32400.0,5.9,15.7,19.1,15.1
2011-08-16,15.0,38229.0,4.7,15.1,17.0,15.7
2011-08-17,12.9,44058.0,3.6,14.5,15.0,15.6
2011-08-18,12.0,37186.0,3.8,16.6,12.9,15.2
2011-08-19,12.1,34491.0,4.4,16.0,12.0,13.8
2011-08-20,10.9,38304.0,5.1,16.6,12.1,12.6
2011-08-21,11.0,36505.0,4.7,16.0,10.9,11.8
2011-08-22,11.3,33233.0,5.3,15.4,11.0,11.5
2011-08-23,11.6,29961.0,6.0,14.8,11.3,11.4
2011-08-24,15.0,22000.0,10.0,14.8,11.6,12.0
2011-08-25,15.3,22826.0,8.4,14.9,15.0,12.8
2011-08-26,18.6,20167.0,8.0,15.6,15.3,14.4
2011-08-27,17.6,25987.0,7.6,16.7,18.6,15.6
2011-08-28,21.3,24849.0,10.9,16.4,17.6,17.6
2011-08-29,21.6,24877.0,12.2,17.1,21.3,18.9
2011-08-30,22.0,24905.0,13.5,17.8,21.6,20.2
2011-08-31,23.8,15025.0,14.8,16.5,22.0,21.3
2011-09-01,21.3,25027.0,14.9,18.0,23.8,22.0
2011-09-02,16.9,31425.0,15.0,17.5,21.3,21.1
2011-09-03,17.2,34007.0,15.1,16.4,16.9,20.2
2011-09-04,18.7,29280.0,15.2,17.1,17.2,19.6
2011-09-05,18.1,28947.0,15.4,17.0,18.7,18.4
2011-09-06,17.6,28614.0,15.5,16.8,18.1,17.7
2011-09-07,17.6,21756.0,15.6,17.8,17.6,17.8
2011-09-08,19.3,14610.0,15.7,17.8,17.6,18.3
2011-09-09,20.1,19699.0,15.8,16.6,19.3,18.5
2011-09-10,18.2,28479.0,15.9,15.1,20.1,18.6
2011-09-11,15.9,32698.0,16.0,15.7,18.2,18.2
2011-09-12,16.2,23253.0,16.1,15.2,15.9,17.9
2011-09-13,16.1,25658.3,16.3,14.8,16.2,17.3
2011-09-14,16.1,28063.7,16.4,14.3,16.1,16.5
2011-09-15,16.0,30469.0,16.5,13.9,16.1,16.1
2011-09-16,14.2,34744.0,16.6,17.1,16.0,15.7
2011-09-17,16.1,32705.0,16.7,16.1,14.2,15.7
2011-09-18,14.9,36681.0,16.3,15.8,16.1,15.5
2011-09-19,15.6,32980.0,15.9,15.9,14.9,15.4
2011-09-20,16.4,29279.0,15.6,15.9,15.6,15.4
2011-09-21,18.0,24104.0,15.2,15.3,16.4,16.2
2011-09-22,19.1,23518.0,14.8,14.6,18.0,16.8
2011-09-23,17.3,31313.0,14.4,14.8,19.1,17.3
2011-09-24,17.7,30047.0,27.5,15.4,17.3,17.7
2011-09-25,19.1,32641.0,20.3,16.0,17.7,18.2
2011-09-26,20.0,29689.0,20.3,16.1,19.1,18.6
2011-09-27,20.8,26737.0,20.3,16.2,20.0,19.0
2011-09-28,20.8,28337.0,25.0,15.6,20.8,19.7
2011-09-29,18.6,28009.0,22.9,14.6,20.8,19.9
2011-09-30,19.4,28101.0,20.9,15.0,18.6,19.9
2011-10-01,17.1,36349.0,18.2,15.0,19.4,19.3
2011-10-02,16.6,37518.0,12.0,14.9,17.1,18.5
2011-10-03,16.6,36535.5,16.9,15.2,16.6,17.7
2011-10-04,16.7,35553.0,21.8,15.4,16.6,17.3
2011-10-05,18.7,31642.0,18.1,15.7,16.7,17.1
2011-10-06,19.0,31967.0,20.0,15.6,18.7,17.5
2011-10-07,19.3,30753.0,18.8,17.3,19.0,18.1
2011-10-08,21.5,33576.0,18.9,17.6,19.3,19.0
2011-10-09,22.6,35825.0,19.0,18.3,21.5,20.2
2011-10-10,22.8,33684.0,19.0,19.1,22.6,21.0
2011-10-11,22.9,31543.0,19.1,19.9,22.8,21.8
2011-10-12,22.6,30053.0,19.2,19.6,22.9,22.5
2011-10-13,19.8,31116.0,19.3,18.1,22.6,22.1
2011-10-14,20.1,28290.0,19.4,18.2,19.8,21.6
2011-10-15,21.7,33475.0,19.4,18.0,20.1,21.4
2011-10-16,25.7,31918.0,19.5,23.5,21.7,22.0
2011-10-17,25.7,33536.5,19.6,21.5,25.7,22.6
2011-10-18,25.7,35155.0,19.7,19.5,25.7,23.8
2011-10-19,28.1,28485.0,19.8,19.3,25.7,25.4
2011-10-20,28.5,28441.0,19.8,18.0,28.1,26.7
2011-10-21,29.0,27584.0,19.9,17.2,28.5,27.4
2011-10-22,29.7,31962.0,20.0,19.1,29.0,28.2
2011-10-23,32.2,30471.0,19.9,17.8,29.7,29.5
2011-10-24,33.1,28000.5,19.7,18.5,32.2,30.5
2011-10-25,34.0,25530.0,19.6,19.2,33.1,31.6
2011-10-26,35.5,23774.0,19.4,20.8,34.0,32.9
2011-10-27,34.8,24765.0,19.3,20.9,35.5,33.9
2011-10-28,32.4,28233.0,19.1,22.5,34.8,34.0
2011-10-29,31.1,30403.0,19.0,21.4,32.4,33.6
2011-10-30,29.1,28066.0,18.9,19.8,31.1,32.6
2011-10-31,30.1,26613.0,18.7,20.6,29.1,31.5
2011-11-01,31.0,25160.0,18.6,21.3,30.1,30.7
2011-11-02,28.7,23726.0,18.4,19.8,31.0,30.0
2011-11-03,32.2,23573.0,18.3,19.0,28.7,30.2
2011-11-04,31.3,26863.0,18.1,19.6,32.2,30.7
2011-11-05,34.7,26019.0,18.0,18.5,31.3,31.6
2011-11-06,31.9,34985.0,21.2,20.3,34.7,31.8
2011-11-07,31.0,33808.5,24.4,18.6,31.9,32.2
2011-11-08,30.2,32632.0,27.6,17.0,31.0,31.8
2011-11-09,32.2,23159.0,30.8,18.4,30.2,32.0
2011-11-10,30.2,24281.0,34.0,17.9,32.2,31.1
2011-11-11,33.2,22189.0,37.2,19.8,30.2,31.4
2011-11-12,28.8,34166.0,40.4,18.2,33.2,30.9
2011-11-13,29.7,39827.0,43.6,19.0,28.8,30.8
2011-11-14,29.9,37167.5,46.8,19.9,29.7,30.4
2011-11-15,30.0,34508.0,50.0,20.7,29.9,30.3
2011-11-16,24.9,34185.0,31.5,18.3,30.0,28.7
2011-11-17,25.6,29848.0,33.7,17.4,24.9,28.0
2011-11-18,24.0,27533.0,35.9,16.8,25.6,26.9
2011-11-19,23.4,36935.0,45.5,18.8,24.0,25.6
2011-11-20,23.2,30927.0,55.0,17.3,23.4,24.2
2011-11-21,23.0,37026.0,50.5,18.8,23.2,23.8
2011-11-22,22.9,43125.0,46.0,20.3,23.0,23.3
2011-11-23,20.6,38147.0,38.8,20.0,22.9,22.6
2011-11-24,20.5,31007.0,30.8,21.4,20.6,22.0
2011-11-25,22.4,28958.0,33.8,19.2,20.5,21.9
2011-11-26,21.8,33501.0,36.8,22.8,22.4,21.6
2011-11-27,24.7,29630.0,38.5,21.8,21.8,22.0
2011-11-28,25.0,30239.0,40.3,20.2,24.7,22.9
2011-11-29,25.4,30848.0,42.0,18.6,25.0,23.9
2011-11-30,22.5,34555.0,38.9,20.8,25.4,23.9
2011-12-01,21.9,31996.0,42.0,20.1,22.5,23.9
2011-12-02,20.4,29010.0,42.0,21.2,21.9,23.0
2011-12-03,21.5,31148.0,42.0,20.4,20.4,22.3
2011-12-04,25.5,29636.0,36.3,20.5,21.5,22.4
2011-12-05,25.4,28229.5,35.8,20.4,25.5,22.9
2011-12-06,25.3,26823.0,35.3,20.4,25.4,23.6
2011-12-07,26.5,27908.0,38.6,20.8,25.3,24.8
2011-12-08,28.0,24993.0,42.0,22.2,26.5,26.1
2011-12-09,28.8,20347.0,35.4,19.4,28.0,26.8
2011-12-10,28.9,25740.0,29.4,21.8,28.8,27.5
2011-12-11,28.9,23043.0,29.8,21.5,28.9,28.2
2011-12-12,28.9,23075.0,30.6,21.6,28.9,28.7
2011-12-13,29.0,23107.0,31.3,21.8,28.9,28.9
2011-12-14,26.8,21509.0,26.6,21.0,29.0,28.5
2011-12-15,27.3,17721.0,42.0,19.8,26.8,28.2
2011-12-16,27.6,20932.0,36.3,20.9,27.3,27.9
2011-12-17,30.2,17572.0,31.8,20.7,27.6,28.2
2011-12-18,33.1,21159.0,34.0,20.8,30.2,29.0
2011-12-19,33.9,18549.0,36.8,20.9,33.1,30.4
2011-12-20,34.7,15939.0,39.6,21.0,33.9,31.9
2011-12-21,37.8,13072.0,39.5,21.6,34.7,33.9
2011-12-22,36.8,14826.0,39.4,20.3,37.8,35.3
2011-12-23,35.6,16713.0,39.3,20.8,36.8,35.8
2011-12-24,35.6,17195.0,26.7,18.4,35.6,36.1
2011-12-25,34.2,19779.0,28.4,17.8,35.6,36.0
2011-12-26,34.7,18164.5,34.2,18.8,34.2,35.4
2011-12-27,35.1,16550.0,40.0,19.7,34.7,35.0
2011-12-28,32.5,15293.0,34.1,20.1,35.1,34.4
2011-12-29,32.2,13761.0,37.0,19.9,32.5,33.7
2011-12-30,35.8,10201.0,38.0,18.0,32.2,34.1
2011-12-31,34.5,17777.0,40.0,21.9,35.8,34.0
2012-01-01,35.5,16498.0,42.5,21.9,34.5,34.1
2012-01-02,35.4,16591.5,44.1,22.3,35.5,34.7
2012-01-03,35.2,16685.0,45.7,22.7,35.4,35.3
2012-01-04,33.0,18104.0,32.8,22.0,35.2,34.7
2012-01-05,26.9,16243.0,29.8,21.2,33.0,33.2
2012-01-06,26.2,13794.0,34.6,20.5,26.9,31.3
2012-01-07,28.1,16237.0,34.9,20.6,26.2,29.9
2012-01-08,28.7,20454.0,35.9,23.8,28.1,28.6
2012-01-09,29.0,17225.5,37.3,23.1,28.7,27.8
2012-01-10,29.3,13997.0,38.8,22.4,29.0,28.3
2012-01-11,28.1,17025.0,38.3,20.1,29.3,28.6
2012-01-12,25.3,17132.0,27.3,21.1,28.1,28.1
2012-01-13,24.5,19891.0,26.2,21.1,25.3,27.2
2012-01-14,23.1,19022.0,26.3,21.0,24.5,26.1
2012-01-15,23.1,21145.0,36.7,19.8,23.1,24.8
2012-01-16,22.4,19281.5,28.0,19.0,23.1,23.7
2012-01-17,21.6,17418.0,19.2,18.1,22.4,22.9
2012-01-18,20.3,18428.0,28.8,15.6,21.6,22.1
2012-01-19,17.2,21794.0,22.3,17.0,20.3,20.9
2012-01-20,11.9,25702.0,14.8,18.4,17.2,18.7
2012-01-21,12.1,22345.0,21.9,20.1,11.9,16.6
2012-01-22,12.5,14061.0,23.9,21.1,12.1,14.8
2012-01-23,13.6,16234.3,25.9,20.2,12.5,13.5
2012-01-24,14.6,18407.7,27.9,19.4,13.6,12.9
2012-01-25,15.7,20581.0,29.8,18.6,14.6,13.7
2012-01-26,16.8,22754.3,31.8,17.7,15.7,14.6
2012-01-27,17.8,24927.7,33.8,16.9,16.8,15.7
2012-01-28,18.9,27101.0,35.8,16.0,17.8,16.8
2012-01-29,13.4,38150.0,21.2,21.7,18.9,16.5
2012-01-30,13.7,25454.0,20.8,19.8,13.4,16.1
2012-01-31,13.6,23151.5,18.0,20.3,13.7,15.5
2012-02-01,13.6,20849.0,15.2,20.8,13.6,14.6
2012-02-02,12.5,26168.0,16.4,17.9,13.6,13.4
2012-02-03,11.1,24255.0,15.9,19.0,12.5,12.9
2012-02-04,11.0,27097.0,15.4,18.1,11.1,12.4
2012-02-05,13.1,22043.0,23.1,20.6,11.0,12.3
2012-02-06,20.0,17555.0,30.9,21.9,13.1,13.5
2012-02-07,20.2,19491.7,29.1,21.5,20.0,15.1
2012-02-08,20.3,21428.3,27.3,21.0,20.2,16.9
2012-02-09,20.5,23365.0,25.5,20.6,20.3,18.8
2012-02-10,17.7,33260.0,24.1,18.5,20.5,19.7
2012-02-11,13.4,43418.0,25.0,20.8,17.7,18.4
2012-02-12,14.2,40714.0,17.2,21.5,13.4,17.2
2012-02-13,15.7,34546.0,22.4,21.2,14.2,16.3
2012-02-14,17.1,28378.0,27.7,21.0,15.7,15.6
2012-02-15,16.6,24559.0,16.4,21.4,17.1,15.4
2012-02-16,13.6,27147.0,5.0,18.3,16.6,15.4
2012-02-17,18.1,20586.0,13.4,21.1,13.6,16.2
2012-02-18,17.9,32387.0,28.4,20.6,18.1,16.7
2012-02-19,18.4,31225.0,29.1,21.3,17.9,16.9
2012-02-20,18.9,32008.0,29.8,22.4,18.4,17.4
2012-02-21,19.4,32791.0,30.5,23.4,18.9,18.5
2012-02-22,26.4,17832.0,30.4,24.5,19.4,20.2
2012-02-23,23.7,25890.0,8.0,24.3,26.4,21.4
2012-02-24,19.5,30686.0,16.1,24.9,23.7,21.6
2012-02-25,19.8,33245.0,24.2,24.8,19.5,21.8
2012-02-26,16.7,35124.0,32.3,23.5,19.8,21.2
2012-02-27,18.0,29613.0,31.4,24.5,16.7,19.5
2012-02-28,19.3,24102.0,30.6,25.5,18.0,18.7
2012-02-29,20.5,23218.0,28.0,26.1,19.3,18.9
2012-03-01,23.3,20096.0,26.2,26.6,20.5,19.6
2012-03-02,26.8,20402.0,30.1,29.0,23.3,21.6
2012-03-03,27.4,26475.0,34.0,31.3,26.8,23.5
2012-03-04,30.9,23846.0,36.0,31.0,27.4,25.8
2012-03-05,30.5,23436.5,38.1,31.1,30.9,27.8
2012-03-06,30.1,23027.0,40.2,31.3,30.5,29.1
2012-03-07,29.8,23482.0,42.2,28.7,30.1,29.7
2012-03-08,27.5,22034.0,20.7,31.5,29.8,29.8
2012-03-09,21.9,25774.0,27.1,30.4,27.5,28.0
