日期,平均地溫0cm(℃),平均地溫100cm(℃),平均地溫10cm(℃),平均地溫20cm(℃),平均地溫50cm(℃),平均地溫5cm(℃),平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間,最大十分鐘降水量(mm),最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,海平面氣壓(hPa),累積日射量(MJm2),累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2021-01-01,18.4,24.8,19.6,20.6,22.8,19.1,1017.2,14.5,69,8.5,300.0,1.4,1014.5,1019.5,2021-01-01 14:59:00,10.3,2021-01-01 04:54:00,43,2021-01-01 13:45:00,0.0,2021-01-01 00:00:00,0.0,2021-01-01 00:00:00,280.0,6.9,2021-01-01 07:57:00,21.3,2021-01-01 15:04:00,1022.8,16.02,8.8,0,0.0
2021-01-02,18.1,24.7,19.2,20.2,22.3,18.8,1015.5,14.9,74,9.7,290.0,1.1,1012.7,1017.2,2021-01-02 15:09:00,8.2,2021-01-02 05:54:00,43,2021-01-02 14:08:00,0.0,2021-01-02 00:00:00,0.0,2021-01-02 00:00:00,290.0,6.1,2021-01-02 00:32:00,22.9,2021-01-02 14:08:00,1021.1,17.14,9.0,0,0.0
2021-01-03,18.2,24.4,19.1,20.0,21.9,18.7,1015.3,16.7,74,11.3,310.0,1.2,1012.5,1017.4,2021-01-03 14:39:00,8.8,2021-01-03 06:47:00,39,2021-01-03 13:49:00,0.0,2021-01-03 00:00:00,0.0,2021-01-03 00:00:00,340.0,6.9,2021-01-03 08:04:00,25.4,2021-01-03 14:27:00,1020.9,18.11,8.9,0,0.0
2021-01-04,19.3,24.2,19.6,20.1,21.7,19.4,1013.7,18.4,76,13.6,300.0,1.7,1011.2,1015.8,2021-01-04 14:48:00,11.3,2021-01-04 06:54:00,39,2021-01-04 13:19:00,0.0,2021-01-04 00:00:00,0.0,2021-01-04 00:00:00,320.0,6.6,2021-01-04 00:02:00,26.9,2021-01-04 13:59:00,1019.3,16.44,9.2,0,0.0
2021-01-05,19.8,24.1,20.0,20.5,21.7,19.9,1012.2,19.0,75,13.9,300.0,2.0,1009.7,1014.2,2021-01-05 14:21:00,12.9,2021-01-05 05:58:00,41,2021-01-05 11:54:00,0.0,2021-01-05 00:00:00,0.0,2021-01-05 00:00:00,300.0,7.3,2021-01-05 08:51:00,26.7,2021-01-05 13:47:00,1017.7,17.31,8.9,0,0.0
2021-01-06,20.0,23.9,20.4,20.7,21.8,20.2,1012.0,18.5,76,14.2,280.0,1.2,1009.3,1014.2,2021-01-06 15:17:00,15.2,2021-01-06 06:54:00,63,2021-01-06 14:53:00,0.0,2021-01-06 00:00:00,0.0,2021-01-06 00:00:00,300.0,4.5,2021-01-06 08:17:00,21.3,2021-01-06 15:23:00,1017.5,6.67,6.0,0,0.0
2021-01-07,19.0,23.8,20.1,20.8,21.9,19.7,1012.5,15.4,87,13.3,300.0,2.1,1010.8,1014.3,2021-01-07 15:22:00,12.3,2021-01-07 23:54:00,79,2021-01-07 19:18:00,0.5,2021-01-07 13:39:00,0.5,2021-01-07 14:29:00,330.0,6.5,2021-01-07 23:59:00,17.5,2021-01-07 10:44:00,1018.1,3.47,2.3,0,0.5
2021-01-08,16.8,23.8,18.7,19.9,21.7,17.9,1015.5,11.0,79,7.7,300.0,2.4,1014.1,1017.0,2021-01-08 04:00:00,8.9,2021-01-08 23:54:00,71,2021-01-08 10:59:00,0.0,2021-01-08 00:00:00,0.0,2021-01-08 00:00:00,300.0,7.8,2021-01-08 21:57:00,13.7,2021-01-08 10:53:00,1021.1,3.68,2.7,0,0.0
2021-01-09,16.3,23.7,17.8,18.9,21.2,17.2,1016.1,11.9,68,6.1,300.0,1.7,1014.0,1018.0,2021-01-09 15:44:00,8.6,2021-01-09 06:54:00,56,2021-01-09 15:45:00,0.0,2021-01-09 00:00:00,0.0,2021-01-09 00:00:00,300.0,5.5,2021-01-09 09:06:00,16.4,2021-01-09 12:48:00,1021.7,8.28,6.8,0,0.0
2021-01-10,17.0,23.5,17.8,18.7,20.7,17.5,1015.7,14.1,68,7.8,290.0,1.0,1012.9,1017.5,2021-01-10 15:04:00,6.6,2021-01-10 06:54:00,41,2021-01-10 13:59:00,0.0,2021-01-10 00:00:00,0.0,2021-01-10 00:00:00,260.0,6.3,2021-01-10 08:31:00,21.2,2021-01-10 15:21:00,1021.3,17.03,8.7,0,0.0
