日期,banana_平均價,banana_交易量,scarletbanana_平均價,guava_平均價,banana_前日平均價,banana_5日平均價
2012-03-10,31.6,10860.0,16.9,24.6,30.4,30.7
2012-03-11,32.7,10035.0,20.5,29.2,31.6,31.0
2012-03-12,31.7,10965.0,21.2,33.0,32.7,31.6
2012-03-13,30.6,11895.0,22.0,36.7,31.7,31.4
2012-03-14,28.5,12437.0,22.4,28.5,30.6,31.0
2012-03-15,29.4,11195.0,20.1,30.3,28.5,30.6
2012-03-16,31.9,9705.0,21.6,30.9,29.4,30.4
2012-03-17,33.4,10425.0,18.9,30.8,31.9,30.8
2012-03-18,32.4,13750.0,20.5,30.9,33.4,31.1
2012-03-19,32.0,14210.0,20.1,29.9,32.4,31.8
2012-03-20,31.6,14670.0,19.7,28.8,32.0,32.3
2012-03-21,31.6,19245.0,19.9,26.9,31.6,32.2
2012-03-22,30.8,14999.0,19.6,25.9,31.6,31.7
2012-03-23,29.5,12690.0,18.3,24.4,30.8,31.1
2012-03-24,29.3,14575.0,22.9,22.2,29.5,30.6
2012-03-25,29.5,11862.0,23.5,20.0,29.3,30.1
2012-03-26,28.8,13092.0,21.1,20.0,29.5,29.6
2012-03-27,28.1,14322.0,18.7,20.0,28.8,29.0
2012-03-28,25.2,14947.0,22.4,20.4,28.1,28.2
2012-03-29,26.8,10692.0,20.6,20.9,25.2,27.7
2012-03-30,25.4,13565.0,19.3,21.2,26.8,26.9
2012-03-31,22.3,15264.0,19.1,21.0,25.4,25.6
2012-04-01,25.8,13557.0,21.0,21.1,22.3,25.1
2012-04-02,22.1,17562.0,22.6,26.5,25.8,24.5
2012-04-03,22.7,20829.0,23.9,32.7,22.1,23.7
2012-04-04,23.1,20075.0,24.2,30.4,22.7,23.2
2012-04-05,23.5,19321.0,24.5,28.2,23.1,23.4
2012-04-06,23.9,18567.0,24.8,25.9,23.5,23.1
2012-04-07,24.3,16314.0,23.6,22.9,23.9,23.5
2012-04-08,25.7,16257.0,26.0,23.3,24.3,24.1
2012-04-09,24.2,16119.0,23.4,23.1,25.7,24.3
2012-04-10,22.7,15981.0,20.8,22.9,24.2,24.2
2012-04-11,23.3,13857.0,21.3,21.3,22.7,24.0
2012-04-12,23.8,15075.0,19.6,20.6,23.3,23.9
2012-04-13,23.2,12970.0,19.5,22.8,23.8,23.4
2012-04-14,23.6,14554.0,17.9,23.9,23.2,23.3
2012-04-15,23.3,17235.0,20.8,25.0,23.6,23.4
2012-04-16,23.0,16955.0,19.4,25.1,23.3,23.4
2012-04-17,22.7,16675.0,18.0,25.1,23.0,23.2
2012-04-18,21.7,15015.0,18.6,26.4,22.7,22.9
2012-04-19,21.9,13180.0,20.0,31.0,21.7,22.5
2012-04-20,24.8,14970.0,21.3,33.7,21.9,22.8
2012-04-21,23.2,17264.0,20.7,33.4,24.8,22.9
2012-04-22,25.4,14387.0,22.3,39.2,23.2,23.4
2012-04-23,23.7,17612.5,21.9,38.2,25.4,23.8
2012-04-24,22.0,20838.0,21.4,37.3,23.7,23.8
2012-04-25,22.0,14604.0,19.7,34.9,22.0,23.3
2012-04-26,19.2,15747.0,22.3,33.1,22.0,22.5
2012-04-27,22.1,11955.0,25.2,36.6,19.2,21.8
2012-04-28,22.3,13875.0,22.3,36.4,22.1,21.5
2012-04-29,20.2,20214.0,21.0,42.1,22.3,21.2
2012-04-30,20.5,19279.5,22.4,44.0,20.2,20.9
2012-05-01,20.9,18345.0,23.7,45.9,20.5,21.2
2012-05-02,21.5,14817.0,23.4,43.1,20.9,21.1
2012-05-03,20.8,17101.0,20.8,42.0,21.5,20.8
2012-05-04,24.3,12908.0,21.6,42.9,20.8,21.6
2012-05-05,24.8,14967.0,21.2,51.9,24.3,22.5
2012-05-06,24.1,20543.0,26.4,43.4,24.8,23.1
2012-05-07,24.1,18149.0,24.4,42.0,24.1,23.6
2012-05-08,24.0,15755.0,22.3,40.7,24.1,24.3
2012-05-09,23.6,13398.0,21.0,38.2,24.0,24.1
2012-05-10,23.0,13424.0,20.5,39.0,23.6,23.8
2012-05-11,22.8,11017.0,19.2,42.2,23.0,23.5
2012-05-12,25.3,14045.0,20.9,47.8,22.8,23.7
2012-05-13,23.0,16165.0,20.1,44.9,25.3,23.5
2012-05-14,22.1,15755.0,20.6,44.8,23.0,23.2
2012-05-15,21.2,15345.0,21.0,44.6,22.1,22.9
2012-05-16,20.4,14479.0,21.0,41.5,21.2,22.4
2012-05-17,22.8,10661.0,20.2,41.4,20.4,21.9
2012-05-18,20.6,13211.0,20.3,47.4,22.8,21.4
2012-05-19,19.6,14995.0,19.5,46.8,20.6,20.9
2012-05-20,20.6,21284.0,22.0,49.6,19.6,20.8
2012-05-21,22.7,17233.0,24.1,49.5,20.6,21.3
2012-05-22,24.8,13182.0,26.1,49.5,22.7,21.7
2012-05-23,23.2,14424.0,21.8,49.0,24.8,22.2
2012-05-24,23.3,12180.0,17.7,48.5,23.2,22.9
2012-05-25,23.2,11089.0,21.7,50.9,23.3,23.4
2012-05-26,23.4,11055.0,16.6,50.3,23.2,23.6
2012-05-27,21.5,14665.0,20.5,51.4,23.4,22.9
2012-05-28,22.1,13382.0,19.4,51.2,21.5,22.7
2012-05-29,22.7,12099.0,18.2,51.0,22.1,22.6
2012-05-30,23.0,11685.0,17.9,47.9,22.7,22.5
2012-05-31,22.8,12712.0,17.2,45.9,23.0,22.4
2012-06-01,20.4,14392.0,19.6,44.9,22.8,22.2
2012-06-02,22.9,14285.0,18.2,40.8,20.4,22.4
2012-06-03,22.9,19427.0,21.8,34.5,22.9,22.4
2012-06-04,23.0,17535.5,22.0,32.2,22.9,22.4
2012-06-05,23.2,15644.0,22.2,29.9,23.0,22.5
2012-06-06,25.5,11202.0,19.7,29.3,23.2,23.5
2012-06-07,21.3,10590.0,19.2,26.2,25.5,23.2
2012-06-08,21.4,10780.0,19.8,28.2,21.3,22.9
2012-06-09,20.4,12519.0,16.7,25.7,21.4,22.4
2012-06-10,19.9,15502.0,19.9,25.7,20.4,21.7
2012-06-11,19.6,14583.5,21.2,25.5,19.9,20.5
2012-06-12,19.3,13665.0,22.5,25.4,19.6,20.1
2012-06-13,21.9,9105.0,24.0,29.1,19.3,20.2
2012-06-14,21.8,10845.0,23.7,28.8,21.9,20.5
2012-06-15,21.1,12570.0,21.0,24.8,21.8,20.7
2012-06-16,21.5,12902.0,21.0,23.2,21.1,21.1
2012-06-17,21.7,17699.0,20.4,22.3,21.5,21.6
2012-06-18,21.9,17779.5,18.9,22.4,21.7,21.6
2012-06-19,22.2,17860.0,17.5,22.5,21.9,21.7
2012-06-20,22.7,11751.0,20.3,24.1,22.2,22.0
2012-06-21,25.3,10190.0,23.8,25.2,22.7,22.8
2012-06-22,22.7,16120.0,24.1,28.1,25.3,23.0
2012-06-23,22.4,15490.0,20.4,27.1,22.7,23.1
2012-06-24,22.6,14932.7,18.8,25.6,22.4,23.1
2012-06-25,22.8,14375.3,17.3,24.1,22.6,23.2
2012-06-26,23.0,13818.0,15.7,22.6,22.8,22.7
2012-06-27,22.2,11765.0,16.2,17.7,23.0,22.6
2012-06-28,23.3,9210.0,18.0,17.4,22.2,22.8
2012-06-29,22.5,10939.0,16.6,17.8,23.3,22.8
2012-06-30,21.0,12045.0,16.7,19.4,22.5,22.4
2012-07-01,24.1,11805.0,19.3,21.1,21.0,22.6
2012-07-02,23.6,13915.5,19.1,20.5,24.1,22.9
2012-07-03,23.0,16026.0,19.0,19.9,23.6,22.8
2012-07-04,25.0,10398.0,16.8,17.1,23.0,23.3
2012-07-05,20.9,9330.0,16.8,14.0,25.0,23.3
2012-07-06,20.8,10256.0,19.2,15.1,20.9,22.7
2012-07-07,21.5,10305.0,18.5,16.6,20.8,22.2
2012-07-08,22.3,11476.0,21.5,16.6,21.5,22.1
2012-07-09,22.3,11840.5,19.1,15.9,22.3,21.6
2012-07-10,22.3,12205.0,16.6,15.2,22.3,21.8
2012-07-11,21.3,10650.0,14.3,14.2,22.3,21.9
2012-07-12,20.4,10470.0,16.1,13.6,21.3,21.7
2012-07-13,19.3,10290.0,16.1,14.5,20.4,21.1
2012-07-14,17.5,14070.0,16.3,14.9,19.3,20.2
2012-07-15,20.3,12480.0,15.6,16.0,17.5,19.8
2012-07-16,20.9,12187.5,16.4,16.9,20.3,19.7
2012-07-17,21.4,11895.0,17.1,17.8,20.9,19.9
2012-07-18,21.7,13890.0,16.5,16.5,21.4,20.4
2012-07-19,21.7,12270.0,16.2,16.1,21.7,21.2
2012-07-20,21.7,12000.0,14.7,15.2,21.7,21.5
2012-07-21,22.8,9957.0,18.9,15.1,21.7,21.9
2012-07-22,21.5,11381.0,16.9,15.0,22.8,21.9
2012-07-23,21.9,10935.0,16.4,14.7,21.5,21.9
2012-07-24,22.2,10489.0,15.9,14.4,21.9,22.0
2012-07-25,22.6,9060.0,12.5,13.5,22.2,22.2
2012-07-26,21.5,8685.0,13.2,14.4,22.6,21.9
2012-07-27,26.3,6792.0,15.3,15.1,21.5,22.9
2012-07-28,25.4,10200.0,14.6,16.0,26.3,23.6
2012-07-29,24.1,11160.0,18.5,16.2,25.4,24.0
2012-07-30,25.5,10057.0,18.9,15.9,24.1,24.6
2012-07-31,26.8,8954.0,19.2,15.6,25.5,25.6
2012-08-01,29.1,6881.0,17.7,15.3,26.8,26.2
2012-08-02,26.3,8794.0,13.4,13.1,29.1,26.4
2012-08-03,32.1,5295.0,28.8,20.4,26.3,28.0
2012-08-04,34.7,8414.0,22.4,19.7,32.1,29.8
2012-08-05,34.7,8143.0,18.9,21.5,34.7,31.4
2012-08-06,35.4,8489.0,18.3,21.0,34.7,32.6
2012-08-07,36.0,8835.0,17.7,20.5,35.4,34.6
2012-08-08,39.7,6660.0,17.3,20.4,36.0,36.1
2012-08-09,34.9,8190.0,15.3,18.8,39.7,36.1
2012-08-10,35.0,7560.0,16.7,20.6,34.9,36.2
2012-08-11,38.4,7713.0,19.7,22.6,35.0,36.8
2012-08-12,39.0,8495.0,18.2,26.8,38.4,37.4
2012-08-13,37.8,8952.5,20.3,26.5,39.0,37.0
2012-08-14,36.5,9410.0,22.4,26.2,37.8,37.3
2012-08-15,39.0,7160.0,19.1,26.7,36.5,38.1
2012-08-16,42.4,8355.0,19.9,25.6,39.0,38.9
2012-08-17,43.8,7044.0,21.2,26.9,42.4,39.9
2012-08-18,48.3,6855.0,23.8,31.0,43.8,42.0
2012-08-19,44.4,8904.0,21.5,33.1,48.3,43.6
2012-08-20,45.1,8419.5,22.2,33.3,44.4,44.8
2012-08-21,45.8,7935.0,22.9,33.5,45.1,45.5
2012-08-22,41.0,7143.0,24.3,36.0,45.8,44.9
2012-08-23,44.5,6071.0,20.5,36.3,41.0,44.2
2012-08-24,43.6,6555.0,17.9,36.8,44.5,44.0
2012-08-25,44.5,6728.0,25.5,42.3,43.6,43.9
2012-08-26,46.9,6990.0,31.6,49.8,44.5,44.1
2012-08-27,46.0,7812.5,26.2,48.0,46.9,45.1
2012-08-28,45.2,8635.0,20.9,46.3,46.0,45.2
2012-08-29,43.4,7950.0,19.6,50.3,45.2,45.2
2012-08-30,46.0,8818.0,23.7,52.0,43.4,45.5
2012-08-31,46.0,8355.0,24.1,56.8,46.0,45.3
2012-09-01,47.7,7908.0,27.9,64.7,46.0,45.7
2012-09-02,47.7,8298.0,27.6,64.4,47.7,46.2
2012-09-03,47.5,8361.0,26.6,62.4,47.7,47.0
2012-09-04,47.4,8424.0,25.5,60.3,47.5,47.3
2012-09-05,47.2,8487.0,24.5,58.3,47.4,47.5
2012-09-06,44.8,6589.0,23.3,52.5,47.2,46.9
2012-09-07,43.7,6909.0,24.0,55.9,44.8,46.1
2012-09-08,45.2,6733.0,24.3,65.1,43.7,45.7
2012-09-09,45.4,8517.0,25.3,68.7,45.2,45.3
2012-09-10,47.1,7832.0,24.1,71.8,45.4,45.2
2012-09-11,48.9,7147.0,22.9,74.8,47.1,46.1
2012-09-12,46.0,7830.0,22.1,76.6,48.9,46.5
2012-09-13,45.5,7360.0,23.4,72.1,46.0,46.6
2012-09-14,48.1,6480.0,22.9,66.9,45.5,47.1
2012-09-15,47.8,8414.0,25.2,65.8,48.1,47.3
2012-09-16,49.3,8325.0,24.4,70.1,47.8,47.3
2012-09-17,49.1,8362.5,26.1,71.8,49.3,48.0
2012-09-18,48.9,8400.0,27.8,73.5,49.1,48.6
2012-09-19,48.6,7014.0,25.3,71.7,48.9,48.7
2012-09-20,44.7,7665.0,20.9,68.0,48.6,48.1
2012-09-21,40.5,7819.0,20.0,68.9,44.7,46.4
2012-09-22,38.2,8935.0,23.7,64.8,40.5,44.2
2012-09-23,42.4,8163.0,24.6,61.6,38.2,42.9
2012-09-24,42.6,8319.0,24.6,61.2,42.4,41.7
2012-09-25,42.8,8475.0,24.6,60.8,42.6,41.3
2012-09-26,41.4,8130.0,20.6,59.4,42.8,41.5
2012-09-27,40.6,7502.0,20.1,51.4,41.4,42.0
2012-09-28,41.1,6948.0,22.2,50.7,40.6,41.7
2012-09-29,42.8,9109.0,23.9,49.0,41.1,41.7
2012-09-30,44.4,9144.0,24.9,48.4,42.8,42.1
2012-10-01,43.2,9408.3,24.6,47.3,44.4,42.4
2012-10-02,42.0,9672.7,24.2,46.1,43.2,42.7
2012-10-03,40.8,9937.0,23.9,45.0,42.0,42.6
2012-10-04,40.7,7215.0,24.0,39.4,40.8,42.2
2012-10-05,35.9,7443.0,24.1,42.7,40.7,40.5
2012-10-06,38.9,8297.0,22.4,43.5,35.9,39.7
2012-10-07,37.3,9651.0,21.3,46.3,38.9,38.7
2012-10-08,37.1,9427.0,21.4,45.0,37.3,38.0
2012-10-09,37.0,9203.0,21.5,43.8,37.1,37.2
2012-10-10,37.4,10478.0,20.8,44.4,37.0,37.5
2012-10-11,36.6,7975.0,21.6,45.6,37.4,37.1
2012-10-12,37.6,7740.0,23.3,44.7,36.6,37.1
2012-10-13,36.5,8085.0,26.1,43.3,37.6,37.0
2012-10-14,40.4,10580.0,29.1,46.0,36.5,37.7
2012-10-15,41.0,10795.0,29.4,46.3,40.4,38.4
2012-10-16,41.5,11010.0,29.7,46.6,41.0,39.4
2012-10-17,41.4,8907.0,25.8,44.5,41.5,40.2
2012-10-18,43.4,5871.0,23.5,44.9,41.4,41.5
2012-10-19,40.9,6450.0,26.5,44.1,43.4,41.6
2012-10-20,42.9,6990.0,25.2,44.1,40.9,42.0
2012-10-21,43.4,6811.0,27.1,40.3,42.9,42.4
2012-10-22,43.1,7703.0,26.5,40.2,43.4,42.7
2012-10-23,42.8,8595.0,25.8,40.2,43.1,42.6
2012-10-24,43.8,7109.0,26.4,41.0,42.8,43.2
2012-10-25,44.0,6147.0,26.5,39.5,43.8,43.4
2012-10-26,43.6,6904.0,29.0,41.4,44.0,43.5
2012-10-27,43.1,7864.0,30.0,43.8,43.6,43.5
2012-10-28,43.7,10143.0,32.3,41.6,43.1,43.6
2012-10-29,44.5,9749.0,32.7,42.2,43.7,43.8
2012-10-30,45.2,9355.0,33.1,42.7,44.5,44.0
2012-10-31,43.5,6960.0,29.6,35.3,45.2,44.0
2012-11-01,43.6,6119.0,27.3,38.5,43.5,44.1
2012-11-02,44.0,7020.0,34.9,42.1,43.6,44.2
2012-11-03,43.3,8168.0,31.1,44.8,44.0,43.9
2012-11-04,45.4,8625.0,32.1,42.8,43.3,44.0
2012-11-05,42.8,9639.0,29.7,43.2,45.4,43.8
2012-11-06,40.2,10653.0,27.3,43.7,42.8,43.1
2012-11-07,42.0,7385.0,25.2,42.0,40.2,42.7
2012-11-08,37.9,9272.0,26.4,42.7,42.0,41.7
2012-11-09,40.5,8696.0,29.1,42.1,37.9,40.7
2012-11-10,36.1,10720.0,28.9,45.3,40.5,39.3
2012-11-11,37.5,10650.0,29.5,44.8,36.1,38.8
2012-11-12,39.6,11587.5,29.8,43.5,37.5,38.3
2012-11-13,41.8,12525.0,30.1,42.3,39.6,39.1
2012-11-14,42.9,10728.0,33.1,40.7,41.8,39.6
2012-11-15,42.0,8313.0,29.6,42.2,42.9,40.8
2012-11-16,39.4,8873.0,32.9,42.3,42.0,41.1
2012-11-17,37.9,9930.0,30.9,39.4,39.4,40.8
2012-11-18,37.2,12421.0,28.7,39.7,37.9,39.9
2012-11-19,38.2,11159.5,29.4,38.6,37.2,38.9
2012-11-20,39.2,9898.0,30.1,37.5,38.2,38.4
2012-11-21,40.6,8257.0,29.8,34.0,39.2,38.6
2012-11-22,37.5,9057.0,24.2,33.4,40.6,38.5
2012-11-23,36.7,7640.0,27.3,28.3,37.5,38.4
2012-11-24,36.8,10920.0,24.6,27.3,36.7,38.2
2012-11-25,38.1,10140.0,32.8,28.8,36.8,37.9
2012-11-26,38.5,11910.5,32.6,27.9,38.1,37.5
2012-11-27,38.8,13681.0,32.5,27.0,38.5,37.8
2012-11-28,43.1,8937.0,31.7,26.1,38.8,39.1
2012-11-29,42.6,8739.0,29.2,25.4,43.1,40.2
2012-11-30,43.1,6540.0,26.4,25.6,42.6,41.2
2012-12-01,40.3,9654.0,29.2,19.7,43.1,41.6
2012-12-02,43.0,7201.0,34.1,17.6,40.3,42.4
2012-12-03,42.2,8040.5,31.0,18.2,43.0,42.2
2012-12-04,41.4,8880.0,27.8,18.9,42.2,42.0
2012-12-05,38.1,10401.0,25.6,18.8,41.4,41.0
2012-12-06,43.6,7015.0,24.5,20.6,38.1,41.7
2012-12-07,44.2,8640.0,29.2,22.2,43.6,41.9
2012-12-08,42.9,9477.0,25.9,19.9,44.2,42.0
2012-12-09,42.4,8852.0,27.0,16.6,42.9,42.2
2012-12-10,44.8,8900.5,27.9,16.8,42.4,43.6
2012-12-11,47.2,8949.0,28.8,17.0,44.8,44.3
2012-12-12,47.9,10530.0,24.5,14.6,47.2,45.0
2012-12-13,47.9,8316.0,24.3,16.3,47.9,46.0
2012-12-14,50.3,7590.0,23.4,17.1,47.9,47.6
2012-12-15,50.2,6885.0,30.2,18.6,50.3,48.7
2012-12-16,48.6,9007.0,34.0,18.2,50.2,49.0
2012-12-17,48.0,9379.0,33.2,17.0,48.6,49.0
2012-12-18,47.5,9751.0,32.4,15.8,48.0,48.9
2012-12-19,53.4,6608.0,31.3,13.9,47.5,49.5
2012-12-20,50.2,6555.0,31.9,12.4,53.4,49.5
2012-12-21,51.2,6927.0,31.3,12.6,50.2,50.1
2012-12-22,48.7,8736.0,27.4,13.1,51.2,50.2
2012-12-23,47.7,8795.0,29.0,11.1,48.7,50.2
2012-12-24,50.2,8578.5,30.1,12.1,47.7,49.6
2012-12-25,52.6,8362.0,31.3,13.0,50.2,50.1
2012-12-26,48.0,12071.0,30.4,12.0,52.6,49.4
2012-12-27,49.4,8907.0,29.9,11.0,48.0,49.6
2012-12-28,48.6,7877.0,30.6,11.1,49.4,49.8
2012-12-29,49.4,7552.0,27.0,11.7,48.6,49.6
2012-12-30,46.7,9000.0,36.1,11.2,49.4,48.4
2012-12-31,47.6,8437.0,34.6,12.6,46.7,48.3
2013-01-01,48.5,7874.0,33.1,13.9,47.6,48.2
2013-01-02,43.2,8506.0,32.7,13.2,48.5,47.1
2013-01-03,45.3,5497.0,35.2,11.7,43.2,46.3
2013-01-04,44.2,6286.0,29.8,10.4,45.3,45.8
2013-01-05,45.5,8384.0,30.1,11.5,44.2,45.3
2013-01-06,45.8,9255.0,27.6,12.7,45.5,44.8
2013-01-07,45.0,9003.0,27.1,12.9,45.8,45.2
2013-01-08,44.3,8751.0,26.6,13.2,45.0,45.0
2013-01-09,45.0,7365.0,28.5,11.8,44.3,45.1
2013-01-10,41.9,7267.0,30.5,13.2,45.0,44.4
2013-01-11,42.6,9869.0,30.9,13.7,41.9,43.8
2013-01-12,41.2,11294.0,28.3,15.6,42.6,43.0
2013-01-13,42.2,8704.0,31.6,14.9,41.2,42.6
2013-01-14,42.4,9176.0,30.1,14.9,42.2,42.1
2013-01-15,42.5,9648.0,28.5,15.0,42.4,42.2
2013-01-16,39.0,8088.0,27.8,14.3,42.5,41.5
2013-01-17,39.4,7029.0,24.8,13.7,39.0,41.1
2013-01-18,37.5,7108.0,27.8,14.3,39.4,40.2
2013-01-19,36.0,8635.0,25.2,15.5,37.5,38.9
2013-01-20,36.9,8520.0,30.2,16.3,36.0,37.8
2013-01-21,36.9,9352.5,28.4,17.3,36.9,37.3
2013-01-22,36.9,10185.0,26.6,18.3,36.9,36.8
2013-01-23,39.3,7610.0,28.9,17.7,36.9,37.2
2013-01-24,40.3,7368.0,26.3,17.6,39.3,38.1
2013-01-25,40.7,12404.0,30.7,19.4,40.3,38.8
2013-01-26,38.5,10617.0,29.9,22.2,40.7,39.1
2013-01-27,40.1,8133.0,28.4,20.9,38.5,39.8
2013-01-28,41.2,8296.5,30.6,19.8,40.1,40.2
2013-01-29,42.3,8460.0,32.9,18.7,41.2,40.6
2013-01-30,41.2,6211.0,29.9,15.9,42.3,40.7
2013-01-31,41.8,5355.0,27.1,15.9,41.2,41.3
2013-02-01,36.7,5505.0,27.3,15.8,41.8,40.6
2013-02-02,40.8,7145.0,24.9,17.4,36.7,40.6
2013-02-03,41.3,8265.0,21.4,17.7,40.8,40.4
2013-02-04,40.8,8494.0,23.4,19.8,41.3,40.3
2013-02-05,40.4,8723.0,25.5,21.8,40.8,40.0
2013-02-06,35.5,10965.0,26.1,19.5,40.4,39.8
2013-02-07,30.4,9052.0,29.5,17.5,35.5,37.7
2013-02-08,37.4,7431.0,30.2,17.5,30.4,36.9
2013-02-09,42.4,3540.0,31.7,19.9,37.4,37.2
2013-02-10,41.3,4655.0,32.8,19.8,42.4,37.4
2013-02-11,40.2,5770.0,33.8,19.7,41.3,38.3
2013-02-12,39.0,6885.0,34.9,19.5,40.2,40.1
2013-02-13,37.9,8000.0,36.0,19.4,39.0,40.2
2013-02-14,36.8,9115.0,37.0,19.3,37.9,39.0
2013-02-15,35.7,10230.0,38.1,19.2,36.8,37.9
2013-02-16,38.3,8489.0,36.2,15.8,35.7,37.5
2013-02-17,38.9,12041.0,31.4,15.7,38.3,37.5
2013-02-18,39.1,10147.5,32.2,15.5,38.9,37.8
2013-02-19,39.4,8254.0,33.0,15.3,39.1,38.3
2013-02-20,41.7,6240.0,28.5,12.9,39.4,39.5
2013-02-21,42.0,6131.0,24.4,12.3,41.7,40.2
2013-02-22,40.2,7618.0,27.0,14.6,42.0,40.5
2013-02-23,39.3,11579.0,23.0,18.0,40.2,40.5
2013-02-24,40.4,12174.0,25.0,18.3,39.3,40.7
2013-02-25,39.9,11935.0,25.3,18.1,40.4,40.4
2013-02-26,39.5,11696.0,25.5,18.0,39.9,39.9
2013-02-27,39.0,11457.0,25.8,17.8,39.5,39.6
2013-02-28,34.1,11119.0,24.7,15.5,39.0,38.6
2013-03-01,35.0,9628.0,30.1,15.5,34.1,37.5
2013-03-02,32.6,11551.0,30.5,15.7,35.0,36.0
2013-03-03,33.7,11890.0,32.6,17.5,32.6,34.9
2013-03-04,34.2,11015.5,31.1,17.8,33.7,33.9
2013-03-05,34.7,10141.0,29.6,18.1,34.2,34.0
2013-03-06,32.2,12227.0,28.0,17.1,34.7,33.5
2013-03-07,35.2,8065.0,26.0,17.7,32.2,34.0
2013-03-08,38.0,7616.0,28.1,18.4,35.2,34.9
2013-03-09,39.2,11333.0,30.6,18.7,38.0,35.9
2013-03-10,40.6,14348.0,31.8,19.7,39.2,37.0
2013-03-11,40.6,14845.0,31.4,19.2,40.6,38.7
2013-03-12,40.6,15342.0,30.9,18.8,40.6,39.8
2013-03-13,42.7,9639.0,33.1,18.3,40.6,40.7
2013-03-14,41.5,8869.0,30.0,16.0,42.7,41.2
2013-03-15,41.0,7791.0,30.6,16.1,41.5,41.3
2013-03-16,41.7,11058.0,29.0,14.5,41.0,41.5
2013-03-17,41.9,10708.0,31.8,16.8,41.7,41.8
2013-03-18,41.3,10929.5,30.1,16.8,41.9,41.5
2013-03-19,40.8,11151.0,28.4,16.8,41.3,41.3
2013-03-20,40.6,8291.0,27.9,15.6,40.8,41.3
2013-03-21,38.4,9485.0,31.0,15.3,40.6,40.6
2013-03-22,39.5,8474.0,30.9,15.7,38.4,40.1
2013-03-23,38.9,11006.0,30.1,13.5,39.5,39.6
2013-03-24,43.5,11947.0,32.7,15.3,38.9,40.2
2013-03-25,43.4,13008.0,33.2,14.7,43.5,40.7
2013-03-26,43.2,14069.0,33.8,14.0,43.4,41.7
2013-03-27,41.8,12296.0,36.4,12.9,43.2,42.2
2013-03-28,40.0,7995.0,31.6,10.5,41.8,42.4
2013-03-29,38.7,9461.0,32.3,10.7,40.0,41.4
2013-03-30,39.7,11298.0,32.5,11.7,38.7,40.7
2013-03-31,39.5,11911.0,34.8,11.6,39.7,39.9
2013-04-01,38.5,13328.5,34.4,11.1,39.5,39.3
2013-04-02,37.5,14746.0,34.0,10.5,38.5,38.8
2013-04-03,37.2,15267.0,35.8,15.6,37.5,38.5
2013-04-04,36.8,16353.7,34.8,15.0,37.2,37.9
2013-04-05,36.3,17440.3,33.8,14.3,36.8,37.3
2013-04-06,35.9,18527.0,32.8,13.7,36.3,36.7
2013-04-07,34.2,18244.0,35.5,12.9,35.9,36.1
2013-04-08,34.9,17892.5,35.3,12.4,34.2,35.6
2013-04-09,35.6,17541.0,35.1,11.8,34.9,35.4
2013-04-10,34.5,14955.0,29.3,10.6,35.6,35.0
2013-04-11,37.4,13563.0,31.9,11.6,34.5,35.3
2013-04-12,35.2,10012.0,29.8,10.1,37.4,35.5
2013-04-13,33.5,12301.0,26.6,11.6,35.2,35.2
2013-04-14,32.0,12471.0,29.7,10.9,33.5,34.5
2013-04-15,33.5,12969.5,28.4,11.4,32.0,34.3
2013-04-16,34.9,13468.0,27.2,11.8,33.5,33.8
2013-04-17,34.2,12826.0,29.7,12.5,34.9,33.6
2013-04-18,32.9,9244.0,29.7,15.8,34.2,33.5
2013-04-19,32.8,9698.0,27.0,14.6,32.9,33.7
2013-04-20,34.7,10890.0,32.6,16.9,32.8,33.9
2013-04-21,35.4,10580.0,35.0,15.3,34.7,34.0
2013-04-22,36.8,10709.0,33.2,16.0,35.4,34.5
2013-04-23,38.2,10838.0,31.5,16.7,36.8,35.6
2013-04-24,38.7,15223.0,33.5,17.7,38.2,36.8
2013-04-25,45.4,8369.0,34.3,17.3,38.7,38.9
2013-04-26,46.1,6959.0,35.8,15.2,45.4,41.0
2013-04-27,41.9,8640.0,34.2,16.9,46.1,42.1
2013-04-28,42.9,11243.0,35.6,20.4,41.9,43.0
2013-04-29,43.1,11202.0,35.3,20.1,42.9,43.9
2013-04-30,43.3,11161.0,35.0,19.9,43.1,43.5
2013-05-01,41.1,12000.0,30.2,18.0,43.3,42.5
2013-05-02,42.3,10564.0,34.0,18.1,41.1,42.5
2013-05-03,42.4,9282.0,38.6,21.1,42.3,42.4
2013-05-04,43.1,9884.0,38.2,25.2,42.4,42.4
2013-05-05,41.7,11700.0,40.1,24.6,43.1,42.1
2013-05-06,42.0,11282.0,36.4,25.5,41.7,42.3
2013-05-07,42.3,10864.0,32.7,26.4,42.0,42.3
2013-05-08,40.2,11509.0,31.4,25.8,42.3,41.9
2013-05-09,41.3,13394.0,35.3,27.5,40.2,41.5
2013-05-10,42.7,12629.0,40.1,27.9,41.3,41.7
2013-05-11,42.0,10050.0,39.8,26.6,42.7,41.7
2013-05-12,40.5,10671.0,33.5,24.9,42.0,41.3
2013-05-13,41.9,10588.5,34.1,25.4,40.5,41.7
2013-05-14,43.3,10506.0,34.7,26.0,41.9,42.1
2013-05-15,40.9,9217.0,31.0,23.0,43.3,41.7
2013-05-16,37.6,12526.0,30.4,24.3,40.9,40.8
2013-05-17,34.3,13288.0,32.5,25.0,37.6,39.6
2013-05-18,38.3,9645.0,33.6,35.0,34.3,38.9
