2019年 日/月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
1,/,/,/,/,/,/,/,/,/,/,/,/
2,/,/,/,/,/,/,/,/,/,/,/,/
3,/,/,/,/,/,/,/,/,/,/,/,/
4,/,/,/,/,/,/,/,/,/,/,/,/
5,/,/,/,/,/,/,/,/,/,/,/,/
6,/,/,/,/,/,/,/,/,/,/,/,/
7,/,/,/,/,/,/,/,/,/,/,/,/
8,/,/,/,/,/,/,/,/,/,/,/,/
9,/,/,/,/,/,/,/,/,/,/,/,/
10,/,/,/,/,/,/,/,/,/,/,/,/
11,/,/,/,/,/,/,/,/,/,/,/,/
12,/,/,/,/,/,/,/,/,/,/,/,200.0
13,/,/,/,/,/,/,/,/,/,/,/,/
14,/,/,/,/,/,/,/,/,/,/,/,/
15,/,/,/,/,/,/,/,/,/,/,/,190.0
16,/,/,/,/,/,/,/,/,/,/,/,/
17,/,/,/,/,/,/,/,/,/,/,/,190.0
18,/,/,/,/,/,/,/,/,/,/,/,200.0
19,/,/,/,/,/,/,/,/,/,/,/,190.0
20,/,/,/,/,/,/,/,/,/,/,/,180.0
21,/,/,/,/,/,/,/,/,/,/,/,200.0
22,/,/,/,/,/,/,/,/,/,/,/,190.0
23,/,/,/,/,/,/,/,/,/,/,/,190.0
24,/,/,/,/,/,/,/,/,/,/,/,210.0
25,/,/,/,/,/,/,/,/,/,/,/,190.0
26,/,/,/,/,/,/,/,/,/,/,/,200.0
27,/,/,/,/,/,/,/,/,/,/,/,180.0
28,/,/,/,/,/,/,/,/,/,/,/,210.0
29,/,,/,/,/,/,/,/,/,/,/,0.0
30,/,,/,/,/,/,/,/,/,/,/,180.0
31,/,,/,,/,,/,/,,/,,0.0
平均,/,/,/,/,/,/,/,/,/,/,/,170.6
