日期,市場,產品,上價,中價,下價,平均價(元/公斤),價格跟前一交易日比較%,交易量(公斤),交易量跟前一交易日比較%
109/10/17,338 桃　農,P1 番石榴 珍珠芭 ,21.0,19.1,15.5,18.8, -  7,704, + 58
109/10/17,109 台北一,P1 番石榴 珍珠芭 ,59.5,32.6,18.0,35.1, -  1,47288, + 10
109/10/17,241 三重區,P1 番石榴 珍珠芭 ,44.5,25.1,20.5,28.1, +  5,49046, + 17
109/10/17,930 台東市,P1 番石榴 珍珠芭 ,38.0,21.7,15.0,22.3, +  7,2530, + 24
109/10/17,400 台中市,P1 番石榴 珍珠芭 ,35.0,22.4,8.5,27.8, +  2,42318, + 13
109/10/17,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,22.0,10.0,22.0,    0,3200, +  7
109/10/17,420 豐原區,P1 番石榴 珍珠芭 ,30.6,24.6,9.7,22.8, -  8,6207, + 37
109/10/17,800 高雄市,P1 番石榴 珍珠芭 ,47.8,32.2,27.4,34.4, -  7,2350, + 42
109/10/17,220 板橋區,P1 番石榴 珍珠芭 ,27.9,20.5,16.0,21.1, +  1,14248, + 11
109/10/17,830 鳳山區,P1 番石榴 珍珠芭 ,48.0,26.9,19.0,26.9, -  6,5050, + 64
109/10/18,400 台中市,P1 番石榴 珍珠芭 ,35.3,24.2,10.4,28.3, +  2,37020, - 13
109/10/18,800 高雄市,P1 番石榴 珍珠芭 ,50.0,50.0,50.0,50.0, + 45,216, - 91
109/10/18,338 桃　農,P1 番石榴 珍珠芭 ,20.0,17.9,17.0,18.1, -  4,148, - 79
109/10/18,830 鳳山區,P1 番石榴 珍珠芭 ,42.9,24.7,20.0,24.7, -  8,5820, + 15
109/10/18,109 台北一,P1 番石榴 珍珠芭 ,58.9,32.6,17.4,34.8, -  1,44005, -  7
109/10/18,220 板橋區,P1 番石榴 珍珠芭 ,26.0,20.9,15.1,20.8, -  1,12983, -  9
109/10/18,241 三重區,P1 番石榴 珍珠芭 ,43.2,26.0,21.6,28.6, +  2,45084, -  8
109/10/18,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,24.9, + 12,1678, - 34
109/10/18,420 豐原區,P1 番石榴 珍珠芭 ,40.0,23.6,6.0,23.3, +  2,4317, - 30
109/10/18,104 台北二,P1 番石榴 珍珠芭 ,64.0,33.3,16.4,36.0, -  2,22288, +  4
109/10/19,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,20.0,10.0,20.0, -  9,5000, + 56
109/10/20,104 台北二,P1 番石榴 珍珠芭 ,61.1,33.7,17.6,36.0,    0,24948, + 12
109/10/20,400 台中市,P1 番石榴 珍珠芭 ,35.6,24.5,7.9,28.9, +  2,54734, + 48
109/10/20,241 三重區,P1 番石榴 珍珠芭 ,40.7,26.0,20.5,27.8, -  3,50980, + 13
109/10/20,109 台北一,P1 番石榴 珍珠芭 ,59.5,32.8,18.1,35.2, +  1,55042, + 25
109/10/20,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,25.7, +  3,1380, - 18
109/10/20,420 豐原區,P1 番石榴 珍珠芭 ,40.0,24.4,10.0,24.6, +  5,2130, - 51
109/10/20,338 桃　農,P1 番石榴 珍珠芭 ,25.7,19.4,13.3,19.5, +  8,589, +298
109/10/20,830 鳳山區,P1 番石榴 珍珠芭 ,44.4,21.4,18.1,21.4, - 13,3380, - 42
109/10/20,800 高雄市,P1 番石榴 珍珠芭 ,48.2,26.7,22.0,30.1, - 40,2270, +951
109/10/20,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,22.0,10.0,22.0, + 10,4000, - 20
109/10/20,220 板橋區,P1 番石榴 珍珠芭 ,28.8,21.7,17.6,22.3, +  7,13592, +  5
109/10/21,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,22.0,10.0,22.0,    0,4800, + 20
109/10/21,220 板橋區,P1 番石榴 珍珠芭 ,27.4,21.9,16.6,21.9, -  2,13201, -  3
109/10/21,338 桃　農,P1 番石榴 珍珠芭 ,22.7,20.0,18.0,20.1, +  3,775, + 32
109/10/21,400 台中市,P1 番石榴 珍珠芭 ,34.3,24.8,9.9,28.0, -  3,40180, - 27
109/10/21,830 鳳山區,P1 番石榴 珍珠芭 ,44.4,22.0,18.1,22.0, +  3,2910, - 14
109/10/21,109 台北一,P1 番石榴 珍珠芭 ,55.4,31.7,17.7,33.6, -  5,47329, - 14
109/10/21,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,24.8, -  4,1740, + 26
109/10/21,420 豐原區,P1 番石榴 珍珠芭 ,30.0,18.9,10.0,19.3, - 21,10872, +410
109/10/21,800 高雄市,P1 番石榴 珍珠芭 ,50.0,38.6,30.0,39.2, + 30,1618, - 29
109/10/21,104 台北二,P1 番石榴 珍珠芭 ,59.4,29.5,13.6,32.3, - 10,20009, - 20
109/10/21,241 三重區,P1 番石榴 珍珠芭 ,39.7,22.1,19.1,25.0, - 10,50015, -  2
109/10/22,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,20.0,12.0,20.0, -  9,4200, - 13
109/10/22,241 三重區,P1 番石榴 珍珠芭 ,36.3,22.0,18.9,24.2, -  3,47262, -  6
109/10/22,109 台北一,P1 番石榴 珍珠芭 ,53.5,29.2,15.8,31.4, -  7,45476, -  4
109/10/22,104 台北二,P1 番石榴 珍珠芭 ,55.3,27.5,14.7,30.5, -  6,18578, -  7
109/10/22,420 豐原區,P1 番石榴 珍珠芭 ,30.0,19.4,10.0,19.6, +  1,5762, - 47
109/10/22,338 桃　農,P1 番石榴 珍珠芭 ,18.2,15.0,12.0,15.0, - 25,412, - 47
109/10/22,830 鳳山區,P1 番石榴 珍珠芭 ,42.9,26.0,22.0,26.0, + 18,3050, +  5
109/10/22,400 台中市,P1 番石榴 珍珠芭 ,34.2,25.9,12.3,28.0,    0,37035, -  8
109/10/22,220 板橋區,P1 番石榴 珍珠芭 ,27.2,20.2,15.2,20.6, -  6,12750, -  3
109/10/22,423 東勢區,P1 番石榴 珍珠芭 ,21.6,21.6,21.6,21.6,  -  ,69,  -  
109/10/22,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,26.7, +  8,2455, + 41
109/10/22,800 高雄市,P1 番石榴 珍珠芭 ,45.0,31.7,20.0,32.0, - 18,3710, +129
109/10/23,109 台北一,P1 番石榴 珍珠芭 ,54.6,28.8,15.2,31.2, -  1,38959, - 14
109/10/23,338 桃　農,P1 番石榴 珍珠芭 ,20.0,18.4,17.0,18.5, + 23,166, - 60
109/10/23,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,19.0,12.0,19.0, -  5,4500, +  7
109/10/23,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,27.9, +  4,1875, - 24
109/10/23,241 三重區,P1 番石榴 珍珠芭 ,34.8,22.0,16.1,23.4, -  3,47609, +  1
109/10/23,220 板橋區,P1 番石榴 珍珠芭 ,24.9,20.7,13.5,20.1, -  2,13069, +  3
109/10/23,420 豐原區,P1 番石榴 珍珠芭 ,30.0,21.3,10.0,20.8, +  6,7963, + 38
109/10/23,400 台中市,P1 番石榴 珍珠芭 ,34.2,25.7,11.6,27.7, -  1,39590, +  7
109/10/23,104 台北二,P1 番石榴 珍珠芭 ,53.4,27.6,13.6,30.0, -  2,20009, +  8
109/10/23,830 鳳山區,P1 番石榴 珍珠芭 ,40.0,19.7,13.0,19.7, - 24,7220, +137
109/10/23,800 高雄市,P1 番石榴 珍珠芭 ,50.0,50.0,45.1,49.0, + 53,1384, - 63
109/10/24,109 台北一,P1 番石榴 珍珠芭 ,60.4,30.0,16.3,33.3, +  7,49046, + 26
109/10/24,400 台中市,P1 番石榴 珍珠芭 ,33.9,24.9,8.4,28.0, +  1,41487, +  5
109/10/24,420 豐原區,P1 番石榴 珍珠芭 ,32.5,21.4,10.0,21.3, +  3,4416, - 45
109/10/24,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,26.7, -  4,2690, + 43
109/10/24,104 台北二,P1 番石榴 珍珠芭 ,62.6,31.8,13.6,34.3, + 14,18290, -  9
109/10/24,220 板橋區,P1 番石榴 珍珠芭 ,26.2,20.9,14.9,20.8, +  3,12441, -  5
109/10/24,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,20.0,12.0,20.0, +  5,5000, + 11
109/10/24,800 高雄市,P1 番石榴 珍珠芭 ,30.0,30.0,26.0,29.2, - 40,2243, + 62
109/10/24,241 三重區,P1 番石榴 珍珠芭 ,40.7,19.2,16.2,22.9, -  2,52143, + 10
109/10/24,338 桃　農,P1 番石榴 珍珠芭 ,23.5,20.4,17.4,20.4, + 10,689, +315
109/10/25,420 豐原區,P1 番石榴 珍珠芭 ,40.0,26.7,25.0,29.0, + 36,475, - 89
109/10/25,830 鳳山區,P1 番石榴 珍珠芭 ,28.6,24.3,22.1,24.3,  -  ,2900,  -  
109/10/25,220 板橋區,P1 番石榴 珍珠芭 ,26.6,20.7,15.3,20.8,    0,10579, - 15
109/10/25,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,20.0,12.0,20.0,    0,4500, - 10
109/10/25,338 桃　農,P1 番石榴 珍珠芭 ,30.0,29.2,24.5,28.4, + 39,415, - 40
109/10/25,109 台北一,P1 番石榴 珍珠芭 ,58.7,32.8,19.4,35.3, +  6,41775, - 15
109/10/25,241 三重區,P1 番石榴 珍珠芭 ,42.0,24.1,20.8,27.0, + 18,39872, - 24
109/10/25,104 台北二,P1 番石榴 珍珠芭 ,63.9,34.8,17.0,37.1, +  8,20580, + 13
109/10/25,400 台中市,P1 番石榴 珍珠芭 ,35.0,26.4,12.9,28.5, +  2,33194, - 20
109/10/25,800 高雄市,P1 番石榴 珍珠芭 ,30.0,30.0,30.0,30.0, +  3,360, - 84
109/10/26,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,20.0,11.0,20.0,    0,5000, + 11
109/10/27,400 台中市,P1 番石榴 珍珠芭 ,35.6,26.7,12.4,28.8, +  1,43295, + 30
109/10/27,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,26.8, +  0,1633, - 39
109/10/27,241 三重區,P1 番石榴 珍珠芭 ,39.2,26.0,21.7,27.8, +  3,52605, + 32
109/10/27,420 豐原區,P1 番石榴 珍珠芭 ,30.0,15.1,10.0,17.1, - 41,16245, +999
109/10/27,800 高雄市,P1 番石榴 珍珠芭 ,39.3,27.7,24.2,29.3, -  2,3086, +757
109/10/27,109 台北一,P1 番石榴 珍珠芭 ,59.3,31.3,18.1,34.2, -  3,54565, + 31
109/10/27,423 東勢區,P1 番石榴 珍珠芭 ,50.0,19.9,11.6,14.8,  -  ,505,  -  
109/10/27,104 台北二,P1 番石榴 珍珠芭 ,61.2,32.9,18.4,35.7, -  4,23588, + 15
109/10/27,338 桃　農,P1 番石榴 珍珠芭 ,23.0,21.1,18.6,21.0, - 26,551, + 33
109/10/27,220 板橋區,P1 番石榴 珍珠芭 ,27.9,21.3,15.4,21.4, +  3,12649, + 20
109/10/27,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,20.0,11.0,20.0,    0,5500, + 10
109/10/28,400 台中市,P1 番石榴 珍珠芭 ,35.2,24.9,8.8,28.6, -  1,43212, -  0
109/10/28,800 高雄市,P1 番石榴 珍珠芭 ,50.0,50.0,44.9,49.0, + 67,1780, - 42
109/10/28,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,20.0,12.0,20.0,    0,5000, -  9
109/10/28,830 鳳山區,P1 番石榴 珍珠芭 ,36.4,24.0,20.0,24.0,  -  ,9670,  -  
109/10/28,420 豐原區,P1 番石榴 珍珠芭 ,30.0,20.5,10.0,20.3, + 19,9741, - 40
109/10/28,220 板橋區,P1 番石榴 珍珠芭 ,25.6,18.0,12.5,18.4, - 14,21458, + 70
109/10/28,241 三重區,P1 番石榴 珍珠芭 ,40.4,23.2,19.9,26.0, -  6,49655, -  6
109/10/28,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,24.8, -  7,1875, + 15
109/10/28,338 桃　農,P1 番石榴 珍珠芭 ,23.0,18.4,13.0,18.2, - 13,370, - 33
109/10/28,109 台北一,P1 番石榴 珍珠芭 ,55.0,30.0,17.6,32.5, -  5,50037, -  8
109/10/28,104 台北二,P1 番石榴 珍珠芭 ,58.0,31.0,15.8,33.4, -  6,21249, - 10
109/10/28,260 宜蘭市,P1 番石榴 珍珠芭 ,55.0,35.0,17.0,35.0,  -  ,4000,  -  
109/10/29,420 豐原區,P1 番石榴 珍珠芭 ,30.0,19.4,10.0,19.6, -  4,4268, - 56
109/10/29,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,22.0,13.0,22.0, + 10,5700, + 14
109/10/29,800 高雄市,P1 番石榴 珍珠芭 ,30.0,30.0,30.0,30.0, - 39,1360, - 24
109/10/29,260 宜蘭市,P1 番石榴 珍珠芭 ,55.0,35.0,15.0,35.0,    0,2670, - 33
109/10/29,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,25.7, +  4,2035, +  9
109/10/29,400 台中市,P1 番石榴 珍珠芭 ,36.0,26.0,11.0,29.0, +  1,37757, - 13
109/10/29,109 台北一,P1 番石榴 珍珠芭 ,55.8,29.6,16.9,32.3, -  1,45592, -  9
109/10/29,220 板橋區,P1 番石榴 珍珠芭 ,24.2,18.4,12.4,18.3, -  1,24479, + 14
109/10/29,338 桃　農,P1 番石榴 珍珠芭 ,22.0,19.6,15.0,19.1, +  5,320, - 14
109/10/29,241 三重區,P1 番石榴 珍珠芭 ,35.8,22.0,19.3,24.2, -  7,53835, +  8
109/10/29,104 台北二,P1 番石榴 珍珠芭 ,54.3,30.8,17.7,32.9, -  1,22304, +  5
109/10/30,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,23.0,13.0,23.0, +  5,5500, -  4
109/10/30,400 台中市,P1 番石榴 珍珠芭 ,35.2,26.7,12.6,26.9, -  7,44370, + 18
109/10/30,104 台北二,P1 番石榴 珍珠芭 ,52.6,30.0,16.3,31.8, -  3,22733, +  2
109/10/30,800 高雄市,P1 番石榴 珍珠芭 ,50.0,31.4,21.0,33.0, + 10,2246, + 65
109/10/30,220 板橋區,P1 番石榴 珍珠芭 ,23.8,16.7,9.8,16.7, -  9,24684, +  1
109/10/30,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,26.8, +  4,1854, -  9
109/10/30,241 三重區,P1 番石榴 珍珠芭 ,37.5,22.0,18.6,24.4, +  1,50414, -  6
109/10/30,338 桃　農,P1 番石榴 珍珠芭 ,22.0,19.4,15.0,19.0, -  1,520, + 63
109/10/30,109 台北一,P1 番石榴 珍珠芭 ,55.8,29.6,17.4,32.4, +  0,46437, +  2
109/10/30,420 豐原區,P1 番石榴 珍珠芭 ,40.0,25.2,10.0,25.1, + 28,3238, - 24
109/10/30,260 宜蘭市,P1 番石榴 珍珠芭 ,53.0,32.0,15.0,32.0, -  9,2570, -  4
109/10/31,420 豐原區,P1 番石榴 珍珠芭 ,30.0,19.6,10.0,19.7, - 21,5137, + 59
109/10/31,104 台北二,P1 番石榴 珍珠芭 ,52.1,27.7,14.6,30.0, -  6,27590, + 21
109/10/31,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,25.0,13.0,25.0, +  9,3700, - 33
109/10/31,220 板橋區,P1 番石榴 珍珠芭 ,28.5,20.6,15.0,21.1, + 26,12360, - 50
109/10/31,109 台北一,P1 番石榴 珍珠芭 ,54.7,28.2,16.1,31.1, -  4,55503, + 20
109/10/31,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,25.4, -  5,1487, - 20
109/10/31,800 高雄市,P1 番石榴 珍珠芭 ,46.9,36.3,25.0,36.1, +  9,3406, + 52
109/10/31,830 鳳山區,P1 番石榴 珍珠芭 ,44.4,21.5,15.0,21.5,  -  ,5370,  -  
109/10/31,400 台中市,P1 番石榴 珍珠芭 ,34.6,24.4,9.1,28.0, +  4,44933, +  1
109/10/31,338 桃　農,P1 番石榴 珍珠芭 ,23.4,20.7,16.8,20.5, +  8,834, + 60
109/10/31,241 三重區,P1 番石榴 珍珠芭 ,37.7,22.0,18.7,24.5, +  0,55416, + 10
109/11/01,104 台北二,P1 番石榴 珍珠芭 ,55.5,27.6,14.1,30.5, +  2,24307, - 12
109/11/01,400 台中市,P1 番石榴 珍珠芭 ,34.4,25.0,11.2,27.6, -  1,33643, - 25
109/11/01,420 豐原區,P1 番石榴 珍珠芭 ,30.0,23.0,6.0,21.0, +  6,5826, + 13
109/11/01,220 板橋區,P1 番石榴 珍珠芭 ,25.5,20.6,17.1,20.9, -  1,11676, -  6
109/11/01,241 三重區,P1 番石榴 珍珠芭 ,38.0,23.0,19.2,25.3, +  3,52369, -  5
109/11/01,800 高雄市,P1 番石榴 珍珠芭 ,50.0,50.0,50.0,50.0, + 39,220, - 94
109/11/01,109 台北一,P1 番石榴 珍珠芭 ,53.8,28.4,15.1,30.8, -  1,52731, -  5
109/11/01,830 鳳山區,P1 番石榴 珍珠芭 ,40.0,25.1,19.0,25.1, + 17,5580, +  4
109/11/01,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,27.6, +  9,1790, + 20
109/11/01,338 桃　農,P1 番石榴 珍珠芭 ,23.8,19.8,18.0,20.2, -  1,811, -  3
109/11/01,260 宜蘭市,P1 番石榴 珍珠芭 ,50.0,32.0,18.0,32.0,    0,2490, -  3
109/11/02,600 嘉義市,P1 番石榴 珍珠芭 ,33.0,23.0,12.0,23.0, -  8,5000, + 35
109/11/03,800 高雄市,P1 番石榴 珍珠芭 ,45.4,25.2,24.0,29.0, - 42,3343, +999
109/11/03,420 豐原區,P1 番石榴 珍珠芭 ,30.0,20.6,10.0,20.4, -  3,3931, - 33
109/11/03,241 三重區,P1 番石榴 珍珠芭 ,36.1,23.0,20.5,25.1, -  1,54992, +  5
109/11/03,109 台北一,P1 番石榴 珍珠芭 ,57.7,29.4,15.6,32.3, +  5,50588, -  4
109/11/03,400 台中市,P1 番石榴 珍珠芭 ,36.0,26.2,12.0,28.3, +  3,46669, + 39
109/11/03,600 嘉義市,P1 番石榴 珍珠芭 ,33.0,22.0,12.0,22.0, -  4,5200, +  4
109/11/03,830 鳳山區,P1 番石榴 珍珠芭 ,40.0,23.9,20.0,23.9, -  5,6390, + 15
109/11/03,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,26.8, -  3,1458, - 19
109/11/03,104 台北二,P1 番石榴 珍珠芭 ,54.2,26.9,13.7,29.7, -  3,23757, -  2
109/11/03,260 宜蘭市,P1 番石榴 珍珠芭 ,55.0,37.0,23.0,37.0, + 16,2240, - 10
109/11/03,338 桃　農,P1 番石榴 珍珠芭 ,22.5,18.4,13.9,18.3, -  9,822, +  1
109/11/03,220 板橋區,P1 番石榴 珍珠芭 ,24.9,20.3,14.6,20.1, -  4,14854, + 27
109/11/04,338 桃　農,P1 番石榴 珍珠芭 ,19.4,18.5,16.2,18.2, -  1,562, - 32
109/11/04,830 鳳山區,P1 番石榴 珍珠芭 ,40.0,23.3,20.1,23.3, -  3,3110, - 51
109/11/04,241 三重區,P1 番石榴 珍珠芭 ,37.8,22.0,19.2,24.6, -  2,49991, -  9
109/11/04,260 宜蘭市,P1 番石榴 珍珠芭 ,58.0,30.0,17.0,30.0, - 19,3370, + 50
109/11/04,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,25.0,12.0,25.0, + 14,4600, - 12
109/11/04,420 豐原區,P1 番石榴 珍珠芭 ,30.0,18.9,11.2,19.6, -  4,11422, +191
109/11/04,800 高雄市,P1 番石榴 珍珠芭 ,50.0,50.0,26.6,45.3, + 56,770, - 77
109/11/04,104 台北二,P1 番石榴 珍珠芭 ,51.3,25.0,11.8,27.6, -  7,23720, -  0
109/11/04,400 台中市,P1 番石榴 珍珠芭 ,34.7,25.8,10.5,28.5, +  1,44374, -  5
109/11/04,220 板橋區,P1 番石榴 珍珠芭 ,26.6,20.4,14.6,20.5, +  2,12905, - 13
109/11/04,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,25.7, -  4,1875, + 29
109/11/04,109 台北一,P1 番石榴 珍珠芭 ,53.0,27.7,15.2,30.3, -  6,49017, -  3
109/11/05,241 三重區,P1 番石榴 珍珠芭 ,33.5,21.0,19.4,23.2, -  6,55260, + 11
109/11/05,423 東勢區,P1 番石榴 珍珠芭 ,25.0,25.0,25.0,25.0,  -  ,30,  -  
109/11/05,109 台北一,P1 番石榴 珍珠芭 ,50.4,27.1,15.6,29.5, -  3,51646, +  5
109/11/05,220 板橋區,P1 番石榴 珍珠芭 ,26.1,21.0,15.8,21.0, +  2,11822, -  8
109/11/05,400 台中市,P1 番石榴 珍珠芭 ,34.5,24.3,8.7,27.4, -  4,43025, -  3
109/11/05,338 桃　農,P1 番石榴 珍珠芭 ,23.0,22.3,18.0,21.6, + 19,180, - 68
109/11/05,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,26.8, +  4,1666, - 11
109/11/05,800 高雄市,P1 番石榴 珍珠芭 ,43.2,33.9,30.0,35.0, - 23,2952, +283
109/11/05,600 嘉義市,P1 番石榴 珍珠芭 ,36.0,25.0,12.0,25.0,    0,4500, -  2
109/11/05,830 鳳山區,P1 番石榴 珍珠芭 ,44.4,29.9,22.0,29.9, + 28,2140, - 31
109/11/05,104 台北二,P1 番石榴 珍珠芭 ,53.8,25.7,15.8,29.3, +  6,23104, -  3
109/11/05,420 豐原區,P1 番石榴 珍珠芭 ,30.0,16.9,10.0,18.2, -  7,9864, - 14
109/11/06,338 桃　農,P1 番石榴 珍珠芭 ,22.0,19.0,18.0,19.4, - 10,260, + 44
109/11/06,109 台北一,P1 番石榴 珍珠芭 ,50.6,27.0,16.4,29.6, +  0,50322, -  3
109/11/06,260 宜蘭市,P1 番石榴 珍珠芭 ,60.0,35.0,25.0,35.0, + 17,3390, +  1
109/11/06,800 高雄市,P1 番石榴 珍珠芭 ,50.0,26.3,20.0,29.8, - 15,800, - 73
109/11/06,241 三重區,P1 番石榴 珍珠芭 ,35.9,22.0,19.5,24.3, +  5,53270, -  4
109/11/06,830 鳳山區,P1 番石榴 珍珠芭 ,40.0,29.3,25.0,29.3, -  2,4440, +107
109/11/06,104 台北二,P1 番石榴 珍珠芭 ,51.2,24.6,12.4,27.4, -  6,22880, -  1
109/11/06,420 豐原區,P1 番石榴 珍珠芭 ,30.7,16.5,6.0,17.2, -  5,3252, - 67
109/11/06,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,28.5, +  6,1856, + 11
109/11/06,220 板橋區,P1 番石榴 珍珠芭 ,25.1,20.2,13.9,19.9, -  5,13276, + 12
109/11/06,400 台中市,P1 番石榴 珍珠芭 ,34.9,25.2,9.7,27.8, +  1,48831, + 13
109/11/06,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,25.0,12.0,25.0,    0,4000, - 11
109/11/07,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,30.1, +  6,2248, + 21
109/11/07,600 嘉義市,P1 番石榴 珍珠芭 ,36.0,27.0,12.0,27.0, +  8,3200, - 20
109/11/07,109 台北一,P1 番石榴 珍珠芭 ,53.6,26.6,14.4,29.5, -  0,61082, + 21
109/11/07,830 鳳山區,P1 番石榴 珍珠芭 ,44.4,18.2,14.0,18.2, - 38,3630, - 18
109/11/07,104 台北二,P1 番石榴 珍珠芭 ,55.9,27.8,14.6,30.8, + 12,23670, +  3
109/11/07,338 桃　農,P1 番石榴 珍珠芭 ,24.9,20.6,17.1,20.8, +  7,525, +102
109/11/07,400 台中市,P1 番石榴 珍珠芭 ,34.1,23.6,7.8,28.1, +  1,45517, -  7
109/11/07,220 板橋區,P1 番石榴 珍珠芭 ,23.9,19.3,15.3,19.4, -  3,17118, + 29
109/11/07,420 豐原區,P1 番石榴 珍珠芭 ,29.0,24.4,11.6,22.8, + 32,5256, + 62
109/11/07,800 高雄市,P1 番石榴 珍珠芭 ,40.0,28.7,20.0,29.2, -  2,3412, +327
109/11/07,241 三重區,P1 番石榴 珍珠芭 ,34.4,22.0,19.7,24.0, -  1,63299, + 19
109/11/08,830 鳳山區,P1 番石榴 珍珠芭 ,38.7,21.1,15.1,21.1, + 16,6060, + 67
109/11/08,109 台北一,P1 番石榴 珍珠芭 ,54.5,28.1,14.8,30.7, +  4,42337, - 31
109/11/08,104 台北二,P1 番石榴 珍珠芭 ,56.5,28.4,14.6,31.2, +  1,18024, - 24
109/11/08,220 板橋區,P1 番石榴 珍珠芭 ,23.9,19.0,13.4,18.9, -  3,10738, - 37
109/11/08,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,27.4, -  9,1574, - 30
109/11/08,600 嘉義市,P1 番石榴 珍珠芭 ,36.0,27.0,12.0,27.0,    0,3100, -  3
109/11/08,400 台中市,P1 番石榴 珍珠芭 ,34.1,22.8,9.5,27.1, -  4,37564, - 17
109/11/08,338 桃　農,P1 番石榴 珍珠芭 ,28.0,21.2,17.2,21.8, +  5,292, - 44
109/11/08,241 三重區,P1 番石榴 珍珠芭 ,35.2,22.0,18.4,23.9, -  0,49161, - 22
109/11/08,420 豐原區,P1 番石榴 珍珠芭 ,34.3,15.8,6.0,17.5, - 23,958, - 82
109/11/10,260 宜蘭市,P1 番石榴 珍珠芭 ,55.0,30.0,13.0,30.0, - 14,2280, - 33
109/11/10,600 嘉義市,P1 番石榴 珍珠芭 ,33.0,24.0,10.0,24.0,  -  ,4000,  -  
109/11/10,400 台中市,P1 番石榴 珍珠芭 ,34.0,24.6,9.6,27.0, -  0,54000, + 44
109/11/10,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,28.6, +  4,1978, + 26
109/11/10,220 板橋區,P1 番石榴 珍珠芭 ,24.9,20.2,14.4,20.0, +  6,15547, + 45
109/11/10,109 台北一,P1 番石榴 珍珠芭 ,50.1,27.0,15.0,29.2, -  5,72573, + 71
109/11/10,420 豐原區,P1 番石榴 珍珠芭 ,30.6,17.3,9.7,18.4, +  5,8924, +832
109/11/10,338 桃　農,P1 番石榴 珍珠芭 ,26.0,25.4,15.4,23.5, +  8,235, - 20
109/11/10,241 三重區,P1 番石榴 珍珠芭 ,36.1,22.1,17.4,24.0, +  0,62081, + 26
109/11/10,830 鳳山區,P1 番石榴 珍珠芭 ,35.3,23.2,18.0,23.2, + 10,5610, -  7
109/11/10,800 高雄市,P1 番石榴 珍珠芭 ,40.0,33.1,23.0,32.5,  -  ,3158,  -  
109/11/10,104 台北二,P1 番石榴 珍珠芭 ,49.9,26.6,14.3,28.8, -  8,33759, + 87
109/11/11,930 台東市,P1 番石榴 珍珠芭 ,42.0,25.6,18.0,25.7, - 10,2835, + 43
109/11/11,338 桃　農,P1 番石榴 珍珠芭 ,25.0,23.6,19.3,23.0, -  2,265, + 13
109/11/11,830 鳳山區,P1 番石榴 珍珠芭 ,35.3,23.4,18.1,23.4, +  1,2740, - 51
109/11/11,423 東勢區,P1 番石榴 珍珠芭 ,25.0,12.1,6.6,12.0,  -  ,436,  -  
109/11/11,104 台北二,P1 番石榴 珍珠芭 ,44.4,24.2,13.0,26.0, - 10,36230, +  7
109/11/11,220 板橋區,P1 番石榴 珍珠芭 ,24.1,19.8,14.3,19.5, -  3,13493, - 13
109/11/11,109 台北一,P1 番石榴 珍珠芭 ,48.4,27.4,15.3,29.2,    0,71255, -  2
109/11/11,600 嘉義市,P1 番石榴 珍珠芭 ,33.0,25.0,10.0,25.0, +  4,4300, +  8
109/11/11,400 台中市,P1 番石榴 珍珠芭 ,35.7,24.6,10.1,26.6, -  1,36517, - 32
109/11/11,800 高雄市,P1 番石榴 珍珠芭 ,40.0,40.0,40.0,40.0, + 23,216, - 93
