日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
100/02/20,104 台北二  ,P3 番石榴 帝王芭 ,13.0,8.7,5.0,8.8, -   ,76, -   
100/02/22,104 台北二  ,P3 番石榴 帝王芭 ,8.0,5.7,5.0,6.0, - 32,60, - 21
100/02/23,104 台北二  ,P3 番石榴 帝王芭 ,13.0,7.0,6.0,8.0, + 33,84, + 40
100/02/24,104 台北二  ,P3 番石榴 帝王芭 ,18.0,15.4,8.0,14.4, + 80,56, - 33
100/02/25,104 台北二  ,P3 番石榴 帝王芭 ,6.0,6.0,6.0,6.0, - 58,20, - 64
100/02/27,104 台北二  ,P3 番石榴 帝王芭 ,20.0,12.9,10.0,13.8, -   ,64, -   
100/03/01,104 台北二  ,P3 番石榴 帝王芭 ,16.0,12.2,12.0,12.9, -  7,52, - 19
100/03/02,104 台北二  ,P3 番石榴 帝王芭 ,20.0,12.2,6.0,12.5, -  3,96, + 85
100/03/03,104 台北二  ,P3 番石榴 帝王芭 ,23.0,10.0,5.0,11.6, -  7,104, +  8
100/03/04,104 台北二  ,P3 番石榴 帝王芭 ,20.0,5.8,5.0,8.5, - 27,52, - 50
100/03/05,104 台北二  ,P3 番石榴 帝王芭 ,25.0,16.8,7.0,16.5, + 94,52,    0
100/03/09,104 台北二  ,P3 番石榴 帝王芭 ,23.0,15.3,8.0,15.4,  -  ,44,  -  
100/03/10,104 台北二  ,P3 番石榴 帝王芭 ,20.0,16.7,13.0,16.6, +  8,25, - 43
100/03/25,104 台北二  ,P3 番石榴 帝王芭 ,58.0,40.4,35.0,42.8,  -  ,144,  -  
100/03/27,104 台北二  ,P3 番石榴 帝王芭 ,45.0,45.0,45.0,45.0,  -  ,70,  -  
100/05/11,104 台北二  ,P3 番石榴 帝王芭 ,10.0,10.0,10.0,10.0,  -  ,90,  -  
100/07/16,104 台北二  ,P3 番石榴 帝王芭 ,20.0,20.0,20.0,20.0,  -  ,60,  -  
100/07/17,104 台北二  ,P3 番石榴 帝王芭 ,8.0,8.0,8.0,8.0, - 60,10, - 83
100/07/28,104 台北二  ,P3 番石榴 帝王芭 ,13.0,13.0,13.0,13.0,  -  ,120,  -  
100/07/31,104 台北二  ,P3 番石榴 帝王芭 ,30.0,18.3,11.1,19.2,  -  ,285,  -  
100/08/02,104 台北二  ,P3 番石榴 帝王芭 ,7.0,7.0,6.2,6.8, - 65,120, - 58
100/08/03,104 台北二  ,P3 番石榴 帝王芭 ,20.0,18.6,18.0,18.8, +176,32, - 73
100/08/04,104 台北二  ,P3 番石榴 帝王芭 ,5.0,4.8,4.0,4.7, - 75,200, +525
100/08/05,104 台北二  ,P3 番石榴 帝王芭 ,4.0,3.8,3.0,3.7, - 21,200,    0
100/08/06,104 台北二  ,P3 番石榴 帝王芭 ,7.0,6.9,4.0,6.4, + 73,210, +  5
100/08/07,104 台北二  ,P3 番石榴 帝王芭 ,5.0,5.0,5.0,5.0, - 22,20, - 90
100/08/09,104 台北二  ,P3 番石榴 帝王芭 ,5.0,5.0,5.0,5.0,    0,90, +350
100/08/10,104 台北二  ,P3 番石榴 帝王芭 ,8.0,5.8,5.0,6.1, + 22,400, +344
100/08/11,104 台北二  ,P3 番石榴 帝王芭 ,5.0,3.7,3.0,3.8, - 38,300, - 25
100/08/12,104 台北二  ,P3 番石榴 帝王芭 ,6.0,6.0,6.0,6.0, + 58,160, - 47
100/08/13,104 台北二  ,P3 番石榴 帝王芭 ,10.0,10.0,10.0,10.0, + 67,24, - 85
100/08/14,104 台北二  ,P3 番石榴 帝王芭 ,7.0,7.0,7.0,7.0, - 30,40, + 67
100/08/17,104 台北二  ,P3 番石榴 帝王芭 ,4.0,3.7,3.0,3.6, - 49,220, +450
100/08/18,104 台北二  ,P3 番石榴 帝王芭 ,5.0,3.6,3.0,3.8, +  6,206, -  6
100/08/20,104 台北二  ,P3 番石榴 帝王芭 ,6.0,5.1,4.3,5.1,  -  ,420,  -  
100/08/21,104 台北二  ,P3 番石榴 帝王芭 ,6.0,5.2,2.0,4.7, -  8,260, - 38
100/08/23,104 台北二  ,P3 番石榴 帝王芭 ,6.0,6.0,6.0,6.0, + 28,260,    0
100/08/24,104 台北二  ,P3 番石榴 帝王芭 ,10.0,10.0,10.0,10.0, + 67,220, - 15
100/08/25,104 台北二  ,P3 番石榴 帝王芭 ,10.0,8.6,6.0,8.4, - 16,420, + 91
100/08/27,104 台北二  ,P3 番石榴 帝王芭 ,10.5,7.0,6.5,7.6,  -  ,606,  -  
100/08/28,104 台北二  ,P3 番石榴 帝王芭 ,14.8,10.3,8.4,10.9, + 43,258, - 57
100/08/31,104 台北二  ,P3 番石榴 帝王芭 ,20.0,14.1,12.0,14.8,  -  ,240,  -  
100/09/17,104 台北二  ,P3 番石榴 帝王芭 ,23.9,16.2,11.0,16.7,  -  ,374,  -  
100/09/23,104 台北二  ,P3 番石榴 帝王芭 ,17.2,14.2,12.0,14.4,  -  ,278,  -  
100/09/24,104 台北二  ,P3 番石榴 帝王芭 ,33.0,26.4,25.0,27.5, + 91,78, - 72
100/09/25,104 台北二  ,P3 番石榴 帝王芭 ,22.0,20.9,17.0,20.3, - 26,144, + 85
100/09/27,104 台北二  ,P3 番石榴 帝王芭 ,22.5,20.0,19.0,20.3,    0,120, - 17
100/09/28,104 台北二  ,P3 番石榴 帝王芭 ,27.0,25.0,23.0,25.0, + 23,144, + 20
100/09/30,104 台北二  ,P3 番石榴 帝王芭 ,25.0,20.5,18.0,20.9,  -  ,96,  -  
100/10/01,104 台北二  ,P3 番石榴 帝王芭 ,21.7,18.1,15.0,18.2, - 13,108, + 13
100/10/02,104 台北二  ,P3 番石榴 帝王芭 ,12.0,12.0,12.0,12.0, - 34,60, - 44
100/10/04,104 台北二  ,P3 番石榴 帝王芭 ,25.7,21.8,17.8,21.8, + 82,166, +177
100/10/05,104 台北二  ,P3 番石榴 帝王芭 ,19.3,18.0,17.4,18.1, - 17,189, + 14
100/10/06,104 台北二  ,P3 番石榴 帝王芭 ,20.0,20.0,20.0,20.0, + 10,12, - 94
100/10/07,104 台北二  ,P3 番石榴 帝王芭 ,21.7,18.1,18.0,18.8, -  6,108, +800
100/10/22,104 台北二  ,P3 番石榴 帝王芭 ,20.0,20.0,20.0,20.0,  -  ,14,  -  
100/11/05,104 台北二  ,P3 番石榴 帝王芭 ,18.0,18.0,18.0,18.0,  -  ,80,  -  
100/11/15,104 台北二  ,P3 番石榴 帝王芭 ,55.0,50.0,45.0,50.0,  -  ,72,  -  
100/11/16,104 台北二  ,P3 番石榴 帝王芭 ,40.8,33.9,15.0,31.5, - 37,160, +122
100/11/18,104 台北二  ,P3 番石榴 帝王芭 ,45.0,34.9,30.0,35.9,  -  ,99,  -  
100/11/20,104 台北二  ,P3 番石榴 帝王芭 ,55.0,55.0,55.0,55.0,  -  ,50,  -  
100/11/22,104 台北二  ,P3 番石榴 帝王芭 ,50.0,46.1,42.0,46.0, - 16,173, +246
100/11/23,104 台北二  ,P3 番石榴 帝王芭 ,45.0,38.9,32.0,38.8, - 16,50, - 71
100/11/24,104 台北二  ,P3 番石榴 帝王芭 ,40.0,31.9,18.0,30.8, - 21,259, +418
100/11/26,104 台北二  ,P3 番石榴 帝王芭 ,42.0,36.7,32.0,36.8,  -  ,197,  -  
100/11/29,104 台北二  ,P3 番石榴 帝王芭 ,42.0,42.0,42.0,42.0,  -  ,24,  -  
100/11/30,104 台北二  ,P3 番石榴 帝王芭 ,40.0,39.8,35.0,38.9, -  7,108, +350
100/12/01,104 台北二  ,P3 番石榴 帝王芭 ,42.0,42.0,42.0,42.0, +  8,60, - 44
100/12/03,104 台北二  ,P3 番石榴 帝王芭 ,42.0,42.0,42.0,42.0,  -  ,36,  -  
100/12/04,104 台北二  ,P3 番石榴 帝王芭 ,40.0,38.2,26.8,36.3, - 14,240, +567
100/12/06,104 台北二  ,P3 番石榴 帝王芭 ,41.4,35.0,30.0,35.3, -  3,264, + 10
100/12/08,104 台北二  ,P3 番石榴 帝王芭 ,42.0,42.0,42.0,42.0,  -  ,48,  -  
100/12/09,104 台北二  ,P3 番石榴 帝王芭 ,46.3,33.5,30.0,35.4, - 16,468, +875
100/12/10,104 台北二  ,P3 番石榴 帝王芭 ,37.3,27.8,26.0,29.4, - 17,744, + 59
100/12/11,104 台北二  ,P3 番石榴 帝王芭 ,33.5,29.4,27.4,29.8, +  1,574, - 23
100/12/13,104 台北二  ,P3 番石榴 帝王芭 ,38.8,30.1,27.5,31.3, +  5,348, - 39
100/12/14,104 台北二  ,P3 番石榴 帝王芭 ,29.0,26.6,24.4,26.6, - 15,276, - 21
100/12/15,104 台北二  ,P3 番石榴 帝王芭 ,42.0,42.0,42.0,42.0, + 58,60, - 78
100/12/16,104 台北二  ,P3 番石榴 帝王芭 ,40.0,37.1,30.0,36.3, - 14,48, - 20
100/12/17,104 台北二  ,P3 番石榴 帝王芭 ,39.5,30.1,29.5,31.8, - 12,442, +821
100/12/18,104 台北二  ,P3 番石榴 帝王芭 ,39.9,33.7,29.1,34.0, +  7,252, - 43
100/12/20,104 台北二  ,P3 番石榴 帝王芭 ,40.0,40.0,38.2,39.6, + 16,191, - 24
100/12/23,104 台北二  ,P3 番石榴 帝王芭 ,40.0,40.0,36.4,39.3,  -  ,168,  -  
100/12/24,104 台北二  ,P3 番石榴 帝王芭 ,38.3,25.0,20.1,26.7, - 32,416, +148
100/12/25,104 台北二  ,P3 番石榴 帝王芭 ,37.3,27.3,22.7,28.4, +  6,180, - 57
100/12/27,104 台北二  ,P3 番石榴 帝王芭 ,40.0,40.0,40.0,40.0, + 41,96, - 47
100/12/28,104 台北二  ,P3 番石榴 帝王芭 ,37.0,34.2,30.8,34.1, - 15,300, +213
100/12/29,104 台北二  ,P3 番石榴 帝王芭 ,40.0,37.2,33.4,37.0, +  9,264, - 12
100/12/30,104 台北二  ,P3 番石榴 帝王芭 ,38.0,38.0,38.0,38.0, +  3,84, - 68
100/12/31,104 台北二  ,P3 番石榴 帝王芭 ,40.0,40.0,40.0,40.0, +  5,312, +271
101/01/01,104 台北二  ,P3 番石榴 帝王芭 ,45.0,42.1,41.4,42.5, +  6,214, - 31
101/01/03,104 台北二  ,P3 番石榴 帝王芭 ,48.0,46.4,41.5,45.7, +  8,204, -  5
101/01/04,104 台北二  ,P3 番石榴 帝王芭 ,40.0,33.7,22.8,32.8, - 28,327, + 60
101/01/05,104 台北二  ,P3 番石榴 帝王芭 ,35.0,30.3,23.0,29.8, -  9,420, + 28
101/01/06,104 台北二  ,P3 番石榴 帝王芭 ,36.0,35.4,30.8,34.6, + 16,204, - 51
101/01/07,104 台北二  ,P3 番石榴 帝王芭 ,41.0,33.9,31.7,34.9, +  1,372, + 82
101/01/08,104 台北二  ,P3 番石榴 帝王芭 ,39.8,35.1,34.4,35.9, +  3,370, -  1
101/01/10,104 台北二  ,P3 番石榴 帝王芭 ,43.4,38.8,34.3,38.8, +  8,461, + 25
101/01/11,104 台北二  ,P3 番石榴 帝王芭 ,40.0,39.4,33.0,38.3, -  1,240, - 48
101/01/12,104 台北二  ,P3 番石榴 帝王芭 ,35.0,29.9,12.0,27.3, - 29,296, + 23
101/01/13,104 台北二  ,P3 番石榴 帝王芭 ,35.0,25.7,18.8,26.2, -  4,404, + 36
101/01/14,104 台北二  ,P3 番石榴 帝王芭 ,40.3,26.4,11.9,26.3, +  0,507, + 25
101/01/15,104 台北二  ,P3 番石榴 帝王芭 ,41.7,38.6,25.8,36.7, + 40,288, - 43
101/01/17,104 台北二  ,P3 番石榴 帝王芭 ,25.0,21.8,5.5,19.2, - 48,200, - 31
101/01/18,104 台北二  ,P3 番石榴 帝王芭 ,40.0,26.3,25.0,28.8, + 50,96, - 52
101/01/19,104 台北二  ,P3 番石榴 帝王芭 ,31.8,20.7,17.9,22.3, - 23,142, + 48
101/01/20,104 台北二  ,P3 番石榴 帝王芭 ,26.4,12.9,8.8,14.8, - 34,824, +480
101/01/21,104 台北二  ,P3 番石榴 帝王芭 ,29.5,21.5,15.4,21.9, + 48,324, - 61
101/01/28,104 台北二  ,P3 番石榴 帝王芭 ,40.7,35.1,33.0,35.8,  -  ,176,  -  
101/01/29,104 台北二  ,P3 番石榴 帝王芭 ,27.3,21.6,14.1,21.2, - 41,532, +202
101/01/30,104 台北二  ,P3 番石榴 帝王芭 ,32.5,21.3,7.7,20.8, -  2,464, - 13
101/02/01,104 台北二  ,P3 番石榴 帝王芭 ,28.2,13.4,7.6,15.2, - 27,204, - 56
101/02/02,104 台北二  ,P3 番石榴 帝王芭 ,30.0,14.3,9.0,16.4, +  8,196, -  4
101/02/04,104 台北二  ,P3 番石榴 帝王芭 ,26.1,13.7,10.0,15.4,  -  ,202,  -  
101/02/06,104 台北二  ,P3 番石榴 帝王芭 ,34.5,30.0,30.0,30.9,  -  ,132,  -  
101/02/09,104 台北二  ,P3 番石榴 帝王芭 ,31.7,25.3,20.0,25.5, - 17,180, + 36
101/02/10,104 台北二  ,P3 番石榴 帝王芭 ,28.0,25.2,17.0,24.1, -  5,168, -  7
101/02/11,104 台北二  ,P3 番石榴 帝王芭 ,28.9,25.0,21.1,25.0, +  4,156, -  7
101/02/12,104 台北二  ,P3 番石榴 帝王芭 ,29.0,15.1,11.6,17.2, - 31,373, +139
101/02/14,104 台北二  ,P3 番石榴 帝王芭 ,35.0,28.4,18.0,27.7, + 61,240, - 36
101/02/16,104 台北二  ,P3 番石榴 帝王芭 ,5.0,5.0,5.0,5.0,  -  ,80,  -  
101/02/17,104 台北二  ,P3 番石榴 帝王芭 ,15.0,13.4,12.0,13.4, +168,17, - 79
101/02/18,104 台北二  ,P3 番石榴 帝王芭 ,45.7,26.1,18.0,28.4, +112,84, +394
101/02/21,104 台北二  ,P3 番石榴 帝王芭 ,38.7,31.0,20.9,30.5,  -  ,168,  -  
101/02/22,104 台北二  ,P3 番石榴 帝王芭 ,36.8,30.0,25.0,30.4, -  0,140, - 17
101/02/23,104 台北二  ,P3 番石榴 帝王芭 ,8.0,8.0,8.0,8.0, - 74,41, - 71
101/02/26,104 台北二  ,P3 番石榴 帝王芭 ,50.0,28.7,25.2,32.3,  -  ,119,  -  
101/02/28,104 台北二  ,P3 番石榴 帝王芭 ,50.0,27.2,21.6,30.6, -  5,132, + 11
101/02/29,104 台北二  ,P3 番石榴 帝王芭 ,35.0,28.3,20.0,28.0, -  8,164, + 24
101/03/01,104 台北二  ,P3 番石榴 帝王芭 ,30.0,25.9,23.1,26.2, -  6,156, -  5
101/03/03,104 台北二  ,P3 番石榴 帝王芭 ,38.0,34.0,30.0,34.0,  -  ,48,  -  
101/03/07,104 台北二  ,P3 番石榴 帝王芭 ,51.9,40.4,38.0,42.2,  -  ,156,  -  
101/03/08,104 台北二  ,P3 番石榴 帝王芭 ,23.0,21.9,15.0,20.7, - 51,84, - 46
101/03/11,104 台北二  ,P3 番石榴 帝王芭 ,40.0,40.0,40.0,40.0,  -  ,95,  -  
101/03/14,104 台北二  ,P3 番石榴 帝王芭 ,29.9,22.4,18.0,23.0,  -  ,212,  -  
101/03/15,104 台北二  ,P3 番石榴 帝王芭 ,24.0,21.2,10.0,19.5, - 15,160, - 25
101/03/16,104 台北二  ,P3 番石榴 帝王芭 ,65.4,27.3,16.1,32.7, + 68,156, -  3
101/03/17,104 台北二  ,P3 番石榴 帝王芭 ,25.0,25.0,25.0,25.0, - 24,63, - 60
101/03/18,104 台北二  ,P3 番石榴 帝王芭 ,48.0,44.9,15.0,39.5, + 58,174, +176
101/03/20,104 台北二  ,P3 番石榴 帝王芭 ,45.0,45.0,45.0,45.0, + 14,12, - 93
101/03/21,104 台北二  ,P3 番石榴 帝王芭 ,22.0,20.2,12.0,18.9, - 58,200, +999
101/03/22,104 台北二  ,P3 番石榴 帝王芭 ,24.0,20.9,10.4,19.5, +  3,220, + 10
101/03/23,104 台北二  ,P3 番石榴 帝王芭 ,40.0,36.3,16.6,33.1, + 70,208, -  5
101/03/25,104 台北二  ,P3 番石榴 帝王芭 ,55.0,52.7,52.0,53.0,  -  ,108,  -  
101/03/27,104 台北二  ,P3 番石榴 帝王芭 ,45.0,33.6,21.4,33.4, - 37,140, + 30
101/03/28,104 台北二  ,P3 番石榴 帝王芭 ,34.7,17.3,6.4,18.6, - 44,348, +149
101/03/29,104 台北二  ,P3 番石榴 帝王芭 ,34.2,17.0,10.7,19.2, +  3,592, + 70
101/03/30,104 台北二  ,P3 番石榴 帝王芭 ,35.1,18.1,9.6,19.8, +  3,576, -  3
101/03/31,104 台北二  ,P3 番石榴 帝王芭 ,27.4,16.7,9.4,17.4, - 12,699, + 21
101/04/01,104 台北二  ,P3 番石榴 帝王芭 ,29.3,19.2,11.3,19.7, + 13,572, - 18
101/04/02,104 台北二  ,P3 番石榴 帝王芭 ,45.9,40.4,34.3,40.3, +105,131, - 77
101/04/03,104 台北二  ,P3 番石榴 帝王芭 ,30.0,28.6,17.4,26.6, - 34,616, +370
101/04/06,104 台北二  ,P3 番石榴 帝王芭 ,30.8,23.4,14.0,23.0, - 14,624, +  1
101/04/07,104 台北二  ,P3 番石榴 帝王芭 ,33.8,23.1,12.1,23.0,    0,704, + 13
101/04/08,104 台北二  ,P3 番石榴 帝王芭 ,38.6,22.1,15.5,24.1, +  5,732, +  4
101/04/10,104 台北二  ,P3 番石榴 帝王芭 ,40.0,20.8,16.4,23.8, -  1,571, - 22
101/04/11,104 台北二  ,P3 番石榴 帝王芭 ,35.0,35.0,35.0,35.0, + 47,36, - 94
101/04/12,104 台北二  ,P3 番石榴 帝王芭 ,31.7,15.0,15.0,18.3, - 48,180, +400
101/04/13,104 台北二  ,P3 番石榴 帝王芭 ,40.0,27.6,25.0,29.6, + 62,44, - 76
101/04/15,104 台北二  ,P3 番石榴 帝王芭 ,49.8,31.4,27.2,34.2,  -  ,165,  -  
101/04/17,104 台北二  ,P3 番石榴 帝王芭 ,50.0,50.0,50.0,50.0, + 46,24, - 85
101/04/18,104 台北二  ,P3 番石榴 帝王芭 ,47.7,36.1,35.0,38.2, - 24,179, +646
101/04/19,104 台北二  ,P3 番石榴 帝王芭 ,50.0,50.0,50.0,50.0, + 31,24, - 87
101/04/25,104 台北二  ,P3 番石榴 帝王芭 ,55.0,45.0,35.0,45.0,  -  ,120,  -  
101/04/26,104 台北二  ,P3 番石榴 帝王芭 ,47.1,38.8,37.0,40.1, - 11,144, + 20
101/04/29,104 台北二  ,P3 番石榴 帝王芭 ,55.0,43.3,40.0,45.0,  -  ,108,  -  
101/05/01,104 台北二  ,P3 番石榴 帝王芭 ,55.0,55.0,55.0,55.0, + 22,11, - 90
101/06/19,104 台北二  ,P3 番石榴 帝王芭 ,15.0,15.0,15.0,15.0,  -  ,20,  -  
101/06/23,104 台北二  ,P3 番石榴 帝王芭 ,22.0,21.0,20.0,21.0,  -  ,79,  -  
101/06/28,104 台北二  ,P3 番石榴 帝王芭 ,18.0,17.2,15.0,16.9,  -  ,67,  -  
101/06/29,104 台北二  ,P3 番石榴 帝王芭 ,15.0,15.0,15.0,15.0, - 11,43, - 36
101/07/03,104 台北二  ,P3 番石榴 帝王芭 ,15.0,15.0,15.0,15.0,  -  ,135,  -  
101/07/04,104 台北二  ,P3 番石榴 帝王芭 ,12.0,11.4,10.0,11.2, - 25,195, + 44
101/07/06,104 台北二  ,P3 番石榴 帝王芭 ,16.7,12.0,8.7,12.3,  -  ,"1,154",  -  
101/07/07,104 台北二  ,P3 番石榴 帝王芭 ,20.1,10.0,8.8,11.8, -  4,729, - 37
101/07/08,104 台北二  ,P3 番石榴 帝王芭 ,23.8,11.8,8.0,13.4, + 14,"1,113", + 53
101/07/10,104 台北二  ,P3 番石榴 帝王芭 ,24.3,8.9,5.1,11.2, - 16,"1,023", -  8
101/07/11,104 台北二  ,P3 番石榴 帝王芭 ,24.4,9.0,6.3,11.6, +  4,636, - 38
101/07/12,104 台北二  ,P3 番石榴 帝王芭 ,22.3,11.0,7.0,12.5, +  8,388, - 39
101/07/13,104 台北二  ,P3 番石榴 帝王芭 ,31.0,29.5,28.0,29.5, +136,48, - 88
101/07/14,104 台北二  ,P3 番石榴 帝王芭 ,21.4,11.6,8.0,12.8, - 57,"1,044", +999
101/07/15,104 台北二  ,P3 番石榴 帝王芭 ,20.8,7.3,6.3,9.8, - 23,"1,119", +  7
101/07/17,104 台北二  ,P3 番石榴 帝王芭 ,37.3,20.9,11.8,22.4, +129,456, - 59
101/07/18,104 台北二  ,P3 番石榴 帝王芭 ,28.2,10.4,6.0,13.1, - 42,"1,045", +129
101/07/19,104 台北二  ,P3 番石榴 帝王芭 ,24.9,13.3,6.6,14.3, +  9,612, - 41
101/07/20,104 台北二  ,P3 番石榴 帝王芭 ,24.9,15.6,10.0,16.3, + 14,488, - 20
101/07/21,104 台北二  ,P3 番石榴 帝王芭 ,27.2,16.5,11.7,17.7, +  9,548, + 12
101/07/22,104 台北二  ,P3 番石榴 帝王芭 ,12.0,11.3,8.0,10.8, - 39,200, - 64
101/07/24,104 台北二  ,P3 番石榴 帝王芭 ,20.9,13.1,8.7,13.8, + 28,624, +212
101/07/25,104 台北二  ,P3 番石榴 帝王芭 ,22.8,12.2,10.0,13.8,    0,500, - 20
101/07/26,104 台北二  ,P3 番石榴 帝王芭 ,22.0,14.8,10.4,15.4, + 12,345, - 31
101/07/27,104 台北二  ,P3 番石榴 帝王芭 ,23.3,14.8,11.1,15.7, +  2,277, - 20
101/07/28,104 台北二  ,P3 番石榴 帝王芭 ,32.0,15.1,10.4,17.5, + 11,419, + 51
101/07/29,104 台北二  ,P3 番石榴 帝王芭 ,18.6,13.0,8.5,13.2, - 25,614, + 47
101/07/31,104 台北二  ,P3 番石榴 帝王芭 ,23.6,14.6,9.4,15.3, + 16,494, - 20
101/08/01,104 台北二  ,P3 番石榴 帝王芭 ,22.2,12.8,8.8,13.9, -  9,676, + 37
101/08/02,104 台北二  ,P3 番石榴 帝王芭 ,8.0,8.0,8.0,8.0, - 42,62, - 91
101/08/04,104 台北二  ,P3 番石榴 帝王芭 ,37.7,15.4,8.8,18.5,  -  ,488,  -  
101/08/05,104 台北二  ,P3 番石榴 帝王芭 ,27.0,20.9,15.0,21.0, + 14,348, - 29
101/08/07,104 台北二  ,P3 番石榴 帝王芭 ,27.4,19.5,14.0,20.0, -  5,396, + 14
101/08/08,104 台北二  ,P3 番石榴 帝王芭 ,21.9,14.2,10.5,15.0, - 25,504, + 27
101/08/09,104 台北二  ,P3 番石榴 帝王芭 ,18.9,13.1,7.5,13.1, - 13,472, -  6
101/08/10,104 台北二  ,P3 番石榴 帝王芭 ,35.5,23.7,20.5,25.4, + 94,116, - 75
101/08/11,104 台北二  ,P3 番石榴 帝王芭 ,64.9,24.6,21.8,32.1, + 26,259, +123
101/08/12,104 台北二  ,P3 番石榴 帝王芭 ,32.0,27.8,21.7,27.4, - 15,184, - 29
101/08/14,104 台北二  ,P3 番石榴 帝王芭 ,25.0,25.0,25.0,25.0, -  9,78, - 58
101/08/15,104 台北二  ,P3 番石榴 帝王芭 ,25.0,24.9,22.0,24.3, -  3,64, - 18
101/08/16,104 台北二  ,P3 番石榴 帝王芭 ,23.0,22.5,20.1,22.1, -  9,77, + 20
101/08/17,104 台北二  ,P3 番石榴 帝王芭 ,27.0,23.5,22.0,23.9, +  8,78, +  1
101/08/18,104 台北二  ,P3 番石榴 帝王芭 ,56.5,29.8,24.4,34.1, + 43,317, +306
101/08/19,104 台北二  ,P3 番石榴 帝王芭 ,38.0,28.5,20.5,28.8, - 16,145, - 54
101/08/21,104 台北二  ,P3 番石榴 帝王芭 ,49.0,42.2,25.1,40.1, + 39,184, + 27
101/08/22,104 台北二  ,P3 番石榴 帝王芭 ,50.1,40.4,27.1,39.7, -  1,196, +  7
101/08/23,104 台北二  ,P3 番石榴 帝王芭 ,51.2,39.5,25.7,39.1, -  2,263, + 34
101/08/24,104 台北二  ,P3 番石榴 帝王芭 ,51.6,46.2,35.6,45.2, + 16,64, - 76
101/08/30,104 台北二  ,P3 番石榴 帝王芭 ,48.0,44.8,42.0,44.9,  -  ,50,  -  
101/08/31,104 台北二  ,P3 番石榴 帝王芭 ,68.8,65.4,55.0,64.0, + 43,118, +136
101/09/01,104 台北二  ,P3 番石榴 帝王芭 ,108.0,108.0,108.0,108.0, + 69,24, - 80
101/09/05,104 台北二  ,P3 番石榴 帝王芭 ,45.0,40.0,35.0,40.0,  -  ,26,  -  
101/09/08,104 台北二  ,P3 番石榴 帝王芭 ,108.4,61.5,45.5,67.7,  -  ,209,  -  
101/09/09,104 台北二  ,P3 番石榴 帝王芭 ,58.0,55.3,55.0,55.8, - 18,49, - 77
101/09/13,104 台北二  ,P3 番石榴 帝王芭 ,60.0,57.5,50.0,56.5,  -  ,37,  -  
101/09/18,104 台北二  ,P3 番石榴 帝王芭 ,88.0,74.3,60.0,74.2,  -  ,60,  -  
101/09/23,104 台北二  ,P3 番石榴 帝王芭 ,50.0,50.0,50.0,50.0,  -  ,24,  -  
101/09/27,104 台北二  ,P3 番石榴 帝王芭 ,68.0,56.8,45.0,56.7,  -  ,153,  -  
101/09/30,104 台北二  ,P3 番石榴 帝王芭 ,27.0,27.0,27.0,27.0,  -  ,14,  -  
101/10/04,104 台北二  ,P3 番石榴 帝王芭 ,58.0,38.6,33.0,41.4,  -  ,168,  -  
101/10/09,104 台北二  ,P3 番石榴 帝王芭 ,60.0,41.7,38.0,44.6,  -  ,132,  -  
101/10/16,104 台北二  ,P3 番石榴 帝王芭 ,65.0,45.8,40.0,48.5,  -  ,78,  -  
