年度,期作,縣市,鄉鎮,作物代碼,作物,收穫面積(公頃),種植面積(公頃),每公頃收穫量(公斤),收量(公斤)
108,一期作,新竹縣,竹東鎮,470 ,其他(果菜),0.64,0.64,10000.0,6400.0
108,二期作,新竹縣,竹東鎮,470 ,其他(果菜),1.02,1.02,11800.0,12036.0
108,全年,新竹縣,竹東鎮,470 ,其他(果菜),2.35,2.35,12249.0,28786.0
108,裡作,新竹縣,竹東鎮,471 ,花椰菜,1.25,1.25,14800.0,18500.0
108,全年,新竹縣,竹東鎮,471 ,花椰菜,1.25,1.25,14800.0,18500.0
108,裡作,新竹縣,竹東鎮,472 ,青花菜,1.12,1.12,15300.0,17136.0
108,全年,新竹縣,竹東鎮,472 ,青花菜,1.12,1.12,15300.0,17136.0
108,一期作,新竹縣,竹東鎮,476 ,苦瓜,0.31,0.31,9700.0,3007.0
108,二期作,新竹縣,竹東鎮,476 ,苦瓜,0.43,0.43,11300.0,4859.0
108,全年,新竹縣,竹東鎮,476 ,苦瓜,0.74,0.74,10630.0,7866.0
108,一期作,新竹縣,竹東鎮,477 ,茄子,0.11,0.11,9800.0,1078.0
108,全年,新竹縣,竹東鎮,477 ,茄子,0.11,0.11,9800.0,1078.0
108,一期作,新竹縣,竹東鎮,478 ,長豇(菜)豆,0.08,0.08,10000.0,800.0
108,全年,新竹縣,竹東鎮,478 ,長豇(菜)豆,0.08,0.08,10000.0,800.0
108,裡作,新竹縣,竹東鎮,480 ,豌豆(荷蘭豆),0.25,0.25,9200.0,2300.0
108,全年,新竹縣,竹東鎮,480 ,豌豆(荷蘭豆),0.25,0.25,9200.0,2300.0
108,一期作,新竹縣,竹東鎮,483 ,南瓜,14.26,14.26,10000.0,142600.0
108,全年,新竹縣,竹東鎮,483 ,南瓜,14.26,14.26,10000.0,142600.0
108,裡作,新竹縣,竹東鎮,002 ,食用玉米,0.3,0.3,4200.0,1260.0
108,一期作,新竹縣,竹東鎮,002 ,食用玉米,24.39,24.39,7000.0,170730.0
108,二期作,新竹縣,竹東鎮,002 ,食用玉米,5.42,5.42,6600.0,35772.0
108,全年,新竹縣,竹東鎮,002 ,食用玉米,30.11,30.11,6900.0,207762.0
108,一期作,新竹縣,竹東鎮,488 ,絲瓜,0.86,0.86,11000.0,9460.0
108,全年,新竹縣,竹東鎮,488 ,絲瓜,0.86,0.86,11000.0,9460.0
108,裡作,新竹縣,竹東鎮,493 ,四季豆,0.11,0.11,9200.0,1012.0
108,一期作,新竹縣,竹東鎮,493 ,四季豆,0.05,0.05,9000.0,450.0
108,全年,新竹縣,竹東鎮,493 ,四季豆,0.16,0.16,9138.0,1462.0
108,全年,新竹縣,竹東鎮,941 ,苗圃類,11.0,11.0,200000.0,2200000.0
108,全年,新竹縣,竹東鎮,942 ,盆花類,0.5,0.5,500000.0,250000.0
108,全年,新竹縣,竹東鎮,601 ,香蕉,2.68,2.68,19600.0,52528.0
108,全年,新竹縣,竹東鎮,603 ,椪柑,2.25,2.25,16000.0,36000.0
108,全年,新竹縣,竹東鎮,604 ,柳橙,0.25,0.25,13560.0,3390.0
108,全年,新竹縣,竹東鎮,605 ,桶柑,7.5,7.5,18000.0,135000.0
108,全年,新竹縣,竹東鎮,607 ,文旦柚,1.98,1.98,12000.0,23760.0
108,全年,新竹縣,竹東鎮,609 ,白柚,0.5,0.5,16500.0,8250.0
108,全年,新竹縣,竹東鎮,612 ,葡萄柚,0.45,0.45,16240.0,7308.0
108,全年,新竹縣,竹東鎮,614 ,海梨柑,1.18,1.18,17186.0,20280.0
108,全年,新竹縣,竹東鎮,615 ,茂谷柑,8.1,8.1,11550.0,93555.0
108,全年,新竹縣,竹東鎮,618 ,其他(青果),0.3,0.3,15750.0,4725.0
108,全年,新竹縣,竹東鎮,619 ,龍眼,0.9,0.9,750.0,675.0
108,全年,新竹縣,竹東鎮,621 ,改良種芒果,0.2,0.2,20000.0,4000.0
108,全年,新竹縣,竹東鎮,622 ,檳榔,11.6,11.6,3000.0,34800.0
108,全年,新竹縣,竹東鎮,623 ,番石榴,0.25,0.25,14000.0,3500.0
108,全年,新竹縣,竹東鎮,626 ,柿,8.5,8.5,13440.0,114240.0
108,全年,新竹縣,竹東鎮,627 ,木瓜,1.0,1.0,42000.0,42000.0
108,全年,新竹縣,竹東鎮,629 ,巨峰葡萄,0.13,0.13,36500.0,4745.0
108,全年,新竹縣,竹東鎮,634 ,枇杷,0.02,0.02,12000.0,240.0
108,裡作,新竹縣,竹東鎮,516 ,休閒面積,0.0,1373.83,0.0,0.0
108,一期作,新竹縣,竹東鎮,516 ,休閒面積,0.0,947.54,0.0,0.0
108,二期作,新竹縣,竹東鎮,516 ,休閒面積,0.0,1031.9,0.0,0.0
108,全年,新竹縣,竹東鎮,516 ,休閒面積,0.0,3353.27,0.0,0.0
108,全年,新竹縣,竹東鎮,402 ,韭菜,0.62,0.62,17000.0,10540.0
108,全年,新竹縣,竹東鎮,403 ,竹筍,86.65,86.65,5700.0,493905.0
108,全年,新竹縣,竹東鎮,651 ,紅龍果,1.88,1.88,15000.0,28200.0
108,全年,新竹縣,竹東鎮,653 ,番荔枝(鳳梨釋迦),0.5,0.5,1890.0,945.0
108,裡作,新竹縣,竹東鎮,416 ,蘿蔔,6.3,6.3,14500.0,91350.0
108,一期作,新竹縣,竹東鎮,416 ,蘿蔔,9.76,9.76,14000.0,136640.0
108,二期作,新竹縣,竹東鎮,416 ,蘿蔔,3.0,3.0,14200.0,42600.0
108,全年,新竹縣,竹東鎮,416 ,蘿蔔,19.06,19.06,14197.0,270590.0
108,一期作,新竹縣,竹東鎮,418 ,茭白筍,1.58,1.58,9800.0,15484.0
108,全年,新竹縣,竹東鎮,418 ,茭白筍,1.58,1.58,9800.0,15484.0
108,裡作,新竹縣,竹東鎮,419 ,甘藍,3.24,3.24,25500.0,82620.0
108,二期作,新竹縣,竹東鎮,419 ,甘藍,0.21,0.21,24000.0,5040.0
108,全年,新竹縣,竹東鎮,419 ,甘藍,3.45,3.45,25409.0,87660.0
108,裡作,新竹縣,竹東鎮,420 ,抱子甘藍,0.67,0.67,14500.0,9715.0
108,全年,新竹縣,竹東鎮,420 ,抱子甘藍,0.67,0.67,14500.0,9715.0
108,裡作,新竹縣,竹東鎮,421 ,結球白菜,0.74,0.74,9500.0,7030.0
108,全年,新竹縣,竹東鎮,421 ,結球白菜,0.74,0.74,9500.0,7030.0
108,裡作,新竹縣,竹東鎮,422 ,不結球白菜,1.18,1.18,9000.0,10620.0
108,一期作,新竹縣,竹東鎮,422 ,不結球白菜,0.15,0.15,12000.0,1800.0
108,二期作,新竹縣,竹東鎮,422 ,不結球白菜,0.22,0.22,17200.0,3784.0
108,全年,新竹縣,竹東鎮,422 ,不結球白菜,1.5499999999999998,1.5499999999999998,10454.0,16204.0
108,裡作,新竹縣,竹東鎮,425 ,食用番茄,0.04,0.04,19000.0,760.0
108,一期作,新竹縣,竹東鎮,425 ,食用番茄,0.04,0.04,18000.0,720.0
108,全年,新竹縣,竹東鎮,425 ,食用番茄,0.08,0.08,18500.0,1480.0
108,全年,新竹縣,竹東鎮,305 ,茶,2.04,2.04,900.0,1836.0
108,裡作,新竹縣,竹東鎮,436 ,青蒜,0.92,0.92,9500.0,8740.0
108,一期作,新竹縣,竹東鎮,436 ,青蒜,0.01,0.01,11000.0,110.0
108,二期作,新竹縣,竹東鎮,436 ,青蒜,0.4,0.4,14300.0,5720.0
108,全年,新竹縣,竹東鎮,436 ,青蒜,1.33,1.33,10955.0,14570.0
108,裡作,新竹縣,竹東鎮,438 ,蔥,0.93,0.93,9500.0,8835.0
108,一期作,新竹縣,竹東鎮,438 ,蔥,0.91,0.91,13000.0,11830.0
108,二期作,新竹縣,竹東鎮,438 ,蔥,0.26,0.26,14200.0,3692.0
108,全年,新竹縣,竹東鎮,438 ,蔥,2.1,2.1,11599.0,24357.0
108,一期作,新竹縣,竹東鎮,440 ,芋,0.65,0.65,8700.0,5655.0
108,全年,新竹縣,竹東鎮,440 ,芋,0.65,0.65,8700.0,5655.0
108,一期作,新竹縣,竹東鎮,201 ,甘藷,15.86,15.86,16000.0,253760.0
108,二期作,新竹縣,竹東鎮,201 ,甘藷,14.19,14.19,13500.0,191565.0
108,全年,新竹縣,竹東鎮,201 ,甘藷,30.049999999999997,30.049999999999997,14819.0,445325.0
108,裡作,新竹縣,竹東鎮,444 ,結頭菜,0.76,0.76,15000.0,11400.0
108,全年,新竹縣,竹東鎮,444 ,結頭菜,0.76,0.76,15000.0,11400.0
108,全年,新竹縣,竹東鎮,326 ,油茶,0.18,0.18,678.0,122.0
108,裡作,新竹縣,竹東鎮,456 ,大芥菜,4.71,4.71,13500.0,63585.0
108,二期作,新竹縣,竹東鎮,456 ,大芥菜,3.0,3.0,13800.0,41400.0
108,全年,新竹縣,竹東鎮,456 ,大芥菜,7.71,7.71,13617.0,104985.0
108,裡作,新竹縣,竹東鎮,457 ,甕菜,0.01,0.01,13500.0,135.0
108,一期作,新竹縣,竹東鎮,457 ,甕菜,1.05,1.05,10000.0,10500.0
108,二期作,新竹縣,竹東鎮,457 ,甕菜,0.98,0.98,11200.0,10976.0
108,全年,新竹縣,竹東鎮,457 ,甕菜,2.04,2.04,10594.0,21611.0
108,裡作,新竹縣,竹東鎮,458 ,芹菜,1.39,1.39,19000.0,26410.0
108,一期作,新竹縣,竹東鎮,458 ,芹菜,0.12,0.12,14000.0,1680.0
108,全年,新竹縣,竹東鎮,458 ,芹菜,1.5099999999999998,1.5099999999999998,18603.0,28090.0
108,裡作,新竹縣,竹東鎮,460 ,萵苣,0.03,0.03,9200.0,276.0
108,全年,新竹縣,竹東鎮,460 ,萵苣,0.03,0.03,9200.0,276.0
108,裡作,新竹縣,竹東鎮,461 ,莧菜,0.01,0.01,9800.0,98.0
108,一期作,新竹縣,竹東鎮,461 ,莧菜,0.4,0.4,10000.0,4000.0
108,全年,新竹縣,竹東鎮,461 ,莧菜,0.41000000000000003,0.41000000000000003,9995.0,4098.0
108,裡作,新竹縣,竹東鎮,462 ,茼蒿,0.01,0.01,10000.0,100.0
108,全年,新竹縣,竹東鎮,462 ,茼蒿,0.01,0.01,10000.0,100.0
108,一期作,新竹縣,竹東鎮,102 ,落花生,14.64,14.64,3000.0,43920.0
108,二期作,新竹縣,竹東鎮,102 ,落花生,0.15,0.15,3600.0,540.0
108,全年,新竹縣,竹東鎮,102 ,落花生,14.790000000000001,14.790000000000001,3006.0,44460.0
108,一期作,新竹縣,芎林鄉,470 ,其他(果菜),0.34,0.34,15000.0,5100.0
108,全年,新竹縣,芎林鄉,470 ,其他(果菜),0.34,0.34,15000.0,5100.0
108,裡作,新竹縣,芎林鄉,471 ,花椰菜,0.93,0.93,16000.0,14880.0
108,全年,新竹縣,芎林鄉,471 ,花椰菜,0.93,0.93,16000.0,14880.0
108,裡作,新竹縣,芎林鄉,472 ,青花菜,1.48,1.48,16000.0,23680.0
108,全年,新竹縣,芎林鄉,472 ,青花菜,1.48,1.48,16000.0,23680.0
108,一期作,新竹縣,芎林鄉,473 ,胡瓜,1.3,1.3,12000.0,15600.0
108,全年,新竹縣,芎林鄉,473 ,胡瓜,1.3,1.3,12000.0,15600.0
108,一期作,新竹縣,芎林鄉,475 ,冬瓜,0.47,0.47,12000.0,5640.0
108,二期作,新竹縣,芎林鄉,475 ,冬瓜,0.28,0.28,12000.0,3360.0
108,全年,新竹縣,芎林鄉,475 ,冬瓜,0.75,0.75,12000.0,9000.0
108,一期作,新竹縣,芎林鄉,476 ,苦瓜,0.84,0.84,12000.0,10080.0
108,二期作,新竹縣,芎林鄉,476 ,苦瓜,0.49,0.49,12000.0,5880.0
108,全年,新竹縣,芎林鄉,476 ,苦瓜,1.33,1.33,12000.0,15960.0
108,裡作,新竹縣,芎林鄉,477 ,茄子,0.3,0.3,12000.0,3600.0
108,一期作,新竹縣,芎林鄉,477 ,茄子,1.21,1.21,12000.0,14520.0
108,二期作,新竹縣,芎林鄉,477 ,茄子,0.79,0.79,12000.0,9480.0
108,全年,新竹縣,芎林鄉,477 ,茄子,2.3,2.3,12000.0,27600.0
108,一期作,新竹縣,芎林鄉,478 ,長豇(菜)豆,0.29,0.29,12000.0,3480.0
108,二期作,新竹縣,芎林鄉,478 ,長豇(菜)豆,0.42,0.42,12000.0,5040.0
108,全年,新竹縣,芎林鄉,478 ,長豇(菜)豆,0.71,0.71,12000.0,8520.0
108,裡作,新竹縣,芎林鄉,480 ,豌豆(荷蘭豆),0.59,0.59,6000.0,3540.0
108,一期作,新竹縣,芎林鄉,480 ,豌豆(荷蘭豆),0.01,0.01,6000.0,60.0
108,全年,新竹縣,芎林鄉,480 ,豌豆(荷蘭豆),0.6,0.6,6000.0,3600.0
108,一期作,新竹縣,芎林鄉,481 ,甜椒,0.45,0.45,10000.0,4500.0
108,二期作,新竹縣,芎林鄉,481 ,甜椒,0.07,0.07,10000.0,700.0
108,全年,新竹縣,芎林鄉,481 ,甜椒,0.52,0.52,10000.0,5200.0
108,一期作,新竹縣,芎林鄉,483 ,南瓜,1.29,1.29,10000.0,12900.0
108,二期作,新竹縣,芎林鄉,483 ,南瓜,0.4,0.4,10000.0,4000.0
108,全年,新竹縣,芎林鄉,483 ,南瓜,1.69,1.69,10000.0,16900.0
108,裡作,新竹縣,芎林鄉,002 ,食用玉米,0.9,0.9,7000.0,6300.0
108,一期作,新竹縣,芎林鄉,002 ,食用玉米,1.9,1.9,7000.0,13300.0
108,二期作,新竹縣,芎林鄉,002 ,食用玉米,0.49,0.49,7000.0,3430.0
108,全年,新竹縣,芎林鄉,002 ,食用玉米,3.29,3.29,7000.0,23030.0
108,一期作,新竹縣,芎林鄉,488 ,絲瓜,0.78,0.78,11000.0,8580.0
108,二期作,新竹縣,芎林鄉,488 ,絲瓜,2.08,2.08,11000.0,22880.0
108,全年,新竹縣,芎林鄉,488 ,絲瓜,2.8600000000000003,2.8600000000000003,11000.0,31460.0
108,一期作,新竹縣,芎林鄉,489 ,黃秋葵,0.04,0.04,8000.0,320.0
108,二期作,新竹縣,芎林鄉,489 ,黃秋葵,1.01,1.01,8000.0,8080.0
108,全年,新竹縣,芎林鄉,489 ,黃秋葵,1.05,1.05,8000.0,8400.0
108,全年,新竹縣,芎林鄉,802 ,山藥,0.37,0.37,10000.0,3700.0
108,一期作,新竹縣,芎林鄉,493 ,四季豆,0.93,0.93,8000.0,7440.0
108,二期作,新竹縣,芎林鄉,493 ,四季豆,0.14,0.14,12000.0,1680.0
108,全年,新竹縣,芎林鄉,493 ,四季豆,1.07,1.07,8523.0,9120.0
108,一期作,新竹縣,芎林鄉,499 ,其他(果菜),0.46,0.46,13000.0,5980.0
108,全年,新竹縣,芎林鄉,499 ,其他(果菜),0.46,0.46,13000.0,5980.0
108,全年,新竹縣,芎林鄉,941 ,苗圃類,21.42,21.42,300000.0,6426000.0
108,一期作,新竹縣,芎林鄉,951 ,洋菇,605.0,605.0,47.0,28435.0
108,二期作,新竹縣,芎林鄉,951 ,洋菇,605.0,605.0,45.0,27225.0
108,全年,新竹縣,芎林鄉,951 ,洋菇,1210.0,1210.0,46.0,55660.0
108,全年,新竹縣,芎林鄉,952 ,段木香菇,100.0,100.0,20.0,2000.0
108,全年,新竹縣,芎林鄉,955 ,木耳,10.0,10.0,20.0,200.0
108,全年,新竹縣,芎林鄉,600 ,果樹苗圃,0.0,0.91,0.0,0.0
108,全年,新竹縣,芎林鄉,601 ,香蕉,10.64,11.14,15000.0,159600.0
108,全年,新竹縣,芎林鄉,602 ,鳳梨,0.02,0.05,20000.0,400.0
108,全年,新竹縣,芎林鄉,603 ,椪柑,4.84,4.84,12000.0,58080.0
108,全年,新竹縣,芎林鄉,604 ,柳橙,22.99,22.99,20249.0,465525.0
108,全年,新竹縣,芎林鄉,605 ,桶柑,112.4,112.4,20250.0,2276100.0
108,全年,新竹縣,芎林鄉,607 ,文旦柚,7.64,7.64,10500.0,80220.0
108,全年,新竹縣,芎林鄉,608 ,斗柚,2.03,2.03,12000.0,24360.0
108,全年,新竹縣,芎林鄉,611 ,檸檬,1.4,1.4,12500.0,17500.0
108,全年,新竹縣,芎林鄉,612 ,葡萄柚,0.11,0.11,15273.0,1680.0
108,全年,新竹縣,芎林鄉,614 ,海梨柑,148.82,148.82,23100.0,3437720.0
108,全年,新竹縣,芎林鄉,615 ,茂谷柑,31.39,31.39,14000.0,439460.0
108,全年,新竹縣,芎林鄉,616 ,四季桔,6.95,7.02,13800.0,95910.0
108,全年,新竹縣,芎林鄉,617 ,萊姆,0.93,0.93,10516.0,9780.0
108,全年,新竹縣,芎林鄉,618 ,其他(青果),10.48,14.33,15750.0,165060.0
108,全年,新竹縣,芎林鄉,619 ,龍眼,4.35,4.35,3300.0,14355.0
108,全年,新竹縣,芎林鄉,622 ,檳榔,14.36,14.36,3000.0,43080.0
108,全年,新竹縣,芎林鄉,623 ,番石榴,2.59,2.64,15000.0,38850.0
108,全年,新竹縣,芎林鄉,624 ,李,0.08,0.08,8000.0,640.0
108,全年,新竹縣,芎林鄉,625 ,桃,0.07,0.07,6857.0,480.0
108,全年,新竹縣,芎林鄉,626 ,柿,8.84,8.84,10500.0,92820.0
108,全年,新竹縣,芎林鄉,627 ,木瓜,1.53,1.89,50400.0,77112.0
108,全年,新竹縣,芎林鄉,628 ,蓮霧,1.3,1.3,10000.0,13000.0
108,一期作,新竹縣,芎林鄉,509 ,油菜,0.19,0.19,15000.0,2850.0
108,全年,新竹縣,芎林鄉,509 ,油菜,0.19,0.19,15000.0,2850.0
108,全年,新竹縣,芎林鄉,633 ,其他,0.01,0.01,10000.0,100.0
108,全年,新竹縣,芎林鄉,636 ,荔枝,0.73,0.78,5589.0,4080.0
108,裡作,新竹縣,芎林鄉,516 ,休閒面積,0.0,1455.78,0.0,0.0
108,一期作,新竹縣,芎林鄉,516 ,休閒面積,0.0,1130.68,0.0,0.0
108,二期作,新竹縣,芎林鄉,516 ,休閒面積,0.0,1138.58,0.0,0.0
108,全年,新竹縣,芎林鄉,516 ,休閒面積,0.0,3725.04,0.0,0.0
108,全年,新竹縣,芎林鄉,637 ,橄欖,0.8,0.81,6600.0,5280.0
108,全年,新竹縣,芎林鄉,638 ,楊桃,2.88,2.88,9497.0,27350.0
108,全年,新竹縣,芎林鄉,639 ,梨,9.21,9.21,15298.0,140895.0
108,全年,新竹縣,芎林鄉,641 ,棗,0.47,0.47,5000.0,2350.0
108,全年,新竹縣,芎林鄉,643 ,百香果,0.8,0.8,13500.0,10800.0
108,全年,新竹縣,芎林鄉,401 ,蘆筍,0.02,0.02,7000.0,140.0
108,全年,新竹縣,芎林鄉,402 ,韭菜,1.17,1.17,12000.0,14040.0
108,全年,新竹縣,芎林鄉,403 ,竹筍,14.98,14.98,7000.0,104860.0
108,全年,新竹縣,芎林鄉,404 ,金針菜,0.13,0.13,700.0,91.0
108,全年,新竹縣,芎林鄉,405 ,山蕨,1.39,1.39,4000.0,5560.0
108,全年,新竹縣,芎林鄉,406 ,龍鬚菜,0.47,0.47,5000.0,2350.0
108,全年,新竹縣,芎林鄉,651 ,紅龍果,2.62,2.95,15000.0,39300.0
108,一期作,新竹縣,芎林鄉,411 ,洋香瓜,0.01,0.01,15000.0,150.0
108,全年,新竹縣,芎林鄉,411 ,洋香瓜,0.01,0.01,15000.0,150.0
108,裡作,新竹縣,芎林鄉,414 ,草莓,1.0,1.0,7000.0,7000.0
108,全年,新竹縣,芎林鄉,414 ,草莓,1.0,1.0,7000.0,7000.0
108,裡作,新竹縣,芎林鄉,416 ,蘿蔔,2.67,2.67,15000.0,40050.0
108,全年,新竹縣,芎林鄉,416 ,蘿蔔,2.67,2.67,15000.0,40050.0
108,裡作,新竹縣,芎林鄉,417 ,胡蘿蔔,0.13,0.13,15000.0,1950.0
108,一期作,新竹縣,芎林鄉,417 ,胡蘿蔔,0.11,0.11,15000.0,1650.0
108,全年,新竹縣,芎林鄉,417 ,胡蘿蔔,0.24,0.24,15000.0,3600.0
108,一期作,新竹縣,芎林鄉,418 ,茭白筍,2.93,2.93,12000.0,35160.0
108,全年,新竹縣,芎林鄉,418 ,茭白筍,2.93,2.93,12000.0,35160.0
108,裡作,新竹縣,芎林鄉,419 ,甘藍,3.33,3.33,25000.0,83250.0
108,一期作,新竹縣,芎林鄉,419 ,甘藍,0.15,0.15,25000.0,3750.0
108,全年,新竹縣,芎林鄉,419 ,甘藍,3.48,3.48,25000.0,87000.0
108,二期作,新竹縣,芎林鄉,420 ,抱子甘藍,0.41,0.41,20000.0,8200.0
108,全年,新竹縣,芎林鄉,420 ,抱子甘藍,0.41,0.41,20000.0,8200.0
108,裡作,新竹縣,芎林鄉,421 ,結球白菜,0.63,0.63,18000.0,11340.0
108,全年,新竹縣,芎林鄉,421 ,結球白菜,0.63,0.63,18000.0,11340.0
108,裡作,新竹縣,芎林鄉,422 ,不結球白菜,0.29,0.29,18000.0,5220.0
108,全年,新竹縣,芎林鄉,422 ,不結球白菜,0.29,0.29,18000.0,5220.0
108,裡作,新竹縣,芎林鄉,425 ,食用番茄,4.62,4.62,20000.0,92400.0
108,一期作,新竹縣,芎林鄉,425 ,食用番茄,1.94,1.94,20000.0,38800.0
108,二期作,新竹縣,芎林鄉,425 ,食用番茄,1.75,1.75,20000.0,35000.0
108,全年,新竹縣,芎林鄉,425 ,食用番茄,8.31,8.31,20000.0,166200.0
108,全年,新竹縣,芎林鄉,305 ,茶,1.35,1.35,1000.0,1350.0
108,全年,新竹縣,芎林鄉,306 ,生食甘蔗,0.4,0.4,20000.0,8000.0
108,一期作,新竹縣,芎林鄉,309 ,洛神葵,0.02,0.02,1600.0,32.0
108,二期作,新竹縣,芎林鄉,309 ,洛神葵,0.3,0.3,1600.0,480.0
108,全年,新竹縣,芎林鄉,309 ,洛神葵,0.32,0.32,1600.0,512.0
108,二期作,新竹縣,芎林鄉,311 ,仙草,0.37,0.37,5500.0,2035.0
108,全年,新竹縣,芎林鄉,311 ,仙草,0.37,0.37,5500.0,2035.0
108,一期作,新竹縣,芎林鄉,312 ,紫蘇,0.01,0.01,4000.0,40.0
108,全年,新竹縣,芎林鄉,312 ,紫蘇,0.01,0.01,4000.0,40.0
108,裡作,新竹縣,芎林鄉,436 ,青蒜,1.12,1.12,14000.0,15680.0
108,一期作,新竹縣,芎林鄉,436 ,青蒜,0.23,0.23,14000.0,3220.0
108,二期作,新竹縣,芎林鄉,436 ,青蒜,0.04,0.04,14000.0,560.0
108,全年,新竹縣,芎林鄉,436 ,青蒜,1.3900000000000001,1.3900000000000001,14000.0,19460.0
108,裡作,新竹縣,芎林鄉,438 ,蔥,1.1,1.1,16000.0,17600.0
108,一期作,新竹縣,芎林鄉,438 ,蔥,0.93,0.93,16000.0,14880.0
108,二期作,新竹縣,芎林鄉,438 ,蔥,0.73,0.73,16000.0,11680.0
108,全年,新竹縣,芎林鄉,438 ,蔥,2.7600000000000002,2.7600000000000002,16000.0,44160.0
108,一期作,新竹縣,芎林鄉,440 ,芋,0.59,0.59,18000.0,10620.0
108,全年,新竹縣,芎林鄉,440 ,芋,0.59,0.59,18000.0,10620.0
108,一期作,新竹縣,芎林鄉,441 ,薑,0.02,0.02,8000.0,160.0
108,全年,新竹縣,芎林鄉,441 ,薑,0.02,0.02,8000.0,160.0
108,裡作,新竹縣,芎林鄉,443 ,蓮藕,0.1,0.1,7000.0,700.0
108,一期作,新竹縣,芎林鄉,443 ,蓮藕,0.1,0.1,7000.0,700.0
108,二期作,新竹縣,芎林鄉,443 ,蓮藕,0.15,0.15,7000.0,1050.0
108,全年,新竹縣,芎林鄉,443 ,蓮藕,0.35,0.35,7000.0,2450.0
108,裡作,新竹縣,芎林鄉,201 ,甘藷,0.66,0.66,15000.0,9900.0
108,一期作,新竹縣,芎林鄉,201 ,甘藷,0.73,0.73,15000.0,10950.0
108,二期作,新竹縣,芎林鄉,201 ,甘藷,1.6,1.6,15000.0,24000.0
108,全年,新竹縣,芎林鄉,201 ,甘藷,2.99,2.99,15000.0,44850.0
108,裡作,新竹縣,芎林鄉,444 ,結頭菜,0.55,0.55,16000.0,8800.0
108,一期作,新竹縣,芎林鄉,444 ,結頭菜,0.08,0.08,16000.0,1280.0
108,全年,新竹縣,芎林鄉,444 ,結頭菜,0.63,0.63,16000.0,10080.0
108,全年,新竹縣,芎林鄉,202 ,樹薯,0.28,0.28,13500.0,3780.0
108,全年,新竹縣,芎林鄉,326 ,油茶,3.44,3.69,800.0,2752.0
108,裡作,新竹縣,芎林鄉,447 ,大心芥菜,0.21,0.21,16000.0,3360.0
108,全年,新竹縣,芎林鄉,447 ,大心芥菜,0.21,0.21,16000.0,3360.0
108,全年,新竹縣,芎林鄉,331 ,荖葉,0.3,0.3,2500.0,750.0
108,裡作,新竹縣,芎林鄉,456 ,大芥菜,1.86,1.86,10000.0,18600.0
108,全年,新竹縣,芎林鄉,456 ,大芥菜,1.86,1.86,10000.0,18600.0
108,全年,新竹縣,芎林鄉,698 ,其他,0.0,0.15,0.0,0.0
108,裡作,新竹縣,芎林鄉,457 ,甕菜,0.02,0.02,12000.0,240.0
108,一期作,新竹縣,芎林鄉,457 ,甕菜,0.4,0.4,12000.0,4800.0
108,二期作,新竹縣,芎林鄉,457 ,甕菜,0.42,0.42,12000.0,5040.0
108,全年,新竹縣,芎林鄉,457 ,甕菜,0.8400000000000001,0.8400000000000001,12000.0,10080.0
108,裡作,新竹縣,芎林鄉,458 ,芹菜,0.58,0.58,14000.0,8120.0
108,全年,新竹縣,芎林鄉,458 ,芹菜,0.58,0.58,14000.0,8120.0
108,全年,新竹縣,芎林鄉,337 ,咖啡,0.06,0.21,500.0,30.0
108,裡作,新竹縣,芎林鄉,459 ,菠菜,0.36,0.36,14000.0,5040.0
108,全年,新竹縣,芎林鄉,459 ,菠菜,0.36,0.36,14000.0,5040.0
108,裡作,新竹縣,芎林鄉,460 ,萵苣,0.7,0.7,10000.0,7000.0
108,一期作,新竹縣,芎林鄉,460 ,萵苣,0.55,0.55,10000.0,5500.0
108,二期作,新竹縣,芎林鄉,460 ,萵苣,0.14,0.14,10000.0,1400.0
108,全年,新竹縣,芎林鄉,460 ,萵苣,1.3900000000000001,1.3900000000000001,10000.0,13900.0
108,一期作,新竹縣,芎林鄉,461 ,莧菜,0.2,0.2,10000.0,2000.0
108,二期作,新竹縣,芎林鄉,461 ,莧菜,0.15,0.15,10000.0,1500.0
108,全年,新竹縣,芎林鄉,461 ,莧菜,0.35,0.35,10000.0,3500.0
108,裡作,新竹縣,芎林鄉,462 ,茼蒿,0.49,0.49,14000.0,6860.0
108,全年,新竹縣,芎林鄉,462 ,茼蒿,0.49,0.49,14000.0,6860.0
108,裡作,新竹縣,芎林鄉,101 ,大豆,0.02,0.02,1200.0,24.0
108,全年,新竹縣,芎林鄉,101 ,大豆,0.02,0.02,1200.0,24.0
108,裡作,新竹縣,芎林鄉,465 ,芥藍,0.99,0.99,14000.0,13860.0
108,一期作,新竹縣,芎林鄉,465 ,芥藍,0.21,0.21,14000.0,2940.0
108,全年,新竹縣,芎林鄉,465 ,芥藍,1.2,1.2,14000.0,16800.0
108,一期作,新竹縣,芎林鄉,102 ,落花生,0.2,0.2,1800.0,360.0
108,二期作,新竹縣,芎林鄉,102 ,落花生,0.06,0.06,3000.0,180.0
108,全年,新竹縣,芎林鄉,102 ,落花生,0.26,0.26,2077.0,540.0
108,裡作,新竹縣,橫山鄉,471 ,花椰菜,0.27,0.27,13000.0,3510.0
108,全年,新竹縣,橫山鄉,471 ,花椰菜,0.27,0.27,13000.0,3510.0
108,一期作,新竹縣,橫山鄉,473 ,胡瓜,0.7,0.7,9000.0,6300.0
108,全年,新竹縣,橫山鄉,473 ,胡瓜,0.7,0.7,9000.0,6300.0
