年度,期作,縣市,鄉鎮,作物代碼,作物,收穫面積(公頃),種植面積(公頃),每公頃收穫量(公斤),收量(公斤)
108,二期作,新北市,蘆洲區,459 ,菠菜,0.67,0.67,16500.0,11055.0
108,全年,新北市,蘆洲區,459 ,菠菜,2.77,2.77,16592.0,45961.0
108,裡作,新北市,蘆洲區,460 ,萵苣,3.85,3.85,18692.0,71964.0
108,一期作,新北市,蘆洲區,460 ,萵苣,3.39,3.39,18845.0,63885.0
108,二期作,新北市,蘆洲區,460 ,萵苣,3.95,3.95,18845.0,74438.0
108,全年,新北市,蘆洲區,460 ,萵苣,11.190000000000001,11.190000000000001,18792.0,210287.0
108,一期作,新北市,蘆洲區,461 ,莧菜,1.03,1.03,14000.0,14420.0
108,二期作,新北市,蘆洲區,461 ,莧菜,4.14,4.14,14000.0,57960.0
108,全年,新北市,蘆洲區,461 ,莧菜,5.17,5.17,14000.0,72380.0
108,全年,新北市,蘆洲區,340 ,南薑,0.02,0.08,12000.0,240.0
108,裡作,新北市,蘆洲區,462 ,茼蒿,1.02,1.02,15077.0,15379.0
108,全年,新北市,蘆洲區,462 ,茼蒿,1.02,1.02,15077.0,15379.0
108,裡作,新北市,蘆洲區,464 ,芫荽,0.13,0.13,8000.0,1040.0
108,一期作,新北市,蘆洲區,464 ,芫荽,0.17,0.17,7853.0,1335.0
108,全年,新北市,蘆洲區,464 ,芫荽,0.30000000000000004,0.30000000000000004,7917.0,2375.0
108,裡作,新北市,蘆洲區,465 ,芥藍,4.9,4.9,22428.0,109897.0
108,一期作,新北市,蘆洲區,465 ,芥藍,4.24,4.24,22240.0,94298.0
108,二期作,新北市,蘆洲區,465 ,芥藍,0.43,0.43,20451.0,8794.0
108,全年,新北市,蘆洲區,465 ,芥藍,9.57,9.57,22256.0,212989.0
108,一期作,新北市,蘆洲區,102 ,落花生,0.02,0.02,1500.0,30.0
108,全年,新北市,蘆洲區,102 ,落花生,0.02,0.02,1500.0,30.0
108,裡作,新北市,五股區,470 ,其他(果菜),14.6,14.6,11000.0,160600.0
108,一期作,新北市,五股區,470 ,其他(果菜),22.12,22.12,13000.0,287560.0
108,二期作,新北市,五股區,470 ,其他(果菜),25.41,25.41,12000.0,304920.0
108,全年,新北市,五股區,470 ,其他(果菜),62.129999999999995,62.129999999999995,12121.0,753080.0
108,裡作,新北市,五股區,471 ,花椰菜,0.13,0.13,12000.0,1560.0
108,全年,新北市,五股區,471 ,花椰菜,0.13,0.13,12000.0,1560.0
108,裡作,新北市,五股區,472 ,青花菜,0.36,0.36,12000.0,4320.0
108,全年,新北市,五股區,472 ,青花菜,0.36,0.36,12000.0,4320.0
108,一期作,新北市,五股區,473 ,胡瓜,0.16,0.16,12000.0,1920.0
108,二期作,新北市,五股區,473 ,胡瓜,0.02,0.02,12000.0,240.0
108,全年,新北市,五股區,473 ,胡瓜,0.18,0.18,12000.0,2160.0
108,一期作,新北市,五股區,475 ,冬瓜,0.04,0.04,13000.0,520.0
108,全年,新北市,五股區,475 ,冬瓜,0.04,0.04,13000.0,520.0
108,二期作,新北市,五股區,476 ,苦瓜,0.03,0.03,11000.0,330.0
108,全年,新北市,五股區,476 ,苦瓜,0.03,0.03,11000.0,330.0
108,一期作,新北市,五股區,477 ,茄子,0.13,0.13,10000.0,1300.0
108,二期作,新北市,五股區,477 ,茄子,0.13,0.13,10000.0,1300.0
108,全年,新北市,五股區,477 ,茄子,0.26,0.26,10000.0,2600.0
108,二期作,新北市,五股區,478 ,長豇(菜)豆,0.12,0.12,10000.0,1200.0
108,全年,新北市,五股區,478 ,長豇(菜)豆,0.12,0.12,10000.0,1200.0
108,裡作,新北市,五股區,480 ,豌豆(荷蘭豆),0.04,0.04,7000.0,280.0
108,一期作,新北市,五股區,480 ,豌豆(荷蘭豆),0.01,0.01,6000.0,60.0
108,全年,新北市,五股區,480 ,豌豆(荷蘭豆),0.05,0.05,6800.0,340.0
108,一期作,新北市,五股區,481 ,甜椒,0.02,0.02,8000.0,160.0
108,二期作,新北市,五股區,481 ,甜椒,0.01,0.01,10000.0,100.0
108,全年,新北市,五股區,481 ,甜椒,0.03,0.03,8667.0,260.0
108,一期作,新北市,五股區,483 ,南瓜,0.24,0.24,8500.0,2040.0
108,全年,新北市,五股區,483 ,南瓜,0.24,0.24,8500.0,2040.0
108,一期作,新北市,五股區,002 ,食用玉米,0.32,0.32,3100.0,992.0
108,二期作,新北市,五股區,002 ,食用玉米,0.07,0.07,3300.0,231.0
108,全年,新北市,五股區,002 ,食用玉米,0.39,0.39,3136.0,1223.0
108,一期作,新北市,五股區,487 ,扁蒲,0.56,0.56,8500.0,4760.0
108,全年,新北市,五股區,487 ,扁蒲,0.56,0.56,8500.0,4760.0
108,一期作,新北市,五股區,488 ,絲瓜,0.6,0.6,9500.0,5700.0
108,二期作,新北市,五股區,488 ,絲瓜,0.67,0.67,10000.0,6700.0
108,全年,新北市,五股區,488 ,絲瓜,1.27,1.27,9764.0,12400.0
108,二期作,新北市,五股區,489 ,黃秋葵,0.01,0.01,8000.0,80.0
108,全年,新北市,五股區,489 ,黃秋葵,0.01,0.01,8000.0,80.0
108,裡作,新北市,五股區,920 ,其他切花,0.5,0.5,11000.0,5500.0
108,一期作,新北市,五股區,920 ,其他切花,0.5,0.5,11000.0,5500.0
108,二期作,新北市,五股區,920 ,其他切花,0.5,0.5,8000.0,4000.0
108,全年,新北市,五股區,920 ,其他切花,1.5,1.5,10000.0,15000.0
108,全年,新北市,五股區,802 ,山藥,0.01,0.01,15000.0,150.0
108,一期作,新北市,五股區,493 ,四季豆,0.49,0.49,8500.0,4165.0
108,全年,新北市,五股區,493 ,四季豆,0.49,0.49,8500.0,4165.0
108,全年,新北市,五股區,940 ,其他(花卉),1.86,1.86,12000.0,22320.0
108,全年,新北市,五股區,941 ,苗圃類,0.9,0.9,270000.0,243000.0
108,全年,新北市,五股區,942 ,盆花類,0.07,0.07,500000.0,35000.0
108,全年,新北市,五股區,601 ,香蕉,0.66,0.66,30000.0,19800.0
108,全年,新北市,五股區,605 ,桶柑,3.1,3.1,11427.0,35425.0
108,全年,新北市,五股區,607 ,文旦柚,14.3,14.3,8900.0,127275.0
108,全年,新北市,五股區,609 ,白柚,1.1,1.1,16509.0,18160.0
108,全年,新北市,五股區,612 ,葡萄柚,0.2,0.2,7440.0,1488.0
108,全年,新北市,五股區,622 ,檳榔,0.0,1.25,0.0,0.0
108,全年,新北市,五股區,623 ,番石榴,0.81,0.81,15689.0,12708.0
108,全年,新北市,五股區,626 ,柿,0.0,0.05,0.0,0.0
108,全年,新北市,五股區,627 ,木瓜,0.02,0.02,36000.0,720.0
108,全年,新北市,五股區,634 ,枇杷,0.0,0.02,0.0,0.0
108,裡作,新北市,五股區,516 ,休閒面積,0.0,211.68,0.0,0.0
108,一期作,新北市,五股區,516 ,休閒面積,0.0,211.99,0.0,0.0
108,二期作,新北市,五股區,516 ,休閒面積,0.0,211.88,0.0,0.0
108,全年,新北市,五股區,516 ,休閒面積,0.0,635.55,0.0,0.0
108,裡作,新北市,五股區,517 ,荒廢面積,0.0,173.73,0.0,0.0
108,一期作,新北市,五股區,517 ,荒廢面積,0.0,173.73,0.0,0.0
108,二期作,新北市,五股區,517 ,荒廢面積,0.0,173.73,0.0,0.0
108,全年,新北市,五股區,517 ,荒廢面積,0.0,521.1899999999999,0.0,0.0
108,全年,新北市,五股區,639 ,梨,0.54,0.54,3704.0,2000.0
108,全年,新北市,五股區,643 ,百香果,0.03,0.03,15000.0,450.0
108,全年,新北市,五股區,401 ,蘆筍,0.01,0.01,3500.0,35.0
108,全年,新北市,五股區,402 ,韭菜,0.11,0.11,13500.0,1485.0
108,全年,新北市,五股區,403 ,竹筍,548.7,548.7,5580.0,3061746.0
108,全年,新北市,五股區,404 ,金針菜,0.03,0.03,867.0,26.0
108,全年,新北市,五股區,406 ,龍鬚菜,0.07,0.07,12000.0,840.0
108,全年,新北市,五股區,649 ,楊梅,0.3,0.3,6000.0,1800.0
108,全年,新北市,五股區,651 ,紅龍果,0.06,0.06,15000.0,900.0
108,裡作,新北市,五股區,416 ,蘿蔔,1.21,1.21,30000.0,36300.0
108,全年,新北市,五股區,416 ,蘿蔔,1.21,1.21,30000.0,36300.0
108,一期作,新北市,五股區,418 ,茭白筍,0.12,0.12,9000.0,1080.0
108,全年,新北市,五股區,418 ,茭白筍,0.12,0.12,9000.0,1080.0
108,裡作,新北市,五股區,419 ,甘藍,1.36,1.36,30000.0,40800.0
108,全年,新北市,五股區,419 ,甘藍,1.36,1.36,30000.0,40800.0
108,裡作,新北市,五股區,421 ,結球白菜,0.22,0.22,30000.0,6600.0
108,全年,新北市,五股區,421 ,結球白菜,0.22,0.22,30000.0,6600.0
108,裡作,新北市,五股區,422 ,不結球白菜,2.61,2.61,13000.0,33930.0
108,一期作,新北市,五股區,422 ,不結球白菜,0.34,0.34,13000.0,4420.0
108,二期作,新北市,五股區,422 ,不結球白菜,0.16,0.16,13000.0,2080.0
108,全年,新北市,五股區,422 ,不結球白菜,3.11,3.11,13000.0,40430.0
108,全年,新北市,五股區,306 ,生食甘蔗,0.01,0.01,20000.0,200.0
108,一期作,新北市,五股區,312 ,紫蘇,0.01,0.01,3000.0,30.0
108,二期作,新北市,五股區,312 ,紫蘇,0.01,0.01,3000.0,30.0
108,全年,新北市,五股區,312 ,紫蘇,0.02,0.02,3000.0,60.0
108,裡作,新北市,五股區,436 ,青蒜,0.04,0.04,15000.0,600.0
108,全年,新北市,五股區,436 ,青蒜,0.04,0.04,15000.0,600.0
108,裡作,新北市,五股區,438 ,蔥,0.11,0.11,13000.0,1430.0
108,一期作,新北市,五股區,438 ,蔥,0.05,0.05,12500.0,625.0
108,二期作,新北市,五股區,438 ,蔥,0.06,0.06,13000.0,780.0
108,全年,新北市,五股區,438 ,蔥,0.22,0.22,12886.0,2835.0
108,一期作,新北市,五股區,440 ,芋,0.06,0.06,12000.0,720.0
108,全年,新北市,五股區,440 ,芋,0.06,0.06,12000.0,720.0
108,裡作,新北市,五股區,444 ,結頭菜,0.07,0.07,15000.0,1050.0
108,全年,新北市,五股區,444 ,結頭菜,0.07,0.07,15000.0,1050.0
108,全年,新北市,五股區,333 ,羅勒,0.02,0.02,3000.0,60.0
108,裡作,新北市,五股區,456 ,大芥菜,0.78,0.78,15000.0,11700.0
108,全年,新北市,五股區,456 ,大芥菜,0.78,0.78,15000.0,11700.0
108,全年,新北市,五股區,698 ,其他,0.0,0.05,0.0,0.0
108,一期作,新北市,五股區,457 ,甕菜,0.1,0.1,13500.0,1350.0
108,二期作,新北市,五股區,457 ,甕菜,0.26,0.26,13000.0,3380.0
108,全年,新北市,五股區,457 ,甕菜,0.36,0.36,13139.0,4730.0
108,裡作,新北市,五股區,458 ,芹菜,0.13,0.13,18000.0,2340.0
108,全年,新北市,五股區,458 ,芹菜,0.13,0.13,18000.0,2340.0
108,裡作,新北市,五股區,460 ,萵苣,0.06,0.06,14000.0,840.0
108,一期作,新北市,五股區,460 ,萵苣,0.16,0.16,14000.0,2240.0
108,全年,新北市,五股區,460 ,萵苣,0.22,0.22,14000.0,3080.0
108,一期作,新北市,五股區,461 ,莧菜,0.08,0.08,13000.0,1040.0
108,二期作,新北市,五股區,461 ,莧菜,0.04,0.04,13000.0,520.0
108,全年,新北市,五股區,461 ,莧菜,0.12,0.12,13000.0,1560.0
108,裡作,新北市,五股區,462 ,茼蒿,0.05,0.05,14000.0,700.0
108,全年,新北市,五股區,462 ,茼蒿,0.05,0.05,14000.0,700.0
108,裡作,新北市,五股區,465 ,芥藍,1.3,1.3,14000.0,18200.0
108,全年,新北市,五股區,465 ,芥藍,1.3,1.3,14000.0,18200.0
108,裡作,新北市,泰山區,470 ,其他(果菜),7.81,7.81,15500.0,121055.0
108,一期作,新北市,泰山區,470 ,其他(果菜),9.68,9.68,15900.0,153912.0
108,二期作,新北市,泰山區,470 ,其他(果菜),8.13,8.13,16200.0,131706.0
108,全年,新北市,泰山區,470 ,其他(果菜),25.619999999999997,25.619999999999997,15873.0,406673.0
108,裡作,新北市,泰山區,471 ,花椰菜,0.12,0.12,16500.0,1980.0
108,全年,新北市,泰山區,471 ,花椰菜,0.12,0.12,16500.0,1980.0
108,裡作,新北市,泰山區,472 ,青花菜,0.69,0.69,17000.0,11730.0
108,全年,新北市,泰山區,472 ,青花菜,0.69,0.69,17000.0,11730.0
108,一期作,新北市,泰山區,473 ,胡瓜,0.17,0.17,12400.0,2108.0
108,二期作,新北市,泰山區,473 ,胡瓜,0.06,0.06,10500.0,630.0
108,全年,新北市,泰山區,473 ,胡瓜,0.23,0.23,11904.0,2738.0
108,一期作,新北市,泰山區,475 ,冬瓜,0.06,0.06,13600.0,816.0
108,全年,新北市,泰山區,475 ,冬瓜,0.06,0.06,13600.0,816.0
108,一期作,新北市,泰山區,476 ,苦瓜,0.09,0.09,12000.0,1080.0
108,全年,新北市,泰山區,476 ,苦瓜,0.09,0.09,12000.0,1080.0
108,一期作,新北市,泰山區,477 ,茄子,0.24,0.24,11200.0,2688.0
108,全年,新北市,泰山區,477 ,茄子,0.24,0.24,11200.0,2688.0
108,一期作,新北市,泰山區,478 ,長豇(菜)豆,0.3,0.3,10000.0,3000.0
108,二期作,新北市,泰山區,478 ,長豇(菜)豆,0.17,0.17,9900.0,1683.0
108,全年,新北市,泰山區,478 ,長豇(菜)豆,0.47,0.47,9964.0,4683.0
108,一期作,新北市,泰山區,483 ,南瓜,0.14,0.14,11500.0,1610.0
108,二期作,新北市,泰山區,483 ,南瓜,0.1,0.1,10600.0,1060.0
108,全年,新北市,泰山區,483 ,南瓜,0.24000000000000002,0.24000000000000002,11125.0,2670.0
108,一期作,新北市,泰山區,002 ,食用玉米,0.09,0.09,2900.0,261.0
108,二期作,新北市,泰山區,002 ,食用玉米,0.22,0.22,4000.0,880.0
108,全年,新北市,泰山區,002 ,食用玉米,0.31,0.31,3681.0,1141.0
108,一期作,新北市,泰山區,487 ,扁蒲,0.13,0.13,11000.0,1430.0
108,二期作,新北市,泰山區,487 ,扁蒲,0.07,0.07,10000.0,700.0
108,全年,新北市,泰山區,487 ,扁蒲,0.2,0.2,10650.0,2130.0
108,一期作,新北市,泰山區,488 ,絲瓜,0.72,0.72,12200.0,8784.0
108,二期作,新北市,泰山區,488 ,絲瓜,0.28,0.28,10100.0,2828.0
108,全年,新北市,泰山區,488 ,絲瓜,1.0,1.0,11612.0,11612.0
108,二期作,新北市,泰山區,489 ,黃秋葵,0.12,0.12,7600.0,912.0
108,全年,新北市,泰山區,489 ,黃秋葵,0.12,0.12,7600.0,912.0
108,一期作,新北市,泰山區,493 ,四季豆,0.1,0.1,9500.0,950.0
108,全年,新北市,泰山區,493 ,四季豆,0.1,0.1,9500.0,950.0
108,全年,新北市,泰山區,941 ,苗圃類,2.17,2.17,700000.0,1519000.0
108,全年,新北市,泰山區,942 ,盆花類,0.3,0.3,1800000.0,540000.0
108,全年,新北市,泰山區,601 ,香蕉,1.44,1.44,19500.0,28080.0
108,全年,新北市,泰山區,604 ,柳橙,0.02,0.02,8500.0,170.0
108,全年,新北市,泰山區,605 ,桶柑,0.21,0.21,9829.0,2064.0
108,全年,新北市,泰山區,607 ,文旦柚,1.37,1.37,11883.0,16280.0
108,全年,新北市,泰山區,609 ,白柚,0.08,0.08,28975.0,2318.0
108,全年,新北市,泰山區,622 ,檳榔,0.0,0.45,0.0,0.0
108,全年,新北市,泰山區,623 ,番石榴,1.69,1.69,8454.0,14287.0
108,全年,新北市,泰山區,627 ,木瓜,0.0,0.05,0.0,0.0
108,裡作,新北市,泰山區,516 ,休閒面積,0.0,12.41,0.0,0.0
108,一期作,新北市,泰山區,516 ,休閒面積,0.0,11.99,0.0,0.0
108,二期作,新北市,泰山區,516 ,休閒面積,0.0,16.29,0.0,0.0
108,全年,新北市,泰山區,516 ,休閒面積,0.0,40.69,0.0,0.0
108,裡作,新北市,泰山區,517 ,荒廢面積,0.0,17.48,0.0,0.0
108,一期作,新北市,泰山區,517 ,荒廢面積,0.0,17.59,0.0,0.0
108,二期作,新北市,泰山區,517 ,荒廢面積,0.0,17.48,0.0,0.0
108,全年,新北市,泰山區,517 ,荒廢面積,0.0,52.55,0.0,0.0
108,全年,新北市,泰山區,643 ,百香果,0.02,0.02,8500.0,170.0
108,全年,新北市,泰山區,402 ,韭菜,0.1,0.1,10500.0,1050.0
108,全年,新北市,泰山區,403 ,竹筍,27.31,27.31,5500.0,150205.0
108,全年,新北市,泰山區,404 ,金針菜,0.04,0.04,825.0,33.0
108,全年,新北市,泰山區,651 ,紅龍果,0.01,0.01,15600.0,156.0
108,裡作,新北市,泰山區,416 ,蘿蔔,0.9,0.9,35000.0,31500.0
108,全年,新北市,泰山區,416 ,蘿蔔,0.9,0.9,35000.0,31500.0
108,一期作,新北市,泰山區,418 ,茭白筍,0.04,0.04,9000.0,360.0
108,全年,新北市,泰山區,418 ,茭白筍,0.04,0.04,9000.0,360.0
108,裡作,新北市,泰山區,419 ,甘藍,2.11,2.11,35000.0,73850.0
108,一期作,新北市,泰山區,419 ,甘藍,0.58,0.58,36000.0,20880.0
108,全年,新北市,泰山區,419 ,甘藍,2.69,2.69,35216.0,94730.0
108,裡作,新北市,泰山區,421 ,結球白菜,0.55,0.55,33000.0,18150.0
108,全年,新北市,泰山區,421 ,結球白菜,0.55,0.55,33000.0,18150.0
108,裡作,新北市,泰山區,422 ,不結球白菜,4.65,4.65,16500.0,76725.0
108,一期作,新北市,泰山區,422 ,不結球白菜,4.86,4.86,16000.0,77760.0
108,二期作,新北市,泰山區,422 ,不結球白菜,4.81,4.81,16000.0,76960.0
108,全年,新北市,泰山區,422 ,不結球白菜,14.32,14.32,16162.0,231445.0
108,全年,新北市,泰山區,306 ,生食甘蔗,0.04,0.04,15500.0,620.0
108,裡作,新北市,泰山區,436 ,青蒜,0.11,0.11,13200.0,1452.0
108,全年,新北市,泰山區,436 ,青蒜,0.11,0.11,13200.0,1452.0
108,裡作,新北市,泰山區,438 ,蔥,0.49,0.49,15500.0,7595.0
108,一期作,新北市,泰山區,438 ,蔥,0.48,0.48,16000.0,7680.0
108,二期作,新北市,泰山區,438 ,蔥,0.48,0.48,16000.0,7680.0
108,全年,新北市,泰山區,438 ,蔥,1.45,1.45,15831.0,22955.0
108,一期作,新北市,泰山區,440 ,芋,0.38,0.38,12000.0,4560.0
108,全年,新北市,泰山區,440 ,芋,0.38,0.38,12000.0,4560.0
108,裡作,新北市,泰山區,444 ,結頭菜,0.4,0.4,17000.0,6800.0
108,全年,新北市,泰山區,444 ,結頭菜,0.4,0.4,17000.0,6800.0
108,全年,新北市,泰山區,333 ,羅勒,0.04,0.04,3100.0,124.0
108,裡作,新北市,泰山區,456 ,大芥菜,0.76,0.76,17500.0,13300.0
108,一期作,新北市,泰山區,456 ,大芥菜,0.08,0.08,16500.0,1320.0
108,全年,新北市,泰山區,456 ,大芥菜,0.84,0.84,17405.0,14620.0
108,一期作,新北市,泰山區,457 ,甕菜,1.95,1.95,16000.0,31200.0
108,二期作,新北市,泰山區,457 ,甕菜,2.86,2.86,15500.0,44330.0
108,全年,新北市,泰山區,457 ,甕菜,4.81,4.81,15703.0,75530.0
108,裡作,新北市,泰山區,458 ,芹菜,0.12,0.12,14500.0,1740.0
108,一期作,新北市,泰山區,458 ,芹菜,0.08,0.08,15600.0,1248.0
108,二期作,新北市,泰山區,458 ,芹菜,0.05,0.05,15500.0,775.0
108,全年,新北市,泰山區,458 ,芹菜,0.25,0.25,15052.0,3763.0
108,裡作,新北市,泰山區,459 ,菠菜,1.68,1.68,16000.0,26880.0
108,一期作,新北市,泰山區,459 ,菠菜,0.78,0.78,15800.0,12324.0
108,全年,新北市,泰山區,459 ,菠菜,2.46,2.46,15937.0,39204.0
108,裡作,新北市,泰山區,460 ,萵苣,2.34,2.34,15800.0,36972.0
108,一期作,新北市,泰山區,460 ,萵苣,3.25,3.25,15700.0,51025.0
108,二期作,新北市,泰山區,460 ,萵苣,1.8,1.8,16100.0,28980.0
108,全年,新北市,泰山區,460 ,萵苣,7.39,7.39,15829.0,116977.0
108,一期作,新北市,泰山區,461 ,莧菜,0.44,0.44,14600.0,6424.0
108,二期作,新北市,泰山區,461 ,莧菜,1.64,1.64,14600.0,23944.0
108,全年,新北市,泰山區,461 ,莧菜,2.08,2.08,14600.0,30368.0
108,裡作,新北市,泰山區,462 ,茼蒿,1.25,1.25,14200.0,17750.0
108,一期作,新北市,泰山區,462 ,茼蒿,0.73,0.73,14100.0,10293.0
108,全年,新北市,泰山區,462 ,茼蒿,1.98,1.98,14163.0,28043.0
108,裡作,新北市,泰山區,465 ,芥藍,1.11,1.11,17000.0,18870.0
108,一期作,新北市,泰山區,465 ,芥藍,0.42,0.42,16500.0,6930.0
108,全年,新北市,泰山區,465 ,芥藍,1.53,1.53,16863.0,25800.0
108,裡作,新北市,林口區,470 ,其他(果菜),6.25,6.25,12000.0,75000.0
108,一期作,新北市,林口區,470 ,其他(果菜),2.33,2.33,13500.0,31455.0
108,二期作,新北市,林口區,470 ,其他(果菜),6.13,6.13,9900.0,60687.0
108,全年,新北市,林口區,470 ,其他(果菜),14.71,14.71,11362.0,167142.0
108,裡作,新北市,林口區,472 ,青花菜,0.25,0.25,18000.0,4500.0
108,全年,新北市,林口區,472 ,青花菜,0.25,0.25,18000.0,4500.0
108,一期作,新北市,林口區,475 ,冬瓜,4.57,4.57,15000.0,68550.0
108,全年,新北市,林口區,475 ,冬瓜,4.57,4.57,15000.0,68550.0
108,一期作,新北市,林口區,476 ,苦瓜,3.47,3.47,12000.0,41640.0
108,全年,新北市,林口區,476 ,苦瓜,3.47,3.47,12000.0,41640.0
108,一期作,新北市,林口區,477 ,茄子,0.43,0.43,9100.0,3913.0
108,全年,新北市,林口區,477 ,茄子,0.43,0.43,9100.0,3913.0
108,一期作,新北市,林口區,478 ,長豇(菜)豆,1.57,1.57,8000.0,12560.0
108,全年,新北市,林口區,478 ,長豇(菜)豆,1.57,1.57,8000.0,12560.0
108,裡作,新北市,林口區,480 ,豌豆(荷蘭豆),0.52,0.52,10000.0,5200.0
108,全年,新北市,林口區,480 ,豌豆(荷蘭豆),0.52,0.52,10000.0,5200.0
108,一期作,新北市,林口區,481 ,甜椒,0.02,0.02,8500.0,170.0
108,全年,新北市,林口區,481 ,甜椒,0.02,0.02,8500.0,170.0
108,二期作,新北市,林口區,482 ,辣椒,0.26,0.26,8500.0,2210.0
108,全年,新北市,林口區,482 ,辣椒,0.26,0.26,8500.0,2210.0
108,一期作,新北市,林口區,483 ,南瓜,1.13,1.13,12000.0,13560.0
108,二期作,新北市,林口區,483 ,南瓜,0.01,0.01,18000.0,180.0
108,全年,新北市,林口區,483 ,南瓜,1.14,1.14,12053.0,13740.0
108,一期作,新北市,林口區,002 ,食用玉米,5.83,5.83,3900.0,22737.0
108,二期作,新北市,林口區,002 ,食用玉米,6.04,6.04,4200.0,25368.0
108,全年,新北市,林口區,002 ,食用玉米,11.870000000000001,11.870000000000001,4053.0,48105.0
108,一期作,新北市,林口區,487 ,扁蒲,2.08,2.08,12000.0,24960.0
108,全年,新北市,林口區,487 ,扁蒲,2.08,2.08,12000.0,24960.0
108,一期作,新北市,林口區,488 ,絲瓜,5.23,5.23,12500.0,65375.0
108,二期作,新北市,林口區,488 ,絲瓜,0.05,0.05,15500.0,775.0
108,全年,新北市,林口區,488 ,絲瓜,5.28,5.28,12528.0,66150.0
108,一期作,新北市,林口區,489 ,黃秋葵,0.08,0.08,9000.0,720.0
108,全年,新北市,林口區,489 ,黃秋葵,0.08,0.08,9000.0,720.0
108,全年,新北市,林口區,802 ,山藥,0.27,0.27,16000.0,4320.0
108,全年,新北市,林口區,811 ,其他藥用,0.1,0.1,1600.0,160.0
108,全年,新北市,林口區,940 ,其他(花卉),4.0,4.0,18000.0,72000.0
108,全年,新北市,林口區,941 ,苗圃類,2.0,2.0,6000000.0,12000000.0
108,全年,新北市,林口區,942 ,盆花類,4.5,4.5,500000.0,2250000.0
108,全年,新北市,林口區,704 ,狼尾草,8.5,8.5,55000.0,467500.0
108,全年,新北市,林口區,601 ,香蕉,0.27,0.27,15000.0,4050.0
108,全年,新北市,林口區,607 ,文旦柚,7.05,7.05,17251.0,121620.0
108,二期作,新北市,林口區,502 ,田青,1.0,1.0,10000.0,10000.0
108,全年,新北市,林口區,502 ,田青,1.0,1.0,10000.0,10000.0
108,全年,新北市,林口區,623 ,番石榴,7.11,7.11,9600.0,68256.0
108,全年,新北市,林口區,625 ,桃,0.35,0.35,5400.0,1890.0
108,全年,新北市,林口區,627 ,木瓜,0.02,0.02,18000.0,360.0
108,一期作,新北市,林口區,514 ,其他單播,15.1,15.1,10000.0,151000.0
108,二期作,新北市,林口區,514 ,其他單播,6.05,6.05,10000.0,60500.0
108,全年,新北市,林口區,514 ,其他單播,21.15,21.15,10000.0,211500.0
108,裡作,新北市,林口區,516 ,休閒面積,0.0,361.45,0.0,0.0
108,一期作,新北市,林口區,516 ,休閒面積,0.0,347.66,0.0,0.0
108,二期作,新北市,林口區,516 ,休閒面積,0.0,378.39,0.0,0.0
108,全年,新北市,林口區,516 ,休閒面積,0.0,1087.5,0.0,0.0
108,裡作,新北市,林口區,517 ,荒廢面積,0.0,975.72,0.0,0.0
108,一期作,新北市,林口區,517 ,荒廢面積,0.0,975.72,0.0,0.0
108,二期作,新北市,林口區,517 ,荒廢面積,0.0,975.72,0.0,0.0
108,全年,新北市,林口區,517 ,荒廢面積,0.0,2927.16,0.0,0.0
108,全年,新北市,林口區,402 ,韭菜,4.7,4.7,12500.0,58750.0
108,全年,新北市,林口區,403 ,竹筍,43.81,43.81,6000.0,262860.0
108,全年,新北市,林口區,404 ,金針菜,0.03,0.03,500.0,15.0
108,全年,新北市,林口區,651 ,紅龍果,0.45,0.45,38116.0,17152.0
108,一期作,新北市,林口區,410 ,西瓜,2.27,2.27,10000.0,22700.0
108,全年,新北市,林口區,410 ,西瓜,2.27,2.27,10000.0,22700.0
108,裡作,新北市,林口區,414 ,草莓,0.6,0.6,14000.0,8400.0
108,全年,新北市,林口區,414 ,草莓,0.6,0.6,14000.0,8400.0
108,裡作,新北市,林口區,416 ,蘿蔔,13.03,13.03,31000.0,403930.0
108,一期作,新北市,林口區,416 ,蘿蔔,0.3,0.3,26000.0,7800.0
108,二期作,新北市,林口區,416 ,蘿蔔,1.65,1.65,32000.0,52800.0
108,全年,新北市,林口區,416 ,蘿蔔,14.979999999999999,14.979999999999999,31010.0,464530.0
108,一期作,新北市,林口區,418 ,茭白筍,2.4,2.4,9500.0,22800.0
108,全年,新北市,林口區,418 ,茭白筍,2.4,2.4,9500.0,22800.0
108,裡作,新北市,林口區,419 ,甘藍,4.25,4.25,43000.0,182750.0
108,一期作,新北市,林口區,419 ,甘藍,0.38,0.38,28000.0,10640.0
108,二期作,新北市,林口區,419 ,甘藍,3.23,3.23,40000.0,129200.0
108,全年,新北市,林口區,419 ,甘藍,7.86,7.86,41042.0,322590.0
108,裡作,新北市,林口區,421 ,結球白菜,7.83,7.83,31000.0,242730.0
108,二期作,新北市,林口區,421 ,結球白菜,0.6,0.6,32000.0,19200.0
108,全年,新北市,林口區,421 ,結球白菜,8.43,8.43,31071.0,261930.0
108,裡作,新北市,林口區,422 ,不結球白菜,28.43,28.43,16000.0,454880.0
108,一期作,新北市,林口區,422 ,不結球白菜,21.79,21.79,16800.0,366072.0
108,二期作,新北市,林口區,422 ,不結球白菜,19.94,19.94,16000.0,319040.0
108,全年,新北市,林口區,422 ,不結球白菜,70.16,70.16,16248.0,1139992.0
108,全年,新北市,林口區,305 ,茶,3.47,3.47,700.0,2429.0
108,裡作,新北市,林口區,436 ,青蒜,3.05,3.05,12000.0,36600.0
