2019年 日/月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
1,/,/,/,/,/,/,/,/,/,/,/,/
2,/,/,/,/,/,/,/,/,/,/,/,/
3,/,/,/,/,/,/,/,/,/,/,/,/
4,/,/,/,/,/,/,/,/,/,/,/,/
5,/,/,/,/,/,/,/,/,/,/,/,/
6,/,/,/,/,/,/,/,/,/,/,/,/
7,/,/,/,/,/,/,/,/,/,/,/,/
8,/,/,/,/,/,/,/,/,/,/,/,/
9,/,/,/,/,/,/,/,/,/,/,/,/
10,/,/,/,/,/,/,/,/,/,/,/,/
11,/,/,/,/,/,/,/,/,/,/,/,180.0
12,/,/,/,/,/,/,/,/,/,/,/,240.0
13,/,/,/,/,/,/,/,/,/,/,/,260.0
14,/,/,/,/,/,/,/,/,/,/,/,260.0
15,/,/,/,/,/,/,/,/,/,/,/,170.0
16,/,/,/,/,/,/,/,/,/,/,/,250.0
17,/,/,/,/,/,/,/,/,/,/,/,260.0
18,/,/,/,/,/,/,/,/,/,/,/,260.0
19,/,/,/,/,/,/,/,/,/,/,/,270.0
20,/,/,/,/,/,/,/,/,/,/,/,280.0
21,/,/,/,/,/,/,/,/,/,/,/,260.0
22,/,/,/,/,/,/,/,/,/,/,/,230.0
23,/,/,/,/,/,/,/,/,/,/,/,190.0
24,/,/,/,/,/,/,/,/,/,/,/,190.0
25,/,/,/,/,/,/,/,/,/,/,/,250.0
26,/,/,/,/,/,/,/,/,/,/,/,250.0
27,/,/,/,/,/,/,/,/,/,/,/,170.0
28,/,/,/,/,/,/,/,/,/,/,/,260.0
29,/,,/,/,/,/,/,/,/,/,/,170.0
30,/,,/,/,/,/,/,/,/,/,/,220.0
31,/,,/,,/,,/,/,,/,,180.0
平均,/,/,/,/,/,/,/,/,/,/,/,228.6
