日期,pineapple_平均價,pineapple_交易量,甜蜜蜜_平均價,watermelon_平均價,pineapple_前日平均價,pineapple_5日平均價
2012-05-17,24.3,58499,17.2,9.4,24.7,24.5
2012-05-18,24.5,54689,18.7,9.6,24.3,24.5
2012-05-19,25.3,68130,18.0,9.6,24.5,24.7
2012-05-20,24.8,89745,18.4,9.4,25.3,24.7
2012-05-21,24.8,89745,18.4,9.4,24.8,24.7
2012-05-22,24.5,87658,19.4,9.3,24.8,24.8
2012-05-23,21.4,73282,17.5,9.4,24.5,24.2
2012-05-24,19.6,61665,15.7,8.9,21.4,23.0
2012-05-25,17.4,80578,14.9,9.0,19.6,21.5
2012-05-26,16.9,76650,14.5,8.8,17.4,20.0
2012-05-27,16.8,65190,13.7,8.9,16.9,18.4
2012-05-28,16.8,65190,13.7,8.9,16.8,17.5
2012-05-29,17.3,77900,15.4,8.9,16.8,17.0
2012-05-30,16.9,65550,14.3,8.9,17.3,16.9
2012-05-31,18.1,60628,15.6,8.9,16.9,17.2
2012-06-01,18.0,61985,15.5,8.9,18.1,17.4
2012-06-02,18.5,63167,15.4,9.0,18.0,17.8
2012-06-03,20.4,74662,17.1,8.8,18.5,18.4
2012-06-04,20.4,74662,17.1,8.8,20.4,19.1
2012-06-05,20.0,66424,18.7,8.9,20.4,19.5
2012-06-06,18.7,56450,19.0,8.3,20.0,19.6
2012-06-07,18.6,54323,18.1,8.4,18.7,19.6
2012-06-08,18.9,42662,17.6,8.3,18.6,19.3
2012-06-09,20.4,49179,17.1,8.8,18.9,19.3
2012-06-10,23.4,45167,17.1,8.8,20.4,20.0
2012-06-11,23.4,45167,17.1,8.8,23.4,20.9
2012-06-12,19.1,57105,17.6,8.4,23.4,21.0
2012-06-13,20.1,32382,17.2,9.8,19.1,21.3
2012-06-14,20.9,47708,17.3,9.7,20.1,21.4
2012-06-15,21.2,55282,18.1,9.7,20.9,20.9
2012-06-16,20.6,56260,17.9,10.0,21.2,20.4
2012-06-17,21.8,70724,18.2,10.0,20.6,20.9
2012-06-18,21.8,70724,18.2,10.0,21.8,21.3
2012-06-19,20.1,101743,17.3,9.7,21.8,21.1
2012-06-20,19.6,58502,16.8,9.7,20.1,20.8
2012-06-21,21.3,32546,17.1,9.6,19.6,20.9
2012-06-22,19.4,47057,17.4,9.5,21.3,20.4
2012-06-23,18.6,62554,17.0,9.5,19.4,19.8
2012-06-24,18.6,62554,17.0,9.5,18.6,19.5
2012-06-25,18.6,62554,17.0,9.5,18.6,19.3
2012-06-26,17.5,86904,16.2,9.8,18.6,18.5
2012-06-27,15.8,77024,15.6,11.0,17.5,17.8
2012-06-28,15.7,61382,13.8,11.0,15.8,17.2
2012-06-29,16.5,45520,13.1,10.6,15.7,16.8
2012-06-30,17.5,53393,14.3,10.4,16.5,16.6
2012-07-01,19.4,54526,14.8,10.6,17.5,17.0
2012-07-02,19.4,54526,14.8,10.6,19.4,17.7
2012-07-03,18.8,80954,14.5,10.3,19.4,18.3
2012-07-04,19.2,45654,14.5,10.4,18.8,18.9
2012-07-05,19.8,35149,14.5,10.1,19.2,19.3
2012-07-06,20.0,39712,14.0,10.9,19.8,19.4
2012-07-07,21.3,44461,15.7,10.2,20.0,19.8
2012-07-08,22.2,39968,18.7,11.4,21.3,20.5
2012-07-09,22.2,39968,18.7,11.4,22.2,21.1
2012-07-10,21.4,58448,17.2,11.3,22.2,21.4
2012-07-11,20.5,45270,18.5,11.7,21.4,21.5
2012-07-12,19.7,53996,19.2,11.7,20.5,21.2
2012-07-13,20.1,41207,18.5,11.1,19.7,20.8
2012-07-14,19.8,45771,17.8,11.0,20.1,20.3
2012-07-15,19.4,42115,20.2,10.9,19.8,19.9
2012-07-16,19.4,42115,20.2,10.9,19.4,19.7
2012-07-17,19.8,68848,20.5,11.1,19.4,19.7
2012-07-18,21.7,72061,26.1,14.1,19.8,20.0
2012-07-19,21.1,57135,23.3,12.0,21.7,20.3
2012-07-20,20.3,26459,22.9,13.4,21.1,20.5
2012-07-21,19.5,33476,21.6,13.8,20.3,20.5
2012-07-22,19.1,29767,23.0,13.4,19.5,20.3
2012-07-23,19.1,29767,23.0,13.4,19.1,19.8
2012-07-24,19.9,41278,21.8,13.2,19.1,19.6
2012-07-25,18.5,25966,21.9,12.7,19.9,19.2
2012-07-26,18.7,25971,21.6,13.4,18.5,19.1
2012-07-27,18.6,24698,23.5,12.3,18.7,19.0
2012-07-28,18.5,20673,19.1,14.0,18.6,18.8
2012-07-29,17.9,15719,23.6,13.4,18.5,18.4
2012-07-30,17.9,15719,23.6,13.4,17.9,18.3
2012-07-31,19.9,23753,19.9,13.6,17.9,18.6
2012-08-01,20.7,31151,21.0,13.1,19.9,19.0
2012-08-02,18.3,7978,17.5,13.2,20.7,18.9
2012-08-03,19.6,1346,41.0,,18.3,19.3
2012-08-04,21.0,10049,17.7,,19.6,19.9
2012-08-05,27.5,1585,19.5,12.0,21.0,21.4
2012-08-06,27.5,1585,19.5,12.0,27.5,22.8
2012-08-07,21.1,12688,20.6,13.2,27.5,23.3
2012-08-08,21.8,10157,16.4,11.6,21.1,23.8
2012-08-09,24.0,6402,17.6,11.9,21.8,24.4
2012-08-10,24.4,4825,17.4,12.2,24.0,23.8
2012-08-11,23.4,5975,15.5,11.2,24.4,22.9
2012-08-12,26.0,3682,15.0,11.8,23.4,23.9
2012-08-13,26.0,3682,15.0,11.8,26.0,24.8
2012-08-14,24.6,6093,15.6,11.3,26.0,24.9
2012-08-15,22.0,6309,16.5,11.0,24.6,24.4
2012-08-16,25.6,3338,17.5,10.7,22.0,24.8
2012-08-17,23.5,5037,15.1,10.9,25.6,24.3
2012-08-18,19.3,1256,13.0,10.0,23.5,23.0
2012-08-19,23.4,2684,15.3,9.5,19.3,22.8
2012-08-20,23.4,2684,15.3,9.5,23.4,23.0
2012-08-21,26.9,5150,14.8,9.8,23.4,23.3
2012-08-22,25.2,8391,16.9,10.1,26.9,23.6
2012-08-23,30.0,4412,17.0,9.8,25.2,25.8
2012-08-24,26.3,9539,15.5,9.7,30.0,26.4
2012-08-25,28.3,5245,19.3,9.8,26.3,27.3
2012-08-26,28.9,5953,16.9,10.0,28.3,27.7
2012-08-27,28.9,5953,16.9,10.0,28.9,28.5
2012-08-28,28.0,10505,16.6,9.8,28.9,28.1
2012-08-29,27.7,8146,17.6,9.6,28.0,28.4
2012-08-30,32.8,10191,18.8,9.8,27.7,29.3
2012-08-31,30.7,16212,14.9,10.0,32.8,29.6
2012-09-01,32.1,6937,15.7,10.0,30.7,30.3
2012-09-02,32.7,4465,,9.4,32.1,31.2
2012-09-03,32.7,4465,,9.4,32.7,32.2
2012-09-04,32.7,4465,,9.4,32.7,32.2
2012-09-05,31.9,12560,15.0,10.0,32.7,32.4
2012-09-06,32.1,11814,20.0,9.5,31.9,32.4
2012-09-07,32.4,10570,15.0,9.8,32.1,32.4
2012-09-08,32.0,12470,12.0,10.0,32.4,32.2
2012-09-09,36.7,6133,18.2,9.8,32.0,33.0
2012-09-10,36.7,6133,18.2,9.8,36.7,34.0
2012-09-11,31.6,15150,,9.7,36.7,33.9
2012-09-12,32.7,9973,16.7,9.8,31.6,33.9
2012-09-13,35.9,10681,18.4,10.0,32.7,34.7
2012-09-14,34.6,13714,19.9,9.6,35.9,34.3
2012-09-15,33.6,20413,,9.9,34.6,33.7
2012-09-16,34.1,8711,25.0,9.8,33.6,34.2
2012-09-17,34.1,8711,25.0,9.8,34.1,34.5
2012-09-18,33.3,9347,21.2,9.4,34.1,33.9
2012-09-19,30.8,6849,20.0,10.0,33.3,33.2
2012-09-20,28.8,10941,19.5,,30.8,32.2
2012-09-21,27.9,8475,18.0,,28.8,31.0
2012-09-22,26.5,11793,22.0,6.0,27.9,29.5
2012-09-23,23.3,11137,,7.0,26.5,27.5
2012-09-24,23.3,11137,,7.0,23.3,26.0
2012-09-25,21.9,11863,17.6,10.0,23.3,24.6
2012-09-26,23.0,10045,18.0,9.3,21.9,23.6
2012-09-27,20.5,10220,,9.3,23.0,22.4
2012-09-28,21.6,13043,16.0,9.8,20.5,22.1
2012-09-29,23.1,20640,19.1,11.9,21.6,22.0
2012-09-30,23.4,6607,17.0,12.0,23.1,22.3
2012-10-01,23.4,6607,17.0,12.0,23.4,22.4
2012-10-02,23.4,6607,17.0,12.0,23.4,23.0
2012-10-03,21.7,14533,28.4,11.3,23.4,23.0
2012-10-04,21.9,9839,20.7,12.0,21.7,22.8
2012-10-05,22.3,9790,17.7,10.7,21.9,22.5
2012-10-06,21.0,13002,18.4,9.8,22.3,22.1
2012-10-07,20.3,9206,17.0,11.5,21.0,21.4
2012-10-08,20.3,9206,17.0,11.5,20.3,21.2
2012-10-09,18.3,15865,19.8,12.0,20.3,20.4
2012-10-10,17.4,10970,16.5,11.3,18.3,19.5
2012-10-11,17.0,11733,16.0,11.4,17.4,18.7
2012-10-12,17.9,9460,20.0,9.9,17.0,18.2
2012-10-13,18.2,17417,18.2,11.0,17.9,17.8
2012-10-14,20.1,20979,18.1,5.2,18.2,18.1
2012-10-15,20.1,20979,18.1,5.2,20.1,18.7
2012-10-16,18.8,15757,19.0,10.4,20.1,19.0
2012-10-17,17.9,5356,17.8,9.0,18.8,19.0
2012-10-18,17.2,7726,16.0,11.0,17.9,18.8
2012-10-19,17.1,6815,16.1,10.6,17.2,18.2
2012-10-20,17.6,9694,16.0,9.9,17.1,17.7
2012-10-21,18.2,4757,16.0,11.0,17.6,17.6
2012-10-22,18.2,4757,16.0,11.0,18.2,17.7
2012-10-23,17.0,18831,,9.3,18.2,17.6
2012-10-24,18.7,4984,15.0,10.4,17.0,17.9
2012-10-25,19.8,3793,18.0,10.5,18.7,18.4
2012-10-26,18.7,9528,16.0,11.0,19.8,18.5
2012-10-27,20.8,17615,16.5,11.0,18.7,19.0
2012-10-28,20.8,23601,17.4,10.4,20.8,19.8
2012-10-29,20.8,23601,17.4,10.4,20.8,20.2
2012-10-30,19.8,21547,,10.4,20.8,20.2
2012-10-31,19.9,5210,16.7,10.1,19.8,20.4
2012-11-01,18.2,9929,,10.4,19.9,19.9
2012-11-02,17.3,7970,,9.8,18.2,19.2
2012-11-03,17.4,11254,,10.9,17.3,18.5
2012-11-04,17.9,10738,20.0,10.6,17.4,18.1
2012-11-05,17.9,10738,20.0,10.6,17.9,17.7
2012-11-06,17.9,21353,,9.6,17.9,17.7
2012-11-07,16.7,14800,15.7,8.6,17.9,17.6
2012-11-08,16.3,9451,,10.0,16.7,17.3
2012-11-09,17.7,5855,15.0,9.2,16.3,17.3
2012-11-10,16.5,15267,,9.0,17.7,17.0
2012-11-11,17.3,10875,,9.8,16.5,16.9
2012-11-12,17.3,10875,,9.8,17.3,17.0
2012-11-13,18.9,32585,15.0,8.7,17.3,17.5
2012-11-14,18.4,17763,,8.0,18.9,17.7
2012-11-15,17.1,5424,,9.8,18.4,17.8
2012-11-16,17.6,6343,,9.9,17.1,17.9
2012-11-17,17.5,8782,14.0,10.0,17.6,17.9
2012-11-18,15.3,3097,15.0,10.0,17.5,17.2
2012-11-19,15.3,3097,15.0,10.0,15.3,16.6
2012-11-20,15.5,13414,,9.6,15.3,16.2
2012-11-21,15.5,11025,,9.0,15.5,15.8
2012-11-22,14.9,10240,13.0,10.0,15.5,15.3
2012-11-23,15.9,7104,,9.7,14.9,15.4
2012-11-24,16.1,7943,18.0,9.2,15.9,15.6
2012-11-25,18.3,5499,,9.0,16.1,16.1
2012-11-26,18.3,5499,,9.0,18.3,16.7
2012-11-27,17.9,37579,18.0,10.0,18.3,17.3
2012-11-28,18.4,18702,,10.0,17.9,17.8
2012-11-29,18.0,14558,,9.0,18.4,18.2
2012-11-30,19.0,2791,,10.0,18.0,18.3
2012-12-01,17.6,7889,,8.7,19.0,18.2
2012-12-02,16.8,11407,17.0,,17.6,18.0
2012-12-03,16.8,11407,17.0,,16.8,17.6
2012-12-04,18.0,14477,,8.6,16.8,17.6
2012-12-05,17.6,6449,,9.6,18.0,17.4
2012-12-06,18.5,2293,,8.0,17.6,17.5
2012-12-07,16.3,8118,,10.0,18.5,17.4
2012-12-08,16.2,10504,,,16.3,17.3
2012-12-09,17.6,5493,,10.0,16.2,17.2
2012-12-10,17.6,5493,,10.0,17.6,17.2
2012-12-11,18.8,23847,,9.7,17.6,17.3
2012-12-12,19.1,13824,,10.0,18.8,17.9
2012-12-13,18.5,13437,,10.0,19.1,18.3
2012-12-14,17.2,3001,,10.0,18.5,18.2
2012-12-15,17.0,4846,,10.0,17.2,18.1
2012-12-16,16.9,2998,,10.0,17.0,17.7
2012-12-17,16.9,2998,,10.0,16.9,17.3
2012-12-18,18.6,9227,,10.0,16.9,17.3
2012-12-19,18.2,5796,,10.0,18.6,17.5
2012-12-20,19.0,3370,,10.0,18.2,17.9
2012-12-21,18.8,5587,,10.0,19.0,18.3
2012-12-22,20.6,4465,,9.5,18.8,19.0
2012-12-23,20.2,5517,,9.0,20.6,19.4
2012-12-24,20.2,5517,,9.0,20.2,19.8
2012-12-25,20.9,13079,,9.4,20.2,20.1
2012-12-26,22.3,17811,,10.0,20.9,20.8
2012-12-27,21.1,11490,,10.0,22.3,20.9
2012-12-28,25.9,2091,,10.0,21.1,22.1
2012-12-29,26.5,2805,,,25.9,23.3
2012-12-30,26.3,3053,,9.4,26.5,24.4
2012-12-31,26.3,3053,,9.4,26.3,25.2
2013-01-01,25.9,6234,,10.0,26.3,26.2
2013-01-02,27.7,3848,,10.0,25.9,26.5
2013-01-03,27.8,4531,,9.6,27.7,26.8
2013-01-04,27.8,3099,,9.0,27.8,27.1
2013-01-05,25.8,4056,,,27.8,27.0
2013-01-06,24.1,3425,,10.0,25.8,26.6
2013-01-07,24.1,3425,,10.0,24.1,25.9
2013-01-08,25.7,8532,,9.4,24.1,25.5
2013-01-09,25.7,8312,,,25.7,25.1
2013-01-10,25.1,13554,,10.0,25.7,24.9
2013-01-11,26.6,19140,,10.0,25.1,25.4
2013-01-12,27.2,6946,,,26.6,26.1
2013-01-13,27.4,2899,,,27.2,26.4
2013-01-14,27.4,2899,,,27.4,26.7
2013-01-15,26.1,3326,,,27.4,26.9
2013-01-16,27.5,3700,,,26.1,27.1
2013-01-17,22.0,2664,,10.0,27.5,26.1
2013-01-18,19.8,4896,,10.0,22.0,24.6
2013-01-19,26.2,7759,,10.0,19.8,24.3
2013-01-20,25.6,1787,,10.0,26.2,24.2
2013-01-21,25.6,1787,,10.0,25.6,23.8
2013-01-22,23.1,8582,,10.0,25.6,24.1
2013-01-23,28.1,4715,,10.0,23.1,25.7
2013-01-24,25.2,14608,,9.0,28.1,25.5
2013-01-25,28.9,26835,,10.0,25.2,26.2
2013-01-26,25.2,14361,,10.0,28.9,26.1
2013-01-27,23.1,4688,,,25.2,26.1
2013-01-28,23.1,4688,,,23.1,25.1
2013-01-29,19.9,3978,,9.7,23.1,24.0
2013-01-30,19.5,2269,,10.0,19.9,22.2
2013-01-31,19.0,4649,,8.9,19.5,20.9
2013-02-01,23.7,9916,,9.1,19.0,21.0
2013-02-02,22.1,7302,,8.0,23.7,20.8
2013-02-03,20.2,8727,,8.0,22.1,20.9
2013-02-04,20.2,8727,,8.0,20.2,21.0
2013-02-05,16.9,14081,,10.0,20.2,20.6
2013-02-06,20.5,17843,,8.0,16.9,20.0
2013-02-07,22.5,16707,,8.9,20.5,20.1
2013-02-08,22.4,17180,,8.7,22.5,20.5
2013-02-09,26.8,5364,,,22.4,21.8
2013-02-10,26.8,5364,,,26.8,23.8
2013-02-11,26.8,5364,,,26.8,25.1
2013-02-12,26.8,5364,,,26.8,25.9
2013-02-13,26.8,5364,,,26.8,26.8
2013-02-14,26.8,5364,,,26.8,26.8
2013-02-15,23.5,25085,,10.0,26.8,26.1
2013-02-16,25.1,22759,,9.4,23.5,25.8
2013-02-17,25.7,19320,,7.0,25.1,25.6
2013-02-18,25.7,19320,,7.0,25.7,25.4
2013-02-19,26.4,9313,,7.2,25.7,25.3
2013-02-20,31.8,14001,,6.7,26.4,26.9
2013-02-21,29.2,21525,,,31.8,27.8
2013-02-22,28.7,25905,,,29.2,28.4
2013-02-23,29.5,28779,,11.1,28.7,29.1
2013-02-24,29.2,16154,,,29.5,29.7
2013-02-25,29.2,16154,,,29.2,29.2
2013-02-26,29.2,16154,,,29.2,29.2
2013-02-27,28.2,25471,,7.8,29.2,29.1
2013-02-28,27.6,12851,,8.4,28.2,28.7
2013-03-01,24.8,17350,,12.0,27.6,27.8
2013-03-02,25.0,16675,,11.5,24.8,27.0
2013-03-03,23.3,12951,,11.6,25.0,25.8
2013-03-04,23.3,12951,,11.6,23.3,24.8
2013-03-05,22.2,21038,,10.5,23.3,23.7
2013-03-06,26.4,18393,,12.0,22.2,24.0
2013-03-07,24.1,21526,,12.0,26.4,23.9
2013-03-08,26.6,15874,,11.0,24.1,24.5
2013-03-09,25.2,33338,,12.0,26.6,24.9
2013-03-10,26.8,48397,,10.1,25.2,25.8
2013-03-11,26.8,48397,,10.1,26.8,25.9
2013-03-12,28.0,57350,,11.5,26.8,26.7
2013-03-13,29.1,36234,,12.0,28.0,27.2
2013-03-14,28.3,21174,,12.0,29.1,27.8
2013-03-15,27.5,25761,,11.4,28.3,27.9
2013-03-16,27.5,35101,,9.2,27.5,28.1
2013-03-17,26.6,18423,,12.0,27.5,27.8
2013-03-18,26.6,18423,,12.0,26.6,27.3
2013-03-19,24.9,41420,23.0,12.0,26.6,26.6
2013-03-20,25.7,37578,,11.2,24.9,26.3
2013-03-21,25.2,36216,,11.3,25.7,25.8
2013-03-22,23.1,40138,,11.0,25.2,25.1
2013-03-23,24.8,55589,,10.7,23.1,24.7
2013-03-24,25.1,52057,,10.1,24.8,24.8
2013-03-25,25.1,52057,,10.1,25.1,24.7
2013-03-26,26.1,67310,,11.0,25.1,24.8
2013-03-27,24.1,40487,,9.6,26.1,25.0
2013-03-28,23.7,34029,,10.1,24.1,24.8
2013-03-29,21.5,44320,,11.0,23.7,24.1
2013-03-30,20.8,52945,,10.4,21.5,23.2
2013-03-31,18.6,44701,,10.4,20.8,21.7
2013-04-01,18.6,44701,,10.4,18.6,20.6
2013-04-02,19.8,73053,,10.8,18.6,19.9
2013-04-03,18.9,54604,,10.4,19.8,19.3
2013-04-04,18.9,54604,,10.4,18.9,19.0
2013-04-05,18.9,54604,,10.4,18.9,19.0
2013-04-06,19.4,75388,,11.0,18.9,19.2
2013-04-07,19.9,58718,,9.4,19.4,19.2
2013-04-08,19.9,58718,,9.4,19.9,19.4
2013-04-09,19.2,108103,,9.9,19.9,19.5
2013-04-10,18.2,94647,17.0,9.8,19.2,19.3
2013-04-11,17.1,54176,,10.0,18.2,18.9
2013-04-12,17.9,42192,,10.0,17.1,18.5
2013-04-13,18.5,62228,,9.8,17.9,18.2
2013-04-14,18.5,39184,,9.7,18.5,18.0
2013-04-15,18.5,39184,,9.7,18.5,18.1
2013-04-16,16.9,82594,,9.8,18.5,18.1
2013-04-17,17.0,71902,,10.0,16.9,17.9
2013-04-18,16.5,67650,,8.7,17.0,17.5
2013-04-19,16.3,70004,,9.0,16.5,17.0
2013-04-20,15.6,60816,,8.9,16.3,16.5
2013-04-21,15.1,47547,,9.0,15.6,16.1
2013-04-22,15.1,47547,,9.0,15.1,15.7
2013-04-23,15.9,118823,32.0,8.7,15.1,15.6
2013-04-24,16.7,107770,23.0,9.0,15.9,15.7
2013-04-25,16.1,80390,23.0,9.0,16.7,15.8
2013-04-26,15.4,53206,19.7,8.7,16.1,15.8
2013-04-27,15.5,58059,10.0,9.0,15.4,15.9
2013-04-28,16.6,40424,11.0,8.9,15.5,16.1
2013-04-29,16.6,40424,11.0,8.9,16.6,16.0
2013-04-30,18.7,84978,11.0,8.9,16.6,16.6
2013-05-01,18.3,87762,12.0,8.7,18.7,17.1
2013-05-02,19.2,65809,12.0,8.7,18.3,17.9
2013-05-03,18.9,70360,12.3,9.0,19.2,18.3
2013-05-04,19.4,68111,12.0,8.8,18.9,18.9
2013-05-05,20.6,55945,12.2,8.9,19.4,19.3
2013-05-06,20.6,55945,12.2,8.9,20.6,19.7
2013-05-07,21.0,96556,14.2,9.0,20.6,20.1
2013-05-08,21.5,86208,14.3,8.9,21.0,20.6
2013-05-09,21.9,97247,16.4,8.9,21.5,21.1
2013-05-10,22.2,82597,15.1,8.9,21.9,21.4
2013-05-11,22.8,71876,15.6,8.6,22.2,21.9
2013-05-12,22.5,55474,13.7,8.9,22.8,22.2
2013-05-13,22.5,55474,13.7,8.9,22.5,22.4
2013-05-14,21.2,87474,13.0,8.9,22.5,22.2
2013-05-15,22.9,78879,14.6,8.9,21.2,22.4
2013-05-16,21.6,82754,15.0,9.0,22.9,22.1
2013-05-17,20.0,84638,17.7,9.0,21.6,21.6
2013-05-18,18.4,62791,15.0,9.0,20.0,20.8
2013-05-19,19.7,62720,15.1,9.0,18.4,20.5
2013-05-20,19.7,62720,15.1,9.0,19.7,19.9
2013-05-21,19.6,99411,15.0,8.9,19.7,19.5
2013-05-22,20.3,83519,12.9,8.9,19.6,19.5
2013-05-23,21.9,117478,15.0,9.9,20.3,20.2
2013-05-24,21.6,104868,14.0,10.0,21.9,20.6
2013-05-25,21.2,86230,14.0,10.1,21.6,20.9
2013-05-26,21.2,78718,14.0,10.4,21.2,21.2
2013-05-27,21.2,78718,14.0,10.4,21.2,21.4
2013-05-28,21.2,104560,14.0,10.2,21.2,21.3
2013-05-29,20.8,94145,14.2,10.4,21.2,21.1
2013-05-30,21.8,77192,10.0,11.4,20.8,21.2
2013-05-31,22.1,68860,10.4,11.5,21.8,21.4
2013-06-01,22.3,78571,16.2,11.8,22.1,21.6
2013-06-02,22.9,75371,16.0,11.2,22.3,22.0
2013-06-03,22.9,75371,16.0,11.2,22.9,22.4
2013-06-04,23.2,92961,13.0,10.8,22.9,22.7
2013-06-05,24.3,71956,13.3,11.1,23.2,23.1
2013-06-06,25.2,72965,11.0,11.8,24.3,23.7
2013-06-07,25.9,83324,14.8,11.2,25.2,24.3
2013-06-08,26.5,80233,15.0,11.3,25.9,25.0
2013-06-09,26.2,67059,12.0,11.1,26.5,25.6
2013-06-10,26.2,67059,12.0,11.1,26.2,26.0
2013-06-11,25.7,83360,12.7,11.8,26.2,26.1
2013-06-12,25.0,82913,19.0,11.8,25.7,25.9
2013-06-13,25.0,82913,19.0,11.8,25.0,25.6
2013-06-14,25.0,82913,19.0,11.8,25.0,25.4
2013-06-15,24.6,93109,18.0,11.4,25.0,25.1
2013-06-16,22.7,67723,17.7,12.0,24.6,24.5
2013-06-17,22.7,67723,17.7,12.0,22.7,24.0
2013-06-18,19.6,91872,13.0,11.4,22.7,22.9
2013-06-19,18.1,81144,13.1,11.6,19.6,21.5
2013-06-20,17.9,68593,13.1,12.0,18.1,20.2
2013-06-21,17.0,93034,13.1,12.0,17.9,19.1
2013-06-22,16.3,66876,12.9,11.9,17.0,17.8
2013-06-23,16.5,49490,5.0,12.0,16.3,17.2
2013-06-24,16.5,49490,5.0,12.0,16.5,16.8
2013-06-25,17.6,79007,12.3,11.6,16.5,16.8
2013-06-26,17.6,65892,12.2,11.9,17.6,16.9
2013-06-27,15.0,72593,13.0,11.0,17.6,16.6
2013-06-28,14.0,60641,9.0,10.8,15.0,16.1
2013-06-29,13.1,75620,6.1,10.9,14.0,15.5
2013-06-30,12.4,74427,8.0,10.9,13.1,14.4
2013-07-01,12.4,74427,8.0,10.9,12.4,13.4
2013-07-02,13.0,106541,8.0,10.9,12.4,13.0
2013-07-03,14.2,85137,9.2,10.7,13.0,13.0
2013-07-04,14.3,68416,11.1,11.0,14.2,13.3
2013-07-05,14.5,66127,11.4,11.1,14.3,13.7
2013-07-06,15.0,77366,12.2,11.8,14.5,14.2
2013-07-07,16.2,105132,12.9,11.4,15.0,14.8
2013-07-08,16.2,105132,12.9,11.4,16.2,15.2
2013-07-09,17.2,86521,18.1,11.8,16.2,15.8
2013-07-10,16.3,69428,14.2,11.9,17.2,16.2
2013-07-11,15.7,52169,14.4,11.3,16.3,16.3
2013-07-12,15.0,52603,13.3,11.3,15.7,16.1
2013-07-13,15.1,53417,12.7,10.9,15.0,15.9
2013-07-14,18.2,14715,12.8,11.0,15.1,16.1
2013-07-15,18.2,14715,12.8,11.0,18.2,16.4
2013-07-16,21.8,79484,14.6,11.0,18.2,17.7
2013-07-17,18.4,60561,14.9,11.0,21.8,18.3
2013-07-18,15.5,54261,13.6,10.4,18.4,18.4
2013-07-19,15.3,35893,13.1,10.4,15.5,17.8
2013-07-20,16.9,36449,12.9,11.0,15.3,17.6
2013-07-21,18.0,47312,12.8,11.0,16.9,16.8
2013-07-22,18.0,47312,12.8,11.0,18.0,16.7
2013-07-23,16.8,37949,13.6,10.8,18.0,17.0
2013-07-24,16.9,22497,14.8,10.3,16.8,17.3
2013-07-25,20.7,19730,15.3,10.6,16.9,18.1
2013-07-26,21.5,9742,15.0,10.4,20.7,18.8
2013-07-27,25.8,12664,11.6,9.7,21.5,20.3
2013-07-28,25.0,9311,13.0,9.9,25.8,22.0
2013-07-29,25.0,9311,13.0,9.9,25.0,23.6
2013-07-30,27.1,12706,9.9,9.7,25.0,24.9
2013-07-31,21.3,6105,8.6,9.9,27.1,24.8
2013-08-01,21.7,12032,9.0,9.9,21.3,24.0
2013-08-02,24.0,4932,,9.9,21.7,23.8
2013-08-03,23.0,12178,12.1,10.0,24.0,23.4
2013-08-04,24.4,9554,11.9,9.8,23.0,22.9
2013-08-05,24.4,9554,11.9,9.8,24.4,23.5
2013-08-06,28.2,23863,11.0,9.6,24.4,24.8
2013-08-07,28.8,10709,8.9,9.9,28.2,25.8
2013-08-08,29.1,5846,12.1,10.0,28.8,27.0
2013-08-09,27.2,6275,10.0,9.7,29.1,27.5
2013-08-10,26.0,8004,9.3,9.5,27.2,27.9
2013-08-11,25.3,9315,10.2,9.4,26.0,27.3
2013-08-12,25.3,9315,10.2,9.4,25.3,26.6
2013-08-13,26.3,14371,10.4,8.9,25.3,26.0
2013-08-14,26.7,8792,9.0,9.5,26.3,25.9
2013-08-15,25.1,7914,9.0,9.6,26.7,25.7
2013-08-16,26.8,8954,9.2,10.7,25.1,26.0
2013-08-17,28.1,7586,8.4,10.5,26.8,26.6
2013-08-18,29.9,8133,9.0,10.6,28.1,27.3
2013-08-19,29.9,8133,9.0,10.6,29.9,28.0
2013-08-20,28.7,24111,16.2,10.5,29.9,28.7
2013-08-21,25.9,11135,12.2,11.2,28.7,28.5
2013-08-22,25.9,11135,12.2,11.2,25.9,28.1
2013-08-23,25.9,11135,12.2,11.2,25.9,27.3
2013-08-24,24.6,10735,15.0,10.4,25.9,26.2
2013-08-25,26.2,7336,12.9,9.7,24.6,25.7
2013-08-26,26.2,7336,12.9,9.7,26.2,25.8
2013-08-27,25.5,19249,14.5,10.0,26.2,25.7
2013-08-28,24.5,11290,14.3,11.0,25.5,25.4
2013-08-29,24.8,9920,12.3,11.0,24.5,25.4
2013-08-30,22.8,4746,15.4,11.0,24.8,24.8
2013-08-31,24.3,5135,10.7,11.0,22.8,24.4
2013-09-01,22.4,5811,16.0,11.0,24.3,23.8
2013-09-02,22.4,5811,16.0,11.0,22.4,23.3
2013-09-03,24.0,14327,14.6,10.0,22.4,23.2
2013-09-04,24.6,19693,12.0,10.0,24.0,23.5
2013-09-05,22.9,28340,13.8,10.0,24.6,23.3
2013-09-06,22.1,18083,,10.0,22.9,23.2
2013-09-07,21.6,17166,15.3,10.0,22.1,23.0
2013-09-08,20.3,17338,,10.0,21.6,22.3
2013-09-09,20.3,17338,,10.0,20.3,21.4
2013-09-10,21.0,20669,16.0,8.3,20.3,21.1
2013-09-11,21.5,8886,,10.0,21.0,20.9
2013-09-12,22.2,11259,,9.0,21.5,21.1
