日期,平均地溫0cm(℃),平均地溫100cm(℃),平均地溫10cm(℃),平均地溫20cm(℃),平均地溫50cm(℃),平均地溫5cm(℃),平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間,最大十分鐘降水量(mm),最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,海平面氣壓(hPa),累積日射量(MJm2),累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2021-01-01,14.3,23.9,16.8,17.4,20.7,15.4,1014.2,12.7,68,6.7,350.0,1.1,1011.5,1016.4,2021-01-01 14:41:00,8.1,2021-01-01 23:54:00,44,2021-01-01 13:49:00,0.0,2021-01-01 00:00:00,0.0,2021-01-01 00:00:00,290.0,6.6,2021-01-01 09:05:00,19.2,2021-01-01 13:49:00,1023.5,15.47,8.7,0,0.0
2021-01-02,14.5,23.6,17.1,17.6,20.4,15.8,1012.4,13.6,77,9.0,350.0,1.0,1009.5,1014.2,2021-01-02 14:42:00,7.4,2021-01-02 06:54:00,45,2021-01-02 13:44:00,0.0,2021-01-02 00:00:00,0.0,2021-01-02 00:00:00,330.0,6.5,2021-01-02 00:10:00,21.5,2021-01-02 14:36:00,1021.6,17.01,9.1,0,0.0
2021-01-03,16.1,23.4,17.8,17.9,20.2,17.0,1012.5,15.4,78,10.9,350.0,1.2,1009.7,1014.2,2021-01-03 14:20:00,8.2,2021-01-03 06:54:00,41,2021-01-03 12:46:00,0.0,2021-01-03 00:00:00,0.0,2021-01-03 00:00:00,340.0,9.2,2021-01-03 08:51:00,23.7,2021-01-03 13:05:00,1021.7,17.49,9.2,0,0.0
2021-01-04,17.9,23.2,18.9,18.6,20.2,18.5,1011.0,16.9,82,13.5,350.0,1.2,1008.5,1013.5,2021-01-04 14:19:00,11.1,2021-01-04 05:31:00,53,2021-01-04 13:07:00,0.0,2021-01-04 00:00:00,0.0,2021-01-04 00:00:00,290.0,7.9,2021-01-04 00:15:00,24.0,2021-01-04 14:05:00,1020.2,17.15,8.9,0,0.0
2021-01-05,18.8,23.0,19.8,19.5,20.5,19.3,1009.6,17.2,80,13.5,340.0,1.4,1007.2,1011.4,2021-01-05 14:23:00,12.6,2021-01-05 05:20:00,56,2021-01-05 13:05:00,0.0,2021-01-05 00:00:00,0.0,2021-01-05 00:00:00,330.0,7.7,2021-01-05 08:48:00,23.2,2021-01-05 14:06:00,1018.8,15.40,8.3,0,0.0
2021-01-06,17.9,22.9,19.5,19.5,20.8,18.6,1008.8,16.5,78,12.6,340.0,1.0,1006.3,1010.8,2021-01-06 15:16:00,14.6,2021-01-06 23:54:00,66,2021-01-06 14:01:00,0.0,2021-01-06 00:00:00,0.0,2021-01-06 00:00:00,360.0,4.5,2021-01-06 08:43:00,19.5,2021-01-06 14:00:00,1018.0,6.26,6.7,0,0.0
2021-01-07,14.2,22.9,17.7,18.5,20.7,15.5,1009.9,13.2,88,11.2,350.0,1.4,1007.7,1012.3,2021-01-07 15:22:00,9.7,2021-01-07 23:54:00,71,2021-01-07 17:27:00,0.5,2021-01-07 03:31:00,0.5,2021-01-07 04:21:00,340.0,9.2,2021-01-08 00:00:00,15.7,2021-01-07 15:19:00,1019.2,3.81,4.0,0,2.0
2021-01-08,9.7,22.9,14.3,16.2,20.1,11.3,1013.3,8.6,75,4.5,360.0,1.7,1011.7,1014.6,2021-01-08 04:36:00,7.3,2021-01-08 06:54:00,68,2021-01-08 14:27:00,0.0,2021-01-08 00:00:00,0.0,2021-01-08 00:00:00,360.0,8.3,2021-01-08 21:50:00,10.1,2021-01-08 13:08:00,1022.6,2.73,2.2,0,0.0
2021-01-09,11.9,22.7,14.4,15.4,19.1,12.8,1013.3,10.0,61,2.8,10.0,1.1,1010.7,1015.2,2021-01-09 15:37:00,7.6,2021-01-09 00:54:00,47,2021-01-09 14:52:00,0.0,2021-01-09 00:00:00,0.0,2021-01-09 00:00:00,330.0,6.7,2021-01-09 08:57:00,16.0,2021-01-09 16:03:00,1022.5,9.28,8.3,0,0.0
2021-01-10,14.1,22.4,16.0,16.1,18.8,15.1,1012.5,12.6,66,6.1,340.0,1.0,1009.6,1014.4,2021-01-10 15:33:00,5.5,2021-01-10 06:36:00,42,2021-01-10 14:34:00,0.0,2021-01-10 00:00:00,0.0,2021-01-10 00:00:00,340.0,6.3,2021-01-10 01:23:00,19.9,2021-01-10 14:55:00,1021.8,16.90,8.3,0,0.0
