日期,平均地溫0cm(℃),平均地溫100cm(℃),平均地溫10cm(℃),平均地溫20cm(℃),平均地溫50cm(℃),平均地溫5cm(℃),平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間,最大十分鐘降水量(mm),最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,海平面氣壓(hPa),累積日射量(MJm2),累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2021-01-01,13.5,21.6,15.1,15.7,18.8,14.6,968.3,9.6,76,5.4,10.0,1.2,965.8,970.1,2021-01-01 15:11:00,5.6,2021-01-01 23:51:00,53,2021-01-01 14:47:00,0.0,2021-01-01 00:00:00,0.0,2021-01-01 00:00:00,350.0,6.0,2021-01-01 08:51:00,15.9,2021-01-01 14:46:00,1006.9,14.50,8.5,0,0.0
2021-01-02,13.6,21.4,14.9,15.4,18.3,14.5,966.9,10.9,81,7.4,10.0,1.1,964.4,968.8,2021-01-02 15:26:00,4.8,2021-01-02 03:16:00,53,2021-01-02 11:57:00,0.0,2021-01-02 00:00:00,0.0,2021-01-02 00:00:00,20.0,5.7,2021-01-02 04:11:00,18.5,2021-01-02 14:15:00,1005.5,17.90,9.1,0,0.0
2021-01-03,14.4,21.2,15.0,15.3,17.9,14.7,967.3,13.2,79,9.0,360.0,1.2,965.2,968.5,2021-01-03 14:12:00,5.4,2021-01-03 05:54:00,40,2021-01-03 12:42:00,0.0,2021-01-03 00:00:00,0.0,2021-01-03 00:00:00,340.0,7.5,2021-01-03 08:41:00,21.0,2021-01-03 14:14:00,1005.8,17.62,9.1,0,0.0
2021-01-04,16.0,20.9,15.8,15.7,17.7,15.8,966.0,14.8,86,12.2,10.0,1.2,963.7,968.2,2021-01-04 14:03:00,8.3,2021-01-04 05:54:00,55,2021-01-04 12:16:00,0.0,2021-01-04 00:00:00,0.0,2021-01-04 00:00:00,40.0,6.5,2021-01-04 00:01:00,22.2,2021-01-04 13:02:00,1004.5,18.31,9.0,0,0.0
2021-01-05,17.1,20.7,16.7,16.5,17.9,16.8,964.5,15.2,84,12.4,30.0,2.2,962.2,965.9,2021-01-05 14:21:00,12.3,2021-01-05 23:54:00,61,2021-01-05 12:14:00,0.0,2021-01-05 00:00:00,0.0,2021-01-05 00:00:00,20.0,7.5,2021-01-05 00:01:00,20.3,2021-01-05 12:14:00,1002.9,17.23,8.7,0,0.0
2021-01-06,15.2,20.6,16.3,16.4,18.1,16.0,963.6,12.9,90,11.4,30.0,1.3,961.3,965.5,2021-01-06 15:04:00,11.5,2021-01-06 23:54:00,79,2021-01-06 11:50:00,0.0,2021-01-06 00:00:00,0.0,2021-01-06 00:00:00,50.0,5.7,2021-01-06 08:28:00,15.3,2021-01-06 12:01:00,1002.0,2.91,2.5,0,0.0
2021-01-07,13.5,20.6,15.7,16.1,18.1,15.1,964.4,10.1,91,8.8,30.0,2.9,962.4,966.4,2021-01-07 15:31:00,6.2,2021-01-07 23:54:00,77,2021-01-07 13:01:00,1.0,2021-01-07 04:52:00,0.5,2021-01-07 01:18:00,30.0,9.5,2021-01-07 23:45:00,12.6,2021-01-07 13:00:00,1002.9,6.12,5.7,0,3.0
2021-01-08,9.7,20.5,13.6,14.6,17.7,12.5,966.8,4.9,88,3.1,30.0,2.7,965.3,968.3,2021-01-08 04:26:00,3.9,2021-01-08 18:54:00,76,2021-01-08 23:58:00,0.5,2021-01-08 03:30:00,0.5,2021-01-08 04:20:00,40.0,10.7,2021-01-08 09:47:00,6.3,2021-01-08 00:10:00,1005.5,2.56,2.3,0,0.5
2021-01-09,10.4,20.4,12.8,13.6,17.0,12.0,966.9,6.5,70,1.3,30.0,2.3,965.0,968.3,2021-01-09 15:42:00,3.7,2021-01-09 21:04:00,50,2021-01-09 13:07:00,0.0,2021-01-09 00:00:00,0.0,2021-01-09 00:00:00,60.0,8.1,2021-01-09 09:15:00,11.5,2021-01-09 14:16:00,1005.5,13.20,7.5,0,0.0
2021-01-10,12.6,20.2,13.2,13.5,16.5,12.9,966.4,10.5,73,5.7,340.0,1.0,964.2,967.9,2021-01-10 15:10:00,3.4,2021-01-10 06:44:00,48,2021-01-10 13:53:00,0.0,2021-01-10 00:00:00,0.0,2021-01-10 00:00:00,310.0,5.9,2021-01-10 00:51:00,16.5,2021-01-10 12:09:00,1005.0,15.32,8.5,0,0.0
