ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1022.9 ,1023.7 ,1024.7 ,2012-01-01 09:07 ,1021.2 ,2012-01-01 12:38 ,15.1 ,15.9 ,2012-01-01 09:57 ,14.7 ,2012-01-01 00:01 ,11.4 ,79 ,68 ,2012-01-01 23:01 ,2.7 ,90 ,12.6 ,80 ,2012-01-01 23:28 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,0.00 ,9.1 ,2.1 ,1 ,2012-01-01 13:00 ,10.0 
02,1021.0 ,1021.8 ,1023.4 ,2012-01-02 07:50 ,1019.1 ,2012-01-02 13:58 ,15.5 ,17.4 ,2012-01-02 10:45 ,14.4 ,2012-01-02 03:06 ,10.2 ,71 ,62 ,2012-01-02 11:45 ,3.2 ,90 ,10.9 ,80 ,2012-01-02 00:36 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.2 ,1.9 ,1.83 ,7.5 ,1.0 ,2 ,2012-01-02 11:00 ,9.5 
03,1020.3 ,1021.1 ,1024.2 ,2012-01-03 23:56 ,1017.9 ,2012-01-03 13:05 ,16.1 ,19.2 ,2012-01-03 11:18 ,13.5 ,2012-01-03 23:27 ,13.2 ,83 ,75 ,2012-01-03 10:53 ,3.6 ,90 ,12.0 ,70 ,2012-01-03 11:22 ,T ,1.5 ,T ,2012-01-03 20:20 ,T ,2012-01-03 20:20 ,0.4 ,3.8 ,4.83 ,9.0 ,-1.2 ,3 ,2012-01-03 14:00 ,9.5 
04,1026.7 ,1027.5 ,1029.5 ,2012-01-04 09:35 ,1023.5 ,2012-01-04 01:24 ,11.0 ,13.6 ,2012-01-04 00:15 ,9.3 ,2012-01-04 14:31 ,8.3 ,83 ,76 ,2012-01-04 03:52 ,3.0 ,90 ,10.0 ,80 ,2012-01-04 13:57 ,2.0 ,10.7 ,0.4 ,2012-01-04 10:10 ,0.8 ,2012-01-04 09:28 ,0.0 ,0.0 ,0.00 ,8.3 ,-0.2 ,0 ,2012-01-04 15:00 ,10.0 
05,1023.8 ,1024.6 ,1026.9 ,2012-01-05 09:51 ,1020.6 ,2012-01-05 23:35 ,12.3 ,14.8 ,2012-01-05 23:16 ,10.4 ,2012-01-05 02:08 ,11.1 ,93 ,81 ,2012-01-05 00:01 ,3.3 ,80 ,12.6 ,90 ,2012-01-05 00:23 ,13.0 ,17.7 ,0.9 ,2012-01-05 10:40 ,3.0 ,2012-01-05 10:00 ,0.0 ,0.0 ,0.92 ,6.1 ,-1.3 ,1 ,2012-01-05 12:00 ,10.0 
06,1021.8 ,1022.6 ,1025.0 ,2012-01-06 21:46 ,1019.4 ,2012-01-06 03:08 ,15.5 ,17.2 ,2012-01-06 14:04 ,14.2 ,2012-01-06 00:07 ,15.0 ,97 ,92 ,2012-01-06 00:01 ,1.6 ,90 ,8.8 ,110 ,2012-01-06 23:14 ,36.0 ,23.8 ,2.0 ,2012-01-06 15:02 ,6.5 ,2012-01-06 14:38 ,0.0 ,0.0 ,0.94 ,4.3 ,-0.5 ,1 ,2012-01-06 13:00 ,9.9 
07,1024.9 ,1025.7 ,1026.9 ,2012-01-07 09:12 ,1023.6 ,2012-01-07 14:41 ,16.0 ,17.8 ,2012-01-07 12:41 ,14.7 ,2012-01-07 06:31 ,14.8 ,92 ,85 ,2012-01-07 13:02 ,3.7 ,90 ,11.5 ,110 ,2012-01-07 12:12 ,T ,5.2 ,T ,2012-01-07 20:48 ,T ,2012-01-07 20:48 ,0.2 ,1.9 ,5.20 ,7.8 ,-0.6 ,3 ,2012-01-07 13:00 ,9.6 
08,1023.0 ,1023.8 ,1024.6 ,2012-01-08 08:54 ,1020.9 ,2012-01-08 14:28 ,17.5 ,19.8 ,2012-01-08 13:43 ,16.3 ,2012-01-08 00:01 ,16.5 ,94 ,87 ,2012-01-08 14:41 ,1.6 ,110 ,7.8 ,80 ,2012-01-08 15:23 ,1.5 ,7.2 ,0.5 ,2012-01-08 00:43 ,0.5 ,2012-01-08 00:43 ,0.0 ,0.0 ,2.75 ,9.5 ,-0.6 ,2 ,2012-01-08 14:00 ,9.5 
09,1022.9 ,1023.7 ,1025.2 ,2012-01-09 09:53 ,1021.4 ,2012-01-09 14:42 ,17.0 ,18.3 ,2012-01-09 12:57 ,16.1 ,2012-01-09 21:16 ,15.2 ,89 ,83 ,2012-01-09 13:31 ,3.7 ,90 ,14.0 ,80 ,2012-01-09 15:03 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,5.12 ,12.6 ,1.6 ,3 ,2012-01-09 13:00 ,9.1 
10,1022.3 ,1023.1 ,1023.7 ,2012-01-10 23:16 ,1020.2 ,2012-01-10 14:55 ,17.6 ,19.6 ,2012-01-10 12:25 ,16.3 ,2012-01-10 00:01 ,14.0 ,80 ,71 ,2012-01-10 22:36 ,4.2 ,90 ,12.4 ,80 ,2012-01-10 16:34 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.2 ,1.9 ,5.41 ,8.4 ,2.0 ,3 ,2012-01-10 13:00 ,8.9 
