banana_平均價,banana_交易量,scarletbanana_平均價,grava_平均價,banana_前日平均價,banana_5日平均價
21.2,31798.0,37.1,22.2,19.5,19.919999999999984
21.7,32618.0,39.4,22.3,21.2,20.459999999999987
21.7,29995.0,41.6,22.3,21.7,20.819999999999986
21.7,29995.0,41.6,22.3,21.7,21.15999999999999
23.2,19231.0,39.8,22.0,21.7,21.899999999999988
20.9,21580.0,37.6,19.0,23.2,21.83999999999999
19.9,18149.0,37.9,18.2,20.9,21.479999999999986
19.8,17012.0,39.5,20.1,19.9,21.099999999999987
20.5,18665.0,42.9,20.8,19.8,20.859999999999985
21.4,19463.0,43.7,18.6,20.5,20.499999999999986
21.4,19463.0,43.7,18.6,21.4,20.599999999999984
20.3,23473.0,43.9,19.8,21.4,20.679999999999986
18.9,22088.0,41.9,18.9,20.3,20.499999999999986
19.2,17465.0,41.9,18.2,18.9,20.239999999999988
19.0,17797.0,44.0,16.5,19.2,19.759999999999984
19.4,20015.0,45.4,19.9,19.0,19.359999999999985
20.4,34745.0,45.9,22.4,19.4,19.37999999999999
20.4,34745.0,45.9,22.4,20.4,19.679999999999986
21.5,31219.0,47.4,22.6,20.4,20.139999999999983
21.6,15206.0,44.5,18.9,21.5,20.659999999999986
21.0,15220.0,44.9,19.0,21.6,20.979999999999983
20.2,15520.0,46.8,17.4,21.0,20.939999999999987
20.1,17049.0,45.9,17.4,20.2,20.879999999999985
20.0,18473.0,46.8,16.4,20.1,20.579999999999984
20.0,18473.0,46.8,16.4,20.0,20.259999999999984
19.9,19138.0,45.0,17.9,20.0,20.039999999999985
20.0,17908.0,43.9,18.3,19.9,19.999999999999986
19.9,15861.0,40.5,18.7,20.0,19.959999999999987
19.6,18543.0,39.7,19.0,19.9,19.879999999999985
21.8,15956.0,38.4,20.3,19.6,20.239999999999984
21.5,33145.0,36.9,19.3,21.8,20.559999999999985
21.5,33145.0,36.9,19.3,21.5,20.859999999999985
20.5,30161.0,33.3,21.0,21.5,20.979999999999983
20.8,13513.0,31.1,18.1,20.5,21.21999999999998
21.0,14733.0,27.8,18.5,20.8,21.05999999999998
19.5,16726.0,26.5,19.7,21.0,20.659999999999982
18.7,17035.0,26.0,18.6,19.5,20.099999999999984
18.2,16807.0,26.2,17.3,18.7,19.639999999999983
18.2,16807.0,26.2,17.3,18.2,19.119999999999983
16.4,16039.0,25.4,18.2,18.2,18.19999999999998
20.4,13235.0,25.1,24.3,16.4,18.379999999999985
20.3,16100.0,25.4,20.5,20.4,18.69999999999998
18.6,18984.0,25.2,18.8,20.3,18.77999999999998
19.0,19214.0,23.3,18.3,18.6,18.93999999999998
21.5,22866.0,22.1,20.3,19.0,19.95999999999998
21.5,22866.0,22.1,20.3,21.5,20.17999999999998
19.8,26417.0,21.6,19.2,21.5,20.079999999999977
20.8,21524.0,21.9,19.0,19.8,20.519999999999975
21.9,10316.0,22.9,22.0,20.8,21.099999999999977
20.4,20001.0,24.5,18.4,21.9,20.879999999999978
20.4,19802.0,25.1,16.0,20.4,20.65999999999998
20.4,19802.0,25.1,16.0,20.4,20.77999999999998
20.4,19802.0,25.1,16.0,20.4,20.69999999999998
20.5,18680.0,22.3,17.3,20.4,20.41999999999998
19.6,15373.0,18.0,14.8,20.5,20.25999999999998
18.5,16153.0,16.7,15.8,19.6,19.879999999999978
19.5,13044.0,16.7,16.3,18.5,19.699999999999978
19.7,12634.0,17.4,15.8,19.5,19.55999999999998
20.8,23503.0,17.2,17.3,19.7,19.61999999999998
20.8,23503.0,17.2,17.3,20.8,19.859999999999978
20.4,25532.0,18.4,19.8,20.8,20.23999999999998
20.1,20967.0,16.6,18.1,20.4,20.359999999999978
19.0,15473.0,14.1,16.8,20.1,20.219999999999978
18.1,14097.0,14.0,16.7,19.0,19.679999999999982
19.2,15890.0,13.3,16.4,18.1,19.35999999999998
20.4,12273.0,13.9,17.8,19.2,19.359999999999978
20.4,12273.0,13.9,17.8,20.4,19.41999999999998
19.0,15684.0,14.2,15.7,20.4,19.41999999999998
17.9,13292.0,13.0,15.3,19.0,19.379999999999985
16.8,13902.0,12.3,13.8,17.9,18.899999999999984
18.4,13169.0,12.3,13.7,16.8,18.499999999999982
17.0,15335.0,12.3,14.7,18.4,17.819999999999983
19.6,12934.0,13.0,14.4,17.0,17.93999999999998
19.6,12934.0,13.0,14.4,19.6,18.27999999999998
19.3,14034.0,13.9,16.4,19.6,18.77999999999998
20.6,24498.0,13.7,17.1,19.3,19.219999999999978
19.8,24567.0,13.2,16.5,20.6,19.779999999999976
19.9,17103.0,13.1,15.9,19.8,19.839999999999975
18.8,10382.0,13.1,14.9,19.9,19.67999999999997
19.3,12296.0,12.4,14.0,18.8,19.67999999999997
19.3,12296.0,12.4,14.0,19.3,19.41999999999997
20.5,11265.0,12.2,15.1,19.3,19.55999999999997
20.9,10502.0,11.7,13.8,20.5,19.75999999999997
20.4,10213.0,11.1,15.2,20.9,20.07999999999997
19.9,10103.0,11.7,16.5,20.4,20.199999999999967
21.2,11129.0,11.4,15.5,19.9,20.57999999999997
20.6,11359.0,11.9,14.8,21.2,20.599999999999973
20.6,11359.0,11.9,14.8,20.6,20.53999999999997
22.1,10099.0,11.9,14.4,20.6,20.879999999999967
22.0,20715.0,11.2,16.1,22.1,21.299999999999965
20.2,13909.0,10.3,13.3,22.0,21.099999999999966
22.4,7984.0,12.8,21.5,20.2,21.45999999999997
23.5,11165.0,15.9,19.1,22.4,22.03999999999997
24.1,11273.0,16.0,15.9,23.5,22.43999999999997
24.1,11273.0,16.0,15.9,24.1,22.859999999999967
23.9,11348.0,16.1,15.7,24.1,23.59999999999997
27.7,9251.0,15.7,16.6,23.9,24.659999999999968
27.1,9029.0,15.0,15.6,27.7,25.379999999999967
26.8,8791.0,16.4,17.8,27.1,25.91999999999997
27.2,9575.0,18.4,18.6,26.8,26.53999999999997
28.3,8920.0,18.9,18.3,27.2,27.41999999999997
28.3,8920.0,18.9,18.3,28.3,27.539999999999974
28.9,10358.0,20.3,17.5,28.3,27.899999999999977
27.5,10006.0,19.9,18.9,28.9,28.039999999999974
28.3,17475.0,20.3,22.5,27.5,28.25999999999998
27.3,12917.0,20.2,20.7,28.3,28.05999999999998
28.5,9263.0,22.7,21.8,27.3,28.099999999999977
29.7,9361.0,25.4,22.0,28.5,28.259999999999973
29.7,9361.0,25.4,22.0,29.7,28.69999999999997
28.9,9092.0,25.9,21.7,29.7,28.819999999999972
28.6,8684.0,25.2,20.8,28.9,29.079999999999966
29.0,9698.0,27.4,19.9,28.6,29.179999999999968
28.2,9684.0,29.1,22.9,29.0,28.879999999999967
30.3,7673.0,31.6,24.0,28.2,28.99999999999997
30.1,10050.0,34.4,21.9,30.3,29.23999999999997
30.1,10050.0,34.4,21.9,30.1,29.53999999999997
31.5,10475.0,38.1,20.1,30.1,30.03999999999997
30.2,9901.0,38.8,22.3,31.5,30.43999999999997
29.3,20195.0,41.6,23.8,30.2,30.23999999999997
29.7,13980.0,41.4,24.7,29.3,30.159999999999968
30.1,8025.0,46.3,28.9,29.7,30.159999999999968
31.2,8115.0,50.6,28.5,30.1,30.099999999999966
31.2,8115.0,50.6,28.5,31.2,30.299999999999965
31.2,8115.0,50.6,28.5,31.2,30.67999999999996
31.0,10938.0,46.6,24.8,31.2,30.939999999999962
29.2,11381.0,44.0,22.3,31.0,30.759999999999962
30.8,9492.0,43.0,24.7,29.2,30.679999999999968
33.8,8619.0,46.5,23.0,30.8,31.199999999999967
30.4,9878.0,48.5,22.5,33.8,31.03999999999997
30.4,9878.0,48.5,22.5,30.4,30.91999999999997
29.9,10466.0,50.0,22.2,30.4,31.059999999999974
35.5,10277.0,50.4,22.6,29.9,31.99999999999997
30.4,11446.0,50.1,23.6,35.5,31.319999999999972
31.2,10984.0,52.2,22.3,30.4,31.47999999999997
29.8,18837.0,53.1,22.8,31.2,31.359999999999967
29.5,14130.0,51.3,23.1,29.8,31.279999999999966
29.5,14130.0,51.3,23.1,29.5,30.079999999999966
31.6,11187.0,51.9,26.3,29.5,30.319999999999965
31.2,12150.0,53.6,27.6,31.6,30.319999999999965
30.7,11767.0,51.3,26.3,31.2,30.49999999999996
31.8,9850.0,50.7,24.1,30.7,30.95999999999996
31.4,10485.0,52.2,22.1,31.8,31.339999999999964
30.7,11360.0,49.9,21.9,31.4,31.15999999999996
30.7,11360.0,49.9,21.9,30.7,31.059999999999963
31.4,12001.0,51.3,23.5,30.7,31.199999999999967
30.9,12277.0,46.7,21.9,31.4,31.019999999999964
31.6,11237.0,44.7,22.2,30.9,31.059999999999963
31.0,10728.0,42.3,21.3,31.6,31.119999999999965
31.2,20655.0,38.4,22.4,31.0,31.219999999999963
31.2,17503.0,37.5,20.5,31.2,31.17999999999996
31.2,17503.0,37.5,20.5,31.2,31.23999999999996
31.2,17503.0,37.5,20.5,31.2,31.159999999999958
31.7,12452.0,36.0,22.4,31.2,31.299999999999955
29.6,13682.0,32.3,21.9,31.7,30.979999999999954
28.5,14195.0,33.2,23.9,29.6,30.43999999999996
30.9,11987.0,33.6,24.2,28.5,30.37999999999996
28.8,12432.0,32.5,22.6,30.9,29.899999999999967
28.8,12432.0,32.5,22.6,28.8,29.319999999999972
29.7,13532.0,33.3,23.8,28.8,29.339999999999968
28.4,15345.0,33.1,22.8,29.7,29.319999999999972
28.8,13256.0,34.1,25.6,28.4,28.89999999999997
28.9,11318.0,33.0,21.8,28.8,28.91999999999997
29.1,12220.0,34.2,25.2,28.9,28.97999999999997
29.1,22192.0,32.5,25.0,29.1,28.859999999999967
29.1,22192.0,32.5,25.0,29.1,28.999999999999964
29.3,20313.0,31.7,27.3,29.1,29.099999999999966
28.2,14437.0,30.7,24.9,29.3,28.95999999999996
28.5,12275.0,29.1,25.9,28.2,28.839999999999964
28.8,9528.0,29.2,26.3,28.5,28.779999999999966
29.7,10244.0,30.3,27.4,28.8,28.899999999999967
29.6,12763.0,29.8,26.5,29.7,28.95999999999996
29.6,12763.0,29.8,26.5,29.6,29.239999999999963
30.2,13832.0,32.3,29.0,29.6,29.579999999999963
30.2,13845.0,32.5,27.1,30.2,29.859999999999957
31.2,9896.0,30.4,27.2,30.2,30.159999999999958
30.3,11715.0,29.9,27.1,31.2,30.29999999999996
30.0,12210.0,30.1,31.4,30.3,30.37999999999996
30.1,22400.0,29.7,31.1,30.0,30.359999999999964
30.1,22400.0,29.7,31.1,30.1,30.339999999999964
30.1,20301.0,31.8,30.8,30.1,30.119999999999965
29.9,10167.0,30.6,25.3,30.1,30.039999999999964
29.5,11884.0,32.2,24.9,29.9,29.939999999999962
30.4,14192.0,28.3,33.1,29.5,29.999999999999964
29.8,15769.0,29.4,28.4,30.4,29.93999999999997
30.0,12610.0,28.8,28.5,29.8,29.91999999999997
30.0,12610.0,28.8,28.5,30.0,29.93999999999997
29.2,15308.0,29.6,28.9,30.0,29.879999999999967
29.9,12676.0,30.1,27.9,29.2,29.779999999999966
28.9,15000.0,29.1,27.4,29.9,29.599999999999966
29.7,13410.0,30.4,27.9,28.9,29.539999999999964
29.3,14270.0,29.5,28.2,29.7,29.399999999999967
29.7,14994.0,28.7,27.8,29.3,29.499999999999964
29.7,14994.0,28.7,27.8,29.7,29.45999999999996
30.5,27405.0,30.3,29.5,29.7,29.779999999999962
29.6,23874.0,29.8,31.4,30.5,29.759999999999962
28.3,17382.0,29.8,28.3,29.6,29.559999999999963
30.1,10833.0,28.0,27.7,28.3,29.639999999999965
29.7,14084.0,28.6,32.2,30.1,29.639999999999965
28.3,15208.0,28.7,30.8,29.7,29.199999999999967
28.3,15208.0,28.7,30.8,28.3,28.93999999999997
29.7,14052.0,29.3,29.1,28.3,29.219999999999963
30.1,14051.0,27.9,26.8,29.7,29.219999999999963
29.1,14617.0,26.0,28.2,30.1,29.099999999999966
29.1,10227.0,24.4,28.9,29.1,29.259999999999962
29.1,12647.0,20.2,27.4,29.1,29.41999999999996
29.6,13717.0,20.3,27.2,29.1,29.39999999999996
29.6,13717.0,20.3,27.2,29.6,29.29999999999996
29.8,30351.0,20.2,27.1,29.6,29.439999999999962
29.5,20256.0,20.8,28.5,29.8,29.519999999999964
29.0,16781.0,19.4,28.4,29.5,29.499999999999964
31.0,8456.0,20.4,25.8,29.0,29.779999999999966
29.3,12118.0,17.8,23.7,31.0,29.71999999999997
29.8,8982.0,15.5,24.8,29.3,29.71999999999997
29.8,8982.0,15.5,24.8,29.8,29.779999999999973
30.4,13799.0,15.3,23.7,29.8,30.059999999999974
30.1,13450.0,15.2,23.9,30.4,29.879999999999974
29.9,12361.0,15.9,27.4,30.1,29.99999999999997
30.1,10464.0,15.1,31.3,29.9,30.059999999999967
31.2,13607.0,16.2,27.3,30.1,30.339999999999964
30.6,12877.0,15.3,25.0,31.2,30.37999999999996
30.6,12877.0,15.3,25.0,30.6,30.47999999999996
31.3,11404.0,15.0,28.8,30.6,30.759999999999962
30.5,25019.0,14.5,33.0,31.3,30.839999999999964
30.5,17945.0,14.1,33.1,30.5,30.699999999999967
31.8,15690.0,14.0,30.7,30.5,30.93999999999997
30.4,9053.0,14.2,29.7,31.8,30.89999999999997
33.0,11079.0,13.3,31.9,30.4,31.23999999999997
33.0,11079.0,13.3,31.9,33.0,31.73999999999997
33.1,11927.0,12.8,30.9,33.0,32.25999999999997
32.7,9963.0,11.9,26.3,33.1,32.43999999999996
32.8,9325.0,9.7,30.7,32.7,32.919999999999966
32.8,12336.0,10.3,30.8,32.8,32.87999999999996
33.5,12063.0,10.6,32.2,32.8,32.97999999999996
32.5,11812.0,9.8,33.7,33.5,32.859999999999964
32.5,11812.0,9.8,33.7,32.5,32.81999999999996
32.7,10110.0,10.0,29.8,32.5,32.799999999999955
34.1,25216.0,9.7,33.7,32.7,33.05999999999996
32.9,20793.0,9.6,29.0,34.1,32.939999999999955
33.0,14192.0,9.7,25.3,32.9,33.03999999999996
34.9,11644.0,9.5,27.5,33.0,33.51999999999996
33.5,9661.0,9.4,25.4,34.9,33.679999999999964
33.5,9661.0,9.4,25.4,33.5,33.55999999999996
33.2,11466.0,10.2,34.0,33.5,33.61999999999996
32.5,10805.0,10.0,31.6,33.2,33.51999999999997
32.0,8840.0,9.5,30.1,32.5,32.93999999999996
32.2,10719.0,9.2,30.2,32.0,32.679999999999964
32.5,9953.0,9.0,30.3,32.2,32.47999999999996
31.8,13769.0,9.3,28.8,32.5,32.19999999999997
31.8,13769.0,9.3,28.8,31.8,32.05999999999997
32.2,15172.0,9.8,27.3,31.8,32.099999999999966
31.9,12094.0,10.3,29.6,32.2,32.039999999999964
31.9,11824.0,10.1,28.5,31.9,31.919999999999966
32.1,25207.0,10.1,31.7,31.9,31.97999999999996
31.9,19963.0,10.4,31.3,32.1,31.99999999999996
31.3,13993.0,11.0,28.0,31.9,31.819999999999958
31.3,13993.0,11.0,28.0,31.3,31.69999999999996
31.9,14359.0,11.6,27.4,31.3,31.69999999999996
31.7,12581.0,11.9,30.3,31.9,31.61999999999996
30.6,13983.0,12.1,28.6,31.7,31.359999999999957
30.5,10220.0,12.0,32.7,30.6,31.199999999999953
30.8,11800.0,12.9,28.6,30.5,31.099999999999955
30.3,13600.0,12.7,28.0,30.8,30.779999999999955
30.3,13600.0,12.7,28.0,30.3,30.49999999999996
31.9,14050.0,12.5,27.7,30.3,30.759999999999962
31.3,13388.0,14.5,28.4,31.9,30.919999999999966
31.4,12004.0,14.5,30.2,31.3,31.039999999999964
31.5,25263.0,14.4,28.9,31.4,31.279999999999962
30.9,21829.0,14.5,26.1,31.5,31.39999999999996
31.4,14827.0,14.4,23.3,30.9,31.29999999999996
31.4,14827.0,14.4,23.3,31.4,31.319999999999958
31.4,12513.0,15.3,30.0,31.4,31.319999999999958
31.5,10425.0,15.6,27.4,31.4,31.319999999999958
31.9,9262.0,14.4,28.2,31.5,31.51999999999996
32.6,11329.0,14.7,26.3,31.9,31.759999999999955
31.8,11509.0,13.1,24.9,32.6,31.839999999999957
31.3,14036.0,13.2,23.7,31.8,31.819999999999958
31.3,14036.0,13.2,23.7,31.3,31.779999999999962
31.1,12594.0,13.4,23.8,31.3,31.61999999999996
30.2,12670.0,13.5,24.0,31.1,31.139999999999958
27.9,13651.0,13.1,23.6,30.2,30.359999999999957
30.8,18708.0,13.1,31.1,27.9,30.259999999999955
30.4,12702.0,17.0,29.5,30.8,30.079999999999956
30.4,12702.0,17.0,29.5,30.4,29.93999999999996
30.4,12702.0,17.0,29.5,30.4,29.97999999999996
30.4,12702.0,17.0,29.5,30.4,30.47999999999996
30.4,12702.0,17.0,29.5,30.4,30.39999999999996
30.4,12702.0,17.0,29.5,30.4,30.39999999999996
30.6,23002.0,16.7,30.1,30.4,30.43999999999996
31.4,12683.0,14.5,31.5,30.6,30.639999999999958
30.4,27342.0,12.8,31.5,31.4,30.639999999999958
30.4,27342.0,12.8,31.5,30.4,30.639999999999958
31.3,11129.0,12.6,26.5,30.4,30.819999999999958
30.7,10167.0,12.8,30.6,31.3,30.839999999999957
30.6,8588.0,12.1,28.8,30.7,30.679999999999957
32.0,11081.0,11.9,31.1,30.6,30.999999999999954
31.4,26361.0,11.2,25.3,32.0,31.199999999999953
30.6,27969.0,11.9,27.9,31.4,31.059999999999953
30.6,27969.0,11.9,27.9,30.6,31.039999999999953
30.6,27969.0,11.9,27.9,30.6,31.039999999999953
30.6,16845.0,11.9,26.4,30.6,30.759999999999952
29.6,14458.0,11.5,27.4,30.6,30.39999999999995
30.2,14119.0,12.6,28.4,29.6,30.319999999999947
28.5,18266.0,12.6,27.9,30.2,29.89999999999995
27.2,16536.0,12.9,30.0,28.5,29.21999999999995
27.2,16536.0,12.9,30.0,27.2,28.539999999999946
29.8,13526.0,13.1,25.3,27.2,28.57999999999995
30.2,14555.0,14.7,28.7,29.8,28.57999999999995
30.7,13407.0,14.9,26.5,30.2,29.019999999999946
30.6,12319.0,15.2,26.8,30.7,29.69999999999995
31.8,14446.0,15.4,28.2,30.6,30.619999999999955
31.4,23884.0,14.9,36.7,31.8,30.93999999999995
31.4,23884.0,14.9,36.7,31.4,31.179999999999957
31.3,22592.0,15.1,35.9,31.4,31.29999999999996
31.0,24240.0,15.6,30.4,31.3,31.37999999999996
31.2,12160.0,14.5,30.0,31.0,31.259999999999955
31.8,11264.0,13.9,30.6,31.2,31.339999999999957
32.6,14221.0,13.6,31.6,31.8,31.579999999999956
32.0,13952.0,14.1,29.4,32.6,31.719999999999953
32.0,13952.0,14.1,29.4,32.0,31.919999999999952
31.8,16344.0,14.8,25.8,32.0,32.03999999999996
31.3,12453.0,14.6,27.6,31.8,31.93999999999996
31.0,13505.0,13.7,28.9,31.3,31.61999999999996
31.6,11975.0,14.0,31.3,31.0,31.539999999999957
33.0,16865.0,13.6,34.5,31.6,31.73999999999996
32.2,26992.0,13.6,34.4,33.0,31.819999999999958
32.2,26992.0,13.6,34.4,32.2,31.999999999999954
30.8,26971.0,12.8,34.3,32.2,31.959999999999958
31.2,20395.0,12.1,35.7,30.8,31.879999999999956
31.5,14891.0,11.6,39.1,31.2,31.579999999999956
31.6,14672.0,10.8,36.7,31.5,31.459999999999958
31.8,18881.0,10.5,35.9,31.6,31.37999999999996
30.6,15795.0,10.9,31.8,31.8,31.339999999999957
30.6,15795.0,10.9,31.8,30.6,31.21999999999996
30.6,23186.0,10.7,33.6,30.6,31.039999999999957
30.4,28567.0,11.2,30.9,30.6,30.79999999999996
30.4,28567.0,11.2,30.9,30.4,30.51999999999996
30.4,28567.0,11.2,30.9,30.4,30.47999999999996
30.9,22981.0,12.1,34.8,30.4,30.539999999999964
30.3,23163.0,11.9,40.4,30.9,30.47999999999997
30.3,23163.0,11.9,40.4,30.3,30.45999999999997
31.2,30302.0,11.5,34.2,30.3,30.619999999999965
30.3,26173.0,11.1,32.1,31.2,30.599999999999966
30.6,24711.0,10.5,30.4,30.3,30.539999999999964
31.2,13799.0,10.3,27.8,30.6,30.71999999999996
31.5,18149.0,10.6,33.3,31.2,30.959999999999958
30.6,18320.0,11.0,32.1,31.5,30.839999999999957
30.6,18320.0,11.0,32.1,30.6,30.899999999999956
31.2,17790.0,11.9,30.0,30.6,31.019999999999953
31.2,14541.0,11.8,29.8,31.2,31.019999999999953
31.2,17460.0,12.0,28.3,31.2,30.95999999999995
31.9,14306.0,13.1,25.6,31.2,31.219999999999953
30.7,17870.0,13.9,29.8,31.9,31.239999999999952
31.0,14451.0,14.4,31.4,30.7,31.199999999999953
31.0,14451.0,14.4,31.4,31.0,31.159999999999958
31.3,26156.0,14.3,33.3,31.0,31.17999999999996
31.7,26291.0,14.8,35.2,31.3,31.139999999999958
31.2,21891.0,16.1,34.2,31.7,31.23999999999996
32.2,10774.0,17.1,36.9,31.2,31.47999999999996
32.7,11881.0,16.2,35.9,32.2,31.819999999999958
31.9,14515.0,16.8,35.8,32.7,31.93999999999996
31.9,14515.0,16.8,35.8,31.9,31.97999999999996
32.8,16891.0,16.7,36.7,31.9,32.29999999999997
32.6,18949.0,17.3,33.3,32.8,32.37999999999996
32.1,16487.0,16.8,31.0,32.6,32.259999999999955
32.5,17190.0,17.8,35.2,32.1,32.37999999999995
33.4,14860.0,18.1,37.1,32.5,32.67999999999996
32.5,15293.0,20.0,35.3,33.4,32.61999999999996
32.5,15293.0,20.0,35.3,32.5,32.59999999999996
33.5,16870.0,21.9,33.4,32.5,32.87999999999996
32.7,17453.0,24.0,34.6,33.5,32.91999999999996
32.0,31783.0,24.6,37.7,32.7,32.63999999999996
32.4,26256.0,24.6,35.0,32.0,32.61999999999996
32.0,22387.0,24.8,34.2,32.4,32.51999999999996
31.7,10693.0,24.1,26.9,32.0,32.159999999999954
31.7,10693.0,24.1,26.9,31.7,31.959999999999958
32.1,18226.0,23.3,31.1,31.7,31.979999999999954
32.1,15029.0,23.9,31.9,32.1,31.919999999999952
32.0,17407.0,23.9,31.6,32.1,31.919999999999952
31.4,14772.0,24.6,30.4,32.0,31.859999999999957
30.5,18188.0,26.3,33.1,31.4,31.61999999999996
30.4,18881.0,30.1,32.3,30.5,31.279999999999962
30.4,18881.0,30.1,32.3,30.4,30.939999999999962
31.4,18982.0,32.1,30.2,30.4,30.819999999999965
29.6,19483.0,31.8,32.9,31.4,30.45999999999996
31.0,33238.0,30.9,34.1,29.6,30.559999999999963
30.3,33909.0,29.9,33.8,31.0,30.539999999999964
28.9,29270.0,29.8,30.7,30.3,30.239999999999963
29.3,16841.0,32.0,30.1,28.9,29.819999999999965
29.3,16841.0,32.0,30.1,29.3,29.75999999999997
28.7,22821.0,32.3,27.7,29.3,29.299999999999965
27.0,18956.0,32.7,26.3,28.7,28.639999999999965
26.1,16976.0,32.0,22.2,27.0,28.079999999999963
22.6,19204.0,31.2,19.4,26.1,26.73999999999996
20.4,23560.0,30.3,20.8,22.6,24.959999999999958
20.5,22072.0,25.5,24.8,20.4,23.319999999999958
20.5,22072.0,25.5,24.8,20.5,22.01999999999996
23.0,21146.0,21.2,25.3,20.5,21.39999999999996
20.7,23741.0,20.3,23.1,23.0,21.01999999999996
20.5,20848.0,20.0,22.5,20.7,21.039999999999957
24.8,28072.0,20.1,26.0,20.5,21.89999999999996
22.4,27373.0,20.4,25.5,24.8,22.279999999999962
22.2,21843.0,20.8,24.5,22.4,22.11999999999996
22.2,21843.0,20.8,24.5,22.2,22.419999999999956
20.2,27131.0,20.1,23.3,22.2,22.359999999999957
20.5,27003.0,19.1,24.1,20.2,21.499999999999957
20.5,27003.0,19.1,24.1,20.5,21.11999999999996
20.5,27003.0,19.1,24.1,20.5,20.77999999999996
16.0,33709.0,17.0,22.0,20.5,19.539999999999957
16.4,26559.0,15.5,20.6,16.0,18.77999999999996
16.4,26559.0,15.5,20.6,16.4,17.959999999999958
16.9,26661.0,13.9,17.0,16.4,17.23999999999996
13.6,22322.0,12.6,16.3,16.9,15.859999999999957
14.0,21771.0,11.9,13.3,13.6,15.459999999999956
16.8,30090.0,12.2,15.8,14.0,15.539999999999958
15.9,28653.0,13.0,16.0,16.8,15.439999999999959
14.8,20315.0,14.3,17.6,15.9,15.019999999999959
14.8,20315.0,14.3,17.6,14.8,15.259999999999959
29.1,20423.0,16.7,18.8,14.8,18.279999999999962
14.9,13034.0,16.0,15.8,29.1,17.899999999999963
14.1,17857.0,13.9,15.1,14.9,17.53999999999996
14.8,14417.0,12.9,14.8,14.1,17.53999999999996
14.9,17022.0,11.9,14.7,14.8,17.559999999999963
15.2,17973.0,12.3,14.8,14.9,14.779999999999962
15.2,17973.0,12.3,14.8,15.2,14.83999999999996
15.9,16934.0,12.9,14.8,15.2,15.199999999999964
15.7,15285.0,13.6,14.5,15.9,15.379999999999963
15.8,13241.0,13.1,15.0,15.7,15.559999999999963
16.4,14638.0,12.8,13.6,15.8,15.799999999999963
15.8,20288.0,13.1,14.3,16.4,15.919999999999963
17.4,31792.0,13.7,16.6,15.8,16.21999999999996
17.4,31792.0,13.7,16.6,17.4,16.55999999999996
15.5,25393.0,13.8,16.9,17.4,16.49999999999996
15.7,14745.0,13.7,21.1,15.5,16.359999999999964
14.8,13400.0,12.8,18.5,15.7,16.15999999999996
14.3,18841.0,12.4,16.4,14.8,15.539999999999964
11.6,7875.0,11.4,10.2,14.3,14.379999999999962
16.2,16080.0,13.8,20.3,11.6,14.519999999999962
16.2,16080.0,13.8,20.3,16.2,14.619999999999962
15.7,17823.0,15.1,15.8,16.2,14.799999999999963
15.9,14544.0,13.0,13.7,15.7,15.119999999999965
15.9,13682.0,10.9,12.5,15.9,15.979999999999967
15.7,14340.0,10.2,14.1,15.9,15.879999999999967
15.7,17253.0,11.3,14.2,15.7,15.779999999999967
16.7,25932.0,12.8,17.8,15.7,15.979999999999967
16.7,25932.0,12.8,17.8,16.7,16.139999999999965
16.7,23508.0,12.7,17.3,16.7,16.299999999999965
16.9,11880.0,11.9,15.6,16.7,16.539999999999967
18.1,12662.0,11.1,13.5,16.9,17.019999999999968
20.1,13296.0,11.1,16.4,18.1,17.699999999999967
18.5,13620.0,11.1,16.5,20.1,18.059999999999967
19.7,11916.0,11.7,18.0,18.5,18.659999999999968
19.7,11916.0,11.7,18.0,19.7,19.21999999999997
20.2,13812.0,12.1,17.7,19.7,19.63999999999997
20.4,11261.0,12.2,16.1,20.2,19.69999999999997
19.6,13710.0,13.2,17.3,20.4,19.91999999999997
19.9,13677.0,13.9,18.3,19.6,19.959999999999972
21.2,14604.0,15.5,20.0,19.9,20.25999999999997
20.9,12926.0,17.0,18.7,21.2,20.39999999999997
20.9,12926.0,17.0,18.7,20.9,20.499999999999964
22.4,25221.0,18.1,20.6,20.9,21.059999999999967
22.4,21377.0,18.1,22.4,22.4,21.559999999999967
22.7,15915.0,18.8,17.7,22.4,21.859999999999964
22.1,11595.0,19.2,19.8,22.7,22.099999999999966
23.1,12150.0,20.2,19.4,22.1,22.539999999999964
22.7,13050.0,21.8,21.6,23.1,22.59999999999996
22.7,13050.0,21.8,21.6,22.7,22.659999999999958
21.8,18266.0,22.3,21.7,22.7,22.479999999999958
22.0,14070.0,22.5,18.6,21.8,22.45999999999996
21.1,13201.0,23.5,17.2,22.0,22.059999999999963
21.3,12795.0,27.3,19.3,21.1,21.779999999999966
21.7,16545.0,29.9,17.1,21.3,21.579999999999963
22.2,14881.0,32.0,16.7,21.7,21.659999999999965
22.2,14881.0,32.0,16.7,22.2,21.699999999999967
22.2,30827.0,31.5,19.8,22.2,21.919999999999966
21.4,21441.0,28.3,17.9,22.2,21.939999999999966
21.4,21441.0,28.3,17.9,21.4,21.879999999999963
21.4,21441.0,28.3,17.9,21.4,21.719999999999963
22.4,16050.0,32.1,24.3,21.4,21.75999999999996
22.8,16605.0,31.1,23.3,22.4,21.87999999999996
22.8,16605.0,31.1,23.3,22.8,22.159999999999958
22.8,14997.0,30.3,23.8,22.8,22.43999999999996
