banana_平均價,banana_交易量,scarletbanana_平均價,grava_平均價,banana_前日平均價,banana_5日平均價
16.9,29564.0,37.4,22.5,16.9,16.880000000000024
17.3,28110.0,44.7,24.5,16.9,16.840000000000025
17.3,27000.0,36.4,25.0,17.3,17.00000000000002
16.4,27227.0,35.7,24.0,17.3,16.960000000000026
17.7,25410.0,39.9,23.6,16.4,17.120000000000026
19.4,29364.0,46.7,24.6,17.7,17.620000000000026
21.1,27822.0,46.8,24.9,19.4,18.380000000000027
21.1,27822.0,46.8,24.9,21.1,19.14000000000003
21.8,26385.0,39.2,22.8,21.1,20.220000000000027
19.5,26287.0,37.7,20.9,21.8,20.580000000000027
19.1,19274.0,38.5,23.0,19.5,20.520000000000028
19.5,19380.0,44.0,21.9,19.1,20.200000000000028
19.8,19062.0,44.6,21.4,19.5,19.940000000000026
19.3,23406.0,47.0,20.5,19.8,19.440000000000026
19.3,23406.0,47.0,20.5,19.3,19.400000000000027
17.3,25508.0,44.2,19.8,19.3,19.040000000000028
15.9,25040.0,41.9,19.5,17.3,18.32000000000003
16.5,17700.0,46.0,18.9,15.9,17.66000000000003
16.7,20311.0,50.2,21.5,16.5,17.14000000000003
17.5,23175.0,50.4,21.2,16.7,16.78000000000003
18.6,26892.0,51.5,21.2,17.5,17.040000000000028
18.6,26892.0,51.5,21.2,18.6,17.58000000000003
19.8,28962.0,52.0,25.4,18.6,18.24000000000003
22.2,26617.0,49.9,22.5,19.8,19.34000000000003
22.0,19509.0,49.5,19.9,22.2,20.24000000000003
19.9,23293.0,51.0,21.8,22.0,20.50000000000003
20.0,19063.0,51.7,19.7,19.9,20.78000000000003
19.5,21886.0,53.3,17.6,20.0,20.72000000000003
19.5,21886.0,53.3,17.6,19.5,20.180000000000028
19.6,19692.0,46.4,18.9,19.5,19.700000000000028
19.6,21360.0,44.4,18.6,19.6,19.640000000000025
19.0,20056.0,42.3,22.8,19.6,19.440000000000026
18.3,20825.0,40.3,20.2,19.0,19.200000000000024
20.1,17123.0,38.9,20.3,18.3,19.32000000000003
21.6,22475.0,36.2,23.0,20.1,19.720000000000027
21.6,22475.0,36.2,23.0,21.6,20.120000000000026
19.9,31410.0,30.9,21.4,21.6,20.30000000000003
18.9,24930.0,26.9,20.7,19.9,20.42000000000003
19.2,18494.0,26.1,21.3,18.9,20.24000000000003
18.1,18285.0,26.4,18.0,19.2,19.54000000000003
17.6,19325.0,27.1,16.5,18.1,18.74000000000003
17.6,19389.0,28.1,17.1,17.6,18.28000000000003
17.6,19389.0,28.1,17.1,17.6,18.020000000000028
17.1,21900.0,28.1,21.5,17.6,17.600000000000026
17.9,19455.0,26.3,20.6,17.1,17.560000000000024
17.7,19155.0,26.3,20.9,17.9,17.580000000000023
17.1,21541.0,21.5,20.4,17.7,17.480000000000025
16.3,22107.0,20.6,19.8,17.1,17.22000000000002
17.7,21470.0,23.0,20.2,16.3,17.34000000000002
17.7,21470.0,23.0,20.2,17.7,17.300000000000022
18.9,26873.0,25.3,20.2,17.7,17.540000000000024
18.6,24823.0,24.2,19.8,18.9,17.840000000000025
18.7,20570.0,25.6,19.3,18.6,18.32000000000003
18.9,20825.0,29.6,22.9,18.7,18.560000000000027
18.7,19971.0,25.4,20.7,18.9,18.760000000000026
18.7,19971.0,25.4,20.7,18.7,18.720000000000027
18.7,19971.0,25.4,20.7,18.7,18.740000000000027
20.6,22305.0,19.5,17.1,18.7,19.120000000000026
17.8,22161.0,15.6,14.9,20.6,18.900000000000023
16.7,18495.0,16.9,18.9,17.8,18.50000000000002
16.6,16714.0,20.2,18.1,16.7,18.08000000000002
18.4,15752.0,19.9,18.5,16.6,18.020000000000017
20.3,16488.0,23.6,21.4,18.4,17.96000000000002
20.3,16488.0,23.6,21.4,20.3,18.46000000000002
20.0,26091.0,19.4,19.7,20.3,19.12000000000002
19.1,25586.0,14.4,18.3,20.0,19.620000000000022
17.5,19067.0,14.0,21.6,19.1,19.44000000000002
16.8,19693.0,14.5,20.5,17.5,18.74000000000002
16.6,16920.0,16.6,19.5,16.8,18.00000000000002
17.2,15900.0,18.0,17.6,16.6,17.44000000000002
17.2,15900.0,18.0,17.6,17.2,17.06000000000002
17.3,20427.0,14.1,19.9,17.2,17.020000000000017
16.1,20835.0,14.5,15.4,17.3,16.88000000000002
15.4,17148.0,13.4,16.4,16.1,16.640000000000022
14.6,19406.0,13.3,14.2,15.4,16.12000000000002
14.7,18183.0,14.4,15.0,14.6,15.620000000000019
15.7,15471.0,16.6,18.5,14.7,15.30000000000002
15.7,15471.0,16.6,18.5,15.7,15.220000000000022
16.4,19353.0,17.8,18.1,15.7,15.420000000000021
17.7,23265.0,14.6,17.7,16.4,16.040000000000024
18.1,26757.0,13.9,15.5,17.7,16.720000000000024
17.5,22920.0,14.0,16.4,18.1,17.080000000000023
17.6,17935.0,16.0,20.0,17.5,17.460000000000022
19.0,15205.0,14.9,17.2,17.6,17.980000000000025
19.0,15205.0,14.9,17.2,19.0,18.240000000000023
19.1,17963.0,14.5,19.6,19.0,18.440000000000026
18.9,18451.0,13.3,16.6,19.1,18.720000000000027
18.9,16425.0,13.1,14.0,18.9,18.98000000000003
18.6,16845.0,13.7,15.2,18.9,18.900000000000027
20.0,14634.0,13.4,17.2,18.6,19.10000000000003
21.8,14700.0,14.0,17.9,20.0,19.640000000000025
21.8,14700.0,14.0,17.9,21.8,20.220000000000027
22.6,15906.0,14.0,16.2,21.8,20.960000000000026
25.7,18136.0,13.8,18.2,22.6,22.380000000000024
27.1,21999.0,11.9,15.9,25.7,23.800000000000022
27.3,13110.0,23.3,17.2,27.1,24.900000000000027
30.0,16640.0,19.8,19.5,27.3,26.54000000000002
36.1,13017.0,20.9,19.3,30.0,29.24000000000002
36.1,13017.0,20.9,19.3,36.1,31.32000000000002
35.0,15523.0,16.1,15.0,36.1,32.90000000000002
33.5,14248.0,17.3,16.3,35.0,34.14000000000002
32.5,14467.0,20.8,15.5,33.5,34.64000000000002
32.6,12159.0,22.7,21.6,32.5,33.94000000000002
34.3,11194.0,22.3,19.2,32.6,33.58000000000003
34.4,13185.0,24.2,20.9,34.3,33.46000000000002
34.4,13185.0,24.2,20.9,34.4,33.64000000000003
34.8,14389.0,24.0,21.2,34.4,34.10000000000002
35.9,14558.0,24.7,21.2,34.8,34.760000000000026
38.2,13333.0,23.4,20.1,35.9,35.54000000000002
39.9,17860.0,25.3,17.9,38.2,36.64000000000002
41.7,13437.0,29.7,22.4,39.9,38.100000000000016
41.0,12885.0,33.7,23.9,41.7,39.34000000000002
41.0,12885.0,33.7,23.9,41.0,40.36000000000002
36.7,15660.0,32.7,23.5,41.0,40.060000000000024
37.2,13645.0,34.1,23.6,36.7,39.520000000000024
37.8,11901.0,35.1,26.9,37.2,38.74000000000002
37.8,12377.0,36.0,21.5,37.8,38.10000000000002
40.0,10795.0,38.5,19.3,37.8,37.90000000000002
39.5,12178.0,48.1,26.3,40.0,38.46000000000002
39.5,12178.0,48.1,26.3,39.5,38.92000000000003
38.6,12585.0,46.1,25.1,39.5,39.08000000000003
40.5,13795.0,48.4,21.8,38.6,39.620000000000026
40.8,13663.0,47.4,27.2,40.5,39.78000000000003
42.9,18225.0,53.2,26.3,40.8,40.46000000000003
44.4,16365.0,67.4,25.9,42.9,41.44000000000003
42.8,11715.0,70.6,29.8,44.4,42.28000000000004
42.8,11715.0,70.6,29.8,42.8,42.74000000000003
42.8,11715.0,70.6,29.8,42.8,43.14000000000003
41.3,15015.0,41.7,24.4,42.8,42.820000000000036
36.5,16758.0,45.7,22.8,41.3,41.24000000000003
36.9,11618.0,50.7,21.5,36.5,40.06000000000004
41.7,11132.0,62.5,25.1,36.9,39.84000000000003
42.5,11470.0,67.7,25.9,41.7,39.78000000000003
42.5,11470.0,67.7,25.9,42.5,40.020000000000024
40.4,12616.0,70.8,23.5,42.5,40.800000000000026
41.0,12945.0,71.1,26.0,40.4,41.620000000000026
41.0,11880.0,69.8,24.6,41.0,41.48000000000003
41.7,11757.0,68.3,26.3,41.0,41.32000000000003
45.6,11265.0,60.6,22.1,41.7,41.940000000000026
45.7,16986.0,59.2,21.4,45.6,43.00000000000003
45.7,16986.0,59.2,21.4,45.7,43.94000000000003
42.6,17618.0,60.7,25.3,45.7,44.26000000000003
40.0,15615.0,64.5,24.4,42.6,43.92000000000004
36.1,13579.0,67.4,24.9,40.0,42.02000000000004
34.7,12786.0,60.3,27.5,36.1,39.820000000000036
35.0,12224.0,60.7,25.0,34.7,37.68000000000004
34.9,13254.0,60.3,23.3,35.0,36.14000000000004
34.9,13254.0,60.3,23.3,34.9,35.12000000000005
35.8,13303.0,51.8,23.6,34.9,35.060000000000045
36.7,15496.0,49.1,25.7,35.8,35.46000000000005
35.7,14211.0,45.6,22.2,36.7,35.600000000000044
35.8,11738.0,43.4,23.6,35.7,35.780000000000044
37.9,13917.0,44.8,20.9,35.8,36.380000000000045
40.9,17212.0,44.6,22.9,37.9,37.40000000000005
40.9,17212.0,44.6,22.9,40.9,38.240000000000045
40.9,17212.0,44.6,22.9,40.9,39.280000000000044
36.5,19837.0,40.5,27.2,40.9,39.42000000000004
31.0,19350.0,38.8,25.0,36.5,38.040000000000035
29.7,15504.0,39.2,24.1,31.0,35.80000000000003
30.0,13854.0,40.3,23.2,29.7,33.62000000000003
34.9,12624.0,41.6,24.3,30.0,32.42000000000003
34.9,12624.0,41.6,24.3,34.9,32.10000000000004
35.6,16008.0,41.9,23.3,34.9,33.02000000000003
33.2,17175.0,41.9,22.8,35.6,33.72000000000004
34.2,15275.0,42.3,23.9,33.2,34.56000000000004
34.3,12150.0,41.6,23.9,34.2,34.44000000000004
38.9,13230.0,41.5,28.6,34.3,35.24000000000004
40.2,15528.0,41.3,28.2,38.9,36.16000000000004
40.2,15528.0,41.3,28.2,40.2,37.560000000000045
38.2,22400.0,42.0,28.2,40.2,38.36000000000005
35.4,18308.0,38.8,32.3,38.2,38.580000000000055
35.1,12474.0,38.6,27.4,35.4,37.82000000000005
35.7,13547.0,39.8,26.3,35.1,36.92000000000005
38.0,11543.0,41.5,28.6,35.7,36.480000000000054
41.9,12810.0,41.7,30.4,38.0,37.22000000000005
41.9,12810.0,41.7,30.4,41.9,38.52000000000005
41.3,16788.0,41.9,29.2,41.9,39.760000000000055
39.0,15052.0,41.2,26.6,41.3,40.42000000000005
38.9,13034.0,39.1,30.5,39.0,40.60000000000005
39.8,14100.0,37.6,34.4,38.9,40.18000000000005
41.7,12042.0,38.5,32.2,39.8,40.14000000000005
43.4,13635.0,37.1,33.2,41.7,40.560000000000045
43.4,13635.0,37.1,33.2,43.4,41.44000000000005
43.5,17550.0,39.4,33.9,43.4,42.36000000000005
40.4,17676.0,35.5,31.9,43.5,42.480000000000054
37.3,14175.0,35.2,29.1,40.4,41.60000000000006
37.3,12875.0,36.2,34.1,37.3,40.38000000000006
38.7,14819.0,41.6,29.8,37.3,39.44000000000006
39.2,14976.0,40.7,29.1,38.7,38.58000000000006
39.2,14976.0,40.7,29.1,39.2,38.34000000000006
36.8,18258.0,39.7,30.4,39.2,38.24000000000005
36.4,15769.0,39.5,28.7,36.8,38.06000000000006
36.0,16229.0,40.5,27.7,36.4,37.52000000000006
35.0,17610.0,40.2,30.6,36.0,36.680000000000064
35.1,15660.0,42.2,31.0,35.0,35.860000000000056
36.3,14694.0,44.0,33.1,35.1,35.76000000000006
36.3,14694.0,44.0,33.1,36.3,35.74000000000006
36.6,21843.0,43.2,32.5,36.3,35.860000000000056
38.0,21109.0,42.3,34.7,36.6,36.46000000000006
38.5,20004.0,41.2,35.8,38.0,37.14000000000006
38.3,18216.0,39.0,31.6,38.5,37.540000000000056
36.5,16015.0,37.6,30.0,38.3,37.580000000000055
33.9,17916.0,34.6,35.2,36.5,37.040000000000056
33.9,17916.0,34.6,35.2,33.9,36.220000000000056
35.4,16400.0,38.7,32.6,33.9,35.60000000000006
34.6,17042.0,36.1,31.2,35.4,34.860000000000056
36.0,17638.0,32.8,26.7,34.6,34.76000000000006
32.7,17595.0,27.4,32.0,36.0,34.52000000000005
31.7,13595.0,25.0,26.0,32.7,34.080000000000055
33.9,12229.0,26.7,31.0,31.7,33.78000000000005
33.9,12229.0,26.7,31.0,33.9,33.64000000000006
37.3,17473.0,24.3,30.2,33.9,33.900000000000055
40.7,21735.0,27.2,33.4,37.3,35.50000000000006
40.9,20850.0,26.3,36.2,40.7,37.34000000000006
38.5,16500.0,21.8,33.7,40.9,38.26000000000006
38.7,14847.0,16.1,27.2,38.5,39.220000000000056
37.8,18315.0,14.7,31.9,38.7,39.32000000000005
37.8,18315.0,14.7,31.9,37.8,38.74000000000005
40.0,9426.0,17.0,30.1,37.8,38.56000000000005
40.4,15585.0,20.0,29.8,40.0,38.940000000000055
40.4,15824.0,22.2,34.4,40.4,39.28000000000005
39.4,13768.0,23.1,38.7,40.4,39.60000000000006
40.3,13157.0,20.1,33.4,39.4,40.10000000000006
40.9,13938.0,14.6,27.2,40.3,40.28000000000006
40.9,13938.0,14.6,27.2,40.9,40.38000000000006
42.9,15480.0,17.8,27.8,40.9,40.88000000000006
45.1,15505.0,16.1,30.3,42.9,42.02000000000005
45.3,19368.0,15.8,28.1,45.1,43.02000000000005
45.1,15057.0,17.4,24.8,45.3,43.860000000000056
50.3,12051.0,16.4,28.3,45.1,45.74000000000005
51.3,9352.0,15.8,30.7,50.3,47.420000000000044
51.3,9352.0,15.8,30.7,51.3,48.66000000000004
52.6,15788.0,14.4,28.6,51.3,50.12000000000004
46.2,13497.0,12.1,29.8,52.6,50.34000000000004
45.8,12948.0,12.5,27.8,46.2,49.44000000000003
46.1,9729.0,13.6,32.5,45.8,48.400000000000034
47.2,11702.0,13.7,29.7,46.1,47.58000000000003
46.6,12675.0,11.3,31.8,47.2,46.38000000000004
46.6,12675.0,11.3,31.8,46.6,46.460000000000036
46.5,11702.0,13.1,35.1,46.6,46.60000000000004
48.4,16285.0,12.6,35.1,46.5,47.06000000000003
46.8,19160.0,11.2,31.0,48.4,46.98000000000003
46.3,15647.0,10.4,34.6,46.8,46.92000000000003
47.8,13900.0,10.2,32.8,46.3,47.16000000000003
47.9,12366.0,10.2,31.3,47.8,47.44000000000003
47.9,12366.0,10.2,31.3,47.9,47.340000000000025
45.0,14586.0,15.4,28.9,47.9,46.98000000000003
43.2,15447.0,12.2,33.5,45.0,46.36000000000003
40.6,13147.0,10.0,33.4,43.2,44.92000000000003
39.3,11302.0,9.8,29.6,40.6,43.20000000000003
40.3,11249.0,10.8,31.9,39.3,41.68000000000002
43.5,12309.0,12.6,32.0,40.3,41.380000000000024
43.5,12309.0,12.6,32.0,43.5,41.44000000000002
44.2,14727.0,13.0,31.1,43.5,42.16000000000002
40.6,16065.0,10.5,26.3,44.2,42.420000000000016
37.8,14321.0,11.7,30.8,40.6,41.920000000000016
38.3,14400.0,13.5,32.2,37.8,40.88000000000002
40.2,21227.0,15.2,31.1,38.3,40.22000000000001
40.5,17817.0,14.5,28.8,40.2,39.48000000000002
40.5,17817.0,14.5,28.8,40.5,39.46000000000002
39.5,18720.0,13.9,31.2,40.5,39.800000000000026
37.6,18155.0,13.3,31.7,39.5,39.660000000000025
34.1,14908.0,13.0,29.1,37.6,38.44000000000002
32.9,12765.0,13.2,31.8,34.1,36.92000000000002
32.1,13065.0,13.3,32.4,32.9,35.24000000000002
33.2,11342.0,15.4,31.7,32.1,33.98000000000002
33.2,11342.0,15.4,31.7,33.2,33.100000000000016
36.5,13740.0,17.2,29.8,33.2,33.58000000000002
37.0,16753.0,18.3,29.0,36.5,34.40000000000002
36.0,15453.0,16.7,28.7,37.0,35.18000000000002
36.0,17555.0,15.6,28.7,36.0,35.74000000000002
36.9,21782.0,16.8,31.6,36.0,36.48000000000002
38.0,16560.0,17.5,31.0,36.9,36.780000000000015
38.0,16560.0,17.5,31.0,38.0,36.98000000000002
37.8,15285.0,16.0,27.2,38.0,37.34000000000002
36.5,15495.0,13.9,30.5,37.8,37.44000000000002
34.3,11755.0,14.9,26.3,36.5,36.92000000000002
36.3,12714.0,15.8,27.6,34.3,36.58000000000002
36.6,11896.0,16.2,21.9,36.3,36.30000000000002
36.8,11875.0,16.7,17.0,36.6,36.10000000000001
36.8,11875.0,16.7,17.0,36.8,36.16000000000001
34.8,14365.0,17.3,20.0,36.8,36.26000000000001
33.1,17680.0,16.5,28.6,34.8,35.62000000000002
32.3,19146.0,16.2,28.7,33.1,34.76000000000002
32.4,16392.0,17.1,36.5,32.3,33.88000000000002
34.4,11568.0,15.5,42.7,32.4,33.40000000000002
34.4,11568.0,15.5,42.7,34.4,33.32000000000003
34.4,11568.0,15.5,42.7,34.4,33.58000000000003
34.4,11568.0,15.5,42.7,34.4,34.000000000000036
34.4,11568.0,15.5,42.7,34.4,34.400000000000034
34.4,11568.0,15.5,42.7,34.4,34.400000000000034
39.6,17751.0,17.8,37.4,34.4,35.44000000000003
35.7,16167.0,14.0,32.9,39.6,35.70000000000003
36.5,18663.0,13.7,29.8,35.7,36.120000000000026
36.5,18663.0,13.7,29.8,36.5,36.54000000000003
36.2,20313.0,14.9,32.8,36.5,36.90000000000003
35.7,16426.0,12.0,35.2,36.2,36.12000000000003
34.1,14738.0,12.1,31.7,35.7,35.80000000000003
32.7,16305.0,12.7,30.3,34.1,35.040000000000035
34.5,18511.0,14.4,28.9,32.7,34.64000000000003
37.4,21312.0,18.1,28.3,34.5,34.88000000000003
37.4,21312.0,18.1,28.3,37.4,35.22000000000003
37.4,21312.0,18.1,28.3,37.4,35.88000000000003
36.3,24015.0,15.6,26.7,37.4,36.60000000000004
33.3,21475.0,17.0,31.1,36.3,36.360000000000035
32.7,18019.0,15.3,31.9,33.3,35.42000000000003
31.5,18840.0,15.3,28.6,32.7,34.24000000000003
30.0,19946.0,15.0,30.0,31.5,32.76000000000003
30.0,19946.0,15.0,30.0,30.0,31.500000000000036
29.9,19643.0,17.4,29.6,30.0,30.82000000000004
29.7,19107.0,17.4,28.6,29.9,30.220000000000038
31.0,15262.0,18.1,27.6,29.7,30.12000000000004
34.7,15757.0,18.1,32.8,31.0,31.060000000000038
36.1,17700.0,17.5,31.2,34.7,32.28000000000004
36.7,21631.0,17.1,30.2,36.1,33.640000000000036
36.7,21631.0,17.1,30.2,36.7,35.04000000000004
37.4,26672.0,17.4,33.9,36.7,36.32000000000004
37.4,22924.0,17.0,33.0,37.4,36.86000000000005
38.0,19277.0,15.7,35.4,37.4,37.24000000000005
39.2,15093.0,15.7,35.8,38.0,37.74000000000005
37.2,15813.0,16.0,30.9,39.2,37.84000000000005
36.1,17268.0,15.5,35.5,37.2,37.580000000000055
36.1,17268.0,15.5,35.5,36.1,37.32000000000005
36.2,19687.0,15.8,31.6,36.1,36.96000000000005
34.3,17455.0,15.7,30.4,36.2,35.980000000000054
33.4,19005.0,15.3,27.9,34.3,35.22000000000005
35.3,16487.0,14.4,31.5,33.4,35.06000000000005
38.0,15718.0,13.9,35.0,35.3,35.440000000000055
39.0,17149.0,13.7,34.6,38.0,36.00000000000006
39.0,17149.0,13.7,34.6,39.0,36.940000000000055
39.3,24324.0,12.3,36.3,39.0,38.120000000000054
38.6,25064.0,13.0,34.9,39.3,38.78000000000005
36.1,22695.0,10.8,38.3,38.6,38.40000000000005
33.9,16687.0,11.3,36.9,36.1,37.38000000000005
36.4,19108.0,11.6,34.0,33.9,36.860000000000056
35.4,20324.0,12.3,34.5,36.4,36.080000000000055
35.4,20324.0,12.3,34.5,35.4,35.440000000000055
33.1,25194.0,13.1,33.5,35.4,34.84000000000005
32.4,26715.0,13.3,33.2,33.1,34.540000000000056
32.4,26715.0,13.3,33.2,32.4,33.74000000000005
32.4,26715.0,13.3,33.2,32.4,33.14000000000006
33.1,31047.0,12.4,38.7,32.4,32.68000000000005
31.5,28155.0,13.4,37.4,33.1,32.360000000000056
31.5,28155.0,13.4,37.4,31.5,32.18000000000005
31.5,27526.0,11.9,38.7,31.5,32.00000000000005
31.0,33419.0,9.7,33.9,31.5,31.72000000000005
33.1,29890.0,11.3,37.4,31.0,31.72000000000005
31.1,22578.0,11.0,32.9,33.1,31.64000000000005
29.0,18455.0,12.7,34.2,31.1,31.14000000000005
31.1,22530.0,14.0,30.8,29.0,31.06000000000005
31.1,22530.0,14.0,30.8,31.1,31.080000000000048
30.2,22785.0,13.2,31.5,31.1,30.500000000000046
29.9,23574.0,13.0,30.5,30.2,30.260000000000048
30.4,20880.0,13.6,32.5,29.9,30.54000000000005
30.3,20249.0,14.3,37.2,30.4,30.380000000000052
30.1,20790.0,15.6,34.0,30.3,30.180000000000053
30.7,20449.0,15.4,33.8,30.1,30.28000000000005
30.7,20449.0,15.4,33.8,30.7,30.440000000000047
34.2,23482.0,15.2,36.3,30.7,31.200000000000053
40.8,24675.0,19.0,34.3,34.2,33.30000000000005
41.7,21150.0,18.6,38.9,40.8,35.62000000000005
39.5,16890.0,17.4,32.8,41.7,37.380000000000045
45.9,14561.0,18.1,36.1,39.5,40.42000000000005
46.0,20160.0,19.2,37.1,45.9,42.78000000000005
46.0,20160.0,19.2,37.1,46.0,43.82000000000005
38.8,21191.0,19.2,37.3,46.0,43.24000000000005
38.0,21622.0,18.4,34.8,38.8,42.940000000000055
39.0,20976.0,19.8,37.0,38.0,41.56000000000005
39.7,19950.0,20.7,38.6,39.0,40.300000000000054
40.3,22575.0,23.2,40.1,39.7,39.16000000000006
39.4,14797.0,27.0,33.9,40.3,39.280000000000065
39.4,14797.0,27.0,33.9,39.4,39.560000000000066
40.0,20355.0,25.9,33.6,39.4,39.76000000000006
39.4,23269.0,24.9,35.7,40.0,39.70000000000007
38.0,24144.0,23.3,36.7,39.4,39.240000000000066
39.0,28515.0,25.4,34.9,38.0,39.16000000000007
39.5,21875.0,25.6,38.1,39.0,39.180000000000064
39.1,22808.0,23.8,32.9,39.5,39.000000000000064
39.1,22808.0,23.8,32.9,39.1,38.94000000000006
37.6,18490.0,26.3,33.5,39.1,38.860000000000056
36.8,21570.0,25.5,37.2,37.6,38.42000000000006
35.1,21883.0,25.0,36.6,36.8,37.54000000000006
34.5,21335.0,26.2,33.7,35.1,36.62000000000006
34.7,20688.0,32.9,37.0,34.5,35.74000000000006
33.9,21495.0,34.8,33.3,34.7,35.000000000000064
33.9,21495.0,34.8,33.3,33.9,34.42000000000006
31.1,27300.0,34.3,32.1,33.9,33.62000000000006
29.2,29593.0,32.4,31.9,31.1,32.56000000000006
30.4,26193.0,30.8,34.5,29.2,31.700000000000056
30.7,34503.0,31.4,37.8,30.4,31.060000000000052
29.9,30089.0,34.8,33.7,30.7,30.260000000000055
29.9,25560.0,36.2,31.8,29.9,30.020000000000056
29.9,25560.0,36.2,31.8,29.9,30.16000000000006
26.9,29600.0,37.8,29.1,29.9,29.460000000000058
24.2,27154.0,37.1,28.4,26.9,28.16000000000006
23.3,25539.0,36.7,23.1,24.2,26.84000000000006
19.4,22443.0,32.6,27.6,23.3,24.74000000000006
18.8,24355.0,27.5,21.2,19.4,22.52000000000006
17.8,23307.0,19.9,21.2,18.8,20.700000000000063
17.8,23307.0,19.9,21.2,17.8,19.420000000000062
18.2,24741.0,20.5,24.9,17.8,18.400000000000063
17.3,27490.0,21.9,24.5,18.2,17.980000000000064
17.3,26306.0,24.4,24.4,17.3,17.680000000000064
17.8,27556.0,22.2,28.1,17.3,17.680000000000064
17.7,32103.0,22.0,28.8,17.8,17.660000000000064
18.4,30282.0,21.1,26.0,17.7,17.700000000000067
18.4,30282.0,21.1,26.0,18.4,17.920000000000066
18.1,33420.0,20.9,24.6,18.4,18.080000000000066
16.5,31599.0,20.4,30.2,18.1,17.820000000000068
16.5,31599.0,20.4,30.2,16.5,17.580000000000066
16.5,31599.0,20.4,30.2,16.5,17.200000000000067
14.7,43628.0,17.7,23.7,16.5,16.460000000000072
12.8,35775.0,12.9,24.8,14.7,15.400000000000068
12.8,35775.0,12.9,24.8,12.8,14.660000000000068
12.2,34557.0,12.4,19.9,12.8,13.800000000000068
10.5,30231.0,12.0,21.4,12.2,12.600000000000069
10.7,28707.0,13.6,21.4,10.5,11.800000000000068
11.3,27298.0,14.4,19.4,10.7,11.500000000000068
11.5,32654.0,17.6,18.8,11.3,11.24000000000007
11.4,27728.0,21.0,22.3,11.5,11.08000000000007
11.4,27728.0,21.0,22.3,11.4,11.26000000000007
11.6,24192.0,16.9,18.3,11.4,11.440000000000069
10.3,27570.0,16.0,22.1,11.6,11.24000000000007
9.2,23505.0,15.8,16.8,10.3,10.780000000000069
9.1,21699.0,12.9,16.9,9.2,10.32000000000007
9.8,20539.0,13.7,17.0,9.1,10.00000000000007
9.8,21300.0,14.9,16.9,9.8,9.64000000000007
9.8,21300.0,14.9,16.9,9.8,9.540000000000072
10.2,22706.0,14.8,16.1,9.8,9.740000000000071
10.4,21321.0,13.8,16.5,10.2,10.000000000000071
10.5,18908.0,13.6,16.6,10.4,10.140000000000072
11.0,19394.0,14.4,18.9,10.5,10.380000000000072
12.1,22204.0,15.0,16.0,11.0,10.840000000000071
13.9,22947.0,16.6,18.5,12.1,11.580000000000073
13.9,22947.0,16.6,18.5,13.9,12.280000000000074
14.2,28335.0,16.6,17.6,13.9,13.020000000000072
13.3,22255.0,13.7,17.0,14.2,13.480000000000071
12.9,20543.0,13.4,16.4,13.3,13.640000000000075
12.1,23480.0,14.9,14.6,12.9,13.280000000000072
11.3,17304.0,12.6,11.9,12.1,12.760000000000073
13.1,12570.0,18.9,24.1,11.3,12.540000000000072
13.1,12570.0,18.9,24.1,13.1,12.500000000000071
13.8,25811.0,13.4,15.2,13.1,12.68000000000007
12.5,19515.0,10.8,18.0,13.8,12.760000000000069
13.5,17306.0,10.0,16.2,12.5,13.20000000000007
13.6,16455.0,10.5,17.1,13.5,13.300000000000072
15.0,17582.0,11.9,18.8,13.6,13.680000000000073
17.7,17745.0,13.0,17.8,15.0,14.460000000000074
17.7,17745.0,13.0,17.8,17.7,15.500000000000075
19.9,25095.0,13.1,17.9,17.7,16.780000000000076
21.6,19753.0,12.0,17.1,19.9,18.380000000000074
21.6,16965.0,11.4,20.7,21.6,19.700000000000074
18.5,19265.0,11.2,17.3,21.6,19.860000000000074
19.1,17165.0,13.5,19.1,18.5,20.140000000000075
21.6,15879.0,14.3,22.2,19.1,20.480000000000075
21.6,15879.0,14.3,22.2,21.6,20.480000000000075
21.6,16505.0,15.0,18.9,21.6,20.480000000000075
21.6,17487.0,14.4,18.9,21.6,21.100000000000072
19.9,19390.0,15.7,17.5,21.6,21.260000000000076
18.4,20680.0,18.3,18.1,19.9,20.62000000000008
20.0,18170.0,19.4,19.4,18.4,20.30000000000008
21.9,14715.0,19.9,16.4,20.0,20.36000000000008
21.9,14715.0,19.9,16.4,21.9,20.420000000000083
23.9,21936.0,20.1,18.4,21.9,21.220000000000084
24.8,21355.0,21.5,22.8,23.9,22.500000000000085
25.3,20925.0,24.9,23.1,24.8,23.560000000000088
21.2,20760.0,27.4,22.4,25.3,23.420000000000083
22.5,16464.0,25.6,23.3,21.2,23.540000000000084
23.3,16978.0,24.7,19.8,22.5,23.420000000000083
23.3,16978.0,24.7,19.8,23.3,23.120000000000086
21.4,22500.0,23.9,21.0,23.3,22.340000000000085
22.0,18623.0,26.6,18.6,21.4,22.50000000000009
22.6,18634.0,28.1,18.9,22.0,22.52000000000009
22.6,16281.0,33.8,20.5,22.6,22.380000000000088
23.6,16740.0,34.5,22.3,22.6,22.44000000000009
27.0,16560.0,33.9,25.5,23.6,23.560000000000088
27.0,16560.0,33.9,25.5,27.0,24.560000000000088
25.7,28114.0,35.2,21.6,27.0,25.180000000000085
25.0,28248.0,43.2,21.5,25.7,25.66000000000009
25.0,28248.0,43.2,21.5,25.0,25.94000000000009
25.0,28248.0,43.2,21.5,25.0,25.540000000000088
