,日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
11577,105/07/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,20,28, +  4,2850, + 21
11578,105/07/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,20,27, -  4,2560, - 10
11579,105/07/12,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,20,28, +  4,2850, + 11
11580,105/07/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,20,27, -  4,2630, -  8
11581,105/07/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,10,18, - 33,2750, +  5
11582,105/07/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,10,17, -  6,2560, -  7
11583,105/07/16,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,10,18, +  6,2850, + 11
11584,105/07/17,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,10,18,0,2680, -  6
11585,105/07/19,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,17, -  6,2850, +  6
11586,105/07/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,33,20,12,18, +  6,2560, - 10
11587,105/07/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,12,20, + 11,2280, - 11
11588,105/07/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,12,20,0,2480, +  9
11589,105/07/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,27,12,30, + 50,2880, + 16
11590,105/07/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,27,12,28, -  7,2760, -  4
11591,105/07/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,50,30,15,28,0,3150, + 14
11592,105/07/27,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,50,30,15,27, -  4,2750, - 13
11593,105/07/28,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,50,30,15,28, +  4,2460, - 11
11594,105/07/29,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,56,38,22,40, + 43,2260, -  8
11595,105/07/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,56,38,22,40,0,2560, + 13
11596,105/07/31,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,56,38,22,40,0,2350, -  8
11597,105/08/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,55,36,22,35, - 13,2750, + 17
11598,105/08/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,38, +  9,2460, - 11
11599,105/08/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,37, -  3,2380, -  3
11600,105/08/05,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,38, +  3,2270, -  5
11601,105/08/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,55,35,16,33, - 13,2480, +  9
11602,105/08/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,55,35,16,32, -  3,2260, -  9
11603,105/08/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,16,28, - 13,2640, + 17
11604,105/08/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,16,27, -  4,2480, -  6
11605,105/08/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,16,28, +  4,2260, -  9
11606,105/08/12,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,16,27, -  4,2160, -  4
11607,105/08/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,16,28, +  4,2850, + 32
11608,105/08/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,16,28,0,2450, - 14
11609,105/08/16,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,16,27, -  4,2860, + 17
11610,105/08/17,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,16,28, +  4,2560, - 10
11611,105/08/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,16,27, -  4,2860, + 12
11612,105/08/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,16,28, +  4,2680, -  6
11613,105/08/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,16,27, -  4,2850, +  6
11614,105/08/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,16,28, +  4,2680, -  6
11615,105/08/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,16,27, -  4,2460, -  8
11616,105/08/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,35,20,33, + 22,2160, - 12
11617,105/08/27,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,50,38,20,40, + 21,2750, + 27
11618,105/08/28,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,50,36,20,38, -  5,2580, -  6
11619,105/08/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,37, -  3,3150, + 22
11620,105/08/31,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,37,0,2750, - 13
11621,105/09/01,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,38, +  3,2580, -  6
11622,105/09/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,37, -  3,2260, - 12
11623,105/09/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,38, +  3,2750, + 22
11624,105/09/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,60,40,20,37, -  3,2560, -  7
11625,105/09/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,55,36,20,36, -  3,2780, +  9
11626,105/09/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,15,28, - 22,2450, - 12
11627,105/09/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,15,27, -  4,2160, - 12
11628,105/09/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,15,28, +  4,1880, - 13
11629,105/09/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,15,27, -  4,2250, + 20
11630,105/09/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,30,15,28, +  4,1850, - 18
11631,105/09/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,30,15,27, -  4,2160, + 17
11632,105/09/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,36,30,15,28, +  4,2450, + 13
11633,105/09/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,36,30,15,27, -  4,2260, -  8
11634,105/09/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,25,10,22, - 19,1850, - 18
11635,105/09/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,25,10,23, +  5,2280, + 23
11636,105/09/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,25,10,22, -  4,2050, - 10
11637,105/09/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,22,10,22,0,1850, - 10
11638,105/09/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18, - 18,1660, - 10
11639,105/09/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,17, -  6,1790, +  8
11640,105/09/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,32,20,10,18, +  6,1650, -  8
11641,105/09/29,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,37,28,37,106,1850, + 12
11642,105/09/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,37,28,37,0,1950, +  5
11643,105/10/01,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,37,28,37,0,2280, + 17
11644,105/10/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,45,37,28,38, +  3,1880, - 18
11645,105/10/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,28,18,30, - 21,1680, - 11
11646,105/10/05,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18, - 40,1480, - 12
11647,105/10/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18,0,1560, +  5
11648,105/10/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18,0,1380, - 12
11649,105/10/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18,0,1750, + 27
11650,105/10/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,20, + 11,1550, - 11
11651,105/10/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18, - 10,1750, + 13
11652,105/10/12,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18,0,1480, - 15
11653,105/10/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18,0,1380, -  7
11654,105/10/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18,0,1250, -  9
11655,105/10/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,17, -  6,1580, + 26
11656,105/10/16,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,18, +  6,1460, -  8
11657,105/10/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,10,17, -  6,1660, + 14
11658,105/10/19,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,33,25,16,23, + 35,1460, - 12
11659,105/10/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,28,8,28, + 22,1260, - 14
11660,105/10/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,28,8,28,0,1280, +  2
11661,105/10/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,28,8,28,0,1560, + 22
11662,105/10/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,28,8,28,0,1350, - 13
11663,105/10/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,28,8,28,0,1550, + 15
11664,105/10/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,37,28,8,28,0,1780, + 15
11665,105/10/27,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,37,28,10,26, -  7,1480, - 17
11666,105/10/28,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,28,10,27, +  4,1350, -  9
11667,105/10/29,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,28,10,28, +  4,1680, + 24
11668,105/10/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,28,10,28,0,1480, - 12
11669,105/11/01,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,28,10,27, -  4,1760, + 19
11670,105/11/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,28,10,28, +  4,1560, - 11
11671,105/11/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,28,10,28,0,1360, - 13
11672,105/11/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,22,10,22, - 21,1260, -  7
11673,105/11/05,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,12,23, +  5,1750, + 39
11674,105/11/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,12,22, -  4,1580, - 10
11675,105/11/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,12,23, +  5,1850, + 17
11676,105/11/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,12,23,0,1750, -  5
11677,105/11/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,12,23,0,1550, - 11
11678,105/11/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,12,22, -  4,1380, - 11
11679,105/11/12,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,12,22,0,1480, +  7
11680,105/11/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,25,12,22,0,1280, - 14
11681,105/11/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,25,12,23, +  5,1560, + 22
11682,105/11/16,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,25,12,22, -  4,1350, - 13
11683,105/11/17,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,25,12,23, +  5,1260, -  7
11684,105/11/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,32,25,12,22, -  4,1160, -  8
11685,105/11/19,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,32,25,12,22,0,1680, + 45
11686,105/11/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,22,12,22,0,1480, - 12
11687,105/11/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,22,12,22,0,1850, + 25
11688,105/11/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,22,12,20, -  9,1680, -  9
11689,105/11/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,22,12,22, + 10,1650, -  2
11690,105/11/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,22,12,22,0,1580, -  4
11691,105/11/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,12,22,0,1760, + 11
11692,105/11/27,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,20,12,18, - 18,1550, - 12
11693,105/11/29,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,20,12,17, -  6,1750, + 13
11694,105/11/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,33,20,12,20, + 18,1680, -  4
11695,105/12/01,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,33,20,12,18, - 10,1550, -  8
11696,105/12/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,33,20,12,18,0,1380, - 11
11697,105/12/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,17, -  6,1160, - 16
11698,105/12/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,27,20,12,18, +  6,1250, +  8
11699,105/12/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,27,20,12,18,0,1650, + 32
11700,105/12/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,25,20,12,18,0,1750, +  6
11701,105/12/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,25,20,12,18,0,1660, -  5
11702,105/12/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,25,20,12,18,0,1580, -  5
11703,105/12/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,25,20,12,18,0,1750, + 11
11704,105/12/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,12,17, -  6,1560, - 11
11705,105/12/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,12,18, +  6,1760, + 13
11706,105/12/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,12,18,0,1660, -  6
11707,105/12/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,12,17, -  6,1460, - 12
11708,105/12/16,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,12,20, + 18,1350, -  8
11709,105/12/17,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,12,18, - 10,1680, + 24
11710,105/12/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,28,20,12,18,0,1580, -  6
11711,105/12/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18,0,1880, + 19
11712,105/12/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18,0,1650, - 12
11713,105/12/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,17, -  6,1460, - 12
11714,105/12/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18, +  6,1460,0
11715,105/12/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18,0,1780, + 22
11716,105/12/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18,0,1560, - 12
11717,105/12/27,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18,0,1750, + 12
11718,105/12/28,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,21, + 17,1800, +  3
11719,105/12/29,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,17, - 19,1660, -  8
11720,105/12/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,17,0,1460, - 12
11721,105/12/31,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18, +  6,1760, + 21
11722,106/01/01,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1580, - 10
11723,106/01/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1850, + 17
11724,106/01/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1750, -  5
11725,106/01/05,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1660, -  5
11726,106/01/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1460, - 12
11727,106/01/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1850, + 27
11728,106/01/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1660, - 10
11729,106/01/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1750, +  5
11730,106/01/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1750,0
11731,106/01/12,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1580, - 10
11732,106/01/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1460, -  8
11733,106/01/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1750, + 20
11734,106/01/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1560, - 11
11735,106/01/17,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,20,12,18,0,1760, + 13
11736,106/01/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,20,12,17, -  6,1560, - 11
11737,106/01/19,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1460, -  6
11738,106/01/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1380, -  5
11739,106/01/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18,0,1750, + 27
11740,106/01/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,17, -  6,1560, - 11
11741,106/01/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,17,0,1760, + 13
11742,106/01/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,18, +  6,2860, + 63
11743,106/01/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,12,17, -  6,2680, -  6
11744,106/01/27,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18, +  6,2460, -  8
11745,106/02/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18,0,2750, + 12
11746,106/02/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18,0,2460, - 11
11747,106/02/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18,0,1760, - 28
11748,106/02/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,17, -  6,1780, +  1
11749,106/02/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18, +  6,1660, -  7
11750,106/02/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18,0,1460, - 12
11751,106/02/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18,0,1350, -  8
11752,106/02/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18,0,1560, + 16
11753,106/02/17,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18,0,1380, - 12
11754,106/02/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,17, -  6,1750, + 27
11755,106/02/19,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,20,12,18, +  6,1560, - 11
11756,106/02/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1660, +  6
11757,106/02/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1560, -  6
11758,106/02/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1460, -  6
11759,106/02/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1350, -  8
11760,106/02/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1580, + 17
11761,106/02/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1260, - 20
11762,106/02/28,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1460, + 16
11763,106/03/01,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1450, -  1
11764,106/03/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1380, -  5
11765,106/03/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1250, -  9
11766,106/03/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1560, + 25
11767,106/03/05,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1380, - 12
11768,106/03/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1560, + 13
11769,106/03/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1460, -  6
11770,106/03/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1380, -  5
11771,106/03/10,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1250, -  9
11772,106/03/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1650, + 32
11773,106/03/12,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1560, -  5
11774,106/03/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1760, + 13
11775,106/03/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1660, -  6
11776,106/03/16,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1550, -  7
11777,106/03/17,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1480, -  5
11778,106/03/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1750, + 18
11779,106/03/19,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1560, - 11
11780,106/03/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1760, + 13
11781,106/03/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1580, - 10
11782,106/03/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1680, +  6
11783,106/03/24,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1360, - 19
11784,106/03/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18,0,1580, + 16
11785,106/03/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1460, -  8
11786,106/03/28,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1580, +  8
11787,106/03/29,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,17, -  6,1460, -  8
11788,106/03/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,12,18, +  6,1380, -  5
11789,106/03/31,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,100,75,40,73,306,1280, -  7
11790,106/04/01,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,100,75,40,73,0,1580, + 23
11791,106/04/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,32,20,15,18, - 75,1350, - 15
11792,106/04/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,15,18,0,1280, -  5
11793,106/04/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,30,20,15,18,0,1460, + 14
11794,106/04/07,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,15,18,0,1560, +  7
11795,106/04/08,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,15,18,0,1660, +  6
11796,106/04/09,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,20,15,17, -  6,1480, - 11
11797,106/04/11,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,37,26,17,25, + 47,1680, + 14
11798,106/04/12,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,37,26,17,25,0,1560, -  7
11799,106/04/13,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,37,26,17,26, +  4,1350, - 13
11800,106/04/14,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,26,17,26,0,1260, -  7
11801,106/04/15,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,15,25, -  4,1360, +  8
11802,106/04/16,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20, - 20,1260, -  7
11803,106/04/18,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20,0,1460, + 16
11804,106/04/19,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20,0,1360, -  7
11805,106/04/20,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20,0,1280, -  6
11806,106/04/21,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20,0,1380, +  8
11807,106/04/22,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20,0,1680, + 22
11808,106/04/23,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20,0,1450, - 14
11809,106/04/25,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,22,15,20,0,1750, + 21
11810,106/04/26,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,28,20,28, + 40,1580, - 10
11811,106/04/27,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,25,20,25, - 11,1460, -  8
11812,106/04/28,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,25,20,23, -  8,1350, -  8
11813,106/04/29,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,40,25,20,25, +  9,1450, +  7
11814,106/04/30,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,25,20,25,0,1280, - 12
11815,106/05/02,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,38,25,20,23, -  8,1460, + 14
11816,106/05/03,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,20,23,0,1360, -  7
11817,106/05/04,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,20,22, -  4,1280, -  6
11818,106/05/05,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,20,25, + 14,1480, + 16
11819,106/05/06,260 宜蘭市,B2 鳳梨 金鑽鳳梨 ,35,25,20,25,0,1760, + 19
