,日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
11786,106/04/21,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,25.0,57.0, -  2,"1,350", +  5
11787,106/04/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,25.0,57.0,    0,"1,550", + 15
11788,106/04/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,25.0,58.0, +  2,"1,350", - 13
11789,106/04/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,25.0,58.0,    0,"1,560", + 16
11790,106/04/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,25.0,57.0, -  2,"1,460", -  6
11791,106/04/27,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,85.0,60.0,30.0,57.0,    0,"1,360", -  7
11792,106/04/28,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,85.0,60.0,30.0,58.0, +  2,"1,280", -  6
11793,106/04/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,85.0,60.0,30.0,58.0,    0,"1,580", + 23
11794,106/04/30,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,85.0,60.0,30.0,58.0,    0,"1,360", - 14
11795,106/05/02,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,85.0,60.0,30.0,58.0,    0,"1,560", + 15
11796,106/05/03,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,85.0,60.0,30.0,58.0,    0,"1,360", - 13
11797,106/05/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,85.0,60.0,30.0,57.0, -  2,"1,260", -  7
11798,106/05/05,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,58.0, +  2,"1,460", + 16
11799,106/05/06,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,57.0, -  2,"1,750", + 20
11800,106/05/07,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,58.0, +  2,"1,560", - 11
11801,106/05/09,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,58.0,    0,"1,560",    0
11802,106/05/10,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,57.0, -  2,"1,380", - 12
11803,106/05/11,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,58.0, +  2,"1,450", +  5
11804,106/05/12,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,58.0,    0,"1,280", - 12
11805,106/05/13,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,80.0,60.0,30.0,57.0, -  2,"1,460", + 14
11806,106/05/14,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,70.0,50.0,30.0,48.0, - 16,"1,350", -  8
11807,106/05/16,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,70.0,50.0,30.0,50.0, +  4,"1,580", + 17
11808,106/05/17,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,63.0,40.0,20.0,40.0, - 20,"1,350", - 15
11809,106/05/18,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,63.0,40.0,20.0,38.0, -  5,"1,250", -  7
11810,106/05/19,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,40.0,20.0,38.0,    0,"1,250",    0
11811,106/05/20,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,40.0,20.0,38.0,    0,"1,560", + 25
11812,106/05/21,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,66.0,38.0,20.0,36.0, -  5,"1,350", - 13
11813,106/05/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0, -  3,"1,560", + 16
11814,106/05/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,32.0, -  9,"1,460", -  6
11815,106/05/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0, +  9,"1,380", -  5
11816,106/05/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,33.0, -  6,"1,450", +  5
11817,106/05/27,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0, +  6,"1,660", + 14
11818,106/05/28,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,480", - 11
11819,106/05/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,660", + 12
11820,106/05/30,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,460", - 12
11821,106/06/02,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,660", + 14
11822,106/06/03,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,460", - 12
11823,106/06/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,260", - 14
11824,106/06/06,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,360", +  8
11825,106/06/07,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0,    0,"1,350", -  1
11826,106/06/08,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,33.0, -  6,"1,350",    0
11827,106/06/09,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,65.0,35.0,20.0,35.0, +  6,"1,280", -  5
11828,106/06/10,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,60.0,35.0,20.0,35.0,    0,"1,460", + 14
11829,106/06/11,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,60.0,35.0,20.0,33.0, -  6,"1,250", - 14
11830,106/06/13,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,46.0,35.0,15.0,36.0, +  9,"1,560", + 25
11831,106/06/14,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,46.0,35.0,15.0,35.0, -  3,"1,660", +  6
11832,106/06/15,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,10.0,25.0, - 29,"1,560", -  6
11833,106/06/16,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,10.0,25.0,    0,"1,360", - 13
11834,106/06/17,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,10.0,25.0,    0,"1,560", + 15
11835,106/06/18,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,45.0,30.0,18.0,28.0, + 12,"1,360", - 13
11836,106/06/20,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,45.0,30.0,18.0,28.0,    0,"1,560", + 15
11837,106/06/21,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,45.0,30.0,18.0,28.0,    0,"1,460", -  6
11838,106/06/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,45.0,30.0,18.0,28.0,    0,"1,580", +  8
11839,106/06/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,45.0,30.0,18.0,28.0,    0,"1,660", +  5
11840,106/06/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,43.0,28.0,17.0,26.0, -  7,"1,750", +  5
11841,106/06/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0, -  4,"1,560", - 11
11842,106/06/27,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,23.0, -  8,"1,750", + 12
11843,106/06/28,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,38.0,25.0,15.0,25.0, +  9,"1,660", -  5
11844,106/06/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,38.0,25.0,15.0,25.0,    0,"1,580", -  5
11845,106/06/30,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,15.0,20.0, - 20,"1,360", - 14
11846,106/07/01,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,38.0,26.0,12.0,25.0, + 25,"1,560", + 15
11847,106/07/02,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,12.0,25.0,    0,"1,360", - 13
11848,106/07/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,12.0,25.0,    0,"1,680", + 24
11849,106/07/05,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,12.0,23.0, -  8,"1,450", - 14
11850,106/07/06,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,38.0,25.0,12.0,23.0,    0,"1,360", -  6
11851,106/07/07,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,38.0,25.0,12.0,22.0, -  4,"1,560", + 15
11852,106/07/08,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,12.0,25.0, + 14,"1,660", +  6
11853,106/07/09,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,22.0,12.0,20.0, - 20,"1,750", +  5
11854,106/07/11,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,12.0,20.0,    0,"1,750",    0
11855,106/07/12,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,12.0,20.0,    0,"1,850", +  6
11856,106/07/13,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,12.0,18.0, - 10,"1,760", -  5
11857,106/07/14,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,12.0,20.0, + 11,"1,850", +  5
11858,106/07/15,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,12.0,20.0,    0,"1,950", +  5
11859,106/07/16,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,760", - 10
11860,106/07/18,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,880", +  7
11861,106/07/19,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,750", -  7
11862,106/07/20,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,780", +  2
11863,106/07/21,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,660", -  7
11864,106/07/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,750", +  5
11865,106/07/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,680", -  4
11866,106/07/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,750", +  4
11867,106/07/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,15.0,20.0,    0,"1,680", -  4
11868,106/07/27,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,17.0,8.0,17.0, - 15,"1,560", -  7
11869,106/07/28,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,17.0,8.0,17.0,    0,"1,480", -  5
11870,106/07/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,17.0,8.0,17.0,    0,"1,260", - 15
11871,106/08/01,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,12.0,8.0,12.0, - 29,"1,380", + 10
11872,106/08/02,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,12.0,8.0,12.0,    0,"1,250", -  9
11873,106/08/03,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,37.0,20.0,12.0,18.0, + 50,"1,260", +  1
11874,106/08/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0, + 11,"1,250", -  1
11875,106/08/05,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,18.0, - 10,"1,450", + 16
11876,106/08/06,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0, + 11,"1,460", +  1
11877,106/08/08,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,580", +  8
11878,106/08/09,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,450", -  8
11879,106/08/10,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,380", -  5
11880,106/08/11,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,18.0, - 10,"1,580", + 14
11881,106/08/12,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,18.0,    0,"1,660", +  5
11882,106/08/15,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0, + 11,"1,750", +  5
11883,106/08/16,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,560", - 11
11884,106/08/17,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,480", -  5
11885,106/08/18,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,380", -  7
11886,106/08/19,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,450", +  5
11887,106/08/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,680", + 16
11888,106/08/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,33.0,20.0,12.0,18.0, - 10,"1,560", -  7
11889,106/08/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,32.0,20.0,12.0,20.0, + 11,"1,460", -  6
11890,106/08/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,32.0,20.0,12.0,20.0,    0,"1,560", +  7
11891,106/08/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,32.0,20.0,12.0,20.0,    0,"1,680", +  8
11892,106/08/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,32.0,20.0,12.0,20.0,    0,"1,580", -  6
11893,106/08/30,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,32.0,20.0,12.0,20.0,    0,"1,460", -  8
11894,106/08/31,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,10.0,18.0, - 10,"1,560", +  7
11895,106/09/01,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,10.0,18.0,    0,"1,750", + 12
11896,106/09/02,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,10.0,18.0,    0,"1,850", +  6
11897,106/09/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,10.0,25.0, + 39,"1,760", -  5
11898,106/09/05,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,10.0,23.0, -  8,"1,680", -  5
11899,106/09/08,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,25.0,10.0,25.0, +  9,"1,760", +  5
11900,106/09/09,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,22.0,10.0,20.0, - 20,"1,750", -  1
11901,106/09/12,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,22.0,10.0,20.0,    0,"1,780", +  2
11902,106/09/13,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,22.0,10.0,20.0,    0,"1,850", +  4
11903,106/09/14,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,25.0,18.0,8.0,18.0, - 10,"1,750", -  5
11904,106/09/15,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,25.0,18.0,8.0,18.0,    0,"1,660", -  5
11905,106/09/16,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,25.0,18.0,8.0,18.0,    0,"1,680", +  1
11906,106/09/19,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,33.0,20.0,10.0,20.0, + 11,"1,580", -  6
11907,106/09/20,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,22.0,10.0,22.0, + 10,"1,460", -  8
11908,106/09/21,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,22.0,10.0,20.0, -  9,"1,580", +  8
11909,106/09/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,22.0,10.0,22.0, + 10,"1,750", + 11
11910,106/09/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,22.0,10.0,20.0, -  9,"1,850", +  6
11911,106/09/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,10.0,20.0,    0,"1,680", -  9
11912,106/09/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,10.0,20.0,    0,"1,850", + 10
11913,106/09/27,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,10.0,20.0,    0,"1,680", -  9
11914,106/09/28,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,10.0,20.0,    0,"1,460", - 13
11915,106/09/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,25.0,20.0,10.0,20.0,    0,"1,660", + 14
11916,106/09/30,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,25.0,20.0,10.0,20.0,    0,"1,750", +  5
11917,106/10/03,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,10.0,20.0,    0,"1,850", +  6
11918,106/10/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,10.0,20.0,    0,"1,750", -  5
11919,106/10/07,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,10.0,20.0,    0,"1,850", +  6
11920,106/10/10,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,10.0,20.0,    0,"1,750", -  5
11921,106/10/14,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,22.0,15.0,8.0,15.0, - 25,"1,860", +  6
11922,106/10/17,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,760", -  5
11923,106/10/18,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,33.0,15.0,8.0,15.0,    0,"1,760",    0
11924,106/10/19,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,850", +  5
11925,106/10/20,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,750", -  5
11926,106/10/21,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,780", +  2
11927,106/10/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,760", -  1
11928,106/10/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,680", -  5
11929,106/10/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,750", +  4
11930,106/10/28,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,  -  ,"1,880",  -  
11931,106/10/31,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,15.0,8.0,15.0,    0,"1,750", -  7
11932,106/11/01,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0, + 33,"1,660", -  5
11933,106/11/02,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,20.0,12.0,20.0,    0,"1,750", +  5
11934,106/11/03,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,33.0,20.0,12.0,18.0, - 10,"1,560", - 11
11935,108/08/20,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,  -  ,"2,650",  -  
11936,108/08/21,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,650",    0
11937,108/08/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,350", - 11
11938,108/08/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460", +  5
11939,108/08/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460",    0
11940,108/08/27,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,38.0,25.0,15.0,25.0,    0,"2,460",    0
11941,108/08/28,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460",    0
11942,108/08/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,350", -  4
11943,108/08/30,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460", +  5
11944,108/08/31,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,760", + 12
11945,108/09/03,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460", - 11
11946,108/09/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460",    0
11947,108/09/05,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460",    0
11948,108/09/06,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,650", +  8
11949,108/09/07,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,450", -  8
11950,108/09/09,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460", +  0
11951,108/09/11,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460",    0
11952,108/09/12,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460",    0
11953,108/09/13,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460",    0
11954,108/09/17,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,350", -  4
11955,108/09/18,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,28.0,18.0,28.0, + 12,"2,650", + 13
11956,108/09/19,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0, - 11,"2,350", - 11
11957,108/09/20,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,460", +  5
11958,108/09/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,40.0,25.0,15.0,25.0,    0,"2,560", +  4
11959,108/09/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,17.0,25.0,    0,"2,650", +  4
11960,108/09/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,780", +  5
11961,108/09/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,16.0,25.0,    0,"2,750", -  1
11962,108/09/27,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,17.0,25.0,    0,"2,780", +  1
11963,108/10/01,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,17.0,25.0,    0,"2,680", -  4
11964,108/10/02,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,17.0,25.0,    0,"2,680",    0
11965,108/10/03,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,780", +  4
11966,108/10/04,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,780",    0
11967,108/10/05,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,760", -  1
11968,108/10/08,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,15.0,25.0,    0,"2,680", -  3
11969,108/10/09,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,15.0,25.0,    0,"2,780", +  4
11970,108/10/10,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,17.0,25.0,    0,"2,750", -  1
11971,108/10/11,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,750",    0
11972,108/10/12,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,780", +  1
11973,108/10/15,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,17.0,25.0,    0,"2,760", -  1
11974,108/10/16,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,22.0,16.0,22.0, - 12,"2,760",    0
11975,108/10/17,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0, + 14,"2,750", -  0
11976,108/10/18,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,15.0,25.0,    0,"2,780", +  1
11977,108/10/19,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,36.0,25.0,17.0,25.0,    0,"2,750", -  1
11978,108/10/22,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,680", -  3
11979,108/10/23,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,760", +  3
11980,108/10/24,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,30.0,20.0,12.0,20.0, - 20,"2,680", -  3
11981,108/10/25,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,55.0,25.0,15.0,25.0, + 25,"2,780", +  4
11982,108/10/26,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,35.0,25.0,15.0,25.0,    0,"2,680", -  4
11983,108/10/29,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,55.0,25.0,15.0,25.0,    0,"2,780", +  4
11984,108/10/30,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,50.0,25.0,15.0,25.0,    0,"2,750", -  1
11985,108/10/31,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,55.0,25.0,15.0,25.0,    0,"2,750",    0
11986,108/11/01,260 宜蘭市,A2 香蕉 芭蕉紅芭蕉 ,50.0,25.0,15.0,25.0,    0,"2,780", +  1
