2011年 日/月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
1,/,/,/,/,/,/,/,/,/,/,/,/
2,/,/,/,/,/,/,/,/,/,89,/,/
3,/,/,/,/,/,/,/,/,/,88,/,/
4,/,/,/,/,/,/,/,/,/,88,/,/
5,/,/,/,/,/,/,/,/,/,90,/,/
6,/,/,/,/,/,/,/,/,/,/,/,/
7,/,/,/,/,/,/,/,/,/,87,/,/
8,/,/,/,/,/,/,/,/,/,88,/,/
9,/,/,/,/,/,/,/,/,/,95,/,/
10,/,/,/,/,/,/,/,/,/,97,/,/
11,/,/,/,/,/,/,/,/,/,98,/,/
12,/,/,/,/,/,/,/,/,/,96,/,/
13,/,/,/,/,/,/,/,/,/,95,/,/
14,/,/,/,/,/,/,/,/,/,92,/,/
15,/,/,/,/,/,/,/,/,/,93,/,/
16,/,/,/,/,/,/,/,/,/,80,/,/
17,/,/,/,/,/,/,/,/,/,78,/,/
18,/,/,/,/,/,/,/,/,/,75,/,/
19,/,/,/,/,/,/,/,/,/,/,/,/
20,/,/,/,/,/,/,/,/,/,/,/,/
21,/,/,/,/,/,/,/,/,/,/,/,/
22,/,/,/,/,/,/,/,/,/,/,/,/
23,/,/,/,/,/,/,/,/,/,/,/,/
24,/,/,/,/,/,/,/,/,/,/,/,/
25,/,/,/,/,/,/,/,/,/,/,/,/
26,/,/,/,/,/,/,/,/,/,/,/,/
27,/,/,/,/,/,/,/,/,/,/,/,/
28,/,/,/,/,/,/,/,/,/,/,/,/
29,/,,/,/,/,/,/,/,/,/,/,/
30,/,,/,/,/,/,/,/,/,/,/,/
31,/,,/,,/,,/,/,,/,,/
平均,/,/,/,/,/,/,/,/,/,89.3,/,/
