日期,市場,平均價格(NTD/kg),成交量(kg),測站氣壓(hPa),相對溼度(%),氣溫(℃),露點溫度(℃),降水量(mm),60分鐘最大降水量(mm),日照時數(hr),颱風,近臺強度,警報發布報數,5日平均溫度(℃),3日平均降水量(mm),5日平均日照時數(hr)
2016-06-19,400 台中市,23.0,52355,902.5,84,23.5,20.5,0.0,0.0,7.0,0,0,0.0,23.0,17.33,4.72
2016-06-20,400 台中市,23.0,52355,901.2,81,23.5,19.9,22.0,21.0,7.2,0,0,0.0,23.12,7.33,5.3
2016-06-21,400 台中市,26.4,65268,901.5,80,23.0,19.4,1.0,1.0,5.3,0,0,0.0,23.1,7.67,5.64
2016-06-22,400 台中市,26.3,36320,901.3,81,24.5,21.0,0.0,0.0,9.1,0,0,0.0,23.5,7.67,6.6
2016-06-23,400 台中市,23.8,26850,900.5,88,23.3,21.0,12.5,12.5,5.2,0,0,0.0,23.56,4.5,6.76
2016-06-24,400 台中市,22.7,25952,900.5,82,23.2,19.9,27.5,25.5,5.0,0,0,0.0,23.5,13.33,6.36
2016-06-25,400 台中市,21.5,29491,901.2,81,24.1,20.5,1.0,0.5,4.7,0,0,0.0,23.62,13.67,5.86
2016-06-26,400 台中市,21.3,27636,901.6,85,23.5,20.9,1.0,1.0,4.3,0,0,0.0,23.72,9.83,5.66
2016-06-27,400 台中市,21.3,27636,900.7,82,24.1,20.6,2.0,1.5,7.6,0,0,0.0,23.64,1.33,5.36
2016-06-28,400 台中市,20.4,42659,902.2,84,24.0,21.0,0.0,0.0,4.3,0,0,0.0,23.78,1.0,5.18
2016-06-29,400 台中市,20.9,38813,903.8,86,24.0,21.4,19.5,10.5,5.5,0,0,0.0,23.94,7.17,5.28
2016-06-30,400 台中市,20.3,42954,903.4,83,23.2,20.1,10.0,10.0,5.3,0,0,0.0,23.76,9.83,5.4
2016-07-01,400 台中市,21.0,27772,901.7,86,23.0,20.5,3.0,2.5,5.4,0,0,0.0,23.66,10.83,5.62
2016-07-02,400 台中市,21.5,41145,901.8,87,22.9,20.6,6.5,4.0,4.4,0,0,0.0,23.42,6.5,4.98
2016-07-03,400 台中市,20.5,47921,901.8,86,22.7,20.3,45.0,26.5,3.6,0,0,0.0,23.16,18.17,4.84
2016-07-04,400 台中市,20.5,47921,900.5,86,22.8,20.2,19.0,11.0,5.4,1,3,25.0,22.92,23.5,4.82
2016-07-05,400 台中市,17.4,67848,900.6,88,23.3,21.2,0.0,0.0,7.1,1,3,25.0,22.94,21.33,5.18
2016-07-06,400 台中市,17.1,44700,899.4,84,23.9,21.0,3.0,2.5,6.0,1,3,25.0,23.12,7.33,5.3
2016-07-07,400 台中市,16.3,41860,894.0,89,23.4,21.4,0.0,0.0,1.7,1,3,25.0,23.22,1.0,4.76
2016-07-08,400 台中市,18.0,31443,884.2,82,22.9,19.5,2.0,1.5,0.0,1,3,25.0,23.26,1.67,4.04
2016-07-09,400 台中市,18.2,22617,890.0,88,22.8,20.6,1.0,1.0,2.0,0,0,0.0,23.26,1.0,3.36
2016-07-10,400 台中市,18.0,38090,893.9,87,22.9,20.6,14.5,14.5,2.4,0,0,0.0,23.18,5.83,2.42
2016-07-11,400 台中市,18.0,38090,896.2,87,22.0,19.8,0.0,0.0,1.3,0,0,0.0,22.8,5.17,1.48
2016-07-12,400 台中市,17.6,49361,897.6,85,22.6,19.9,0.0,0.0,2.7,0,0,0.0,22.64,4.83,1.68
2016-07-13,400 台中市,18.5,30015,899.1,85,23.5,20.8,12.0,12.0,6.2,0,0,0.0,22.76,4.0,2.92
2016-07-14,400 台中市,19.2,39195,900.2,90,23.3,21.4,17.0,17.0,5.3,0,0,0.0,22.86,9.67,3.58
2016-07-15,400 台中市,20.8,30808,899.7,85,24.0,21.3,0.0,0.0,8.1,0,0,0.0,23.08,9.67,4.72
2016-07-16,400 台中市,22.0,33922,900.6,88,23.7,21.4,0.0,0.0,6.7,0,0,0.0,23.42,5.67,5.8
2016-07-17,400 台中市,25.9,45486,900.9,85,23.3,20.6,0.0,0.0,4.2,0,0,0.0,23.56,0.0,6.1
2016-07-18,400 台中市,25.9,45486,900.3,83,22.2,19.2,7.5,3.5,3.8,0,0,0.0,23.3,2.5,5.62
2016-07-19,400 台中市,25.9,83467,901.1,82,21.9,18.7,67.5,52.5,5.3,0,0,0.0,23.02,25.0,5.62
2016-07-20,400 台中市,26.5,35859,902.3,79,23.3,19.4,0.5,0.5,7.5,0,0,0.0,22.88,25.17,5.5
2016-07-21,400 台中市,21.9,35874,902.6,83,24.1,21.0,0.0,0.0,8.9,0,0,0.0,22.96,22.67,5.94
2016-07-22,400 台中市,21.4,34352,901.6,82,24.4,21.0,0.0,0.0,8.4,0,0,0.0,23.18,0.17,6.78
2016-07-23,400 台中市,22.2,31395,900.6,79,24.2,20.3,0.0,0.0,8.6,0,0,0.0,23.58,0.0,7.74
2016-07-24,400 台中市,22.5,38166,900.6,82,23.8,20.4,0.0,0.0,3.6,0,0,0.0,23.96,0.0,7.4
2016-07-25,400 台中市,22.5,38166,900.6,80,23.6,19.9,0.0,0.0,2.6,0,0,0.0,24.02,0.0,6.42
2016-07-26,400 台中市,25.0,40780,900.4,84,23.7,20.8,0.0,0.0,3.9,0,0,0.0,23.94,0.0,5.42
2016-07-27,400 台中市,25.8,32155,901.0,81,24.0,20.4,0.0,0.0,8.0,0,0,0.0,23.86,0.0,5.34
2016-07-28,400 台中市,25.0,39809,900.4,80,24.3,20.5,0.5,0.5,11.2,0,0,0.0,23.88,0.17,5.86
2016-07-29,400 台中市,25.9,28308,899.6,79,24.2,20.2,6.5,6.0,9.6,0,0,0.0,23.96,2.33,7.06
2016-07-30,400 台中市,26.5,26941,898.3,84,23.3,20.4,0.0,0.0,6.1,0,0,0.0,23.9,2.33,7.76
2016-07-31,400 台中市,26.6,22875,895.8,77,25.2,20.5,0.0,0.0,6.7,0,0,0.0,24.2,2.17,8.32
2016-08-01,400 台中市,26.6,22875,894.2,73,23.7,18.5,3.0,2.5,1.3,0,0,0.0,24.14,1.0,6.98
2016-08-02,400 台中市,25.7,68357,898.2,85,22.7,20.0,22.5,18.5,3.7,0,0,0.0,23.82,8.5,5.48
2016-08-03,400 台中市,26.4,33960,900.4,85,23.3,20.6,0.0,0.0,4.6,0,0,0.0,23.64,8.5,4.48
2016-08-04,400 台中市,26.1,36893,900.7,88,23.9,21.7,0.0,0.0,5.5,0,0,0.0,23.76,7.5,4.36
2016-08-05,400 台中市,26.7,25012,899.3,86,23.9,21.4,0.0,0.0,7.1,0,0,0.0,23.5,0.0,4.44
2016-08-06,400 台中市,28.7,23425,895.5,89,22.8,20.8,8.0,7.5,3.6,0,0,0.0,23.32,2.67,4.9
2016-08-07,400 台中市,31.8,26546,894.1,87,23.3,21.0,4.0,4.0,3.4,0,0,0.0,23.44,4.0,4.84
2016-08-08,400 台中市,31.8,26546,894.4,88,23.4,21.3,0.0,0.0,4.8,0,0,0.0,23.46,4.0,4.88
2016-08-09,400 台中市,33.9,37065,893.7,85,23.5,20.9,1.5,1.0,4.8,0,0,0.0,23.38,1.83,4.74
2016-08-10,400 台中市,33.3,21750,894.7,80,23.3,19.7,9.0,9.0,6.4,0,0,0.0,23.26,3.5,4.6
2016-08-11,400 台中市,31.6,25150,894.2,92,22.5,21.2,12.5,6.0,0.2,0,0,0.0,23.2,7.67,3.92
2016-08-12,400 台中市,30.7,21972,894.8,99,21.3,21.2,32.0,18.0,0.2,0,0,0.0,22.8,17.83,3.28
2016-08-13,400 台中市,34.4,17880,894.1,91,21.7,20.1,3.0,1.5,0.3,0,0,0.0,22.46,15.83,2.38
2016-08-14,400 台中市,36.8,18888,893.7,91,23.3,21.6,0.0,0.0,4.4,0,0,0.0,22.42,11.67,2.3
2016-08-15,400 台中市,36.8,18888,893.4,88,22.6,20.5,0.0,0.0,1.6,0,0,0.0,22.28,1.0,1.34
2016-08-16,400 台中市,40.7,55542,893.6,89,21.9,19.9,3.0,1.5,1.1,0,0,0.0,22.16,1.0,1.52
2016-08-17,400 台中市,42.1,17722,894.1,88,22.4,20.2,12.5,9.0,4.8,0,0,0.0,22.38,5.17,2.44
2016-08-18,400 台中市,42.1,17722,895.3,83,22.9,19.8,0.0,0.0,4.9,0,0,0.0,22.62,5.17,3.36
2016-08-19,400 台中市,42.1,17722,896.9,84,22.4,19.7,13.0,12.5,5.7,0,0,0.0,22.44,8.5,3.62
2016-08-20,400 台中市,39.3,29443,896.4,81,23.3,19.7,2.5,2.0,8.1,0,0,0.0,22.58,5.17,4.92
2016-08-21,400 台中市,42.4,27030,895.3,88,23.2,21.1,0.0,0.0,4.8,0,0,0.0,22.84,5.17,5.66
2016-08-22,400 台中市,42.4,27030,896.4,87,23.9,21.6,0.0,0.0,4.3,0,0,0.0,23.14,0.83,5.56
2016-08-23,400 台中市,41.8,36114,895.9,85,24.6,21.8,0.0,0.0,5.5,0,0,0.0,23.48,0.0,5.68
2016-08-24,400 台中市,42.1,13280,895.4,86,24.2,21.7,0.0,0.0,2.7,0,0,0.0,23.84,0.0,5.08
2016-08-25,400 台中市,40.2,20862,895.8,86,24.1,21.5,0.0,0.0,5.1,0,0,0.0,24.0,0.0,4.48
2016-08-26,400 台中市,42.8,19320,896.5,83,24.2,21.1,0.0,0.0,6.1,0,0,0.0,24.2,0.0,4.74
2016-08-27,400 台中市,44.7,15913,897.4,82,24.4,21.1,0.0,0.0,7.1,0,0,0.0,24.3,0.0,5.3
2016-08-28,400 台中市,43.3,19541,896.8,86,23.1,20.5,13.5,13.5,4.0,0,0,0.0,24.0,4.5,5.0
2016-08-29,400 台中市,43.3,19541,897.1,88,22.6,20.5,37.5,26.5,2.5,0,0,0.0,23.68,17.0,4.96
2016-08-30,400 台中市,41.1,35307,897.7,89,20.5,18.6,1.8,0.8,0.0,0,0,0.0,22.96,17.6,3.94
2016-08-31,400 台中市,42.6,36604,897.0,82,22.1,18.8,0.0,0.0,6.5,0,0,0.0,22.54,13.1,4.02
2016-09-01,400 台中市,41.0,36999,896.4,79,22.6,18.7,0.0,0.0,7.8,0,0,0.0,22.18,0.6,4.16
2016-09-02,400 台中市,42.5,25069,895.6,86,22.1,19.6,2.0,2.0,2.2,0,0,0.0,21.98,0.67,3.8
2016-09-03,400 台中市,42.5,21870,896.0,90,21.9,20.1,6.5,6.5,0.4,0,0,0.0,21.84,2.83,3.38
2016-09-04,400 台中市,43.7,24770,896.9,91,22.7,21.1,9.5,6.0,3.6,0,0,0.0,22.28,6.0,4.1
2016-09-05,400 台中市,43.7,24770,897.6,87,22.8,20.4,0.0,0.0,5.6,0,0,0.0,22.42,5.33,3.92
2016-09-06,400 台中市,39.7,31882,899.0,92,21.8,20.4,16.0,7.5,0.7,0,0,0.0,22.26,8.5,2.5
2016-09-07,400 台中市,41.4,22921,899.9,92,20.5,19.1,12.5,3.0,0.5,0,0,0.0,21.94,9.5,2.16
2016-09-08,400 台中市,38.2,28089,900.4,84,21.8,18.9,0.0,0.0,0.2,0,0,0.0,21.92,9.5,2.12
2016-09-09,400 台中市,38.7,24947,900.6,86,21.8,19.3,3.0,1.5,0.4,0,0,0.0,21.74,5.17,1.48
2016-09-10,400 台中市,37.9,24364,900.0,87,22.0,19.7,0.0,0.0,2.5,1,3,21.0,21.58,1.0,0.86
2016-09-11,400 台中市,38.5,18190,900.5,84,23.0,20.0,0.0,0.0,5.5,1,3,21.0,21.82,1.0,1.82
2016-09-12,400 台中市,38.5,18190,901.4,83,23.5,20.3,0.0,0.0,4.8,1,3,21.0,22.42,0.0,2.68
2016-09-13,400 台中市,34.3,49104,898.8,80,24.2,20.3,0.0,0.0,3.9,1,2,20.0,22.9,0.0,3.42
2016-09-13,400 台中市,34.3,49104,898.8,80,24.2,20.3,0.0,0.0,3.9,1,3,21.0,23.38,0.0,4.12
2016-09-14,400 台中市,34.5,34600,889.7,73,22.2,16.7,22.5,6.0,0.0,1,2,20.0,23.42,7.5,3.62
2016-09-14,400 台中市,34.5,34600,889.7,73,22.2,16.7,22.5,6.0,0.0,1,3,21.0,23.26,15.0,2.52
2016-09-15,400 台中市,31.0,31235,896.7,86,20.4,18.1,23.0,6.5,1.0,1,2,20.0,22.64,22.67,1.76
2016-09-16,400 台中市,31.0,31235,896.9,81,22.3,18.8,5.0,5.0,6.1,1,2,20.0,22.26,16.83,2.2
2016-09-17,400 台中市,31.0,31235,895.2,95,20.5,19.6,41.5,9.0,0.0,1,2,20.0,21.52,23.17,1.42
2016-09-18,400 台中市,33.7,36945,897.5,87,22.0,19.7,8.5,8.0,2.2,0,0,0.0,21.48,18.33,1.86
2016-09-19,400 台中市,33.7,36945,898.5,86,21.7,19.3,0.0,0.0,0.2,0,0,0.0,21.38,16.67,1.9
2016-09-20,400 台中市,32.8,42834,901.4,81,21.9,18.6,0.0,0.0,6.1,0,0,0.0,21.68,2.83,2.92
2016-09-21,400 台中市,33.4,29665,903.9,78,22.5,18.5,0.0,0.0,5.8,0,0,0.0,21.72,0.0,2.86
2016-09-22,400 台中市,30.8,33895,903.3,76,23.0,18.4,0.0,0.0,7.9,0,0,0.0,22.22,0.0,4.44
2016-09-23,400 台中市,32.4,24135,901.9,80,22.4,18.8,4.0,3.0,3.0,1,2,23.0,22.3,1.33,4.6
2016-09-24,400 台中市,32.3,19667,900.4,81,22.9,19.4,0.0,0.0,6.4,1,2,23.0,22.54,1.33,5.84
2016-09-25,400 台中市,31.7,25733,899.3,81,23.1,19.5,0.0,0.0,8.2,1,2,23.0,22.78,1.33,6.26
2016-09-26,400 台中市,31.7,25733,895.3,83,22.6,19.5,0.0,0.0,3.9,1,2,23.0,22.8,0.0,5.88
2016-09-27,400 台中市,30.4,47618,875.8,93,20.9,19.6,73.0,9.0,0.0,1,2,23.0,22.38,24.33,4.3
2016-09-28,400 台中市,30.5,10969,890.8,86,21.7,19.3,23.5,6.0,0.7,0,0,0.0,22.24,32.17,3.84
2016-09-29,400 台中市,32.7,27489,898.2,83,22.0,18.9,3.0,1.0,1.2,0,0,0.0,22.06,33.17,2.8
2016-09-30,400 台中市,33.2,46180,900.3,82,21.4,18.2,4.5,2.5,2.1,0,0,0.0,21.72,10.33,1.58
2016-10-01,400 台中市,30.6,51456,901.2,78,21.4,17.5,1.0,0.5,0.6,0,0,0.0,21.48,2.83,0.92
2016-10-02,400 台中市,31.0,34378,900.6,77,22.6,18.3,0.0,0.0,8.7,0,0,0.0,21.82,1.83,2.66
2016-10-03,400 台中市,31.0,34378,898.3,76,22.8,18.3,0.0,0.0,9.6,1,1,10.0,22.04,0.33,4.44
2016-10-04,400 台中市,32.0,64412,898.7,75,22.5,17.9,0.0,0.0,6.5,1,1,10.0,22.14,0.0,5.5
2016-10-05,400 台中市,35.8,35330,899.2,79,22.6,18.6,0.1,0.1,2.9,1,1,10.0,22.38,0.03,5.66
2016-10-06,400 台中市,35.8,18512,898.6,72,23.1,17.5,4.5,2.0,3.6,1,1,10.0,22.72,1.53,6.26
2016-10-07,400 台中市,31.4,30212,898.8,81,20.4,17.0,16.0,4.0,0.0,1,1,10.0,22.28,6.87,4.52
2016-10-08,400 台中市,28.8,29861,899.4,85,20.3,17.7,18.0,10.0,0.0,0,0,0.0,21.78,12.83,2.6
2016-10-09,400 台中市,36.0,37885,898.8,83,20.5,17.5,22.0,15.5,0.0,0,0,0.0,21.38,18.67,1.3
2016-10-10,400 台中市,36.0,37885,899.8,79,21.5,17.8,0.0,0.0,0.7,0,0,0.0,21.16,13.33,0.86
2016-10-11,400 台中市,33.2,40789,901.0,80,21.9,18.3,9.5,5.0,4.6,0,0,0.0,20.92,10.5,1.06
2016-10-12,400 台中市,35.8,30409,902.3,81,21.6,18.2,0.0,0.0,4.5,0,0,0.0,21.16,3.17,1.96
2016-10-13,400 台中市,34.4,40411,902.4,83,20.9,17.9,0.0,0.0,1.3,0,0,0.0,21.28,3.17,2.22
2016-10-14,400 台中市,38.4,51389,901.6,79,21.6,17.8,0.0,0.0,4.4,0,0,0.0,21.5,0.0,3.1
2016-10-15,400 台中市,36.3,47188,901.0,80,22.4,18.6,0.0,0.0,8.3,0,0,0.0,21.68,0.0,4.62
2016-10-16,400 台中市,44.3,33015,900.9,74,23.1,18.0,0.0,0.0,7.0,0,0,0.0,21.92,0.0,5.1
2016-10-17,400 台中市,44.3,33015,900.7,73,23.1,17.8,0.0,0.0,8.3,0,0,0.0,22.22,0.0,5.86
2016-10-18,400 台中市,41.1,37159,901.7,88,22.5,20.3,0.0,0.0,3.6,0,0,0.0,22.54,0.0,6.32
2016-10-19,400 台中市,43.8,44821,899.5,88,22.7,20.5,0.0,0.0,4.7,0,0,0.0,22.76,0.0,6.38
2016-10-20,400 台中市,40.8,29078,895.7,52,26.2,15.5,0.0,0.0,4.5,0,0,0.0,23.52,0.0,5.62
2016-10-21,400 台中市,43.4,33902,899.0,82,23.0,19.6,0.0,0.0,2.9,0,0,0.0,23.5,0.0,4.8
2016-10-22,400 台中市,39.5,32612,901.1,87,23.0,20.7,2.0,2.0,4.6,0,0,0.0,23.48,0.67,4.06
2016-10-23,400 台中市,42.0,29752,901.4,90,22.4,20.5,2.5,2.5,5.7,0,0,0.0,23.46,1.5,4.48
2016-10-24,400 台中市,42.0,29752,902.4,90,22.2,20.4,0.0,0.0,4.9,0,0,0.0,23.36,1.5,4.52
2016-10-25,400 台中市,40.0,56358,903.9,88,22.6,20.4,0.0,0.0,7.3,0,0,0.0,22.64,0.83,5.08
2016-10-26,400 台中市,40.4,31897,906.1,86,23.0,20.4,0.0,0.0,6.8,0,0,0.0,22.64,0.0,5.86
2016-10-27,400 台中市,38.0,27330,906.3,84,22.5,19.5,0.0,0.0,6.6,0,0,0.0,22.54,0.0,6.26
2016-10-28,400 台中市,39.8,26544,905.1,82,22.3,18.9,0.0,0.0,6.8,0,0,0.0,22.52,0.0,6.48
2016-10-29,400 台中市,38.6,37824,906.0,86,21.4,18.9,0.0,0.0,4.2,0,0,0.0,22.36,0.0,6.34
2016-10-30,400 台中市,39.4,41592,907.1,87,21.7,19.2,0.0,0.0,4.3,0,0,0.0,22.18,0.0,5.74
2016-10-31,400 台中市,39.4,41592,906.9,85,21.0,18.3,0.0,0.0,7.5,0,0,0.0,21.78,0.0,5.88
2016-11-01,400 台中市,39.2,60949,905.8,88,19.6,17.6,0.0,0.0,1.9,0,0,0.0,21.2,0.0,4.94
2016-11-02,400 台中市,41.9,27424,905.6,86,18.9,16.4,0.0,0.0,6.6,0,0,0.0,20.52,0.0,4.9
2016-11-03,400 台中市,37.1,30644,904.5,88,17.8,15.7,0.0,0.0,0.0,0,0,0.0,19.8,0.0,4.06
2016-11-04,400 台中市,38.6,27090,902.5,83,18.1,15.0,0.0,0.0,5.2,0,0,0.0,19.08,0.0,4.24
2016-11-05,400 台中市,35.5,17811,901.8,81,18.8,15.2,0.0,0.0,10.1,0,0,0.0,18.64,0.0,4.76
2016-11-06,400 台中市,40.0,16914,904.3,80,19.4,15.7,0.0,0.0,6.6,0,0,0.0,18.6,0.0,5.7
2016-11-07,400 台中市,40.0,16914,906.1,73,19.8,14.7,0.0,0.0,6.7,0,0,0.0,18.78,0.0,5.72
2016-11-08,400 台中市,38.3,45295,905.8,77,19.6,15.3,0.0,0.0,7.9,0,0,0.0,19.14,0.0,7.3
2016-11-09,400 台中市,37.9,22743,905.3,87,18.7,16.3,0.0,0.0,2.7,0,0,0.0,19.26,0.0,6.8
2016-11-10,400 台中市,44.2,20255,905.9,93,17.2,16.1,0.5,0.5,0.0,0,0,0.0,18.94,0.17,4.78
2016-11-11,400 台中市,47.7,20547,905.9,89,18.0,16.2,0.0,0.0,0.2,0,0,0.0,18.66,0.17,3.5
2016-11-12,400 台中市,48.9,32410,907.0,83,19.4,16.4,0.0,0.0,2.5,0,0,0.0,18.58,0.17,2.66
2016-11-13,400 台中市,49.3,33610,906.1,80,20.3,16.5,0.0,0.0,9.7,0,0,0.0,18.72,0.0,3.02
2016-11-14,400 台中市,49.3,33610,904.8,82,20.7,17.3,0.0,0.0,9.8,0,0,0.0,19.12,0.0,4.44
2016-11-15,400 台中市,48.9,46596,905.0,69,21.5,15.1,0.0,0.0,10.3,0,0,0.0,19.98,0.0,6.5
2016-11-16,400 台中市,49.8,20785,905.6,81,19.7,16.1,0.0,0.0,8.9,0,0,0.0,20.32,0.0,8.24
2016-11-17,400 台中市,48.4,22038,905.4,75,20.1,15.2,0.0,0.0,10.0,0,0,0.0,20.46,0.0,9.74
2016-11-18,400 台中市,54.0,14415,904.1,71,19.7,14.3,0.0,0.0,1.4,0,0,0.0,20.34,0.0,8.08
2016-11-19,400 台中市,53.1,24771,904.0,63,21.9,14.3,0.0,0.0,9.4,0,0,0.0,20.58,0.0,8.0
2016-11-20,400 台中市,53.2,15965,903.5,68,21.3,15.1,1.0,1.0,5.2,0,0,0.0,20.54,0.33,6.98
2016-11-21,400 台中市,53.2,15965,903.2,82,20.1,16.8,5.5,4.5,2.0,0,0,0.0,20.62,2.17,5.6
2016-11-22,400 台中市,52.2,34527,903.1,86,19.0,16.5,3.0,1.0,0.0,0,0,0.0,20.4,3.17,3.6
2016-11-23,400 台中市,48.7,19433,904.2,92,17.0,15.7,20.0,4.5,0.0,0,0,0.0,19.86,9.5,3.32
2016-11-24,400 台中市,52.1,16884,904.2,82,18.6,15.4,0.0,0.0,7.0,0,0,0.0,19.2,7.67,2.84
2016-11-25,400 台中市,54.2,14564,903.9,81,19.2,15.7,0.0,0.0,6.8,0,0,0.0,18.78,6.67,3.16
2016-11-26,400 台中市,55.4,21945,903.3,90,17.4,15.8,0.0,0.0,2.4,0,0,0.0,18.24,0.0,3.24
2016-11-27,400 台中市,52.6,26955,902.7,93,15.3,14.2,34.5,9.5,0.0,0,0,0.0,17.5,11.5,3.24
2016-11-28,400 台中市,52.6,26955,905.3,84,16.1,13.4,0.0,0.0,1.9,0,0,0.0,17.32,11.5,3.62
2016-11-29,400 台中市,60.2,57822,908.3,84,16.5,13.7,0.0,0.0,1.5,0,0,0.0,16.9,11.5,2.52
2016-11-30,400 台中市,58.4,26548,908.3,88,16.7,14.6,3.5,2.0,0.1,0,0,0.0,16.4,1.17,1.18
2016-12-01,400 台中市,62.1,13875,907.7,81,18.8,15.2,0.0,0.0,7.7,0,0,0.0,16.68,1.17,2.24
2016-12-02,400 台中市,59.6,14915,908.0,83,18.6,15.6,0.0,0.0,4.8,0,0,0.0,17.34,1.17,3.2
2016-12-03,400 台中市,62.9,19005,907.2,73,20.0,14.7,0.0,0.0,7.3,0,0,0.0,18.12,0.0,4.28
2016-12-04,400 台中市,58.6,16155,905.6,72,20.3,15.0,0.0,0.0,9.0,0,0,0.0,18.88,0.0,5.78
2016-12-05,400 台中市,58.6,16155,905.7,73,20.1,15.0,0.0,0.0,6.1,0,0,0.0,19.56,0.0,6.98
2016-12-06,400 台中市,55.7,21222,905.8,86,18.0,15.6,0.0,0.0,0.1,0,0,0.0,19.4,0.0,5.46
2016-12-07,400 台中市,63.5,18093,904.8,92,16.8,15.4,0.0,0.0,0.0,0,0,0.0,19.04,0.0,4.5
2016-12-08,400 台中市,60.1,14340,902.4,86,17.1,14.7,0.0,0.0,4.3,0,0,0.0,18.46,0.0,3.9
2016-12-09,400 台中市,67.3,13785,901.7,70,18.1,12.3,0.0,0.0,9.2,0,0,0.0,18.02,0.0,3.94
2016-12-10,400 台中市,67.4,16859,903.1,72,17.7,12.4,0.0,0.0,9.6,0,0,0.0,17.54,0.0,4.64
2016-12-11,400 台中市,66.8,22035,903.3,81,16.7,13.2,0.0,0.0,7.6,0,0,0.0,17.28,0.0,6.14
2016-12-12,400 台中市,66.8,22035,903.8,77,16.8,12.7,0.0,0.0,6.6,0,0,0.0,17.28,0.0,7.46
2016-12-13,400 台中市,70.8,47654,903.2,56,18.7,9.7,0.0,0.0,8.6,0,0,0.0,17.6,0.0,8.32
2016-12-14,400 台中市,68.5,15345,904.3,64,17.2,10.1,0.0,0.0,9.0,0,0,0.0,17.42,0.0,8.28
2016-12-15,400 台中市,64.9,15473,906.3,84,14.6,11.9,0.0,0.0,1.1,0,0,0.0,16.8,0.0,6.58
2016-12-16,400 台中市,69.8,16570,907.7,89,12.0,10.3,0.0,0.0,0.0,0,0,0.0,15.86,0.0,5.06
2016-12-17,400 台中市,68.7,9131,908.3,81,13.2,10.0,0.0,0.0,3.1,0,0,0.0,15.14,0.0,4.36
2016-12-18,400 台中市,73.7,14082,908.2,68,15.5,9.4,0.0,0.0,7.7,0,0,0.0,14.5,0.0,4.18
2016-12-19,400 台中市,73.7,14082,906.3,53,18.5,8.3,0.0,0.0,9.6,0,0,0.0,14.76,0.0,4.3
2016-12-20,400 台中市,69.5,23274,905.3,47,21.3,9.3,0.0,0.0,9.1,0,0,0.0,16.1,0.0,5.9
2016-12-21,400 台中市,77.1,16260,905.4,61,20.4,12.2,0.0,0.0,4.7,0,0,0.0,17.78,0.0,6.84
2016-12-22,400 台中市,72.6,9480,904.6,75,18.9,14.3,0.0,0.0,1.7,0,0,0.0,18.92,0.0,6.56
2016-12-23,400 台中市,75.0,12291,904.8,78,18.6,14.5,0.0,0.0,5.8,0,0,0.0,19.54,0.0,6.18
2016-12-24,400 台中市,72.7,14520,905.6,81,16.3,13.0,0.0,0.0,5.3,0,0,0.0,19.1,0.0,5.32
2016-12-25,400 台中市,71.5,11317,905.5,82,16.6,13.3,0.0,0.0,8.2,0,0,0.0,18.16,0.0,5.14
2016-12-26,400 台中市,71.5,11317,904.0,72,17.6,12.3,0.0,0.0,9.6,0,0,0.0,17.6,0.0,6.12
2016-12-27,400 台中市,74.9,25713,903.4,70,15.8,10.0,0.0,0.0,4.6,0,0,0.0,16.98,0.0,6.7
2016-12-28,400 台中市,81.4,24768,905.8,93,12.6,11.5,21.5,3.5,0.0,0,0,0.0,15.78,7.17,5.54
2016-12-29,400 台中市,77.2,11257,907.1,88,13.6,11.7,0.0,0.0,0.0,0,0,0.0,15.24,7.17,4.48
2016-12-30,400 台中市,80.6,11625,908.4,88,15.0,13.0,0.0,0.0,1.1,0,0,0.0,14.92,7.17,3.06
2016-12-31,400 台中市,80.6,9627,908.3,84,16.2,13.3,0.0,0.0,7.9,0,0,0.0,14.64,0.0,2.72
2017-01-01,400 台中市,77.7,15715,907.8,77,16.9,12.6,0.0,0.0,9.6,0,0,0.0,14.86,0.0,3.72
2017-01-02,400 台中市,77.7,15715,906.9,76,17.0,12.3,0.0,0.0,9.7,0,0,0.0,15.74,0.0,5.66
2017-01-03,400 台中市,87.7,17070,906.3,81,16.4,13.1,0.0,0.0,5.3,0,0,0.0,16.3,0.0,6.72
2017-01-04,400 台中市,78.1,12960,905.3,86,16.5,14.0,0.0,0.0,4.3,0,0,0.0,16.6,0.0,7.36
2017-01-05,400 台中市,83.0,9030,904.6,84,16.3,13.5,0.0,0.0,2.9,0,0,0.0,16.62,0.0,6.36
2017-01-06,400 台中市,80.3,12835,903.4,79,16.9,13.3,0.0,0.0,7.2,0,0,0.0,16.62,0.0,5.88
2017-01-07,400 台中市,81.4,8515,902.2,77,16.7,12.6,0.0,0.0,2.6,0,0,0.0,16.56,0.0,4.46
2017-01-08,400 台中市,78.3,7200,901.6,75,18.0,13.4,0.0,0.0,7.4,0,0,0.0,16.88,0.0,4.88
2017-01-09,400 台中市,78.3,7200,903.0,70,17.4,11.8,0.0,0.0,9.8,0,0,0.0,17.06,0.0,5.98
2017-01-10,400 台中市,77.9,22343,905.1,71,16.0,10.7,0.0,0.0,7.4,0,0,0.0,17.0,0.0,6.88
2017-01-11,400 台中市,78.5,19053,904.9,65,16.7,9.7,0.0,0.0,9.2,0,0,0.0,16.96,0.0,7.28
