2018年 日/月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
1,/,/,/,/,/,/,/,/,/,/,/,13.5
2,/,/,/,/,/,/,/,/,/,/,/,17.6
3,/,/,/,/,/,/,/,/,/,/,/,11.6
4,/,/,/,/,/,/,/,/,/,/,/,13.0
5,/,/,/,/,/,/,/,/,/,/,/,24.3
6,/,/,/,/,/,/,/,/,/,/,/,18.9
7,/,/,/,/,/,/,/,/,/,/,/,27.6
8,/,/,/,/,/,/,/,/,/,/,/,26.0
9,/,/,/,/,/,/,/,/,/,/,/,21.5
10,/,/,/,/,/,/,/,/,/,/,/,23.0
11,/,/,/,/,/,/,/,/,/,/,/,20.0
12,/,/,/,/,/,/,/,/,/,/,/,27.2
13,/,/,/,/,/,/,/,/,/,/,/,24.1
14,/,/,/,/,/,/,/,/,/,/,/,21.9
15,/,/,/,/,/,/,/,/,/,/,/,25.6
16,/,/,/,/,/,/,/,/,/,/,/,7.7
17,/,/,/,/,/,/,/,/,/,/,/,21.6
18,/,/,/,/,/,/,/,/,/,/,/,/
19,/,/,/,/,/,/,/,/,/,/,/,/
20,/,/,/,/,/,/,/,/,/,/,/,/
21,/,/,/,/,/,/,/,/,/,/,/,/
22,/,/,/,/,/,/,/,/,/,/,/,/
23,/,/,/,/,/,/,/,/,/,/,/,/
24,/,/,/,/,/,/,/,/,/,/,/,/
25,/,/,/,/,/,/,/,/,/,/,/,/
26,/,/,/,/,/,/,/,/,/,/,15.6,/
27,/,/,/,/,/,/,/,/,/,/,17.6,/
28,/,/,/,/,/,/,/,/,/,/,18.2,/
29,/,,/,/,/,/,/,/,/,/,23.2,/
30,/,,/,/,/,/,/,/,/,/,21.2,/
31,/,,/,,/,,/,/,,/,,/
平均,/,/,/,/,/,/,/,/,/,/,19.2,20.3
