2018年 日/月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
1,/,/,/,/,/,/,/,/,/,/,/,1018.1
2,/,/,/,/,/,/,/,/,/,/,/,1015.8
3,/,/,/,/,/,/,/,/,/,/,/,1016.4
4,/,/,/,/,/,/,/,/,/,/,/,1015.9
5,/,/,/,/,/,/,/,/,/,/,/,1014.5
6,/,/,/,/,/,/,/,/,/,/,/,1014.6
7,/,/,/,/,/,/,/,/,/,/,/,1015.9
8,/,/,/,/,/,/,/,/,/,/,/,1016.8
9,/,/,/,/,/,/,/,/,/,/,/,1017.9
10,/,/,/,/,/,/,/,/,/,/,/,1016.3
11,/,/,/,/,/,/,/,/,/,/,/,1015.9
12,/,/,/,/,/,/,/,/,/,/,/,1019.6
13,/,/,/,/,/,/,/,/,/,/,/,1021.2
14,/,/,/,/,/,/,/,/,/,/,/,1021.3
15,/,/,/,/,/,/,/,/,/,/,/,1020.4
16,/,/,/,/,/,/,/,/,/,/,/,1019.8
17,/,/,/,/,/,/,/,/,/,/,/,1019.6
18,/,/,/,/,/,/,/,/,/,/,/,/
19,/,/,/,/,/,/,/,/,/,/,/,/
20,/,/,/,/,/,/,/,/,/,/,/,/
21,/,/,/,/,/,/,/,/,/,/,/,/
22,/,/,/,/,/,/,/,/,/,/,/,/
23,/,/,/,/,/,/,/,/,/,/,/,/
24,/,/,/,/,/,/,/,/,/,/,/,/
25,/,/,/,/,/,/,/,/,/,/,/,/
26,/,/,/,/,/,/,/,/,/,/,1016.9,/
27,/,/,/,/,/,/,/,/,/,/,1016.5,/
28,/,/,/,/,/,/,/,/,/,/,1017.5,/
29,/,,/,/,/,/,/,/,/,/,1019.5,/
30,/,,/,/,/,/,/,/,/,/,1019.6,/
31,/,,/,,/,,/,/,,/,,/
平均,/,/,/,/,/,/,/,/,/,/,1018,1017.6
