ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,763.7 ,3115.8 ,764.5 ,2021-01-01 08:48 ,762.5 ,2021-01-01 14:17 ,4.5 ,9.2 ,2021-01-01 14:05 ,-0.9 ,2021-01-01 01:45 ,-5.4 ,50 ,20 ,2021-01-01 03:12 ,1.2 ,170 ,7.9 ,150 ,2021-01-01 17:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.3 ,54.3 ,19.00 ,28.3 ,1.4 ,... ,... ,1.5 
02,764.4 ,3128.5 ,765.4 ,2021-01-02 22:39 ,763.1 ,2021-01-02 14:23 ,6.4 ,9.9 ,2021-01-02 09:29 ,2.0 ,2021-01-02 03:29 ,-4.3 ,48 ,27 ,2021-01-02 20:38 ,0.9 ,200 ,6.9 ,150 ,2021-01-02 20:00 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.3 ,87.1 ,18.90 ,30.0 ,1.7 ,... ,... ,0.0 
03,766.3 ,3156.5 ,767.4 ,2021-01-03 09:00 ,765.1 ,2021-01-03 14:21 ,9.1 ,13.8 ,2021-01-03 12:10 ,4.5 ,2021-01-03 02:47 ,-9.7 ,30 ,7 ,2021-01-03 03:47 ,0.9 ,210 ,6.2 ,160 ,2021-01-03 03:13 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.4 ,87.9 ,19.00 ,30.0 ,2.4 ,... ,... ,0.0 
04,766.6 ,3160.3 ,767.9 ,2021-01-04 08:50 ,765.6 ,2021-01-04 14:07 ,8.7 ,12.1 ,2021-01-04 12:45 ,5.7 ,2021-01-04 06:36 ,3.4 ,70 ,45 ,2021-01-04 23:56 ,1.0 ,240 ,5.6 ,150 ,2021-01-04 01:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.9 ,83.2 ,18.23 ,30.0 ,1.7 ,... ,... ,0.3 
05,765.4 ,3149.4 ,767.0 ,2021-01-05 08:41 ,764.3 ,2021-01-05 13:53 ,9.4 ,13.7 ,2021-01-05 09:32 ,6.6 ,2021-01-05 02:02 ,-0.6 ,57 ,9 ,2021-01-05 07:15 ,1.2 ,180 ,7.9 ,280 ,2021-01-05 22:36 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.0 ,74.7 ,17.92 ,30.0 ,2.0 ,... ,... ,1.5 
06,763.6 ,3128.8 ,765.0 ,2021-01-06 08:33 ,762.1 ,2021-01-06 14:54 ,9.2 ,13.1 ,2021-01-06 11:37 ,5.7 ,2021-01-06 06:42 ,3.8 ,71 ,45 ,2021-01-06 10:46 ,1.0 ,20 ,8.0 ,250 ,2021-01-06 14:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.7 ,62.5 ,16.98 ,30.0 ,-1.5 ,... ,... ,3.5 
07,763.0 ,3115.9 ,764.4 ,2021-01-07 09:34 ,761.7 ,2021-01-07 14:35 ,5.6 ,7.4 ,2021-01-07 08:58 ,2.3 ,2021-01-07 19:11 ,5.2 ,98 ,75 ,2021-01-07 22:35 ,1.1 ,10 ,9.9 ,240 ,2021-01-07 12:19 ,3.5 ,6.0 ,0.5 ,2021-01-07 10:28 ,2.0 ,2021-01-07 13:05 ,0.0 ,0.0 ,3.21 ,5.8 ,-1.7 ,... ,... ,5.8 
08,762.4 ,3102.9 ,764.1 ,2021-01-08 09:35 ,761.2 ,2021-01-08 15:11 ,3.6 ,5.0 ,2021-01-08 10:50 ,1.9 ,2021-01-08 22:50 ,3.1 ,97 ,78 ,2021-01-08 00:24 ,1.2 ,260 ,8.3 ,230 ,2021-01-08 10:28 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,2.40 ,5.4 ,/ ,... ,... ,10.0 
09,761.6 ,3088.7 ,763.0 ,2021-01-09 09:12 ,760.1 ,2021-01-09 13:59 ,1.2 ,6.2 ,2021-01-09 11:54 ,-0.7 ,2021-01-09 19:58 ,1.2 ,100 ,77 ,2021-01-09 11:52 ,0.7 ,250 ,7.0 ,290 ,2021-01-09 05:15 ,1.0 ,1.9 ,0.5 ,2021-01-09 04:56 ,0.5 ,2021-01-09 04:50 ,3.2 ,29.8 ,12.92 ,1.2 ,-0.7 ,... ,... ,0.0 
10,762.7 ,3098.6 ,764.4 ,2021-01-10 10:07 ,761.0 ,2021-01-10 15:31 ,1.4 ,6.7 ,2021-01-10 12:21 ,-1.7 ,2021-01-10 03:54 ,-0.9 ,86 ,51 ,2021-01-10 09:16 ,1.2 ,180 ,5.5 ,290 ,2021-01-10 11:19 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.0 ,46.5 ,13.52 ,13.4 ,1.1 ,... ,... ,3.6 
