ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1019.0 ,1019.4 ,1020.5 ,2017-02-01 09:18 ,1017.6 ,2017-02-01 03:50 ,21.6 ,25.1 ,2017-02-01 13:34 ,19.2 ,2017-02-01 06:18 ,16.0 ,70 ,65 ,2017-02-01 12:54 ,1.9 ,360 ,6.5 ,300 ,2017-02-01 13:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.3 ,2.7 ,9.59 ,4.5 ,2.2 ,5 ,2017-02-01 14:00 ,9.8 
02,1020.2 ,1020.6 ,1022.1 ,2017-02-02 08:53 ,1018.5 ,2017-02-02 14:30 ,20.3 ,23.9 ,2017-02-02 12:58 ,17.6 ,2017-02-02 05:28 ,14.2 ,68 ,64 ,2017-02-02 12:53 ,2.2 ,360 ,5.7 ,290 ,2017-02-02 18:34 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.3 ,20.7 ,12.41 ,6.0 ,2.5 ,5 ,2017-02-02 13:00 ,8.7 
03,1018.6 ,1019.0 ,1020.8 ,2017-02-03 08:48 ,1015.8 ,2017-02-03 15:11 ,20.8 ,24.5 ,2017-02-03 12:55 ,17.8 ,2017-02-03 03:07 ,14.5 ,67 ,61 ,2017-02-03 11:43 ,2.3 ,310 ,8.1 ,290 ,2017-02-03 14:26 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.6 ,68.4 ,16.48 ,5.5 ,3.6 ,6 ,2017-02-03 13:00 ,3.8 
04,1015.0 ,1015.4 ,1018.0 ,2017-02-04 00:01 ,1011.9 ,2017-02-04 16:58 ,21.2 ,25.3 ,2017-02-04 14:23 ,18.5 ,2017-02-04 02:40 ,15.9 ,72 ,56 ,2017-02-04 14:32 ,1.7 ,350 ,6.5 ,300 ,2017-02-04 13:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.2 ,1.8 ,7.02 ,3.7 ,1.6 ,3 ,2017-02-04 13:00 ,9.7 
05,1012.0 ,1012.4 ,1013.8 ,2017-02-05 00:04 ,1009.6 ,2017-02-05 15:31 ,22.2 ,26.8 ,2017-02-05 14:57 ,19.1 ,2017-02-05 07:11 ,16.2 ,69 ,55 ,2017-02-05 14:19 ,1.9 ,360 ,9.1 ,50 ,2017-02-05 10:46 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.1 ,18.8 ,9.56 ,3.5 ,2.1 ,3 ,2017-02-05 12:00 ,7.8 
06,1013.8 ,1014.2 ,1015.8 ,2017-02-06 09:26 ,1011.4 ,2017-02-06 02:42 ,21.7 ,25.4 ,2017-02-06 12:36 ,19.2 ,2017-02-06 05:38 ,16.5 ,72 ,65 ,2017-02-06 14:21 ,2.0 ,300 ,6.3 ,290 ,2017-02-06 13:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.5 ,76.1 ,17.53 ,3.2 ,1.6 ,6 ,2017-02-06 13:00 ,1.3 
07,1015.6 ,1016.0 ,1017.4 ,2017-02-07 09:24 ,1014.2 ,2017-02-07 15:37 ,21.5 ,23.9 ,2017-02-07 12:41 ,19.4 ,2017-02-07 02:48 ,15.1 ,67 ,63 ,2017-02-07 14:49 ,1.8 ,300 ,7.1 ,290 ,2017-02-07 13:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.0 ,62.6 ,17.37 ,4.3 ,3.1 ,6 ,2017-02-07 13:00 ,4.8 
08,1014.6 ,1015.0 ,1016.5 ,2017-02-08 09:30 ,1012.6 ,2017-02-08 16:38 ,21.5 ,24.9 ,2017-02-08 13:15 ,18.3 ,2017-02-08 07:10 ,14.4 ,64 ,55 ,2017-02-08 16:24 ,3.1 ,360 ,9.8 ,330 ,2017-02-08 12:01 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.9 ,88.4 ,18.57 ,5.7 ,5.9 ,6 ,2017-02-08 13:00 ,0.8 
09,1016.0 ,1016.4 ,1018.4 ,2017-02-09 23:38 ,1013.6 ,2017-02-09 14:24 ,17.4 ,22.0 ,2017-02-09 13:44 ,14.4 ,2017-02-09 22:56 ,10.4 ,64 ,53 ,2017-02-09 13:44 ,4.0 ,360 ,11.8 ,20 ,2017-02-09 05:46 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.4 ,57.0 ,15.67 ,8.3 ,3.8 ,6 ,2017-02-09 13:00 ,6.5 
10,1019.5 ,1019.9 ,1021.5 ,2017-02-10 22:28 ,1017.6 ,2017-02-10 04:32 ,16.1 ,18.6 ,2017-02-10 14:30 ,13.8 ,2017-02-10 01:30 ,7.7 ,57 ,51 ,2017-02-10 03:32 ,2.0 ,10 ,7.5 ,310 ,2017-02-10 12:13 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.9 ,8.0 ,8.74 ,4.8 ,3.2 ,4 ,2017-02-10 11:00 ,9.3 
