日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2013-01-26,104 台北二,P1 番石榴 珍珠芭,32.2,22.5,11.5,22.2,18383
2013-01-26,109 台北一,P1 番石榴 珍珠芭,28.9,15.7,7.8,16.8,47873
2013-01-26,241 三重區,P1 番石榴 珍珠芭,24.9,12.2,11.2,14.5,66161
2013-01-26,830 鳳山區,P1 番石榴 珍珠芭,18.0,13.4,10.0,13.4,20500
2013-01-26,400 台中市,P1 番石榴 珍珠芭,18.3,12.1,5.6,12.1,47712
2013-01-26,800 高雄市,P1 番石榴 珍珠芭,18.0,11.9,10.0,12.8,300
2013-01-26,930 台東市,P1 番石榴 珍珠芭,16.0,13.0,10.0,14.0,500
2013-01-26,600 嘉義市,P1 番石榴 珍珠芭,15.0,10.0,6.0,10.0,1600
2013-01-27,338 桃農,P1 番石榴 珍珠芭,6.0,6.0,6.0,6.0,40
2013-01-27,930 台東市,P1 番石榴 珍珠芭,20.0,15.0,10.0,15.0,550
2013-01-27,400 台中市,P1 番石榴 珍珠芭,25.8,13.8,6.6,13.1,28055
2013-01-27,800 高雄市,P1 番石榴 珍珠芭,10.0,10.0,10.0,10.0,400
2013-01-27,830 鳳山區,P1 番石榴 珍珠芭,20.0,12.4,10.0,12.4,25870
2013-01-27,109 台北一,P1 番石榴 珍珠芭,28.5,17.2,7.5,17.5,44629
2013-01-27,241 三重區,P1 番石榴 珍珠芭,25.3,12.1,10.5,14.4,64176
2013-01-27,104 台北二,P1 番石榴 珍珠芭,30.0,20.6,13.0,20.9,27198
2013-01-28,600 嘉義市,P1 番石榴 珍珠芭,16.0,10.0,6.0,10.0,1900
2013-01-29,600 嘉義市,P1 番石榴 珍珠芭,18.0,11.0,7.0,11.0,1800
2013-01-29,930 台東市,P1 番石榴 珍珠芭,20.0,15.0,10.0,15.2,550
2013-01-29,109 台北一,P1 番石榴 珍珠芭,25.8,15.7,6.8,16.0,50435
2013-01-29,241 三重區,P1 番石榴 珍珠芭,26.7,13.0,10.9,15.3,54686
2013-01-29,830 鳳山區,P1 番石榴 珍珠芭,20.0,14.0,10.0,14.0,9050
2013-01-29,338 桃農,P1 番石榴 珍珠芭,10.0,10.0,10.0,10.0,40
2013-01-29,800 高雄市,P1 番石榴 珍珠芭,21.6,15.2,10.0,15.5,4837
2013-01-29,400 台中市,P1 番石榴 珍珠芭,17.8,12.1,8.0,12.4,41874
2013-01-29,104 台北二,P1 番石榴 珍珠芭,28.5,18.7,8.9,18.7,23156
2013-01-30,930 台東市,P1 番石榴 珍珠芭,18.0,14.0,10.0,13.2,450
2013-01-30,109 台北一,P1 番石榴 珍珠芭,23.2,13.7,5.3,13.9,48568
2013-01-30,600 嘉義市,P1 番石榴 珍珠芭,19.0,12.0,7.0,12.0,1700
2013-01-30,338 桃農,P1 番石榴 珍珠芭,10.0,7.3,5.0,7.3,144
2013-01-30,800 高雄市,P1 番石榴 珍珠芭,20.0,20.0,20.0,20.0,150
2013-01-30,400 台中市,P1 番石榴 珍珠芭,18.0,11.8,7.0,12.0,35323
2013-01-30,830 鳳山區,P1 番石榴 珍珠芭,20.0,14.0,10.0,14.0,9050
2013-01-30,241 三重區,P1 番石榴 珍珠芭,26.1,13.4,11.7,15.6,51453
2013-01-30,104 台北二,P1 番石榴 珍珠芭,26.0,16.2,5.0,15.9,23960
2013-01-31,109 台北一,P1 番石榴 珍珠芭,24.8,14.6,6.2,14.9,41042
2013-01-31,241 三重區,P1 番石榴 珍珠芭,22.5,13.0,10.6,14.4,58709
2013-01-31,830 鳳山區,P1 番石榴 珍珠芭,22.1,18.2,16.0,18.2,7470
2013-01-31,338 桃農,P1 番石榴 珍珠芭,10.0,8.2,5.0,8.2,231
2013-01-31,930 台東市,P1 番石榴 珍珠芭,19.0,14.0,10.0,13.2,560
2013-01-31,400 台中市,P1 番石榴 珍珠芭,17.0,10.7,5.3,11.8,34805
2013-01-31,104 台北二,P1 番石榴 珍珠芭,25.8,16.0,5.6,15.9,20801
2013-01-31,800 高雄市,P1 番石榴 珍珠芭,10.0,10.0,10.0,10.0,510
2013-01-31,600 嘉義市,P1 番石榴 珍珠芭,19.0,12.0,7.0,12.0,1800
2013-02-01,600 嘉義市,P1 番石榴 珍珠芭,19.0,12.0,6.0,12.0,2000
2013-02-01,104 台北二,P1 番石榴 珍珠芭,25.5,15.9,5.8,15.8,18876
2013-02-01,109 台北一,P1 番石榴 珍珠芭,25.5,15.6,6.5,15.8,39091
2013-02-01,930 台東市,P1 番石榴 珍珠芭,19.0,14.0,10.0,14.0,200
2013-02-01,400 台中市,P1 番石榴 珍珠芭,17.7,10.6,4.7,12.2,33228
2013-02-01,338 桃農,P1 番石榴 珍珠芭,7.0,6.3,5.0,6.3,142
2013-02-01,800 高雄市,P1 番石榴 珍珠芭,18.6,14.2,10.0,14.2,1400
2013-02-01,241 三重區,P1 番石榴 珍珠芭,23.3,13.0,11.2,14.7,64825
2013-02-02,104 台北二,P1 番石榴 珍珠芭,26.3,17.5,8.2,17.4,20000
2013-02-02,800 高雄市,P1 番石榴 珍珠芭,20.0,12.4,10.0,13.5,490
2013-02-02,109 台北一,P1 番石榴 珍珠芭,26.4,15.9,6.7,16.2,40462
2013-02-02,241 三重區,P1 番石榴 珍珠芭,22.2,11.0,10.1,13.1,64368
2013-02-02,830 鳳山區,P1 番石榴 珍珠芭,12.0,10.9,10.0,10.9,16710
2013-02-02,338 桃農,P1 番石榴 珍珠芭,9.0,7.5,5.0,7.5,140
2013-02-02,400 台中市,P1 番石榴 珍珠芭,17.3,11.3,4.9,12.4,35369
2013-02-02,600 嘉義市,P1 番石榴 珍珠芭,20.0,13.0,5.0,13.0,1700
2013-02-02,930 台東市,P1 番石榴 珍珠芭,19.0,14.0,10.0,13.8,200
2013-02-03,400 台中市,P1 番石榴 珍珠芭,17.6,11.3,5.4,11.7,50226
2013-02-03,109 台北一,P1 番石榴 珍珠芭,26.7,16.4,7.4,16.7,40535
2013-02-03,830 鳳山區,P1 番石榴 珍珠芭,18.0,12.8,10.0,12.8,21510
2013-02-03,930 台東市,P1 番石榴 珍珠芭,19.0,12.0,10.0,13.4,200
2013-02-03,800 高雄市,P1 番石榴 珍珠芭,20.0,12.5,10.0,13.5,498
2013-02-03,104 台北二,P1 番石榴 珍珠芭,27.6,17.9,7.1,17.7,22371
2013-02-03,600 嘉義市,P1 番石榴 珍珠芭,20.0,13.0,5.0,13.0,1600
2013-02-03,338 桃農,P1 番石榴 珍珠芭,10.0,8.8,7.0,8.8,142
2013-02-03,241 三重區,P1 番石榴 珍珠芭,22.9,11.0,10.0,13.2,58953
2013-02-04,600 嘉義市,P1 番石榴 珍珠芭,21.0,14.0,6.0,14.0,1500
2013-02-04,800 高雄市,P1 番石榴 珍珠芭,23.1,16.6,11.0,16.8,2016
2013-02-05,400 台中市,P1 番石榴 珍珠芭,17.0,11.1,5.2,12.0,48778
2013-02-05,109 台北一,P1 番石榴 珍珠芭,29.1,16.5,7.7,17.3,38185
2013-02-05,800 高雄市,P1 番石榴 珍珠芭,20.0,16.2,10.0,15.7,1965
2013-02-05,600 嘉義市,P1 番石榴 珍珠芭,21.0,14.0,7.0,14.0,900
2013-02-05,930 台東市,P1 番石榴 珍珠芭,20.0,16.0,10.0,15.5,300
2013-02-05,104 台北二,P1 番石榴 珍珠芭,31.6,21.8,12.2,21.8,15317
2013-02-05,830 鳳山區,P1 番石榴 珍珠芭,20.0,13.2,10.0,13.2,9620
2013-02-05,241 三重區,P1 番石榴 珍珠芭,24.6,11.2,9.1,13.4,49593
2013-02-05,338 桃農,P1 番石榴 珍珠芭,10.0,9.0,5.0,9.0,83
2013-02-06,338 桃農,P1 番石榴 珍珠芭,8.0,7.0,5.0,7.0,120
2013-02-06,241 三重區,P1 番石榴 珍珠芭,24.3,11.0,9.9,13.5,62712
2013-02-06,830 鳳山區,P1 番石榴 珍珠芭,22.1,13.5,10.0,13.5,21160
2013-02-06,104 台北二,P1 番石榴 珍珠芭,29.9,19.2,9.9,19.5,20800
2013-02-06,800 高雄市,P1 番石榴 珍珠芭,20.6,16.7,12.4,16.6,786
2013-02-06,109 台北一,P1 番石榴 珍珠芭,26.3,16.5,6.9,16.5,37592
2013-02-06,600 嘉義市,P1 番石榴 珍珠芭,23.0,16.0,6.0,16.0,1200
2013-02-06,400 台中市,P1 番石榴 珍珠芭,18.1,11.6,4.8,12.2,39735
2013-02-06,930 台東市,P1 番石榴 珍珠芭,20.0,15.0,10.0,17.0,900
2013-02-07,830 鳳山區,P1 番石榴 珍珠芭,20.0,13.6,10.0,13.6,8800
2013-02-07,104 台北二,P1 番石榴 珍珠芭,29.2,16.9,7.7,17.5,18915
2013-02-07,800 高雄市,P1 番石榴 珍珠芭,23.5,16.5,11.7,16.9,2146
2013-02-07,338 桃農,P1 番石榴 珍珠芭,8.0,6.5,5.0,6.5,104
2013-02-07,600 嘉義市,P1 番石榴 珍珠芭,24.0,16.0,7.0,16.0,1800
2013-02-07,930 台東市,P1 番石榴 珍珠芭,20.0,16.0,10.0,17.0,900
2013-02-07,400 台中市,P1 番石榴 珍珠芭,19.0,11.5,6.9,11.9,35257
2013-02-07,109 台北一,P1 番石榴 珍珠芭,27.3,16.0,5.7,16.2,38867
2013-02-07,241 三重區,P1 番石榴 珍珠芭,22.3,11.0,10.1,13.1,61007
2013-02-08,400 台中市,P1 番石榴 珍珠芭,16.6,9.4,2.2,11.8,47350
2013-02-08,930 台東市,P1 番石榴 珍珠芭,20.0,15.0,10.0,14.2,900
2013-02-08,830 鳳山區,P1 番石榴 珍珠芭,20.3,14.1,11.0,14.1,6520
2013-02-08,600 嘉義市,P1 番石榴 珍珠芭,23.0,15.0,7.0,15.0,2100
2013-02-08,800 高雄市,P1 番石榴 珍珠芭,20.0,17.3,10.5,16.4,1104
2013-02-08,338 桃農,P1 番石榴 珍珠芭,5.0,4.5,3.0,4.5,542
2013-02-08,104 台北二,P1 番石榴 珍珠芭,30.1,16.6,7.5,17.5,22187
2013-02-08,241 三重區,P1 番石榴 珍珠芭,25.1,10.4,9.5,13.1,53215
2013-02-08,109 台北一,P1 番石榴 珍珠芭,31.6,16.7,4.1,17.1,46685
2013-02-09,109 台北一,P1 番石榴 珍珠芭,28.3,14.6,5.6,15.5,24527
2013-02-09,600 嘉義市,P1 番石榴 珍珠芭,22.0,14.0,7.0,14.0,800
2013-02-09,338 桃農,P1 番石榴 珍珠芭,5.0,4.0,3.0,4.0,104
2013-02-09,830 鳳山區,P1 番石榴 珍珠芭,21.1,16.1,13.0,16.1,11950
2013-02-09,104 台北二,P1 番石榴 珍珠芭,31.9,19.4,9.5,19.9,12734
2013-02-09,930 台東市,P1 番石榴 珍珠芭,20.0,15.0,12.0,14.5,400
2013-02-09,241 三重區,P1 番石榴 珍珠芭,28.0,15.4,10.8,17.0,20811
2013-02-09,800 高雄市,P1 番石榴 珍珠芭,5.0,5.0,5.0,5.0,100
2013-02-09,400 台中市,P1 番石榴 珍珠芭,19.1,12.4,9.2,12.0,25764
2013-02-15,400 台中市,P1 番石榴 珍珠芭,19.2,12.6,8.0,12.4,50725
2013-02-15,104 台北二,P1 番石榴 珍珠芭,28.3,18.9,11.2,19.2,27074
2013-02-15,800 高雄市,P1 番石榴 珍珠芭,18.0,15.5,10.7,15.0,2178
2013-02-15,830 鳳山區,P1 番石榴 珍珠芭,12.0,9.7,8.0,9.7,13750
2013-02-15,109 台北一,P1 番石榴 珍珠芭,25.6,17.8,10.1,17.8,42548
2013-02-15,241 三重區,P1 番石榴 珍珠芭,27.1,15.2,10.9,16.7,43678
2013-02-15,338 桃農,P1 番石榴 珍珠芭,10.0,10.0,10.0,10.0,20
2013-02-15,600 嘉義市,P1 番石榴 珍珠芭,21.0,13.0,7.0,13.0,400
2013-02-16,241 三重區,P1 番石榴 珍珠芭,24.0,12.7,10.1,14.5,62830
2013-02-16,800 高雄市,P1 番石榴 珍珠芭,19.2,12.7,10.0,13.4,3002
2013-02-16,830 鳳山區,P1 番石榴 珍珠芭,17.0,12.7,10.0,12.7,20200
2013-02-16,600 嘉義市,P1 番石榴 珍珠芭,23.0,15.0,7.0,15.0,580
2013-02-16,109 台北一,P1 番石榴 珍珠芭,21.4,13.7,7.3,14.0,54460
2013-02-16,930 台東市,P1 番石榴 珍珠芭,19.0,13.0,10.0,12.5,600
2013-02-16,104 台北二,P1 番石榴 珍珠芭,25.5,15.2,7.8,15.8,31308
2013-02-16,400 台中市,P1 番石榴 珍珠芭,16.8,11.9,7.1,12.7,43671
2013-02-17,400 台中市,P1 番石榴 珍珠芭,20.6,11.7,5.7,12.8,45827
2013-02-17,241 三重區,P1 番石榴 珍珠芭,21.1,11.4,8.8,12.8,63085
2013-02-17,338 桃農,P1 番石榴 珍珠芭,5.8,4.0,3.0,4.0,707
2013-02-17,800 高雄市,P1 番石榴 珍珠芭,17.6,11.9,10.0,12.6,1338
2013-02-17,104 台北二,P1 番石榴 珍珠芭,24.1,15.0,9.3,15.7,28974
2013-02-17,830 鳳山區,P1 番石榴 珍珠芭,18.0,11.9,10.0,11.9,12460
2013-02-17,600 嘉義市,P1 番石榴 珍珠芭,23.0,15.0,7.0,15.0,700
2013-02-17,930 台東市,P1 番石榴 珍珠芭,19.0,13.0,10.0,12.5,400
2013-02-17,109 台北一,P1 番石榴 珍珠芭,22.7,13.3,6.0,13.7,47639
2013-02-18,600 嘉義市,P1 番石榴 珍珠芭,22.0,13.0,7.0,13.0,600
2013-02-19,400 台中市,P1 番石榴 珍珠芭,17.6,11.2,5.8,12.1,47046
2013-02-19,830 鳳山區,P1 番石榴 珍珠芭,20.1,12.9,10.0,12.9,20230
2013-02-19,109 台北一,P1 番石榴 珍珠芭,25.6,13.9,7.1,14.9,44423
2013-02-19,600 嘉義市,P1 番石榴 珍珠芭,20.0,12.0,7.0,12.0,500
2013-02-19,104 台北二,P1 番石榴 珍珠芭,23.4,15.1,7.6,15.3,21472
2013-02-19,241 三重區,P1 番石榴 珍珠芭,21.0,11.0,9.2,12.6,56316
2013-02-19,930 台東市,P1 番石榴 珍珠芭,19.0,13.0,10.0,12.0,560
2013-02-19,338 桃農,P1 番石榴 珍珠芭,4.0,3.5,3.0,3.5,142
2013-02-19,800 高雄市,P1 番石榴 珍珠芭,15.0,15.0,11.3,14.3,860
2013-02-20,104 台北二,P1 番石榴 珍珠芭,21.5,12.6,5.3,12.9,26388
2013-02-20,338 桃農,P1 番石榴 珍珠芭,4.0,4.0,4.0,4.0,80
2013-02-20,109 台北一,P1 番石榴 珍珠芭,19.9,11.5,5.7,12.0,51818
2013-02-20,400 台中市,P1 番石榴 珍珠芭,17.9,11.3,4.6,11.9,37236
2013-02-20,830 鳳山區,P1 番石榴 珍珠芭,19.0,11.9,9.0,11.9,24770
2013-02-20,600 嘉義市,P1 番石榴 珍珠芭,20.0,12.0,7.0,12.0,650
2013-02-20,930 台東市,P1 番石榴 珍珠芭,19.0,15.0,10.0,13.9,560
2013-02-20,800 高雄市,P1 番石榴 珍珠芭,31.8,17.4,12.5,19.3,957
2013-02-20,241 三重區,P1 番石榴 珍珠芭,21.3,11.1,9.4,12.8,63222
2013-02-21,400 台中市,P1 番石榴 珍珠芭,16.6,10.0,3.6,11.2,33779
2013-02-21,600 嘉義市,P1 番石榴 珍珠芭,19.0,13.0,7.0,13.0,550
2013-02-21,241 三重區,P1 番石榴 珍珠芭,18.4,11.0,9.1,12.1,65811
2013-02-21,109 台北一,P1 番石榴 珍珠芭,20.3,11.7,5.5,12.1,40154
2013-02-21,800 高雄市,P1 番石榴 珍珠芭,17.0,14.6,10.0,14.1,3804
2013-02-21,338 桃農,P1 番石榴 珍珠芭,8.0,7.0,5.0,7.0,121
2013-02-21,104 台北二,P1 番石榴 珍珠芭,20.6,12.4,3.5,12.3,23889
2013-02-21,930 台東市,P1 番石榴 珍珠芭,19.0,13.0,10.0,13.4,550
2013-02-21,830 鳳山區,P1 番石榴 珍珠芭,32.1,18.5,13.0,18.5,8420
2013-02-22,600 嘉義市,P1 番石榴 珍珠芭,18.0,12.0,7.0,12.0,500
2013-02-22,800 高雄市,P1 番石榴 珍珠芭,20.0,16.2,12.0,16.1,993
2013-02-22,930 台東市,P1 番石榴 珍珠芭,21.0,15.0,12.0,13.4,500
2013-02-22,400 台中市,P1 番石榴 珍珠芭,16.4,10.2,6.4,10.5,31526
2013-02-22,830 鳳山區,P1 番石榴 珍珠芭,32.0,16.5,11.0,16.5,14990
2013-02-22,104 台北二,P1 番石榴 珍珠芭,22.5,14.2,7.9,14.6,19646
2013-02-22,338 桃農,P1 番石榴 珍珠芭,5.0,4.0,3.0,4.0,140
2013-02-22,109 台北一,P1 番石榴 珍珠芭,20.7,12.4,5.6,12.7,39286
2013-02-22,241 三重區,P1 番石榴 珍珠芭,18.4,11.1,8.2,11.9,63969
2013-02-23,104 台北二,P1 番石榴 珍珠芭,25.5,17.9,10.6,18.0,19337
2013-02-23,930 台東市,P1 番石榴 珍珠芭,21.0,16.0,12.0,16.0,400
2013-02-23,400 台中市,P1 番石榴 珍珠芭,15.1,9.5,3.9,10.0,45739
2013-02-23,241 三重區,P1 番石榴 珍珠芭,17.9,10.1,7.9,11.2,63256
2013-02-23,800 高雄市,P1 番石榴 珍珠芭,15.0,15.0,11.9,14.4,852
2013-02-23,338 桃農,P1 番石榴 珍珠芭,8.0,8.0,8.0,8.0,80
2013-02-23,600 嘉義市,P1 番石榴 珍珠芭,18.0,12.0,7.0,12.0,550
2013-02-23,830 鳳山區,P1 番石榴 珍珠芭,31.0,15.2,11.0,15.2,14760
2013-02-23,109 台北一,P1 番石榴 珍珠芭,24.3,13.8,6.1,14.4,40107
2013-02-24,109 台北一,P1 番石榴 珍珠芭,27.9,17.9,9.3,18.1,40190
2013-02-24,800 高雄市,P1 番石榴 珍珠芭,15.0,15.0,15.0,15.0,300
2013-02-24,400 台中市,P1 番石榴 珍珠芭,21.6,10.2,4.5,10.9,39969
2013-02-24,830 鳳山區,P1 番石榴 珍珠芭,18.0,14.3,12.0,14.3,11720
2013-02-24,104 台北二,P1 番石榴 珍珠芭,27.1,18.4,9.1,18.3,26634
2013-02-24,600 嘉義市,P1 番石榴 珍珠芭,18.0,12.0,7.0,12.0,400
2013-02-24,241 三重區,P1 番石榴 珍珠芭,20.0,10.3,8.8,11.9,50264
2013-02-24,930 台東市,P1 番石榴 珍珠芭,21.0,15.0,12.0,14.0,400
2013-02-26,600 嘉義市,P1 番石榴 珍珠芭,20.0,13.0,7.0,13.0,450
2013-02-27,109 台北一,P1 番石榴 珍珠芭,24.4,15.3,7.8,15.6,56670
2013-02-27,104 台北二,P1 番石榴 珍珠芭,26.1,17.7,9.7,17.8,27637
2013-02-27,400 台中市,P1 番石榴 珍珠芭,14.9,9.0,3.8,10.0,36323
2013-02-27,600 嘉義市,P1 番石榴 珍珠芭,22.0,14.0,7.0,14.0,600
2013-02-27,800 高雄市,P1 番石榴 珍珠芭,18.3,14.2,10.0,14.2,5342
2013-02-27,338 桃農,P1 番石榴 珍珠芭,6.0,6.0,6.0,6.0,80
2013-02-27,241 三重區,P1 番石榴 珍珠芭,20.7,10.3,8.2,11.9,68679
2013-02-27,930 台東市,P1 番石榴 珍珠芭,21.0,15.0,11.0,15.0,350
2013-02-28,830 鳳山區,P1 番石榴 珍珠芭,20.0,15.3,12.0,15.3,8310
2013-02-28,241 三重區,P1 番石榴 珍珠芭,19.5,10.1,7.8,11.5,68125
2013-02-28,800 高雄市,P1 番石榴 珍珠芭,19.3,14.8,10.3,14.8,1771
2013-02-28,109 台北一,P1 番石榴 珍珠芭,26.3,16.6,8.7,17.0,48341
2013-02-28,338 桃農,P1 番石榴 珍珠芭,7.0,7.0,7.0,7.0,100
2013-02-28,104 台北二,P1 番石榴 珍珠芭,22.6,15.3,8.9,15.5,29437
2013-02-28,930 台東市,P1 番石榴 珍珠芭,21.0,15.0,11.0,15.0,350
2013-02-28,400 台中市,P1 番石榴 珍珠芭,16.4,11.6,5.1,12.3,40393
2013-02-28,600 嘉義市,P1 番石榴 珍珠芭,22.0,14.0,7.0,14.0,650
2013-03-01,600 嘉義市,P1 番石榴 珍珠芭,22.0,14.0,7.0,14.0,600
2013-03-01,400 台中市,P1 番石榴 珍珠芭,18.0,11.7,6.0,12.1,40739
2013-03-01,800 高雄市,P1 番石榴 珍珠芭,17.5,13.6,12.0,14.1,1354
2013-03-01,338 桃農,P1 番石榴 珍珠芭,8.0,7.3,6.0,7.3,200
2013-03-01,104 台北二,P1 番石榴 珍珠芭,21.7,15.3,9.8,15.5,31009
2013-03-01,930 台東市,P1 番石榴 珍珠芭,20.0,13.0,10.0,14.0,600
2013-03-01,830 鳳山區,P1 番石榴 珍珠芭,20.0,14.3,10.0,14.3,10020
2013-03-01,109 台北一,P1 番石榴 珍珠芭,23.3,15.2,7.4,15.3,59730
2013-03-01,241 三重區,P1 番石榴 珍珠芭,20.1,11.4,8.9,12.6,64839
2013-03-02,109 台北一,P1 番石榴 珍珠芭,24.6,14.7,7.6,15.3,54436
2013-03-02,800 高雄市,P1 番石榴 珍珠芭,18.2,11.5,10.0,12.5,1562
2013-03-02,400 台中市,P1 番石榴 珍珠芭,17.1,11.5,6.3,12.5,46979
2013-03-02,600 嘉義市,P1 番石榴 珍珠芭,22.0,14.0,7.0,14.0,580
2013-03-02,338 桃農,P1 番石榴 珍珠芭,8.0,8.0,8.0,8.0,120
2013-03-02,830 鳳山區,P1 番石榴 珍珠芭,20.0,14.1,11.0,14.1,12780
2013-03-02,241 三重區,P1 番石榴 珍珠芭,19.7,11.4,9.1,12.6,68750
2013-03-02,104 台北二,P1 番石榴 珍珠芭,24.0,15.8,7.1,15.7,26532
2013-03-02,930 台東市,P1 番石榴 珍珠芭,20.0,13.0,10.0,13.0,500
2013-03-03,400 台中市,P1 番石榴 珍珠芭,17.6,11.2,5.1,12.3,36798
2013-03-03,830 鳳山區,P1 番石榴 珍珠芭,17.0,13.1,11.0,13.1,10150
2013-03-03,600 嘉義市,P1 番石榴 珍珠芭,22.0,13.0,7.0,13.0,660
2013-03-03,109 台北一,P1 番石榴 珍珠芭,23.6,14.6,7.6,15.0,52299
2013-03-03,800 高雄市,P1 番石榴 珍珠芭,20.7,17.0,11.4,16.6,4200
2013-03-03,104 台北二,P1 番石榴 珍珠芭,25.8,17.1,10.4,17.5,25890
2013-03-03,930 台東市,P1 番石榴 珍珠芭,20.0,14.0,11.0,14.0,600
2013-03-03,241 三重區,P1 番石榴 珍珠芭,21.1,11.3,9.4,12.9,55443
2013-03-03,338 桃農,P1 番石榴 珍珠芭,8.5,7.5,7.0,7.5,310
2013-03-04,600 嘉義市,P1 番石榴 珍珠芭,23.0,14.0,7.0,14.0,500
2013-03-05,241 三重區,P1 番石榴 珍珠芭,21.7,11.3,9.8,13.1,59802
2013-03-05,830 鳳山區,P1 番石榴 珍珠芭,19.0,13.8,10.0,13.8,21480
2013-03-05,600 嘉義市,P1 番石榴 珍珠芭,23.0,14.0,7.0,14.0,520
2013-03-05,400 台中市,P1 番石榴 珍珠芭,19.2,12.3,8.8,12.5,57727
2013-03-05,338 桃農,P1 番石榴 珍珠芭,8.0,8.0,8.0,8.0,63
2013-03-05,104 台北二,P1 番石榴 珍珠芭,25.8,17.9,10.9,18.1,27167
2013-03-05,109 台北一,P1 番石榴 珍珠芭,27.2,16.8,9.6,17.4,44075
2013-03-05,800 高雄市,P1 番石榴 珍珠芭,18.8,14.3,10.0,14.4,3270
2013-03-05,930 台東市,P1 番石榴 珍珠芭,20.0,13.0,10.0,14.5,440
2013-03-06,241 三重區,P1 番石榴 珍珠芭,22.9,13.2,11.0,14.7,64277
2013-03-06,830 鳳山區,P1 番石榴 珍珠芭,20.0,13.6,10.0,13.6,10330
2013-03-06,800 高雄市,P1 番石榴 珍珠芭,24.1,15.6,12.0,16.6,875
2013-03-06,109 台北一,P1 番石榴 珍珠芭,26.7,17.2,8.6,17.4,49682
2013-03-06,338 桃農,P1 番石榴 珍珠芭,8.0,8.0,8.0,8.0,160
2013-03-06,400 台中市,P1 番石榴 珍珠芭,20.5,12.5,8.1,12.6,39064
2013-03-06,930 台東市,P1 番石榴 珍珠芭,20.0,13.0,10.0,13.0,380
2013-03-06,104 台北二,P1 番石榴 珍珠芭,23.8,16.7,11.8,17.1,28849
2013-03-06,600 嘉義市,P1 番石榴 珍珠芭,23.0,14.0,7.0,14.0,600
2013-03-07,104 台北二,P1 番石榴 珍珠芭,24.9,17.7,10.6,17.7,26997
2013-03-07,338 桃農,P1 番石榴 珍珠芭,10.0,9.3,7.0,9.3,220
2013-03-07,800 高雄市,P1 番石榴 珍珠芭,20.7,14.7,10.1,15.0,3345
2013-03-07,830 鳳山區,P1 番石榴 珍珠芭,23.1,14.2,11.0,14.2,8650
2013-03-07,109 台北一,P1 番石榴 珍珠芭,27.7,17.7,9.9,18.1,48559
2013-03-07,400 台中市,P1 番石榴 珍珠芭,20.1,12.0,6.7,12.3,51002
2013-03-07,930 台東市,P1 番石榴 珍珠芭,22.0,15.0,11.0,15.0,500
2013-03-07,241 三重區,P1 番石榴 珍珠芭,23.5,13.3,11.1,14.9,60779
2013-03-07,600 嘉義市,P1 番石榴 珍珠芭,22.0,15.0,8.0,15.0,660
2013-03-08,338 桃農,P1 番石榴 珍珠芭,12.0,11.0,10.0,11.0,140
2013-03-08,400 台中市,P1 番石榴 珍珠芭,19.5,12.4,7.5,13.0,38387
2013-03-08,241 三重區,P1 番石榴 珍珠芭,24.0,13.7,10.9,15.2,70650
2013-03-08,800 高雄市,P1 番石榴 珍珠芭,28.0,15.2,10.0,16.7,416
2013-03-08,109 台北一,P1 番石榴 珍珠芭,26.6,17.8,10.2,18.1,60051
2013-03-08,930 台東市,P1 番石榴 珍珠芭,27.0,15.0,10.0,16.0,600
2013-03-08,600 嘉義市,P1 番石榴 珍珠芭,22.0,15.0,7.0,15.0,700
2013-03-08,830 鳳山區,P1 番石榴 珍珠芭,19.0,13.2,10.0,13.2,12120
2013-03-08,104 台北二,P1 番石榴 珍珠芭,24.8,18.3,12.2,18.4,31193
2013-03-09,800 高雄市,P1 番石榴 珍珠芭,19.0,11.3,10.0,12.6,1948
2013-03-09,930 台東市,P1 番石榴 珍珠芭,27.0,15.0,10.0,16.0,600
2013-03-09,400 台中市,P1 番石榴 珍珠芭,20.0,12.6,7.9,13.0,47448
2013-03-09,109 台北一,P1 番石榴 珍珠芭,26.8,16.8,10.1,17.5,64911
2013-03-09,338 桃農,P1 番石榴 珍珠芭,12.0,10.2,7.5,10.2,202
2013-03-09,830 鳳山區,P1 番石榴 珍珠芭,25.0,14.8,10.0,14.8,15820
2013-03-09,600 嘉義市,P1 番石榴 珍珠芭,23.0,15.0,7.0,15.0,800
2013-03-09,104 台北二,P1 番石榴 珍珠芭,25.8,18.8,11.3,18.7,32843
2013-03-09,241 三重區,P1 番石榴 珍珠芭,23.0,14.3,10.8,15.4,81055
2013-03-10,800 高雄市,P1 番石榴 珍珠芭,22.9,15.0,10.0,15.6,4219
2013-03-10,338 桃農,P1 番石榴 珍珠芭,15.0,13.5,12.0,13.5,140
2013-03-10,241 三重區,P1 番石榴 珍珠芭,23.5,13.5,10.4,14.9,74982
2013-03-10,830 鳳山區,P1 番石榴 珍珠芭,27.0,16.3,10.0,16.3,16960
2013-03-10,400 台中市,P1 番石榴 珍珠芭,20.8,12.2,6.3,12.8,42448
2013-03-10,930 台東市,P1 番石榴 珍珠芭,27.0,15.0,10.0,16.0,400
2013-03-10,600 嘉義市,P1 番石榴 珍珠芭,22.0,14.0,7.0,14.0,1000
2013-03-10,104 台北二,P1 番石榴 珍珠芭,26.8,19.8,12.5,19.7,38012
