2018年 日/月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
1,/,/,/,/,/,/,/,/,/,/,/,87
2,/,/,/,/,/,/,/,/,/,/,/,88
3,/,/,/,/,/,/,/,/,/,/,/,90
4,/,/,/,/,/,/,/,/,/,/,/,80
5,/,/,/,/,/,/,/,/,/,/,/,83
6,/,/,/,/,/,/,/,/,/,/,/,87
7,/,/,/,/,/,/,/,/,/,/,/,79
8,/,/,/,/,/,/,/,/,/,/,/,79
9,/,/,/,/,/,/,/,/,/,/,/,80
10,/,/,/,/,/,/,/,/,/,/,/,87
11,/,/,/,/,/,/,/,/,/,/,/,86
12,/,/,/,/,/,/,/,/,/,/,/,78
13,/,/,/,/,/,/,/,/,/,/,/,78
14,/,/,/,/,/,/,/,/,/,/,/,80
15,/,/,/,/,/,/,/,/,/,/,/,82
16,/,/,/,/,/,/,/,/,/,/,/,82
17,/,/,/,/,/,/,/,/,/,/,/,63
18,/,/,/,/,/,/,/,/,/,/,/,60
19,/,/,/,/,/,/,/,/,/,/,/,87
20,/,/,/,/,/,/,/,/,/,/,/,80
21,/,/,/,/,/,/,/,/,/,/,86,87
22,/,/,/,/,/,/,/,/,/,/,76,89
23,/,/,/,/,/,/,/,/,/,/,79,90
24,/,/,/,/,/,/,/,/,/,/,/,81
25,/,/,/,/,/,/,/,/,/,/,91,88
26,/,/,/,/,/,/,/,/,/,/,92,90
27,/,/,/,/,/,/,/,/,/,/,79,79
28,/,/,/,/,/,/,/,/,/,/,87,75
29,/,,/,/,/,/,/,/,/,/,75,73
30,/,,/,/,/,/,/,/,/,/,85,75
31,/,,/,,/,,/,/,,/,,81
平均,/,/,/,/,/,/,/,/,/,/,83.3,81.4
