日期,平均地溫0cm(℃),平均地溫100cm(℃),平均地溫10cm(℃),平均地溫20cm(℃),平均地溫50cm(℃),平均地溫5cm(℃),平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間,最大十分鐘降水量(mm),最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,海平面氣壓(hPa),累積日射量(MJm2),累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2021-01-01,16.4,24.4,17.0,18.3,22.1,16.6,1021.8,13.6,64,6.6,10.0,2.8,1019.0,1024.0,2021-01-01 15:12:00,9.7,2021-01-02 00:00:00,40,2021-01-01 13:52:00,0.0,2021-01-01 00:00:00,0.0,2021-01-01 00:00:00,330.0,7.6,2021-01-01 08:55:00,20.3,2021-01-01 13:55:00,1023.0,16.58,8.8,0,0.0
2021-01-02,17.1,24.1,17.7,18.8,21.8,17.4,1019.9,14.3,76,9.7,360.0,2.3,1017.2,1021.8,2021-01-02 14:53:00,8.7,2021-01-02 06:39:00,46,2021-01-02 13:10:00,0.0,2021-01-02 00:00:00,0.0,2021-01-02 00:00:00,360.0,8.3,2021-01-02 00:04:00,21.4,2021-01-02 13:56:00,1021.1,17.00,9.1,0,0.0
2021-01-03,18.5,23.8,18.3,19.2,21.7,18.3,1019.9,16.2,80,12.4,10.0,3.2,1017.3,1021.8,2021-01-03 14:12:00,9.2,2021-01-03 06:17:00,45,2021-01-03 11:53:00,0.0,2021-01-03 00:00:00,0.0,2021-01-03 00:00:00,360.0,10.4,2021-01-03 08:52:00,23.9,2021-01-03 13:33:00,1021.1,17.45,9.2,0,0.0
2021-01-04,20.4,23.6,19.7,20.1,21.8,19.9,1018.4,18.0,84,15.1,10.0,3.4,1016.1,1020.8,2021-01-04 15:00:00,13.6,2021-01-04 05:35:00,56,2021-01-04 13:02:00,0.0,2021-01-04 00:00:00,0.0,2021-01-04 00:00:00,330.0,9.9,2021-01-04 00:10:00,23.8,2021-01-04 13:01:00,1019.6,17.08,9.0,0,0.0
2021-01-05,21.3,23.5,20.6,20.9,22.1,20.8,1017.0,18.4,78,14.5,360.0,4.1,1014.7,1018.8,2021-01-05 14:45:00,15.7,2021-01-05 22:27:00,58,2021-01-05 13:28:00,0.0,2021-01-05 00:00:00,0.0,2021-01-05 00:00:00,10.0,11.5,2021-01-05 09:16:00,23.1,2021-01-05 13:28:00,1018.2,16.28,8.7,0,0.0
2021-01-06,19.6,23.5,20.1,20.8,22.4,19.9,1016.2,17.3,75,12.9,10.0,2.6,1013.6,1018.3,2021-01-06 15:19:00,15.2,2021-01-06 23:53:00,61,2021-01-06 13:31:00,0.0,2021-01-06 00:00:00,0.0,2021-01-06 00:00:00,30.0,7.1,2021-01-06 08:58:00,20.9,2021-01-06 14:08:00,1017.4,8.13,6.1,0,0.0
2021-01-07,16.3,23.5,18.6,20.0,22.3,17.8,1017.5,14.3,82,11.2,20.0,4.5,1015.2,1019.8,2021-01-07 14:53:00,11.1,2021-01-07 23:53:00,61,2021-01-07 14:36:00,0.5,2021-01-07 02:24:00,0.5,2021-01-07 03:14:00,40.0,13.0,2021-01-08 00:00:00,18.5,2021-01-07 14:36:00,1018.6,7.60,7.0,0,1.5
2021-01-08,12.2,23.5,15.7,18.0,21.8,14.4,1021.0,9.6,67,3.8,20.0,5.6,1019.4,1022.4,2021-01-08 04:25:00,8.4,2021-01-08 19:53:00,55,2021-01-09 00:00:00,0.0,2021-01-08 00:00:00,0.0,2021-01-08 00:00:00,30.0,13.9,2021-01-08 22:18:00,11.2,2021-01-08 00:02:00,1022.1,4.41,5.7,0,0.0
2021-01-09,13.3,23.3,15.0,16.8,20.9,14.3,1020.9,10.8,54,1.8,10.0,4.1,1018.3,1022.8,2021-01-09 15:29:00,8.1,2021-01-09 05:24:00,39,2021-01-09 14:57:00,0.0,2021-01-09 00:00:00,0.0,2021-01-09 00:00:00,30.0,10.2,2021-01-09 08:47:00,16.6,2021-01-09 14:19:00,1022.1,9.97,8.1,0,0.0
2021-01-10,16.1,23.0,16.2,17.3,20.5,16.1,1020.1,12.9,62,5.6,360.0,2.1,1017.4,1022.1,2021-01-10 14:56:00,5.9,2021-01-10 07:03:00,41,2021-01-10 13:47:00,0.0,2021-01-10 00:00:00,0.0,2021-01-10 00:00:00,320.0,8.3,2021-01-10 01:19:00,20.4,2021-01-10 14:33:00,1021.3,16.29,8.4,0,0.0
