ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1009.8 ,1012.6 ,1011.8 ,2020-05-01 09:01 ,1008.0 ,2020-05-01 16:51 ,27.0 ,32.2 ,2020-05-01 11:29 ,24.5 ,2020-05-01 04:38 ,22.6 ,78 ,46 ,2020-05-01 11:32 ,1.6 ,90 ,8.1 ,120 ,2020-05-01 08:16 ,T ,0.1 ,T ,2020-05-01 14:48 ,T ,2020-05-01 14:48 ,2.9 ,22.5 ,14.77 ,19.2 ,-2.7 ,7 ,2020-05-01 11:00 ,7.2 
02,1007.2 ,1010.0 ,1009.4 ,2020-05-02 09:08 ,1005.3 ,2020-05-02 16:24 ,28.1 ,32.3 ,2020-05-02 12:27 ,24.8 ,2020-05-02 03:44 ,24.5 ,83 ,55 ,2020-05-02 16:04 ,2.0 ,120 ,8.4 ,190 ,2020-05-02 12:28 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.0 ,69.6 ,25.61 ,24.2 ,6.2 ,10 ,2020-05-02 12:00 ,2.7 
03,1006.5 ,1009.3 ,1008.2 ,2020-05-03 21:58 ,1004.9 ,2020-05-03 16:08 ,27.4 ,31.4 ,2020-05-03 11:07 ,24.1 ,2020-05-03 04:24 ,23.7 ,82 ,56 ,2020-05-03 11:09 ,1.8 ,300 ,10.6 ,300 ,2020-05-03 14:16 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.6 ,81.9 ,26.55 ,22.2 ,7.0 ,8 ,2020-05-03 12:00 ,3.0 
04,1007.9 ,1010.6 ,1009.2 ,2020-05-04 09:14 ,1006.3 ,2020-05-04 02:57 ,28.0 ,32.1 ,2020-05-04 13:52 ,25.4 ,2020-05-04 01:22 ,23.8 ,80 ,52 ,2020-05-04 10:04 ,1.9 ,300 ,7.7 ,10 ,2020-05-04 08:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,67.9 ,25.00 ,21.2 ,6.0 ,9 ,2020-05-04 13:00 ,2.5 
05,1007.1 ,1009.8 ,1008.5 ,2020-05-05 09:54 ,1005.3 ,2020-05-05 17:24 ,28.0 ,32.2 ,2020-05-05 11:45 ,24.1 ,2020-05-05 04:15 ,23.7 ,80 ,46 ,2020-05-05 11:48 ,1.6 ,330 ,7.6 ,350 ,2020-05-05 23:58 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.9 ,91.7 ,28.33 ,22.7 ,7.5 ,10 ,2020-05-05 12:00 ,1.3 
06,1006.7 ,1009.5 ,1008.9 ,2020-05-06 21:37 ,1004.6 ,2020-05-06 04:04 ,28.9 ,33.3 ,2020-05-06 11:40 ,26.5 ,2020-05-06 23:53 ,24.5 ,79 ,53 ,2020-05-06 11:43 ,2.1 ,310 ,9.6 ,300 ,2020-05-06 12:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,85.4 ,27.68 ,22.5 ,7.1 ,10 ,2020-05-06 13:00 ,2.8 
07,1007.4 ,1010.2 ,1009.1 ,2020-05-07 08:44 ,1006.2 ,2020-05-07 16:07 ,28.7 ,33.0 ,2020-05-07 12:39 ,26.0 ,2020-05-07 01:31 ,25.1 ,82 ,51 ,2020-05-07 10:44 ,1.7 ,350 ,6.3 ,350 ,2020-05-07 18:22 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.0 ,61.5 ,23.47 ,21.5 ,6.2 ,8 ,2020-05-07 12:00 ,4.3 
08,1007.4 ,1010.2 ,1008.9 ,2020-05-08 09:39 ,1005.9 ,2020-05-08 16:10 ,28.7 ,33.1 ,2020-05-08 11:25 ,25.4 ,2020-05-08 02:45 ,25.1 ,83 ,52 ,2020-05-08 11:48 ,1.9 ,290 ,8.1 ,280 ,2020-05-08 13:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.4 ,64.5 ,22.89 ,22.0 ,5.2 ,9 ,2020-05-08 13:00 ,4.2 
09,1006.8 ,1009.6 ,1008.2 ,2020-05-09 09:26 ,1005.6 ,2020-05-09 16:42 ,29.1 ,33.0 ,2020-05-09 11:29 ,27.2 ,2020-05-09 03:11 ,26.1 ,85 ,60 ,2020-05-09 10:55 ,2.3 ,310 ,11.8 ,290 ,2020-05-09 12:37 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.1 ,62.1 ,23.91 ,19.7 ,6.2 ,9 ,2020-05-09 12:00 ,4.7 
10,1007.0 ,1009.7 ,1008.2 ,2020-05-10 21:44 ,1005.4 ,2020-05-10 15:46 ,29.2 ,32.6 ,2020-05-10 11:39 ,27.4 ,2020-05-10 04:25 ,26.0 ,84 ,56 ,2020-05-10 11:26 ,2.6 ,320 ,10.0 ,290 ,2020-05-10 09:54 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.7 ,58.9 ,23.40 ,17.8 ,6.3 ,9 ,2020-05-10 12:00 ,5.8 
