ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1007.5 ,1013.1 ,1008.9 ,2021-05-01 08:30 ,1006.0 ,2021-05-01 02:24 ,24.9 ,30.8 ,2021-05-01 12:13 ,21.2 ,2021-05-01 04:26 ,19.3 ,72 ,45 ,2021-05-01 12:13 ,1.3 ,140 ,6.6 ,300 ,2021-05-01 14:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.7 ,28.3 ,17.00 ,22.5 ,4.1 ,10 ,2021-05-01 12:00 ,7.5 
02,1009.2 ,1014.8 ,1011.0 ,2021-05-02 10:00 ,1007.6 ,2021-05-02 01:21 ,24.7 ,30.4 ,2021-05-02 13:24 ,19.9 ,2021-05-02 05:28 ,20.6 ,80 ,48 ,2021-05-02 11:58 ,1.4 ,340 ,6.9 ,310 ,2021-05-02 14:33 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.5 ,49.7 ,19.49 ,16.8 ,5.0 ,9 ,2021-05-02 12:00 ,5.0 
03,1008.7 ,1014.2 ,1010.7 ,2021-05-03 07:53 ,1006.8 ,2021-05-03 16:03 ,25.1 ,28.6 ,2021-05-03 13:30 ,22.9 ,2021-05-03 23:36 ,21.9 ,84 ,53 ,2021-05-03 13:22 ,1.6 ,320 ,6.8 ,330 ,2021-05-03 15:38 ,T ,0.8 ,T ,2021-05-03 17:20 ,T ,2021-05-03 17:20 ,0.0 ,0.0 ,9.87 ,16.5 ,-3.2 ,5 ,2021-05-03 11:00 ,9.8 
04,1006.7 ,1012.2 ,1008.4 ,2021-05-04 07:36 ,1004.1 ,2021-05-04 16:20 ,27.0 ,31.3 ,2021-05-04 16:46 ,22.8 ,2021-05-04 01:32 ,22.6 ,78 ,58 ,2021-05-04 11:16 ,1.1 ,300 ,5.6 ,320 ,2021-05-04 14:44 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.2 ,32.0 ,16.02 ,19.3 ,4.2 ,9 ,2021-05-04 11:00 ,7.3 
05,1008.2 ,1013.8 ,1010.5 ,2021-05-05 22:10 ,1006.3 ,2021-05-05 02:27 ,25.6 ,30.8 ,2021-05-05 11:28 ,21.1 ,2021-05-05 23:11 ,21.7 ,80 ,64 ,2021-05-05 11:27 ,2.1 ,330 ,9.2 ,360 ,2021-05-05 14:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.6 ,27.4 ,15.90 ,25.0 ,6.0 ,9 ,2021-05-05 12:00 ,6.8 
06,1009.9 ,1015.5 ,1011.3 ,2021-05-06 07:36 ,1008.3 ,2021-05-06 15:58 ,25.3 ,31.0 ,2021-05-06 11:32 ,20.1 ,2021-05-06 02:05 ,20.5 ,75 ,59 ,2021-05-06 10:46 ,1.6 ,340 ,8.9 ,300 ,2021-05-06 12:53 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.4 ,71.4 ,23.10 ,21.3 ,5.5 ,10 ,2021-05-06 12:00 ,3.5 
07,1007.8 ,1013.3 ,1010.3 ,2021-05-07 08:51 ,1005.2 ,2021-05-07 16:37 ,27.3 ,32.4 ,2021-05-07 12:00 ,23.2 ,2021-05-07 03:44 ,22.6 ,76 ,56 ,2021-05-07 11:23 ,1.5 ,220 ,6.1 ,250 ,2021-05-07 13:42 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.4 ,48.6 ,20.34 ,30.0 ,4.5 ,11 ,2021-05-07 12:00 ,4.8 
08,1005.2 ,1010.7 ,1006.9 ,2021-05-08 06:50 ,1003.5 ,2021-05-08 15:29 ,27.9 ,33.5 ,2021-05-08 11:23 ,24.4 ,2021-05-08 02:10 ,23.6 ,79 ,52 ,2021-05-08 10:48 ,2.1 ,260 ,9.7 ,260 ,2021-05-08 14:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.0 ,45.5 ,20.90 ,27.5 ,5.9 ,12 ,2021-05-08 12:00 ,5.3 
09,1004.7 ,1010.2 ,1007.2 ,2021-05-09 21:31 ,1002.5 ,2021-05-09 15:57 ,27.9 ,33.2 ,2021-05-09 11:45 ,23.6 ,2021-05-09 05:01 ,22.9 ,75 ,51 ,2021-05-09 11:45 ,1.7 ,270 ,8.9 ,290 ,2021-05-09 13:40 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,84.7 ,25.81 ,36.3 ,6.9 ,12 ,2021-05-09 12:00 ,2.8 
10,1004.4 ,1009.9 ,1006.6 ,2021-05-10 08:53 ,1002.4 ,2021-05-10 01:45 ,28.4 ,32.8 ,2021-05-10 13:30 ,24.9 ,2021-05-10 03:52 ,23.6 ,76 ,56 ,2021-05-10 10:36 ,1.7 ,210 ,7.0 ,260 ,2021-05-10 11:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.1 ,46.1 ,20.26 ,30.0 ,5.2 ,9 ,2021-05-10 11:00 ,5.0 
11,1004.3 ,1009.8 ,1006.3 ,2021-05-11 08:12 ,1002.8 ,2021-05-11 14:40 ,28.9 ,35.2 ,2021-05-11 11:40 ,24.6 ,2021-05-11 05:33 ,23.0 ,72 ,44 ,2021-05-11 11:31 ,1.8 ,270 ,8.1 ,280 ,2021-05-11 13:10 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.4 ,63.4 ,24.67 ,30.0 ,6.8 ,12 ,2021-05-11 12:00 ,5.8 
12,1004.3 ,1009.8 ,1006.1 ,2021-05-12 08:50 ,1002.2 ,2021-05-12 15:47 ,29.5 ,35.3 ,2021-05-12 12:37 ,23.8 ,2021-05-12 03:52 ,22.2 ,67 ,44 ,2021-05-12 12:00 ,1.8 ,220 ,8.8 ,260 ,2021-05-12 13:28 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,12.3 ,92.7 ,27.16 ,47.5 ,7.7 ,12 ,2021-05-12 12:00 ,1.8 
13,1004.7 ,1010.1 ,1006.6 ,2021-05-13 07:59 ,1003.2 ,2021-05-13 03:43 ,29.6 ,34.2 ,2021-05-13 11:32 ,25.4 ,2021-05-13 05:21 ,24.1 ,73 ,51 ,2021-05-13 10:50 ,1.6 ,290 ,8.4 ,280 ,2021-05-13 12:31 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.5 ,22.23 ,28.8 ,6.3 ,12 ,2021-05-13 12:00 ,3.0 
