日期,平均地溫0cm(℃),平均地溫100cm(℃),平均地溫10cm(℃),平均地溫20cm(℃),平均地溫50cm(℃),平均地溫5cm(℃),平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間,最大十分鐘降水量(mm),最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,海平面氣壓(hPa),累積日射量(MJm2),累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2021-01-01,18.2,24.0,20.5,20.8,23.1,20.1,1018.0,15.3,67,8.8,330.0,0.9,1015.3,1020.2,2021-01-01 15:23:00,11.7,2021-01-01 05:36:00,41,2021-01-01 13:48:00,0.0,2021-01-01 00:00:00,0.0,2021-01-01 00:00:00,270.0,5.5,2021-01-01 07:55:00,22.3,2021-01-01 13:48:00,1023.6,21.76,9.2,0,0.0
2021-01-02,18.3,23.8,20.3,20.5,22.7,19.9,1016.3,16.1,70,10.2,320.0,0.9,1013.5,1018.0,2021-01-02 15:08:00,9.5,2021-01-02 05:53:00,42,2021-01-02 13:46:00,0.0,2021-01-02 00:00:00,0.0,2021-01-02 00:00:00,360.0,4.0,2021-01-02 00:35:00,23.7,2021-01-02 13:46:00,1021.9,22.43,9.2,0,0.0
2021-01-03,18.7,23.6,20.3,20.4,22.4,20.0,1016.1,17.5,71,11.5,340.0,1.1,1013.3,1018.1,2021-01-03 15:02:00,10.1,2021-01-03 06:47:00,37,2021-01-03 14:44:00,0.0,2021-01-03 00:00:00,0.0,2021-01-03 00:00:00,330.0,5.9,2021-01-03 08:27:00,25.6,2021-01-03 13:12:00,1021.7,23.72,9.4,0,0.0
2021-01-04,19.6,23.4,20.6,20.5,22.2,20.5,1014.4,19.5,73,14.0,340.0,1.2,1011.9,1016.6,2021-01-04 14:57:00,13.4,2021-01-04 04:29:00,38,2021-01-04 13:05:00,0.0,2021-01-04 00:00:00,0.0,2021-01-04 00:00:00,270.0,5.8,2021-01-04 00:13:00,27.9,2021-01-04 14:09:00,1020.0,21.95,9.4,0,0.0
2021-01-05,20.1,23.2,20.9,20.6,22.1,20.9,1012.9,20.0,72,14.3,340.0,1.1,1010.4,1015.1,2021-01-05 14:23:00,15.4,2021-01-05 04:15:00,37,2021-01-05 12:02:00,0.0,2021-01-05 00:00:00,0.0,2021-01-05 00:00:00,330.0,5.4,2021-01-05 09:09:00,27.7,2021-01-05 13:27:00,1018.5,22.99,8.9,0,0.0
2021-01-06,19.6,23.0,20.8,20.7,22.2,20.7,1012.7,19.1,75,14.7,320.0,0.6,1010.0,1015.0,2021-01-06 15:28:00,16.5,2021-01-06 06:29:00,63,2021-01-06 12:53:00,0.0,2021-01-06 00:00:00,0.0,2021-01-06 00:00:00,280.0,3.4,2021-01-06 08:21:00,22.0,2021-01-06 12:52:00,1018.3,7.01,6.8,0,0.0
2021-01-07,18.5,22.9,20.5,20.5,22.2,20.2,1013.3,16.5,85,14.1,350.0,1.2,1011.5,1015.2,2021-01-07 15:38:00,13.8,2021-01-07 23:53:00,78,2021-01-07 11:21:00,0.0,2021-01-07 00:00:00,0.0,2021-01-07 00:00:00,340.0,5.2,2021-01-08 00:00:00,18.8,2021-01-07 00:02:00,1018.9,4.46,4.7,0,0.0
2021-01-08,16.2,22.9,19.4,19.8,21.9,18.8,1016.3,12.4,77,8.5,360.0,1.6,1014.7,1017.8,2021-01-08 03:06:00,9.8,2021-01-08 23:45:00,68,2021-01-08 12:37:00,0.0,2021-01-08 00:00:00,0.0,2021-01-08 00:00:00,310.0,5.9,2021-01-08 22:37:00,16.1,2021-01-08 11:14:00,1021.9,8.77,5.8,0,0.0
2021-01-09,15.7,22.7,18.5,19.0,21.5,17.9,1016.9,12.7,66,6.6,360.0,0.9,1014.7,1018.8,2021-01-09 15:43:00,9.4,2021-01-09 06:15:00,53,2021-01-09 14:27:00,0.0,2021-01-09 00:00:00,0.0,2021-01-09 00:00:00,320.0,3.6,2021-01-09 08:58:00,16.6,2021-01-09 13:00:00,1022.5,9.18,7.5,0,0.0
2021-01-10,16.6,22.5,18.6,18.8,21.1,18.3,1016.5,14.3,69,8.2,300.0,0.6,1013.7,1018.3,2021-01-10 15:26:00,7.4,2021-01-10 06:09:00,40,2021-01-10 14:10:00,0.0,2021-01-10 00:00:00,0.0,2021-01-10 00:00:00,230.0,4.9,2021-01-10 08:44:00,22.0,2021-01-10 14:10:00,1022.1,22.52,9.2,0,0.0
2021-01-11,17.0,22.3,18.8,18.9,20.9,18.5,1016.3,15.6,70,10.1,340.0,1.3,1014.0,1018.8,2021-01-11 14:47:00,11.8,2021-01-11 06:24:00,46,2021-01-11 12:34:00,0.0,2021-01-11 00:00:00,0.0,2021-01-11 00:00:00,340.0,6.6,2021-01-11 09:20:00,20.8,2021-01-11 14:29:00,1021.9,12.11,8.9,0,0.0
2021-01-12,16.0,22.1,18.3,18.6,20.7,17.9,1015.4,13.6,70,8.2,350.0,1.4,1013.4,1017.5,2021-01-12 15:17:00,10.8,2021-01-12 07:01:00,52,2021-01-12 13:38:00,0.0,2021-01-12 00:00:00,0.0,2021-01-12 00:00:00,340.0,5.6,2021-01-12 00:02:00,18.3,2021-01-12 15:43:00,1021.0,12.95,8.2,0,0.0
