ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1014.3 ,1015.3 ,1018.2 ,2010-02-01 20:36 ,1011.8 ,2010-02-01 03:03 ,19.6 ,25.6 ,2010-02-01 11:44 ,16.2 ,2010-02-01 19:49 ,15.4 ,77 ,58 ,2010-02-01 11:24 ,2.8 ,60 ,14.8 ,70 ,2010-02-01 17:37 ,1.5 ,3.6 ,0.5 ,2010-02-01 17:16 ,1.0 ,2010-02-01 16:44 ,6.6 ,60.2 ,12.90 ,9.8 ,-3.0 ,6 ,2010-02-01 12:00 ,5.3 
02,1016.0 ,1017.0 ,1018.4 ,2010-02-02 08:02 ,1013.5 ,2010-02-02 14:52 ,17.2 ,19.7 ,2010-02-02 16:41 ,15.3 ,2010-02-02 02:45 ,14.2 ,83 ,75 ,2010-02-02 16:34 ,1.4 ,250 ,4.8 ,70 ,2010-02-02 01:07 ,0.3 ,3.1 ,0.3 ,2010-02-02 05:15 ,0.3 ,2010-02-02 05:15 ,0.0 ,0.0 ,2.10 ,8.5 ,-0.7 ,1 ,2010-02-02 15:00 ,8.4 
03,1016.8 ,1017.8 ,1019.1 ,2010-02-03 09:56 ,1013.9 ,2010-02-03 03:29 ,18.1 ,19.3 ,2010-02-03 09:25 ,16.1 ,2010-02-03 04:30 ,14.1 ,78 ,66 ,2010-02-03 08:47 ,1.7 ,20 ,8.2 ,360 ,2010-02-03 07:50 ,T ,1.5 ,T ,2010-02-03 21:10 ,T ,2010-02-03 21:10 ,0.2 ,1.8 ,2.77 ,12.0 ,-0.8 ,2 ,2010-02-03 13:00 ,9.4 
04,1016.5 ,1017.5 ,1018.9 ,2010-02-04 08:42 ,1014.6 ,2010-02-04 15:02 ,19.2 ,21.9 ,2010-02-04 12:01 ,17.5 ,2010-02-04 06:17 ,15.0 ,77 ,71 ,2010-02-04 07:56 ,1.9 ,70 ,7.6 ,60 ,2010-02-04 12:15 ,T ,0.4 ,T ,2010-02-04 04:13 ,T ,2010-02-04 04:13 ,1.3 ,11.8 ,6.94 ,11.5 ,1.5 ,6 ,2010-02-04 13:00 ,9.5 
05,1016.6 ,1017.6 ,1018.2 ,2010-02-05 08:11 ,1014.8 ,2010-02-05 14:30 ,19.3 ,23.2 ,2010-02-05 11:02 ,16.7 ,2010-02-05 05:37 ,15.2 ,77 ,61 ,2010-02-05 12:07 ,1.4 ,90 ,6.5 ,70 ,2010-02-05 14:54 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.5 ,22.6 ,8.79 ,11.9 ,2.1 ,6 ,2010-02-05 12:00 ,6.1 
06,1016.3 ,1017.2 ,1017.9 ,2010-02-06 09:14 ,1014.3 ,2010-02-06 14:44 ,19.6 ,24.1 ,2010-02-06 12:05 ,16.1 ,2010-02-06 05:01 ,16.1 ,81 ,62 ,2010-02-06 12:13 ,1.0 ,300 ,4.2 ,90 ,2010-02-06 13:11 ,5.0 ,8.5 ,0.5 ,2010-02-06 16:30 ,1.5 ,2010-02-06 21:43 ,1.7 ,15.4 ,7.15 ,11.9 ,-0.9 ,4 ,2010-02-06 12:00 ,7.3 
07,1015.9 ,1016.8 ,1017.5 ,2010-02-07 08:56 ,1014.1 ,2010-02-07 15:54 ,19.9 ,22.5 ,2010-02-07 11:43 ,18.4 ,2010-02-07 06:54 ,17.0 ,84 ,71 ,2010-02-07 12:44 ,1.2 ,50 ,5.0 ,100 ,2010-02-07 08:11 ,9.0 ,7.5 ,1.0 ,2010-02-07 01:08 ,3.5 ,2010-02-07 02:58 ,0.7 ,6.3 ,5.64 ,13.3 ,-1.0 ,4 ,2010-02-07 12:00 ,9.4 
08,1015.8 ,1016.8 ,1018.3 ,2010-02-08 09:31 ,1014.3 ,2010-02-08 15:47 ,20.5 ,23.2 ,2010-02-08 13:43 ,18.4 ,2010-02-08 05:37 ,17.0 ,81 ,68 ,2010-02-08 13:02 ,0.5 ,310 ,3.3 ,280 ,2010-02-08 22:47 ,0.1 ,1.5 ,T ,2010-02-08 04:20 ,0.1 ,2010-02-08 04:15 ,0.4 ,3.6 ,6.43 ,9.0 ,1.1 ,3 ,2010-02-08 11:00 ,8.6 
09,1014.2 ,1015.2 ,1016.8 ,2010-02-09 09:23 ,1012.2 ,2010-02-09 14:27 ,21.7 ,26.7 ,2010-02-09 12:51 ,18.0 ,2010-02-09 06:23 ,17.6 ,78 ,67 ,2010-02-09 12:48 ,1.6 ,270 ,5.4 ,100 ,2010-02-09 14:27 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.8 ,61.1 ,14.37 ,11.1 ,2.2 ,6 ,2010-02-09 13:00 ,5.1 
10,1012.8 ,1013.7 ,1015.0 ,2010-02-10 09:08 ,1010.9 ,2010-02-10 15:39 ,23.0 ,27.1 ,2010-02-10 14:50 ,18.9 ,2010-02-10 05:38 ,18.4 ,76 ,64 ,2010-02-10 09:59 ,1.6 ,70 ,5.8 ,80 ,2010-02-10 12:20 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.3 ,92.4 ,16.96 ,12.1 ,1.2 ,6 ,2010-02-10 13:00 ,2.6 
11,1013.9 ,1014.8 ,1018.7 ,2010-02-11 23:59 ,1012.0 ,2010-02-11 04:37 ,22.7 ,27.7 ,2010-02-11 11:59 ,17.3 ,2010-02-11 23:29 ,18.7 ,78 ,69 ,2010-02-11 12:05 ,2.5 ,70 ,17.1 ,70 ,2010-02-11 21:17 ,T ,1.6 ,T ,2010-02-11 23:05 ,T ,2010-02-11 23:05 ,9.3 ,83.3 ,16.27 ,9.6 ,-2.4 ,6 ,2010-02-11 12:00 ,3.9 
