日期,平均地溫0cm(℃),平均地溫100cm(℃),平均地溫10cm(℃),平均地溫20cm(℃),平均地溫50cm(℃),平均地溫5cm(℃),平均氣壓(hPa),平均氣溫(℃),平均相對溼度( %),平均露點溫度(℃),平均風向(°),平均風速(ms),日最低氣壓(hPa),日最高氣壓(hPa),最低氣壓時間,最低氣溫(℃),最低氣溫時間,最低相對溼度( %),最低相對溼度時間,最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間,最大十分鐘降水量(mm),最大十分鐘降水量起始時間,最大陣風風向(°),最大陣風風速(ms),最高氣壓時間,最高氣溫(℃),最高氣溫時間,海平面氣壓(hPa),累積日射量(MJm2),累積日照時數(hr),累積蒸發量(mm),累計雨量(mm)
2021-01-01,15.9,23.4,17.2,18.5,21.2,16.6,1021.8,13.4,64,6.5,20.0,3.9,1019.1,1024.0,2021-01-01 14:54:00,9.7,2021-01-01 02:53:00,43,2021-01-01 14:13:00,0.0,2021-01-01 00:00:00,0.0,2021-01-01 00:00:00,360.0,8.8,2021-01-01 08:41:00,19.1,2021-01-01 14:10:00,1023.6,17.02,8.7,0,0.0
2021-01-02,16.6,23.1,17.7,18.7,20.8,17.3,1019.9,14.3,74,9.5,10.0,3.4,1017.1,1021.8,2021-01-02 14:36:00,9.2,2021-01-02 02:40:00,48,2021-01-02 14:31:00,0.0,2021-01-02 00:00:00,0.0,2021-01-02 00:00:00,330.0,9.8,2021-01-02 00:01:00,20.7,2021-01-02 13:41:00,1021.7,17.54,9.0,0,0.0
2021-01-03,17.7,22.9,18.2,18.9,20.7,18.0,1020.0,16.1,79,12.2,10.0,4.5,1017.4,1021.8,2021-01-03 14:35:00,9.3,2021-01-03 05:24:00,48,2021-01-03 11:43:00,0.0,2021-01-03 00:00:00,0.0,2021-01-03 00:00:00,330.0,11.8,2021-01-03 08:53:00,22.7,2021-01-03 13:35:00,1021.7,17.84,9.2,0,0.0
2021-01-04,19.2,22.6,19.2,19.5,20.7,19.2,1018.4,17.8,83,14.9,10.0,4.6,1016.1,1020.7,2021-01-04 15:02:00,14.1,2021-01-04 05:33:00,60,2021-01-04 12:45:00,0.0,2021-01-04 00:00:00,0.0,2021-01-04 00:00:00,330.0,10.2,2021-01-04 00:12:00,22.8,2021-01-04 12:39:00,1020.2,17.70,9.1,0,0.0
2021-01-05,19.8,22.5,19.8,20.0,20.8,19.8,1017.1,18.1,78,14.2,10.0,5.5,1014.8,1018.8,2021-01-05 14:31:00,15.6,2021-01-05 23:54:00,60,2021-01-05 12:17:00,0.0,2021-01-05 00:00:00,0.0,2021-01-05 00:00:00,20.0,14.7,2021-01-05 09:23:00,22.2,2021-01-05 12:24:00,1018.8,16.25,8.7,0,0.0
2021-01-06,19.1,22.4,19.5,20.0,20.9,19.4,1016.3,16.9,75,12.5,10.0,3.6,1013.6,1018.3,2021-01-06 15:11:00,14.8,2021-01-06 23:57:00,61,2021-01-06 13:06:00,0.0,2021-01-06 00:00:00,0.0,2021-01-06 00:00:00,20.0,8.4,2021-01-06 08:38:00,20.9,2021-01-06 13:05:00,1018.0,8.39,5.8,0,0.0
2021-01-07,17.0,22.3,18.7,19.6,20.9,18.1,1017.5,14.0,80,10.6,20.0,6.2,1015.2,1019.8,2021-01-07 14:54:00,10.9,2021-01-07 23:53:00,62,2021-01-07 14:57:00,0.5,2021-01-07 02:47:00,0.5,2021-01-07 03:37:00,10.0,13.6,2021-01-07 23:49:00,17.6,2021-01-07 14:41:00,1019.2,8.16,7.3,0,1.0
2021-01-08,13.5,22.2,16.4,18.1,20.5,15.3,1021.0,9.3,67,3.5,20.0,7.6,1019.4,1022.3,2021-01-08 04:21:00,8.1,2021-01-08 19:55:00,54,2021-01-08 23:59:00,0.0,2021-01-08 00:00:00,0.0,2021-01-08 00:00:00,20.0,14.9,2021-01-08 22:13:00,11.0,2021-01-08 00:01:00,1022.7,4.26,5.4,0,0.0
2021-01-09,13.5,22.0,15.5,17.0,19.8,14.7,1020.9,10.4,54,1.6,20.0,5.7,1018.4,1022.8,2021-01-09 15:27:00,7.9,2021-01-09 05:22:00,42,2021-01-09 14:39:00,0.0,2021-01-09 00:00:00,0.0,2021-01-09 00:00:00,10.0,11.9,2021-01-09 08:58:00,15.7,2021-01-09 14:38:00,1022.7,10.17,8.0,0,0.0
2021-01-10,15.3,21.8,16.1,17.0,19.3,15.7,1020.1,12.8,61,5.4,10.0,2.9,1017.4,1022.0,2021-01-10 14:55:00,6.4,2021-01-10 06:55:00,44,2021-01-10 12:32:00,0.0,2021-01-10 00:00:00,0.0,2021-01-10 00:00:00,330.0,10.8,2021-01-10 01:24:00,19.7,2021-01-10 13:58:00,1021.9,16.39,8.5,0,0.0
