ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1010.0 ,1011.1 ,1011.5 ,2015-05-01 08:33 ,1008.2 ,2015-05-01 15:23 ,27.2 ,31.3 ,2015-05-01 12:37 ,24.6 ,2015-05-01 05:13 ,21.7 ,72 ,63 ,2015-05-01 11:04 ,2.1 ,330 ,7.2 ,310 ,2015-05-01 11:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.7 ,17.39 ,... ,... ,... ,... ,... 
02,1009.2 ,1010.3 ,1010.5 ,2015-05-02 00:12 ,1007.7 ,2015-05-02 15:19 ,28.2 ,32.6 ,2015-05-02 10:55 ,25.1 ,2015-05-02 04:31 ,22.3 ,71 ,58 ,2015-05-02 10:43 ,3.0 ,230 ,12.4 ,230 ,2015-05-02 12:10 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.5 ,80.9 ,25.95 ,... ,... ,... ,... ,... 
03,1009.2 ,1010.3 ,1010.8 ,2015-05-03 07:07 ,1007.5 ,2015-05-03 16:34 ,28.4 ,33.4 ,2015-05-03 13:06 ,25.2 ,2015-05-03 04:08 ,22.7 ,72 ,56 ,2015-05-03 13:06 ,2.6 ,250 ,9.6 ,250 ,2015-05-03 14:54 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.2 ,70.8 ,24.40 ,... ,... ,... ,... ,... 
04,1009.5 ,1010.6 ,1010.9 ,2015-05-04 09:11 ,1008.0 ,2015-05-04 15:49 ,28.4 ,32.7 ,2015-05-04 12:56 ,25.9 ,2015-05-04 04:46 ,22.9 ,73 ,57 ,2015-05-04 13:07 ,2.4 ,250 ,8.6 ,230 ,2015-05-04 14:21 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.9 ,68.4 ,22.65 ,... ,... ,... ,... ,... 
05,1008.7 ,1009.8 ,1010.2 ,2015-05-05 00:01 ,1006.7 ,2015-05-05 17:17 ,26.0 ,29.1 ,2015-05-05 15:30 ,23.5 ,2015-05-05 04:39 ,21.6 ,77 ,67 ,2015-05-05 14:22 ,2.2 ,350 ,8.1 ,340 ,2015-05-05 03:01 ,T ,0.2 ,T ,2015-05-05 09:20 ,T ,2015-05-05 09:20 ,1.1 ,8.4 ,7.63 ,... ,... ,... ,... ,... 
06,1008.2 ,1009.3 ,1009.6 ,2015-05-06 23:20 ,1006.8 ,2015-05-06 14:42 ,27.7 ,32.5 ,2015-05-06 13:22 ,24.0 ,2015-05-06 01:55 ,22.3 ,73 ,60 ,2015-05-06 11:50 ,2.5 ,240 ,9.3 ,260 ,2015-05-06 12:13 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.1 ,69.8 ,24.04 ,... ,... ,... ,... ,... 
07,1009.3 ,1010.4 ,1011.2 ,2015-05-07 22:24 ,1007.7 ,2015-05-07 16:06 ,28.1 ,32.2 ,2015-05-07 12:48 ,25.0 ,2015-05-07 04:54 ,22.5 ,72 ,57 ,2015-05-07 09:53 ,2.2 ,320 ,8.5 ,330 ,2015-05-07 14:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.5 ,72.7 ,22.82 ,... ,... ,... ,... ,... 
08,1008.5 ,1009.6 ,1010.6 ,2015-05-08 00:04 ,1006.8 ,2015-05-08 14:17 ,28.5 ,34.2 ,2015-05-08 12:34 ,25.4 ,2015-05-08 03:58 ,23.1 ,73 ,54 ,2015-05-08 12:33 ,2.0 ,270 ,9.0 ,250 ,2015-05-08 14:24 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.9 ,60.4 ,22.99 ,... ,... ,... ,... ,... 
09,1008.0 ,1009.1 ,1010.1 ,2015-05-09 21:20 ,1006.3 ,2015-05-09 14:38 ,29.2 ,34.1 ,2015-05-09 12:34 ,25.9 ,2015-05-09 05:54 ,23.3 ,71 ,54 ,2015-05-09 13:05 ,2.7 ,330 ,9.6 ,280 ,2015-05-09 12:13 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.4 ,87.0 ,26.54 ,... ,... ,... ,... ,... 
10,1008.8 ,1009.9 ,1010.2 ,2015-05-10 09:50 ,1006.8 ,2015-05-10 02:53 ,28.5 ,33.6 ,2015-05-10 12:40 ,25.2 ,2015-05-10 23:48 ,22.9 ,72 ,55 ,2015-05-10 14:09 ,3.1 ,350 ,9.2 ,340 ,2015-05-10 11:03 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.6 ,42.7 ,18.38 ,... ,... ,... ,... ,... 
