ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1010.2 ,1014.5 ,1012.2 ,2016-05-01 08:35 ,1008.3 ,2016-05-01 17:11 ,20.1 ,23.8 ,2016-05-01 13:35 ,16.8 ,2016-05-01 00:10 ,18.1 ,88 ,78 ,2016-05-01 14:50 ,1.3 ,360 ,5.3 ,310 ,2016-05-01 04:43 ,31.5 ,9.3 ,2.0 ,2016-05-01 03:23 ,7.0 ,2016-05-01 02:50 ,0.3 ,2.3 ,7.05 ,7.2 ,-0.9 ,5 ,2016-05-01 14:00 ,10.0 
02,1007.8 ,1012.0 ,1010.0 ,2016-05-02 08:47 ,1005.0 ,2016-05-02 16:57 ,22.6 ,26.2 ,2016-05-02 14:12 ,20.8 ,2016-05-02 00:01 ,20.5 ,88 ,80 ,2016-05-02 15:08 ,1.8 ,150 ,9.0 ,210 ,2016-05-02 22:28 ,8.0 ,1.2 ,2.5 ,2016-05-02 09:22 ,8.0 ,2016-05-02 09:22 ,2.6 ,20.0 ,11.72 ,3.6 ,-2.0 ,5 ,2016-05-02 14:00 ,8.2 
03,1007.5 ,1011.7 ,1009.4 ,2016-05-03 22:02 ,1005.5 ,2016-05-03 02:53 ,24.0 ,28.1 ,2016-05-03 11:37 ,21.7 ,2016-05-03 02:37 ,21.2 ,85 ,63 ,2016-05-03 11:36 ,1.6 ,240 ,7.0 ,240 ,2016-05-03 03:41 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.1 ,39.1 ,18.09 ,6.8 ,3.7 ,8 ,2016-05-03 12:00 ,5.7 
04,1009.1 ,1013.3 ,1011.0 ,2016-05-04 09:26 ,1007.5 ,2016-05-04 15:46 ,24.1 ,28.5 ,2016-05-04 12:02 ,21.6 ,2016-05-04 05:39 ,21.0 ,83 ,68 ,2016-05-04 10:55 ,2.2 ,90 ,8.8 ,80 ,2016-05-04 05:38 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.8 ,44.4 ,18.79 ,7.9 ,3.9 ,8 ,2016-05-04 12:00 ,6.2 
05,1008.1 ,1012.3 ,1010.2 ,2016-05-05 08:55 ,1005.6 ,2016-05-05 17:17 ,23.9 ,27.4 ,2016-05-05 12:17 ,22.5 ,2016-05-05 04:51 ,21.7 ,88 ,79 ,2016-05-05 11:42 ,1.4 ,190 ,7.2 ,180 ,2016-05-05 17:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,1.9 ,14.5 ,14.23 ,2.6 ,2.8 ,8 ,2016-05-05 12:00 ,10.0 
06,1006.9 ,1011.1 ,1009.0 ,2016-05-06 09:45 ,1004.3 ,2016-05-06 17:31 ,24.3 ,28.2 ,2016-05-06 12:47 ,22.6 ,2016-05-06 00:04 ,22.1 ,87 ,78 ,2016-05-06 14:13 ,1.9 ,240 ,7.1 ,190 ,2016-05-06 16:51 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.5 ,42.0 ,16.83 ,5.5 ,3.9 ,8 ,2016-05-06 13:00 ,4.7 
07,1007.7 ,1011.9 ,1009.6 ,2016-05-07 22:22 ,1005.3 ,2016-05-07 03:56 ,25.0 ,28.6 ,2016-05-07 12:12 ,22.8 ,2016-05-07 04:25 ,22.5 ,86 ,78 ,2016-05-07 12:08 ,1.8 ,180 ,7.0 ,160 ,2016-05-07 15:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.1 ,61.7 ,18.84 ,5.7 ,3.8 ,9 ,2016-05-07 13:00 ,5.8 
08,1009.1 ,1013.2 ,1011.0 ,2016-05-08 09:56 ,1007.3 ,2016-05-08 17:17 ,25.3 ,30.4 ,2016-05-08 12:57 ,23.1 ,2016-05-08 04:58 ,22.8 ,87 ,75 ,2016-05-08 12:57 ,1.5 ,90 ,6.2 ,100 ,2016-05-08 15:14 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.2 ,16.7 ,14.76 ,4.7 ,1.9 ,8 ,2016-05-08 12:00 ,7.8 
09,1007.0 ,1011.1 ,1009.7 ,2016-05-09 00:01 ,1003.4 ,2016-05-09 17:34 ,25.7 ,29.7 ,2016-05-09 14:05 ,24.2 ,2016-05-09 23:13 ,23.3 ,87 ,76 ,2016-05-09 14:04 ,1.8 ,180 ,10.8 ,200 ,2016-05-09 17:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.4 ,48.6 ,19.49 ,6.4 ,-3.4 ,10 ,2016-05-09 13:00 ,6.8 
10,1004.1 ,1008.3 ,1005.3 ,2016-05-10 22:01 ,1002.3 ,2016-05-10 14:56 ,24.2 ,26.8 ,2016-05-10 11:34 ,23.4 ,2016-05-10 16:42 ,22.4 ,90 ,84 ,2016-05-10 20:04 ,1.7 ,220 ,9.2 ,360 ,2016-05-10 15:14 ,35.0 ,7.6 ,17.0 ,2016-05-10 15:11 ,24.0 ,2016-05-10 14:27 ,0.3 ,2.3 ,3.60 ,7.9 ,-4.0 ,4 ,2016-05-10 12:00 ,9.3 
