日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2018-03-28,220 板橋區,A1 香蕉,25.0,25.0,20.1,24.0,7880
2018-03-29,220 板橋區,A1 香蕉,25.3,25.0,20.1,24.1,8518
2018-03-30,220 板橋區,A1 香蕉,25.2,25.0,22.6,24.6,12735
2018-03-31,220 板橋區,A1 香蕉,25.0,25.0,21.9,24.4,11587
2018-04-01,220 板橋區,A1 香蕉,25.0,25.0,23.3,24.7,9824
2018-04-03,220 板橋區,A1 香蕉,23.6,23.0,20.3,22.6,10927
2018-04-04,220 板橋區,A1 香蕉,23.2,23.0,21.6,22.8,9715
2018-04-07,220 板橋區,A1 香蕉,23.1,23.0,23.0,23.0,12871
2018-04-08,220 板橋區,A1 香蕉,23.1,23.0,21.2,22.7,8720
2018-04-10,220 板橋區,A1 香蕉,27.1,20.0,19.5,21.3,10437
2018-04-11,220 板橋區,A1 香蕉,20.4,20.0,19.0,19.9,8737
2018-04-12,220 板橋區,A1 香蕉,20.5,20.0,18.4,19.8,8280
2018-04-13,220 板橋區,A1 香蕉,21.8,20.0,19.8,20.3,7737
2018-04-14,220 板橋區,A1 香蕉,21.0,20.0,18.2,19.8,11735
2018-04-15,220 板橋區,A1 香蕉,21.0,20.0,19.3,20.1,12256
2018-04-17,220 板橋區,A1 香蕉,20.2,20.0,18.4,19.7,18652
2018-04-18,220 板橋區,A1 香蕉,20.6,20.0,13.4,18.8,8221
2018-04-19,220 板橋區,A1 香蕉,21.6,20.0,18.1,20.0,8883
2018-04-20,220 板橋區,A1 香蕉,20.6,20.0,17.2,19.6,7648
2018-04-21,220 板橋區,A1 香蕉,21.3,20.0,17.2,19.7,9009
2018-04-22,220 板橋區,A1 香蕉,21.2,20.0,18.3,19.9,9465
2018-04-24,220 板橋區,A1 香蕉,27.0,20.0,17.5,20.9,11862
2018-04-25,220 板橋區,A1 香蕉,20.6,20.0,18.1,19.7,9368
2018-04-26,220 板橋區,A1 香蕉,19.4,17.0,15.8,17.2,9656
2018-04-27,220 板橋區,A1 香蕉,19.3,17.0,15.8,17.2,9867
2018-04-28,220 板橋區,A1 香蕉,20.6,19.0,16.0,18.7,10233
2018-04-29,220 板橋區,A1 香蕉,21.0,19.0,17.1,19.0,13932
2018-05-01,220 板橋區,A1 香蕉,21.7,17.0,16.6,17.9,20385
2018-05-02,220 板橋區,A1 香蕉,19.6,17.0,16.9,17.5,7666
2018-05-03,220 板橋區,A1 香蕉,23.4,17.0,16.1,18.1,9642
2018-05-04,220 板橋區,A1 香蕉,19.4,17.0,16.2,17.3,7941
2018-05-05,220 板橋區,A1 香蕉,18.9,17.0,15.3,17.0,8671
2018-05-06,220 板橋區,A1 香蕉,18.9,17.0,16.2,17.2,9583
2018-05-08,220 板橋區,A1 香蕉,21.6,17.0,15.6,17.6,13817
2018-05-09,220 板橋區,A1 香蕉,18.0,17.0,13.6,16.5,9434
2018-05-10,220 板橋區,A1 香蕉,22.3,17.0,15.3,17.7,9585
2018-05-11,220 板橋區,A1 香蕉,18.3,17.0,15.4,16.9,7840
2018-05-12,220 板橋區,A1 香蕉,18.3,16.8,13.4,16.4,10315
2018-05-13,220 板橋區,A1 香蕉,19.0,17.0,14.8,16.9,9759
2018-05-15,220 板橋區,A1 香蕉,21.1,17.0,15.6,17.5,19640
2018-05-16,220 板橋區,A1 香蕉,18.7,17.0,14.2,16.8,10168
2018-05-17,220 板橋區,A1 香蕉,18.5,17.0,14.7,16.8,7672
2018-05-18,220 板橋區,A1 香蕉,17.9,17.0,12.2,16.2,8612
2018-05-19,220 板橋區,A1 香蕉,17.8,17.0,14.4,16.6,7500
2018-05-20,220 板橋區,A1 香蕉,17.0,17.0,13.4,16.3,7265
2018-05-22,220 板橋區,A1 香蕉,20.7,15.0,13.2,15.8,9230
2018-05-23,220 板橋區,A1 香蕉,15.4,15.0,12.6,14.6,7662
2018-05-24,220 板橋區,A1 香蕉,15.8,15.0,12.5,14.6,7534
2018-05-25,220 板橋區,A1 香蕉,15.0,15.0,12.0,14.4,7254
2018-05-26,220 板橋區,A1 香蕉,16.0,15.0,11.9,14.6,7871
2018-05-27,220 板橋區,A1 香蕉,17.3,15.0,12.8,15.0,9509
2018-05-29,220 板橋區,A1 香蕉,17.2,15.0,13.4,15.1,20131
2018-05-30,220 板橋區,A1 香蕉,15.8,14.9,11.7,14.5,10384
2018-05-31,220 板橋區,A1 香蕉,19.7,13.1,10.0,13.8,9210
2018-06-01,220 板橋區,A1 香蕉,14.4,13.0,11.5,13.0,7515
2018-06-02,220 板橋區,A1 香蕉,13.5,13.0,11.1,12.7,9055
2018-06-03,220 板橋區,A1 香蕉,14.2,13.0,11.1,12.9,8711
2018-06-05,220 板橋區,A1 香蕉,16.1,13.0,11.7,13.4,12003
2018-06-06,220 板橋區,A1 香蕉,13.5,12.0,10.2,11.9,9341
2018-06-07,220 板橋區,A1 香蕉,12.8,11.8,10.4,11.7,11325
2018-06-08,220 板橋區,A1 香蕉,15.5,12.3,11.0,12.7,10653
2018-06-09,220 板橋區,A1 香蕉,15.1,12.0,10.7,12.4,8358
2018-06-10,220 板橋區,A1 香蕉,12.8,12.0,10.4,11.8,8410
2018-06-12,220 板橋區,A1 香蕉,18.7,13.8,12.0,14.4,12144
2018-06-13,220 板橋區,A1 香蕉,16.2,13.0,11.6,13.4,14321
2018-06-14,220 板橋區,A1 香蕉,17.2,16.0,13.6,15.8,12301
2018-06-15,220 板橋區,A1 香蕉,16.1,16.0,13.3,15.5,9838
2018-06-16,220 板橋區,A1 香蕉,21.0,18.2,15.5,18.2,7740
2018-06-17,220 板橋區,A1 香蕉,18.0,18.0,16.1,17.6,9654
2018-06-18,220 板橋區,A1 香蕉,19.6,18.0,17.7,18.3,7440
2018-06-21,220 板橋區,A1 香蕉,19.6,18.0,15.9,17.9,9708
2018-06-22,220 板橋區,A1 香蕉,18.6,18.0,14.6,17.4,7400
2018-06-23,220 板橋區,A1 香蕉,20.0,18.0,14.9,17.8,8302
2018-06-24,220 板橋區,A1 香蕉,22.1,18.0,16.6,18.6,8673
2018-06-26,220 板橋區,A1 香蕉,19.3,18.0,15.0,17.6,9122
2018-06-27,220 板橋區,A1 香蕉,18.6,18.0,14.4,17.4,11760
2018-06-28,220 板橋區,A1 香蕉,18.0,18.0,15.5,17.5,9846
2018-06-29,220 板橋區,A1 香蕉,21.6,18.0,16.2,18.4,9225
2018-06-30,220 板橋區,A1 香蕉,18.2,18.0,14.2,17.3,6810
2018-07-01,220 板橋區,A1 香蕉,18.3,18.0,14.1,17.3,7371
2018-07-03,220 板橋區,A1 香蕉,18.5,18.0,15.6,17.6,7482
2018-07-04,220 板橋區,A1 香蕉,18.5,18.0,15.5,17.6,7340
2018-07-05,220 板橋區,A1 香蕉,18.8,18.0,14.6,17.5,6450
2018-07-06,220 板橋區,A1 香蕉,18.2,18.0,15.4,17.5,6051
2018-07-07,220 板橋區,A1 香蕉,20.0,18.0,13.2,17.4,7665
2018-07-08,220 板橋區,A1 香蕉,19.0,18.0,16.9,18.0,6900
2018-07-10,220 板橋區,A1 香蕉,20.1,18.0,15.7,18.0,8916
2018-07-11,220 板橋區,A1 香蕉,18.0,18.0,17.2,17.8,3283
2018-07-12,220 板橋區,A1 香蕉,19.5,18.0,14.9,17.7,11896
2018-07-13,220 板橋區,A1 香蕉,22.2,18.0,15.2,18.3,11196
2018-07-14,220 板橋區,A1 香蕉,19.8,18.0,15.6,17.9,8905
2018-07-15,220 板橋區,A1 香蕉,18.0,18.0,16.3,17.7,6059
2018-07-17,220 板橋區,A1 香蕉,21.6,18.0,16.4,18.4,8616
2018-07-18,220 板橋區,A1 香蕉,20.7,18.0,15.8,18.1,6700
2018-07-19,220 板橋區,A1 香蕉,18.5,18.0,16.6,17.8,5865
2018-07-20,220 板橋區,A1 香蕉,20.9,18.0,15.8,18.1,6619
2018-07-21,220 板橋區,A1 香蕉,21.4,18.0,17.1,18.5,6407
2018-07-22,220 板橋區,A1 香蕉,21.7,18.0,16.8,18.5,7297
2018-07-24,220 板橋區,A1 香蕉,21.4,18.0,15.6,18.2,7643
2018-07-25,220 板橋區,A1 香蕉,18.0,18.0,15.6,17.5,7186
2018-07-26,220 板橋區,A1 香蕉,23.3,20.0,16.5,20.0,13480
2018-07-27,220 板橋區,A1 香蕉,23.2,20.0,17.1,20.1,9821
2018-07-28,220 板橋區,A1 香蕉,24.2,20.0,17.8,20.4,8009
2018-07-29,220 板橋區,A1 香蕉,21.5,20.0,15.2,19.3,7316
2018-07-31,220 板橋區,A1 香蕉,24.3,20.0,17.1,20.3,8516
2018-08-01,220 板橋區,A1 香蕉,25.4,20.0,17.1,20.5,8753
2018-08-02,220 板橋區,A1 香蕉,25.2,18.0,14.0,18.6,8031
2018-08-03,220 板橋區,A1 香蕉,26.8,18.0,15.7,19.3,6863
2018-08-04,220 板橋區,A1 香蕉,19.5,18.0,15.1,17.7,7284
2018-08-05,220 板橋區,A1 香蕉,25.4,18.1,17.4,19.4,7877
2018-08-07,220 板橋區,A1 香蕉,24.6,18.0,15.7,18.9,8647
2018-08-08,220 板橋區,A1 香蕉,24.3,18.0,16.2,18.9,7930
2018-08-09,220 板橋區,A1 香蕉,23.6,18.0,15.3,18.6,8139
2018-08-10,220 板橋區,A1 香蕉,25.7,18.0,16.1,19.2,13477
2018-08-11,220 板橋區,A1 香蕉,24.9,18.0,17.1,19.2,9830
2018-08-12,220 板橋區,A1 香蕉,24.7,18.0,16.3,19.0,7914
2018-08-14,220 板橋區,A1 香蕉,25.5,22.1,19.7,22.3,8430
2018-08-15,220 板橋區,A1 香蕉,23.5,22.0,18.7,21.6,6604
2018-08-16,220 板橋區,A1 香蕉,23.2,19.0,18.2,19.7,7214
2018-08-17,220 板橋區,A1 香蕉,23.3,19.0,17.4,19.6,7207
2018-08-18,220 板橋區,A1 香蕉,23.3,19.0,17.3,19.6,7731
2018-08-19,220 板橋區,A1 香蕉,24.2,19.0,18.5,20.0,7323
2018-08-21,220 板橋區,A1 香蕉,23.6,19.0,16.5,19.4,8301
2018-08-22,220 板橋區,A1 香蕉,21.3,19.0,16.7,19.0,6651
2018-08-23,220 板橋區,A1 香蕉,26.0,19.0,15.6,19.7,8153
2018-08-24,220 板橋區,A1 香蕉,22.0,20.0,18.6,20.1,10387
2018-08-25,220 板橋區,A1 香蕉,22.3,20.0,18.4,20.1,7285
2018-08-28,220 板橋區,A1 香蕉,22.7,20.0,19.5,20.4,7919
2018-08-29,220 板橋區,A1 香蕉,26.6,20.0,18.8,21.1,6885
2018-08-30,220 板橋區,A1 香蕉,29.9,20.2,19.4,22.0,7113
2018-08-31,220 板橋區,A1 香蕉,27.5,20.0,17.6,21.0,6594
2018-09-01,220 板橋區,A1 香蕉,28.0,20.0,19.0,21.4,6579
2018-09-02,220 板橋區,A1 香蕉,22.8,20.0,17.9,20.2,6255
2018-09-04,220 板橋區,A1 香蕉,26.2,25.0,20.2,24.3,7999
2018-09-05,220 板橋區,A1 香蕉,29.5,25.0,22.1,25.3,6568
2018-09-06,220 板橋區,A1 香蕉,26.7,25.0,21.6,24.7,6870
2018-09-07,220 板橋區,A1 香蕉,27.4,26.0,23.5,25.8,7231
2018-09-08,220 板橋區,A1 香蕉,27.7,26.0,24.5,26.0,6408
2018-09-09,220 板橋區,A1 香蕉,26.6,26.0,23.7,25.6,10068
2018-09-11,220 板橋區,A1 香蕉,27.6,26.0,22.8,25.7,15062
2018-09-12,220 板橋區,A1 香蕉,26.6,26.0,21.7,25.3,6870
2018-09-13,220 板橋區,A1 香蕉,26.5,25.8,14.2,23.6,6890
2018-09-14,220 板橋區,A1 香蕉,26.0,26.0,22.5,25.3,5810
2018-09-15,220 板橋區,A1 香蕉,27.7,20.0,20.0,21.5,7767
2018-09-16,220 板橋區,A1 香蕉,24.4,21.8,18.0,21.6,7134
2018-09-18,220 板橋區,A1 香蕉,23.1,22.0,16.8,21.2,7351
2018-09-19,220 板橋區,A1 香蕉,22.4,22.0,18.5,21.4,7111
2018-09-20,220 板橋區,A1 香蕉,21.5,20.0,18.9,20.1,6559
2018-09-21,220 板橋區,A1 香蕉,22.2,21.8,17.6,21.1,7365
2018-09-22,220 板橋區,A1 香蕉,22.9,21.5,14.4,20.4,6990
2018-09-23,220 板橋區,A1 香蕉,21.0,20.0,17.2,19.6,10886
2018-09-24,220 板橋區,A1 香蕉,20.0,19.8,18.0,19.5,5925
2018-09-27,220 板橋區,A1 香蕉,20.0,20.0,16.6,19.3,7276
2018-09-28,220 板橋區,A1 香蕉,21.9,19.9,15.3,19.4,7902
2018-09-29,220 板橋區,A1 香蕉,20.5,18.9,12.2,17.9,8251
2018-09-30,220 板橋區,A1 香蕉,20.5,19.8,14.6,18.9,7973
2018-10-02,220 板橋區,A1 香蕉,20.9,20.0,13.5,18.9,8812
2018-10-03,220 板橋區,A1 香蕉,25.3,20.0,15.3,20.1,8976
2018-10-04,220 板橋區,A1 香蕉,25.8,19.8,14.1,19.8,10145
2018-10-05,220 板橋區,A1 香蕉,20.9,20.0,14.8,19.2,6392
2018-10-06,220 板橋區,A1 香蕉,21.1,19.8,15.2,19.2,8842
2018-10-07,220 板橋區,A1 香蕉,22.4,20.0,17.3,19.9,9985
2018-10-09,220 板橋區,A1 香蕉,20.5,20.0,18.5,19.8,16358
2018-10-10,220 板橋區,A1 香蕉,20.1,20.0,17.1,19.4,7473
2018-10-11,220 板橋區,A1 香蕉,29.9,24.0,18.7,24.1,8116
2018-10-12,220 板橋區,A1 香蕉,26.5,23.4,16.5,22.7,7878
2018-10-13,220 板橋區,A1 香蕉,24.5,24.0,18.1,22.9,5634
2018-10-14,220 板橋區,A1 香蕉,25.0,24.0,20.1,23.4,7501
2018-10-16,220 板橋區,A1 香蕉,24.7,24.0,20.1,23.4,8076
2018-10-17,220 板橋區,A1 香蕉,24.4,24.0,19.4,23.2,8247
2018-10-18,220 板橋區,A1 香蕉,32.9,24.0,20.7,25.1,7438
2018-10-19,220 板橋區,A1 香蕉,26.0,26.0,18.4,24.5,6058
2018-10-20,220 板橋區,A1 香蕉,30.0,30.0,26.8,29.4,8046
2018-10-21,220 板橋區,A1 香蕉,30.1,30.0,24.8,29.0,8430
2018-10-23,220 板橋區,A1 香蕉,30.4,30.0,28.3,29.8,16376
2018-10-24,220 板橋區,A1 香蕉,32.0,32.0,23.8,30.4,8301
2018-10-25,220 板橋區,A1 香蕉,39.5,32.0,23.4,31.8,6778
2018-10-26,220 板橋區,A1 香蕉,32.3,32.0,21.7,30.0,6070
2018-10-27,220 板橋區,A1 香蕉,38.0,38.0,27.9,36.0,5803
2018-10-28,220 板橋區,A1 香蕉,35.3,35.0,33.5,34.8,7024
2018-10-30,220 板橋區,A1 香蕉,35.4,35.0,28.1,33.7,7884
2018-10-31,220 板橋區,A1 香蕉,45.1,35.0,26.9,35.4,7494
2018-11-01,220 板橋區,A1 香蕉,35.0,35.0,30.9,34.2,6330
2018-11-02,220 板橋區,A1 香蕉,35.0,34.9,29.5,33.8,5698
2018-11-03,220 板橋區,A1 香蕉,35.0,35.0,32.6,34.5,6215
2018-11-04,220 板橋區,A1 香蕉,35.0,35.0,31.8,34.4,6522
2018-11-06,220 板橋區,A1 香蕉,35.0,35.0,26.4,33.3,8260
2018-11-07,220 板橋區,A1 香蕉,35.5,35.0,31.8,34.4,11375
2018-11-08,220 板橋區,A1 香蕉,35.5,35.0,30.4,34.2,9051
2018-11-09,220 板橋區,A1 香蕉,35.4,35.0,32.6,34.6,7750
2018-11-10,220 板橋區,A1 香蕉,35.2,35.0,32.1,34.5,5895
2018-11-11,220 板橋區,A1 香蕉,42.7,35.0,32.2,36.0,7935
2018-11-13,220 板橋區,A1 香蕉,35.3,35.0,28.1,33.7,8361
2018-11-14,220 板橋區,A1 香蕉,36.5,35.0,27.7,33.8,7959
2018-11-15,220 板橋區,A1 香蕉,35.3,35.0,32.4,34.6,6840
2018-11-16,220 板橋區,A1 香蕉,35.2,35.0,30.1,34.1,6457
2018-11-17,220 板橋區,A1 香蕉,35.4,35.0,27.9,33.7,7089
2018-11-18,220 板橋區,A1 香蕉,35.1,35.0,27.4,33.5,7425
2018-11-20,220 板橋區,A1 香蕉,32.3,32.0,28.2,31.3,8273
2018-11-21,220 板橋區,A1 香蕉,32.5,32.0,29.3,31.6,12499
2018-11-22,220 板橋區,A1 香蕉,37.4,35.0,29.5,34.4,11691
2018-11-23,220 板橋區,A1 香蕉,35.0,35.0,31.5,34.3,7270
2018-11-24,220 板橋區,A1 香蕉,35.1,35.0,30.2,34.0,6179
2018-11-25,220 板橋區,A1 香蕉,32.3,31.0,30.3,31.1,7602
2018-11-27,220 板橋區,A1 香蕉,32.0,31.0,27.6,30.5,8406
2018-11-28,220 板橋區,A1 香蕉,35.0,34.0,29.6,33.3,7177
2018-11-29,220 板橋區,A1 香蕉,35.0,34.0,31.0,33.6,6039
2018-11-30,220 板橋區,A1 香蕉,35.3,34.0,29.7,33.4,7080
2018-12-01,220 板橋區,A1 香蕉,35.1,34.0,28.8,33.2,8027
2018-12-02,220 板橋區,A1 香蕉,34.6,34.0,29.0,33.1,7241
2018-12-04,220 板橋區,A1 香蕉,33.0,32.0,29.8,31.8,7511
2018-12-05,220 板橋區,A1 香蕉,33.0,32.0,28.7,31.6,7550
2018-12-06,220 板橋區,A1 香蕉,34.6,34.0,32.0,33.7,11225
2018-12-07,220 板橋區,A1 香蕉,34.8,34.0,30.0,33.4,9519
2018-12-08,220 板橋區,A1 香蕉,33.2,32.0,31.1,32.1,7358
2018-12-09,220 板橋區,A1 香蕉,33.2,32.0,30.8,32.0,6369
2018-12-11,220 板橋區,A1 香蕉,34.9,34.0,30.8,33.5,7361
2018-12-12,220 板橋區,A1 香蕉,34.9,34.0,30.4,33.4,6584
2018-12-13,220 板橋區,A1 香蕉,34.9,34.0,29.8,33.4,5956
2018-12-14,220 板橋區,A1 香蕉,34.8,34.0,26.0,32.6,6075
2018-12-15,220 板橋區,A1 香蕉,34.7,34.0,32.5,33.8,6045
2018-12-16,220 板橋區,A1 香蕉,34.5,34.0,31.8,33.7,7568
2018-12-18,220 板橋區,A1 香蕉,34.8,34.0,29.8,33.3,7328
2018-12-19,220 板橋區,A1 香蕉,35.0,34.0,27.2,32.8,8287
2018-12-20,220 板橋區,A1 香蕉,34.8,34.0,31.2,33.6,11715
2018-12-21,220 板橋區,A1 香蕉,34.7,34.0,31.1,33.6,9972
2018-12-22,220 板橋區,A1 香蕉,34.8,34.0,30.6,33.5,8337
2018-12-23,220 板橋區,A1 香蕉,34.6,34.0,32.6,33.8,6639
2018-12-25,220 板橋區,A1 香蕉,33.1,32.0,28.4,31.5,7211
2018-12-26,220 板橋區,A1 香蕉,32.9,32.0,25.7,30.9,6824
2018-12-27,220 板橋區,A1 香蕉,32.9,32.0,28.8,31.5,6195
2018-12-28,220 板橋區,A1 香蕉,33.3,32.0,24.7,30.8,4981
2018-12-29,220 板橋區,A1 香蕉,32.9,32.0,27.0,31.2,6220
2018-12-30,220 板橋區,A1 香蕉,32.7,32.0,29.6,31.7,6924
2019-01-01,220 板橋區,A1 香蕉,32.8,32.0,30.2,31.8,6810
2019-01-02,220 板橋區,A1 香蕉,32.9,32.0,30.1,31.8,6530
2019-01-03,220 板橋區,A1 香蕉,32.7,31.8,20.8,29.8,6640
2019-01-04,220 板橋區,A1 香蕉,32.5,32.0,30.1,31.7,7024
2019-01-05,220 板橋區,A1 香蕉,31.0,30.0,26.4,29.5,10627
2019-01-06,220 板橋區,A1 香蕉,30.7,30.0,28.0,29.7,11023
2019-01-08,220 板橋區,A1 香蕉,31.0,30.0,26.6,29.5,11245
2019-01-09,220 板橋區,A1 香蕉,31.4,30.0,26.6,29.6,5852
2019-01-10,220 板橋區,A1 香蕉,31.1,30.0,26.8,29.6,6720
2019-01-11,220 板橋區,A1 香蕉,31.2,30.0,23.0,28.8,6936
2019-01-12,220 板橋區,A1 香蕉,31.0,30.0,26.5,29.5,7050
2019-01-13,220 板橋區,A1 香蕉,31.1,30.0,28.0,29.8,6390
2019-01-15,220 板橋區,A1 香蕉,31.1,30.0,28.3,29.9,7457
2019-01-16,220 板橋區,A1 香蕉,30.7,30.0,28.0,29.7,7335
2019-01-17,220 板橋區,A1 香蕉,31.2,30.0,28.1,29.9,4650
2019-01-18,220 板橋區,A1 香蕉,30.8,30.0,29.6,30.1,6855
2019-01-19,220 板橋區,A1 香蕉,30.7,30.0,26.6,29.5,12043
2019-01-20,220 板橋區,A1 香蕉,30.9,30.0,28.7,29.9,9734
2019-01-22,220 板橋區,A1 香蕉,30.6,30.0,28.0,29.7,11680
2019-01-23,220 板橋區,A1 香蕉,31.7,30.0,29.4,30.2,5610
2019-01-24,220 板橋區,A1 香蕉,31.0,30.0,22.2,28.6,6331
2019-01-25,220 板橋區,A1 香蕉,31.4,30.0,27.1,29.7,6304
2019-01-26,220 板橋區,A1 香蕉,31.0,30.0,26.9,29.6,6291
2019-01-27,220 板橋區,A1 香蕉,31.0,30.0,28.1,29.8,6934
2019-01-29,220 板橋區,A1 香蕉,31.4,30.0,23.7,29.0,8820
2019-01-30,220 板橋區,A1 香蕉,31.5,30.0,25.8,29.4,6559
2019-01-31,220 板橋區,A1 香蕉,31.1,30.0,27.8,29.8,6260
2019-02-01,220 板橋區,A1 香蕉,31.2,30.0,19.0,28.0,6212
2019-02-02,220 板橋區,A1 香蕉,31.3,30.0,28.2,29.9,6883
2019-02-03,220 板橋區,A1 香蕉,30.9,30.0,28.7,29.9,8679
2019-02-04,220 板橋區,A1 香蕉,31.2,30.0,29.8,30.2,8490
2019-02-10,220 板橋區,A1 香蕉,30.4,30.0,28.9,29.9,11051
2019-02-11,220 板橋區,A1 香蕉,30.0,30.0,28.4,29.7,6975
2019-02-12,220 板橋區,A1 香蕉,28.4,28.0,25.2,27.5,10556
2019-02-14,220 板橋區,A1 香蕉,28.0,28.0,25.6,27.5,8135
2019-02-15,220 板橋區,A1 香蕉,28.2,28.0,23.3,27.1,7560
2019-02-16,220 板橋區,A1 香蕉,30.1,30.0,25.5,29.1,7170
2019-02-17,220 板橋區,A1 香蕉,30.0,30.0,22.6,28.5,8269
2019-02-18,220 板橋區,A1 香蕉,30.0,30.0,28.7,29.8,10882
2019-02-19,220 板橋區,A1 香蕉,30.0,30.0,24.0,28.8,10812
2019-02-22,220 板橋區,A1 香蕉,28.1,28.0,25.8,27.6,10862
2019-02-23,220 板橋區,A1 香蕉,25.1,25.0,20.5,24.1,6723
2019-02-24,220 板橋區,A1 香蕉,25.2,25.0,23.0,24.6,5844
2019-02-26,220 板橋區,A1 香蕉,25.2,25.0,22.5,24.5,7783
2019-02-27,220 板橋區,A1 香蕉,25.2,25.0,18.4,23.7,8187
2019-02-28,220 板橋區,A1 香蕉,25.1,25.0,17.7,23.6,8054
2019-03-01,220 板橋區,A1 香蕉,25.2,25.0,21.1,24.3,7358
2019-03-02,220 板橋區,A1 香蕉,25.4,25.0,20.3,24.1,7890
2019-03-03,220 板橋區,A1 香蕉,25.0,25.0,23.2,24.6,7198
2019-03-05,220 板橋區,A1 香蕉,25.4,25.0,19.7,24.0,8901
2019-03-06,220 板橋區,A1 香蕉,25.2,25.0,23.3,24.7,12993
2019-03-07,220 板橋區,A1 香蕉,28.2,25.0,22.0,25.0,12476
2019-03-08,220 板橋區,A1 香蕉,25.1,25.0,23.1,24.6,8147
2019-03-09,220 板橋區,A1 香蕉,25.2,25.0,23.1,24.7,5070
2019-03-10,220 板橋區,A1 香蕉,25.3,25.0,20.0,24.1,7641
2019-03-12,220 板橋區,A1 香蕉,27.2,27.0,21.2,25.9,8984
2019-03-13,220 板橋區,A1 香蕉,28.0,28.0,24.1,27.2,8610
2019-03-14,220 板橋區,A1 香蕉,31.5,28.0,24.2,28.0,9602
2019-03-15,220 板橋區,A1 香蕉,29.0,29.0,27.0,28.6,8042
2019-03-16,220 板橋區,A1 香蕉,29.1,29.0,27.9,28.8,7671
2019-03-17,220 板橋區,A1 香蕉,29.1,29.0,27.9,28.8,9390
2019-03-19,220 板橋區,A1 香蕉,30.0,30.0,27.4,29.5,10134
2019-03-20,220 板橋區,A1 香蕉,30.0,30.0,28.4,29.7,13752
2019-03-21,220 板橋區,A1 香蕉,34.7,30.0,27.4,30.4,14352
2019-03-22,220 板橋區,A1 香蕉,30.0,30.0,29.1,29.8,9541
2019-03-23,220 板橋區,A1 香蕉,33.0,33.0,31.0,32.6,6731
2019-03-24,220 板橋區,A1 香蕉,33.0,33.0,32.3,32.9,7890
2019-03-26,220 板橋區,A1 香蕉,33.0,33.0,30.0,32.4,9187
2019-03-27,220 板橋區,A1 香蕉,33.0,33.0,31.7,32.8,7764
2019-03-28,220 板橋區,A1 香蕉,39.8,33.0,28.6,33.5,9374
2019-03-29,220 板橋區,A1 香蕉,33.0,33.0,31.5,32.7,6845
2019-03-30,220 板橋區,A1 香蕉,33.0,33.0,25.6,31.5,7737
2019-03-31,220 板橋區,A1 香蕉,33.0,33.0,31.8,32.8,7506
2019-04-02,220 板橋區,A1 香蕉,35.0,35.0,33.3,34.7,9219
2019-04-03,220 板橋區,A1 香蕉,35.0,35.0,32.9,34.6,8940
2019-04-04,220 板橋區,A1 香蕉,35.0,35.0,34.1,34.8,11125
2019-04-07,220 板橋區,A1 香蕉,35.0,35.0,34.1,34.8,17319
2019-04-09,220 板橋區,A1 香蕉,35.0,35.0,34.0,34.8,8150
2019-04-10,220 板橋區,A1 香蕉,35.0,35.0,34.0,34.8,8220
2019-04-11,220 板橋區,A1 香蕉,40.2,35.0,34.3,35.9,8655
2019-04-12,220 板橋區,A1 香蕉,35.0,35.0,31.2,34.2,6106
2019-04-13,220 板橋區,A1 香蕉,35.2,35.0,34.0,34.8,7626
2019-04-14,220 板橋區,A1 香蕉,35.0,35.0,31.7,34.3,7651
2019-04-16,220 板橋區,A1 香蕉,33.3,33.0,32.2,32.9,8585
2019-04-17,220 板橋區,A1 香蕉,33.1,33.0,31.7,32.8,8235
2019-04-18,220 板橋區,A1 香蕉,36.6,33.0,31.6,33.4,14475
2019-04-19,220 板橋區,A1 香蕉,33.3,33.0,32.7,33.0,12330
2019-04-20,220 板橋區,A1 香蕉,33.1,33.0,32.0,32.8,8925
2019-04-21,220 板橋區,A1 香蕉,33.1,33.0,30.2,32.5,6668
2019-04-23,220 板橋區,A1 香蕉,33.1,33.0,26.8,31.8,9864
2019-04-24,220 板橋區,A1 香蕉,33.1,33.0,31.8,32.8,8205
2019-04-25,220 板橋區,A1 香蕉,37.6,31.0,30.3,32.2,8985
2019-04-26,220 板橋區,A1 香蕉,31.4,31.0,30.6,31.0,8850
2019-04-27,220 板橋區,A1 香蕉,31.5,31.0,29.3,30.8,9120
2019-04-28,220 板橋區,A1 香蕉,29.2,29.0,27.7,28.8,8250
2019-04-30,220 板橋區,A1 香蕉,29.4,29.0,27.4,28.8,9130
2019-05-01,220 板橋區,A1 香蕉,32.1,31.0,29.2,30.8,8473
2019-05-02,220 板橋區,A1 香蕉,39.2,31.0,28.4,32.1,8204
2019-05-03,220 板橋區,A1 香蕉,33.8,31.0,28.3,31.0,8865
2019-05-04,220 板橋區,A1 香蕉,31.4,31.0,30.1,30.9,12393
2019-05-05,220 板橋區,A1 香蕉,31.1,31.0,29.8,30.8,13275
2019-05-07,220 板橋區,A1 香蕉,31.1,31.0,30.9,31.0,11295
2019-05-08,220 板橋區,A1 香蕉,31.0,31.0,30.5,30.9,7290
2019-05-09,220 板橋區,A1 香蕉,38.0,31.0,30.2,32.2,8375
2019-05-10,220 板橋區,A1 香蕉,31.0,31.0,21.5,29.1,7023
2019-05-11,220 板橋區,A1 香蕉,31.2,31.0,30.0,30.8,6435
