日期,Market,Product,High price,Mid price,Low price,Average price,Volume(kg),Price change rate,Volume change rate,StnPres,SeaPres,StnPresMax,StnPresMin,Temperature,T Max,T Min,Td dew point,RH,RHMin,WS,WD,WSGust,WDGust,Precp,PrecpHour,PrecpMax10,PrecpMax60,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,Cloud Amount
2012-03-21,400 台中市,A1 香蕉,28.8,22.2,13.0,24.1,47695,0.02,-0.28,1005.2,1015.3,1007.5,1003.0,19.6,23.5,17.0,14.5,73,59,1.9,350,8.0,300,0.0,0.0,0.0,0.0,5.0,41.5,17.72,10.3,3.3,6,6.8
2012-03-22,400 台中市,A1 香蕉,27.0,20.8,14.0,22.7,63688,-0.06,0.34,1004.5,1014.5,1007.4,1001.0,22.4,29.0,17.7,17.5,75,50,1.1,360,5.3,340,0.0,0.0,0.0,0.0,7.5,62.1,21.97,9.8,3.2,7,3.8
2012-03-23,400 台中市,A1 香蕉,27.8,22.7,15.3,23.2,49665,0.02,-0.22,1003.1,1013.0,1006.3,1000.5,23.9,32.2,16.7,18.2,72,45,1.7,350,11.4,10,0.0,0.0,0.0,0.0,7.7,63.6,20.9,9.0,4.9,8,4.3
2012-03-24,400 台中市,A1 香蕉,28.8,21.2,13.9,23.3,46713,0.0,-0.06,1007.3,1017.6,1009.1,1005.6,14.2,16.9,12.6,8.1,67,56,2.5,10,13.6,360,0.0,0.0,0.0,0.0,0.1,0.8,3.42,9.5,2.5,1,9.4
2012-03-25,400 台中市,A1 香蕉,31.1,23.0,12.6,23.7,32091,0.02,-0.31,1008.2,1018.3,1009.8,1006.1,18.5,24.7,14.1,10.1,59,40,1.3,340,8.7,10,0.0,0.0,0.0,0.0,6.6,54.3,20.06,11.6,3.2,8,5.1
2012-03-26,400 台中市,A1 香蕉,31.1,23.0,12.6,23.7,32091,0.0,0.0,1009.3,1019.4,1011.0,1007.2,19.8,26.0,14.0,11.7,62,39,1.1,80,9.0,350,0.0,0.0,0.0,0.0,7.6,62.4,21.39,10.0,3.1,7,2.9
2012-03-27,400 台中市,A1 香蕉,28.2,20.6,13.3,23.2,44374,-0.02,0.38,1010.6,1020.6,1012.6,1008.6,21.2,27.4,15.8,12.2,58,38,1.1,330,6.6,350,0.0,0.0,0.0,0.0,9.9,81.1,22.06,9.3,3.4,7,2.4
2012-03-28,400 台中市,A1 香蕉,28.6,21.0,14.4,22.7,37652,-0.02,-0.15,1009.7,1019.7,1012.0,1007.3,21.7,27.7,17.0,14.6,65,44,0.9,320,6.7,320,0.0,0.0,0.0,0.0,8.5,69.5,19.57,10.0,4.1,6,2.4
2012-03-29,400 台中市,A1 香蕉,26.8,19.4,15.0,25.4,47085,0.12,0.25,1008.6,1018.6,1011.0,1006.6,21.6,26.5,18.2,14.7,66,47,0.8,340,6.0,10,0.0,0.0,0.0,0.0,5.3,43.3,16.46,9.5,2.6,5,4.4
2012-03-30,400 台中市,A1 香蕉,22.8,18.3,14.8,20.5,27330,-0.19,-0.42,1005.9,1015.8,1008.1,1002.9,23.1,29.0,17.0,14.3,59,36,0.9,340,6.3,350,0.0,0.0,0.0,0.0,8.7,70.9,21.25,10.3,3.6,6,3.0
2012-03-31,400 台中市,A1 香蕉,25.7,18.6,10.2,19.5,43620,-0.05,0.6,1007.4,1017.5,1009.4,1005.6,21.4,24.8,17.7,13.2,60,42,2.4,360,11.5,350,0.0,0.0,0.0,0.0,7.6,61.8,20.61,10.3,5.6,7,7.8
2012-04-01,400 台中市,A1 香蕉,23.0,17.6,12.2,19.0,29671,-0.03,-0.32,1007.8,1017.8,1009.4,1006.2,22.1,27.1,17.2,14.7,63,51,1.1,200,5.7,270,0.0,0.0,0.0,0.0,2.3,18.7,15.21,10.0,2.7,5,6.6
2012-04-02,400 台中市,A1 香蕉,22.5,17.9,11.4,18.5,25194,-0.03,-0.15,1006.1,1016.1,1008.1,1003.3,23.5,27.8,20.3,17.7,71,55,1.0,200,5.3,200,0.0,0.0,0.0,0.0,2.7,21.9,14.51,9.5,2.1,5,7.5
2012-04-03,400 台中市,A1 香蕉,21.2,16.6,11.0,18.0,52695,-0.03,1.09,1006.6,1016.5,1008.4,1004.0,24.6,28.8,21.1,18.5,69,57,1.3,340,8.9,360,0.0,0.0,0.0,0.0,6.3,50.9,16.82,9.0,3.2,4,5.6
2012-04-04,400 台中市,A1 香蕉,21.2,16.6,11.0,18.0,52695,0.0,0.0,1006.0,1015.9,1008.1,1003.3,23.9,28.0,21.0,17.0,66,52,1.0,210,6.5,260,0.0,0.0,0.0,0.0,3.9,31.5,16.79,8.5,4.4,4,6.9
2012-04-05,400 台中市,A1 香蕉,21.2,16.6,11.0,18.0,52695,0.0,0.0,1004.4,1014.3,1006.2,1002.6,23.1,26.1,21.6,17.9,73,59,1.0,350,6.3,360,0.0,0.0,0.0,0.0,0.0,0.0,6.63,6.8,0.7,2,8.8
2012-04-06,400 台中市,A1 香蕉,23.3,17.6,11.7,18.9,136798,0.05,1.6,1005.0,1015.0,1007.2,1003.5,21.5,24.1,19.8,18.4,83,71,0.8,320,3.6,350,14.2,6.6,3.0,5.1,0.0,0.0,3.52,7.3,-0.4,2,9.8
2012-04-07,400 台中市,A1 香蕉,20.8,15.1,10.5,17.4,39176,-0.08,-0.71,1006.4,1016.4,1008.0,1004.8,22.1,25.0,19.7,18.9,83,66,1.0,160,5.5,160,0.0,0.0,0.0,0.0,0.4,3.2,8.41,6.1,0.8,3,9.4
2012-04-08,400 台中市,A1 香蕉,20.6,15.2,9.2,16.5,37145,-0.05,-0.05,1006.6,1016.6,1007.7,1005.6,22.7,26.0,20.0,18.5,78,59,0.9,120,6.3,240,0.2,0.2,0.2,0.2,2.3,18.4,10.15,8.3,-0.9,4,7.9
2012-04-09,400 台中市,A1 香蕉,20.6,15.2,9.2,16.5,37145,0.0,0.0,1005.7,1015.7,1007.4,1004.4,23.6,28.2,21.2,18.7,75,56,0.9,20,6.2,360,0.7,2.0,0.4,0.4,0.7,5.6,11.83,10.0,-2.5,5,9.5
2012-04-10,400 台中市,A1 香蕉,22.0,16.2,10.0,18.3,67401,0.11,0.81,1004.2,1014.0,1006.6,1001.4,26.1,31.7,21.7,20.3,72,50,1.1,200,7.0,350,0.0,0.0,0.0,0.0,7.8,62.2,22.11,9.8,-3.1,7,5.6
2012-04-11,400 台中市,A1 香蕉,25.4,15.9,9.8,17.0,35626,-0.07,-0.47,1001.9,1011.7,1003.7,998.6,27.1,31.6,24.0,22.0,74,53,1.7,190,6.8,250,0.2,0.4,0.2,0.2,10.1,80.4,24.72,10.0,4.3,7,5.1
2012-04-12,400 台中市,A1 香蕉,20.4,16.4,11.2,20.0,46095,0.18,0.29,1000.9,1010.7,1002.3,998.9,26.4,30.0,24.0,21.4,75,59,1.2,250,6.1,350,0.0,0.0,0.0,0.0,3.3,26.2,15.94,10.5,3.1,5,8.0
2012-04-13,400 台中市,A1 香蕉,19.2,14.0,10.0,16.2,42675,-0.19,-0.07,1001.6,1011.4,1003.0,999.7,26.8,31.2,23.5,21.0,71,56,1.6,240,7.4,250,0.0,0.0,0.0,0.0,7.3,57.9,23.07,11.3,5.0,8,4.4
2012-04-14,400 台中市,A1 香蕉,20.5,14.8,8.4,16.7,45608,0.03,0.07,1002.1,1011.9,1004.2,1000.2,26.5,31.9,23.3,20.3,70,48,1.1,220,6.8,280,0.0,0.0,0.0,0.0,6.4,50.7,21.65,10.5,5.2,8,4.9
2012-04-15,400 台中市,A1 香蕉,22.5,14.6,8.4,16.7,38778,0.0,-0.15,1000.3,1010.1,1002.5,997.1,26.8,30.5,23.5,20.8,70,51,1.5,240,7.0,190,0.0,0.0,0.0,0.0,4.0,31.6,16.78,10.0,3.3,5,6.6
2012-04-16,400 台中市,A1 香蕉,22.5,14.6,8.4,16.7,38778,0.0,0.0,999.8,1009.6,1001.3,997.6,24.4,28.5,21.2,20.3,78,65,1.5,200,7.9,350,6.0,1.3,4.5,5.6,0.9,7.1,9.81,10.0,-2.4,6,8.1
2012-04-17,400 台中市,A1 香蕉,19.9,14.3,8.3,18.5,63557,0.11,0.64,1000.5,1010.4,1001.8,998.9,21.7,23.5,19.6,17.8,79,67,0.8,340,6.2,330,2.6,2.1,0.8,1.0,0.0,0.0,4.24,9.6,-0.7,2,9.0
2012-04-18,400 台中市,A1 香蕉,20.3,15.1,9.5,16.3,39648,-0.12,-0.38,1000.3,1010.2,1002.2,998.2,23.7,28.5,20.7,20.4,82,63,1.0,330,6.3,10,28.5,5.8,3.0,9.0,2.9,22.8,14.37,5.4,-2.5,6,9.9
2012-04-19,400 台中市,A1 香蕉,19.2,14.6,9.8,16.2,32324,-0.01,-0.18,1000.4,1010.2,1002.2,998.9,24.9,28.7,21.3,21.3,81,60,0.7,320,5.0,180,0.0,0.0,0.0,0.0,1.5,11.8,13.22,9.5,2.9,7,9.1
2012-04-20,400 台中市,A1 香蕉,18.7,15.1,10.0,15.8,44655,-0.02,0.38,999.7,1009.5,1001.1,997.6,25.4,28.9,22.0,21.2,78,63,1.0,200,6.9,230,24.3,2.2,12.0,22.4,0.7,5.5,10.46,6.4,-2.2,5,9.3
2012-04-21,400 台中市,A1 香蕉,20.6,15.0,9.0,16.3,71767,0.03,0.61,998.2,1008.0,1000.4,996.5,24.9,30.8,21.7,20.2,76,50,1.3,190,8.6,240,5.4,3.3,4.3,4.8,1.8,14.1,13.75,10.5,-2.7,6,9.8
2012-04-22,400 台中市,A1 香蕉,19.9,14.3,8.2,15.2,42591,-0.07,-0.41,1000.7,1010.5,1002.3,999.4,25.4,28.6,22.6,20.6,75,61,0.8,190,5.2,320,1.0,3.4,0.3,0.4,0.8,6.2,13.19,10.3,-2.3,6,9.4
2012-04-23,400 台中市,A1 香蕉,19.9,14.3,8.2,15.2,42591,0.0,0.0,1001.0,1010.7,1002.9,998.9,26.4,31.0,23.1,20.6,71,55,1.0,70,6.3,330,0.0,0.0,0.0,0.0,4.1,32.0,18.74,10.0,4.5,6,8.3
2012-04-24,400 台中市,A1 香蕉,20.7,16.5,10.2,16.6,63115,0.09,0.48,998.7,1008.4,1000.7,996.5,28.3,33.7,23.9,21.0,66,44,1.8,200,13.9,190,0.2,0.1,0.2,0.2,6.3,49.0,20.63,11.8,-4.9,8,5.6
2012-04-25,400 台中市,A1 香蕉,18.8,14.5,8.4,17.4,60661,0.05,-0.04,998.6,1008.3,1001.1,996.9,28.0,32.4,24.7,21.9,70,54,2.1,170,13.2,200,7.8,1.5,3.2,4.4,4.6,35.7,17.18,11.0,-1.6,6,7.4
2012-04-26,400 台中市,A1 香蕉,19.1,14.2,8.8,14.5,41790,-0.17,-0.31,1000.2,1010.1,1001.7,998.3,23.6,26.9,21.2,19.4,78,63,1.6,340,12.6,10,37.6,3.5,16.5,30.5,1.9,14.7,13.04,11.8,-4.1,9,9.0
2012-04-27,400 台中市,A1 香蕉,18.4,14.2,9.7,15.3,25696,0.06,-0.39,1001.3,1011.2,1004.1,999.3,22.4,25.3,20.5,18.9,81,74,1.4,340,9.4,350,22.4,3.9,5.5,11.0,0.0,0.0,4.14,10.0,-2.0,1,9.5
2012-04-28,400 台中市,A1 香蕉,18.0,13.9,8.3,14.4,35688,-0.06,0.39,1001.6,1011.5,1002.9,999.2,22.8,26.3,20.5,20.6,88,66,0.6,70,3.7,60,14.7,9.6,2.1,7.2,0.8,6.2,6.7,9.0,-0.6,3,8.3
2012-04-29,400 台中市,A1 香蕉,19.4,14.7,7.8,13.8,23175,-0.04,-0.35,999.8,1009.6,1001.4,997.7,24.7,31.6,20.4,20.6,79,54,1.0,210,12.8,260,11.6,1.7,8.5,11.0,1.8,13.9,13.27,11.0,-1.0,7,7.3
2012-04-30,400 台中市,A1 香蕉,19.4,14.7,7.8,13.8,23175,0.0,0.0,998.7,1008.6,1000.8,996.8,24.9,29.2,22.5,22.1,85,66,0.9,200,7.8,210,57.2,6.8,14.0,26.0,3.1,23.9,11.06,11.0,-1.9,6,6.8
2012-05-01,400 台中市,A1 香蕉,17.9,13.6,8.5,16.2,75579,0.17,2.26,998.6,1008.3,1000.8,996.6,28.3,33.3,23.0,21.7,68,51,1.7,190,9.2,190,0.0,0.0,0.0,0.0,8.6,66.2,25.72,14.6,3.2,9,5.9
2012-05-02,400 台中市,A1 香蕉,16.8,13.1,8.6,14.5,48477,-0.1,-0.36,998.0,1007.8,1000.0,996.1,27.4,31.6,25.1,22.3,74,60,1.6,190,7.8,250,3.2,0.9,1.5,2.1,1.4,10.8,13.26,10.3,-3.1,7,7.9
2012-05-03,400 台中市,A1 香蕉,18.2,14.4,10.7,15.6,42390,0.08,-0.13,997.1,1006.9,998.3,995.5,26.7,30.7,23.9,22.8,79,64,1.0,210,6.2,310,2.3,1.2,1.5,1.8,1.6,12.3,14.43,9.3,-2.8,6,9.0
2012-05-04,400 台中市,A1 香蕉,18.3,14.1,9.8,15.1,46680,-0.03,0.1,997.6,1007.4,999.4,995.8,24.6,27.1,22.3,21.5,83,73,1.3,320,6.5,310,7.3,2.9,3.5,4.5,0.8,6.1,6.49,8.3,-1.0,3,8.9
2012-05-05,400 台中市,A1 香蕉,19.1,14.2,8.8,15.1,60661,0.0,0.3,999.1,1008.9,1000.5,997.8,25.1,29.9,21.6,19.2,70,55,1.1,310,5.5,360,0.0,0.0,0.0,0.0,2.2,16.8,15.28,9.5,2.8,6,7.8
2012-05-06,400 台中市,A1 香蕉,18.2,13.6,7.8,15.0,38656,-0.01,-0.36,1000.1,1009.8,1001.7,998.4,26.5,32.0,22.4,18.6,64,34,0.9,330,6.4,340,0.0,0.0,0.0,0.0,9.6,73.3,24.84,11.0,3.3,9,2.1
2012-05-07,400 台中市,A1 香蕉,18.2,13.6,7.8,15.0,38656,0.0,0.0,1000.4,1010.2,1001.9,999.0,26.4,31.1,22.1,19.0,65,47,1.3,240,6.8,250,0.0,0.0,0.0,0.0,10.4,79.3,25.18,11.0,6.4,8,1.6
2012-05-08,400 台中市,A1 香蕉,18.3,14.0,9.4,16.8,73570,0.12,0.9,998.9,1008.6,1000.5,997.1,27.9,32.4,23.6,21.1,67,52,1.7,200,7.8,170,0.0,0.0,0.0,0.0,8.7,66.2,23.35,10.0,3.4,8,4.4
2012-05-09,400 台中市,A1 香蕉,17.2,13.8,10.3,15.1,50610,-0.1,-0.31,998.8,1008.5,1000.7,996.3,28.4,33.2,24.8,22.4,70,56,1.6,230,8.3,350,0.0,0.0,0.0,0.0,4.2,31.9,18.55,10.3,4.4,7,5.8
2012-05-10,400 台中市,A1 香蕉,17.5,14.1,9.5,14.4,31157,-0.05,-0.38,999.5,1009.2,1000.5,998.2,26.7,30.6,24.3,22.0,76,64,1.1,340,6.6,40,0.1,1.1,0.1,0.1,1.0,7.6,11.06,6.8,-2.4,6,9.9
2012-05-11,400 台中市,A1 香蕉,18.8,14.6,8.9,15.7,33709,0.09,0.08,998.4,1008.2,999.6,996.4,26.2,30.1,22.9,21.4,75,63,1.1,330,6.5,340,0.2,0.3,0.2,0.2,2.0,15.2,14.62,8.8,2.2,5,9.3
2012-05-12,400 台中市,A1 香蕉,18.1,15.4,9.3,14.7,35907,-0.06,0.07,997.6,1007.3,999.4,995.8,26.9,31.3,24.0,21.4,73,58,1.3,190,6.9,240,0.0,0.0,0.0,0.0,6.1,46.2,21.74,10.3,4.7,9,5.3
2012-05-13,400 台中市,A1 香蕉,18.6,14.2,8.8,14.9,30810,0.01,-0.14,996.8,1006.5,998.3,995.0,27.8,32.4,23.8,21.2,68,52,1.5,240,7.7,260,0.0,0.0,0.0,0.0,8.8,66.5,25.21,10.3,3.2,9,2.4
2012-05-14,400 台中市,A1 香蕉,18.6,14.2,8.8,14.9,30810,0.0,0.0,998.3,1008.0,999.9,996.6,28.9,33.3,24.1,21.4,65,50,1.5,240,6.6,180,0.0,0.0,0.0,0.0,10.7,80.8,25.96,11.9,6.5,9,2.3
2012-05-15,400 台中市,A1 香蕉,18.0,13.6,9.2,15.1,61630,0.01,1.0,998.8,1008.5,1000.4,996.5,29.1,33.8,26.1,22.6,69,44,1.5,210,7.3,160,0.2,0.8,0.1,0.2,7.2,54.3,22.04,10.8,-4.7,10,5.8
2012-05-16,400 台中市,A1 香蕉,18.1,12.8,9.3,14.8,41745,-0.02,-0.32,997.9,1007.7,999.3,996.2,26.6,31.3,24.1,23.4,83,61,0.8,190,14.6,220,17.1,2.8,12.0,14.5,1.2,9.0,10.99,9.8,-2.4,8,9.0
2012-05-17,400 台中市,A1 香蕉,18.1,13.7,8.4,13.0,41419,-0.12,-0.01,998.6,1008.4,1000.5,996.9,25.7,30.3,23.6,23.1,86,64,0.7,200,8.4,280,41.4,9.1,14.0,26.5,0.3,2.3,8.58,9.0,-2.1,6,9.3
2012-05-18,400 台中市,A1 香蕉,18.5,13.2,9.6,14.8,34080,0.14,-0.18,1000.9,1010.8,1003.1,998.9,24.6,27.0,23.5,23.4,93,77,0.7,190,6.9,150,87.2,15.8,6.5,19.5,0.0,0.0,6.44,7.1,-0.5,4,10.0
2012-05-19,400 台中市,A1 香蕉,19.0,14.3,8.6,15.1,43141,0.02,0.27,999.4,1009.2,1002.0,997.1,25.2,27.8,23.4,23.5,90,69,0.8,180,5.9,160,4.9,8.8,0.7,1.1,0.0,0.0,7.98,11.3,-1.3,4,9.5
2012-05-20,400 台中市,A1 香蕉,20.1,15.4,8.9,15.1,48186,0.0,0.12,996.0,1005.7,998.3,994.3,25.8,29.9,23.7,21.9,80,59,1.7,10,9.3,360,20.7,6.5,4.0,8.5,3.2,24.0,18.94,11.0,4.7,10,7.8
2012-05-21,400 台中市,A1 香蕉,20.1,15.4,8.9,15.1,48186,0.0,0.0,996.9,1006.7,999.5,995.1,26.1,30.8,22.1,18.2,63,49,2.4,350,10.4,340,0.0,0.0,0.0,0.0,10.4,77.9,27.78,12.4,6.9,10,2.3
2012-05-22,400 台中市,A1 香蕉,19.8,13.9,9.7,15.7,79800,0.04,0.66,998.3,1008.1,999.5,996.9,26.2,30.9,22.3,18.2,62,48,1.3,330,8.5,350,0.0,0.0,0.0,0.0,7.9,59.1,24.92,11.0,5.0,8,4.4
2012-05-23,400 台中市,A1 香蕉,18.7,14.7,9.7,15.1,33534,-0.04,-0.58,998.3,1008.1,999.7,996.6,26.5,31.3,22.3,20.5,70,52,1.1,330,6.4,350,0.0,0.0,0.0,0.0,8.0,59.8,23.17,10.0,5.0,8,5.4
2012-05-24,400 台中市,A1 香蕉,19.5,14.3,10.1,16.2,34460,0.07,0.03,997.8,1007.6,998.9,996.1,27.0,31.5,22.9,19.8,66,45,1.1,240,6.3,340,0.0,0.0,0.0,0.0,10.3,76.9,24.76,11.3,4.7,7,2.9
2012-05-25,400 台中市,A1 香蕉,20.8,14.7,11.7,17.3,28434,0.07,-0.17,998.1,1007.8,999.6,996.2,27.7,32.9,23.0,20.6,66,45,1.3,350,7.2,350,0.0,0.0,0.0,0.0,11.9,88.8,27.71,12.0,6.1,9,1.0
2012-05-26,400 台中市,A1 香蕉,21.3,15.8,10.2,16.6,35940,-0.04,0.26,998.5,1008.2,1000.3,997.1,28.0,33.2,24.3,21.9,70,52,1.1,340,7.4,350,0.0,0.0,0.0,0.0,6.0,44.7,19.95,10.3,4.8,7,6.0
2012-05-27,400 台中市,A1 香蕉,23.2,15.1,8.4,17.7,19907,0.07,-0.45,998.5,1008.2,999.6,996.5,28.6,32.6,25.3,23.3,74,57,1.2,330,6.8,10,1.3,0.5,1.0,1.1,5.4,40.2,22.08,10.0,-3.1,9,8.1
2012-05-28,400 台中市,A1 香蕉,23.2,15.1,8.4,17.7,19907,0.0,0.0,999.5,1009.3,1000.7,998.4,26.3,29.4,24.4,23.4,85,72,1.0,340,5.7,40,13.6,7.4,3.0,4.4,0.7,5.2,9.08,10.4,-2.1,5,8.3
2012-05-29,400 台中市,A1 香蕉,21.8,13.4,8.5,17.6,50364,-0.01,1.53,999.4,1009.1,1000.3,997.4,26.8,32.0,24.3,23.4,82,60,0.9,80,7.8,160,68.4,4.0,11.0,34.4,4.7,34.9,16.49,10.8,-4.8,8,7.8
2012-05-30,400 台中市,A1 香蕉,21.1,14.3,9.2,16.8,36251,-0.05,-0.28,997.9,1007.7,999.4,996.4,27.5,31.7,24.2,23.5,80,63,0.9,210,6.5,260,0.0,0.0,0.0,0.0,5.2,38.6,19.06,12.9,3.6,10,6.8
2012-05-31,400 台中市,A1 香蕉,19.8,14.3,9.8,16.9,28755,0.01,-0.21,997.5,1007.2,998.9,995.5,27.4,31.5,25.0,21.3,70,55,2.5,10,9.5,360,0.0,0.0,0.0,0.0,11.8,87.6,28.63,12.6,5.5,11,2.3
2012-06-01,400 台中市,A1 香蕉,21.2,15.0,9.8,18.2,32415,0.08,0.13,997.0,1006.7,998.6,994.9,27.8,32.7,24.1,21.5,69,54,1.3,350,6.4,340,0.0,0.0,0.0,0.0,11.1,82.3,28.3,13.4,6.8,10,3.3
2012-06-02,400 台中市,A1 香蕉,23.0,17.2,10.2,18.0,39267,-0.01,0.21,995.1,1004.8,997.0,993.3,27.1,30.9,24.9,21.7,73,61,2.2,360,11.5,350,0.0,0.0,0.0,0.0,11.2,83.0,27.26,13.9,4.4,10,2.0
2012-06-03,400 台中市,A1 香蕉,23.1,17.0,10.1,20.4,52321,0.13,0.33,992.8,1002.5,994.2,990.7,27.6,31.3,25.1,21.6,70,60,1.7,330,7.2,330,0.0,0.0,0.0,0.0,6.0,44.4,18.53,11.5,4.4,7,7.5
2012-06-04,400 台中市,A1 香蕉,23.1,17.0,10.1,20.4,52321,0.0,0.0,993.1,1002.8,994.6,991.5,27.2,30.7,25.7,22.8,77,66,1.8,350,8.8,330,0.0,0.0,0.0,0.0,3.1,22.9,14.94,10.3,4.1,7,8.4
2012-06-05,400 台中市,A1 香蕉,21.6,14.5,10.2,17.4,83013,-0.15,0.59,993.9,1003.5,994.9,992.7,28.3,33.3,25.1,22.9,73,53,1.4,350,8.6,300,0.0,0.0,0.0,0.0,11.6,85.8,27.85,11.5,4.8,10,2.9
2012-06-06,400 台中市,A1 香蕉,21.7,15.7,11.1,18.0,33090,0.03,-0.6,994.5,1004.1,996.1,993.1,28.8,32.5,25.4,23.5,73,60,1.1,340,5.6,310,0.0,0.0,0.0,0.0,5.4,39.9,20.02,8.8,-3.8,7,5.5
2012-06-07,400 台中市,A1 香蕉,22.7,15.2,9.5,18.3,36681,0.02,0.11,995.2,1004.8,997.1,993.8,29.9,33.5,26.9,24.3,73,61,1.5,240,7.4,250,0.1,0.1,0.1,0.1,5.4,39.9,19.38,10.9,5.6,7,5.6
2012-06-08,400 台中市,A1 香蕉,21.6,15.3,10.8,17.4,37560,-0.05,0.02,996.4,1006.0,997.4,994.4,29.5,34.4,26.8,24.1,73,58,1.8,190,11.0,240,8.2,0.9,6.5,7.4,6.5,48.0,20.03,14.6,-4.4,8,5.9
2012-06-09,400 台中市,A1 香蕉,22.0,17.3,11.3,17.2,34347,-0.01,-0.09,995.3,1005.0,997.1,993.6,27.8,32.0,25.4,24.1,81,65,1.8,190,11.1,250,20.7,5.7,10.0,13.8,2.3,17.0,13.33,10.3,-2.5,9,8.0
2012-06-10,400 台中市,A1 香蕉,21.5,16.6,10.8,17.5,36924,0.02,0.08,992.2,1001.9,993.9,990.2,27.1,30.6,25.0,24.6,86,72,1.9,180,11.4,240,23.2,10.0,4.5,8.4,0.7,5.2,8.53,8.8,-3.1,5,9.8
2012-06-11,400 台中市,A1 香蕉,21.5,16.6,10.8,17.5,36924,0.0,0.0,990.5,1000.1,991.9,989.1,27.8,29.6,26.3,25.3,87,77,2.4,190,10.9,240,38.7,7.2,6.0,10.0,0.0,0.0,4.64,7.8,-2.8,3,10.0
2012-06-12,400 台中市,A1 香蕉,21.9,14.0,7.8,18.3,50247,0.05,0.36,989.4,999.0,992.1,987.7,26.5,28.6,24.9,24.9,91,80,1.3,210,9.9,190,70.1,10.5,9.2,18.2,0.0,0.0,4.26,9.3,-2.4,4,10.0
2012-06-13,400 台中市,A1 香蕉,21.2,14.7,9.1,17.8,36750,-0.03,-0.27,992.0,1001.7,993.6,990.7,27.1,30.8,24.5,23.9,83,65,0.7,130,7.8,160,0.9,0.9,0.7,0.7,1.1,8.1,13.45,9.0,-3.2,6,8.8
2012-06-14,400 台中市,A1 香蕉,21.3,16.9,10.8,18.2,38080,0.02,0.04,992.1,1001.7,993.3,990.7,26.5,29.7,24.9,24.0,87,70,0.7,360,5.4,10,33.3,12.4,3.2,8.3,0.2,1.5,7.83,8.0,-1.2,5,10.0
2012-06-15,400 台中市,A1 香蕉,21.8,14.2,10.4,17.4,38782,-0.04,0.02,992.2,1001.8,994.8,990.4,26.9,31.0,24.6,24.1,85,69,1.5,220,7.6,210,6.2,4.6,0.7,2.7,0.7,5.2,11.76,10.4,-1.6,7,9.9
2012-06-16,400 台中市,A1 香蕉,19.2,15.6,8.2,16.2,41753,-0.07,0.08,995.1,1004.8,997.4,993.1,27.2,30.9,25.5,24.2,84,66,0.9,330,5.9,350,2.9,1.6,1.0,1.4,0.7,5.2,10.61,10.8,-2.0,8,9.6
2012-06-17,400 台中市,A1 香蕉,19.9,16.1,10.0,16.3,45617,0.01,0.09,995.6,1005.3,996.9,993.6,28.1,33.4,24.7,24.0,79,58,1.5,320,8.2,350,4.7,2.7,0.8,2.8,7.6,56.0,23.81,10.5,-4.7,11,6.8
2012-06-18,400 台中市,A1 香蕉,19.9,16.1,10.0,16.3,45617,0.0,0.0,992.9,1002.6,996.1,990.8,27.9,33.1,25.1,23.5,78,56,1.0,160,7.7,320,1.1,1.7,0.5,0.7,5.1,37.5,19.51,10.5,-3.9,8,8.6
2012-06-19,400 台中市,A1 香蕉,19.8,14.7,9.7,16.6,108657,0.02,1.38,990.6,1000.3,992.3,988.4,26.0,28.8,24.6,23.8,88,74,1.3,200,9.4,230,37.8,12.0,5.4,7.5,0.3,2.2,8.37,10.1,-2.7,5,10.0
2012-06-20,400 台中市,A1 香蕉,19.4,14.5,9.4,16.3,52290,-0.02,-0.52,988.6,998.3,991.3,985.4,25.4,27.3,24.0,23.2,88,74,2.2,170,17.7,140,57.1,11.5,7.5,17.0,0.1,0.7,1.53,9.5,-0.7,1,10.0
2012-06-21,400 台中市,A1 香蕉,19.0,15.0,9.0,15.6,31973,-0.04,-0.39,996.4,1006.2,999.2,991.0,25.2,28.3,23.1,23.2,90,75,0.8,200,9.6,190,20.8,4.2,8.8,10.7,0.4,2.9,6.96,10.1,-2.1,4,10.0
2012-06-22,400 台中市,A1 香蕉,20.1,13.9,9.5,16.5,37437,0.06,0.17,998.0,1007.7,999.0,996.8,27.7,31.4,24.3,23.4,78,65,1.6,210,8.8,200,0.0,0.0,0.0,0.0,2.2,16.2,15.28,10.9,2.8,8,8.6
2012-06-23,400 台中市,A1 香蕉,20.8,15.4,9.6,15.6,48172,-0.05,0.29,997.1,1006.8,998.6,995.6,27.9,32.0,25.4,23.3,77,60,1.7,190,11.7,250,2.4,0.8,1.2,1.6,2.1,15.5,16.89,10.9,-3.4,10,7.8
2012-06-24,400 台中市,A1 香蕉,20.8,15.4,9.6,15.6,48172,0.0,0.0,997.4,1007.0,998.3,996.5,29.3,33.6,24.7,22.3,67,49,2.1,200,11.1,290,0.0,0.0,0.0,0.0,10.3,75.8,27.57,13.3,5.8,10,3.9
2012-06-25,400 台中市,A1 香蕉,20.8,15.4,9.6,15.6,48172,0.0,0.0,997.1,1006.8,998.2,995.4,29.2,32.8,25.7,23.2,71,57,2.2,200,8.2,260,0.0,0.0,0.0,0.0,8.9,65.5,23.2,11.8,5.2,8,5.0
