日期,guava_平均價,guava_交易量,emperorguava_平均價,banana_平均價,guava_前日平均價,guava_5日平均價
2011-02-13,21.6,18312,15.0,45.7,23.1,19.8
2011-02-14,21.6,18312,15.0,45.7,21.6,20.7
2011-02-15,23.7,16109,10.4,45.7,21.6,21.9
2011-02-16,22.3,20515,65.0,44.4,23.7,22.5
2011-02-17,22.3,20515,65.0,44.4,22.3,22.3
2011-02-18,22.3,20515,65.0,44.4,22.3,22.4
2011-02-19,22.3,20515,65.0,44.4,22.3,22.6
2011-02-20,18.0,35342,8.8,43.5,22.3,21.4
2011-02-21,18.0,35342,8.8,43.5,18.0,20.6
2011-02-22,21.5,28603,6.0,40.3,18.0,20.4
2011-02-23,20.1,27455,8.0,38.7,21.5,20.0
2011-02-24,22.4,21580,14.4,39.6,20.1,20.0
2011-02-25,23.0,20336,6.0,38.4,22.4,21.0
2011-02-26,23.0,20336,6.0,38.4,23.0,22.0
2011-02-27,25.6,28508,13.8,37.2,23.0,22.8
2011-02-28,25.6,28508,13.8,37.2,25.6,23.9
2011-03-01,27.7,26127,12.9,36.4,25.6,25.0
2011-03-02,25.8,20225,12.5,35.2,27.7,25.5
2011-03-03,28.7,14708,11.6,37.9,25.8,26.7
2011-03-04,31.5,15232,8.5,38.1,28.7,27.9
2011-03-05,33.2,16925,16.5,40.2,31.5,29.4
2011-03-06,33.2,16925,16.5,40.2,33.2,30.5
2011-03-07,33.2,16925,16.5,40.2,33.2,32.0
2011-03-08,33.2,16925,16.5,40.2,33.2,32.9
2011-03-09,35.4,17423,15.4,40.0,33.2,33.6
2011-03-10,35.2,16145,16.6,40.5,35.4,34.0
2011-03-11,35.2,16145,16.6,40.5,35.2,34.4
2011-03-12,35.2,16145,16.6,40.5,35.2,34.8
2011-03-13,35.2,16145,16.6,40.5,35.2,35.2
2011-03-14,35.2,16145,16.6,40.5,35.2,35.2
2011-03-15,35.2,16145,16.6,40.5,35.2,35.2
2011-03-16,35.2,16145,16.6,40.5,35.2,35.2
2011-03-17,35.2,16145,16.6,40.5,35.2,35.2
2011-03-18,35.2,16145,16.6,40.5,35.2,35.2
2011-03-19,35.2,16145,16.6,40.5,35.2,35.2
2011-03-20,35.2,16145,16.6,40.5,35.2,35.2
2011-03-21,35.2,16145,16.6,40.5,35.2,35.2
2011-03-22,35.2,16145,16.6,40.5,35.2,35.2
2011-03-23,35.2,16145,16.6,40.5,35.2,35.2
2011-03-24,35.2,16145,16.6,40.5,35.2,35.2
2011-03-25,39.6,13042,42.8,43.1,35.2,36.1
2011-03-26,39.6,13042,42.8,43.1,39.6,37.0
2011-03-27,36.9,18678,45.0,42.9,39.6,37.3
2011-03-28,36.9,18678,45.0,42.9,36.9,37.6
2011-03-29,36.9,18678,45.0,42.9,36.9,38.0
2011-03-30,36.9,18678,45.0,42.9,36.9,37.4
2011-03-31,36.9,18678,45.0,42.9,36.9,36.9
2011-04-01,36.9,18678,45.0,42.9,36.9,36.9
2011-04-02,36.9,18678,45.0,42.9,36.9,36.9
2011-04-03,36.9,18678,45.0,42.9,36.9,36.9
2011-04-04,36.9,18678,45.0,42.9,36.9,36.9
2011-04-05,36.9,18678,45.0,42.9,36.9,36.9
2011-04-06,36.9,18678,45.0,42.9,36.9,36.9
2011-04-07,36.9,18678,45.0,42.9,36.9,36.9
2011-04-08,36.9,18678,45.0,42.9,36.9,36.9
2011-04-09,36.9,18678,45.0,42.9,36.9,36.9
2011-04-10,36.9,18678,45.0,42.9,36.9,36.9
2011-04-11,36.9,18678,45.0,42.9,36.9,36.9
2011-04-12,36.9,18678,45.0,42.9,36.9,36.9
2011-04-13,36.9,18678,45.0,42.9,36.9,36.9
2011-04-14,36.9,18678,45.0,42.9,36.9,36.9
2011-04-15,36.9,18678,45.0,42.9,36.9,36.9
2011-04-16,36.9,18678,45.0,42.9,36.9,36.9
2011-04-17,36.9,18678,45.0,42.9,36.9,36.9
2011-04-18,36.9,18678,45.0,42.9,36.9,36.9
2011-04-19,36.9,18678,45.0,42.9,36.9,36.9
2011-04-20,36.9,18678,45.0,42.9,36.9,36.9
2011-04-21,36.9,18678,45.0,42.9,36.9,36.9
2011-04-22,36.9,18678,45.0,42.9,36.9,36.9
2011-04-23,36.9,18678,45.0,42.9,36.9,36.9
2011-04-24,36.9,18678,45.0,42.9,36.9,36.9
2011-04-25,36.9,18678,45.0,42.9,36.9,36.9
2011-04-26,36.9,18678,45.0,42.9,36.9,36.9
2011-04-27,36.9,18678,45.0,42.9,36.9,36.9
2011-04-28,36.9,18678,45.0,42.9,36.9,36.9
2011-04-29,36.9,18678,45.0,42.9,36.9,36.9
2011-04-30,36.9,18678,45.0,42.9,36.9,36.9
2011-05-01,36.9,18678,45.0,42.9,36.9,36.9
2011-05-02,36.9,18678,45.0,42.9,36.9,36.9
2011-05-03,36.9,18678,45.0,42.9,36.9,36.9
2011-05-04,36.9,18678,45.0,42.9,36.9,36.9
2011-05-05,36.9,18678,45.0,42.9,36.9,36.9
2011-05-06,36.9,18678,45.0,42.9,36.9,36.9
2011-05-07,36.9,18678,45.0,42.9,36.9,36.9
2011-05-08,36.9,18678,45.0,42.9,36.9,36.9
2011-05-09,36.9,18678,45.0,42.9,36.9,36.9
2011-05-10,36.9,18678,45.0,42.9,36.9,36.9
2011-05-11,14.9,33321,10.0,34.0,36.9,32.5
2011-05-12,14.9,33321,10.0,34.0,14.9,28.1
2011-05-13,14.9,33321,10.0,34.0,14.9,23.7
2011-05-14,14.9,33321,10.0,34.0,14.9,19.3
2011-05-15,14.9,33321,10.0,34.0,14.9,14.9
2011-05-16,14.9,33321,10.0,34.0,14.9,14.9
2011-05-17,14.9,33321,10.0,34.0,14.9,14.9
2011-05-18,14.9,33321,10.0,34.0,14.9,14.9
2011-05-19,14.9,33321,10.0,34.0,14.9,14.9
2011-05-20,14.9,33321,10.0,34.0,14.9,14.9
2011-05-21,14.9,33321,10.0,34.0,14.9,14.9
2011-05-22,14.9,33321,10.0,34.0,14.9,14.9
2011-05-23,14.9,33321,10.0,34.0,14.9,14.9
2011-05-24,14.9,33321,10.0,34.0,14.9,14.9
2011-05-25,14.9,33321,10.0,34.0,14.9,14.9
2011-05-26,14.9,33321,10.0,34.0,14.9,14.9
2011-05-27,14.9,33321,10.0,34.0,14.9,14.9
2011-05-28,14.9,33321,10.0,34.0,14.9,14.9
2011-05-29,14.9,33321,10.0,34.0,14.9,14.9
2011-05-30,14.9,33321,10.0,34.0,14.9,14.9
2011-05-31,14.9,33321,10.0,34.0,14.9,14.9
2011-06-01,14.9,33321,10.0,34.0,14.9,14.9
2011-06-02,14.9,33321,10.0,34.0,14.9,14.9
2011-06-03,14.9,33321,10.0,34.0,14.9,14.9
2011-06-04,14.9,33321,10.0,34.0,14.9,14.9
2011-06-05,14.9,33321,10.0,34.0,14.9,14.9
2011-06-06,14.9,33321,10.0,34.0,14.9,14.9
2011-06-07,14.9,33321,10.0,34.0,14.9,14.9
2011-06-08,14.9,33321,10.0,34.0,14.9,14.9
2011-06-09,14.9,33321,10.0,34.0,14.9,14.9
2011-06-10,14.9,33321,10.0,34.0,14.9,14.9
2011-06-11,14.9,33321,10.0,34.0,14.9,14.9
2011-06-12,14.9,33321,10.0,34.0,14.9,14.9
2011-06-13,14.9,33321,10.0,34.0,14.9,14.9
2011-06-14,14.9,33321,10.0,34.0,14.9,14.9
2011-06-15,14.9,33321,10.0,34.0,14.9,14.9
2011-06-16,14.9,33321,10.0,34.0,14.9,14.9
2011-06-17,14.9,33321,10.0,34.0,14.9,14.9
2011-06-18,14.9,33321,10.0,34.0,14.9,14.9
2011-06-19,14.9,33321,10.0,34.0,14.9,14.9
2011-06-20,14.9,33321,10.0,34.0,14.9,14.9
2011-06-21,14.9,33321,10.0,34.0,14.9,14.9
2011-06-22,14.9,33321,10.0,34.0,14.9,14.9
2011-06-23,14.9,33321,10.0,34.0,14.9,14.9
2011-06-24,14.9,33321,10.0,34.0,14.9,14.9
2011-06-25,14.9,33321,10.0,34.0,14.9,14.9
2011-06-26,14.9,33321,10.0,34.0,14.9,14.9
2011-06-27,14.9,33321,10.0,34.0,14.9,14.9
2011-06-28,14.9,33321,10.0,34.0,14.9,14.9
2011-06-29,14.9,33321,10.0,34.0,14.9,14.9
2011-06-30,14.9,33321,10.0,34.0,14.9,14.9
2011-07-01,14.9,33321,10.0,34.0,14.9,14.9
2011-07-02,14.9,33321,10.0,34.0,14.9,14.9
2011-07-03,14.9,33321,10.0,34.0,14.9,14.9
2011-07-04,14.9,33321,10.0,34.0,14.9,14.9
2011-07-05,14.9,33321,10.0,34.0,14.9,14.9
2011-07-06,14.9,33321,10.0,34.0,14.9,14.9
2011-07-07,14.9,33321,10.0,34.0,14.9,14.9
2011-07-08,14.9,33321,10.0,34.0,14.9,14.9
2011-07-09,14.9,33321,10.0,34.0,14.9,14.9
2011-07-10,14.9,33321,10.0,34.0,14.9,14.9
2011-07-11,14.9,33321,10.0,34.0,14.9,14.9
2011-07-12,14.9,33321,10.0,34.0,14.9,14.9
2011-07-13,14.9,33321,10.0,34.0,14.9,14.9
2011-07-14,14.9,33321,10.0,34.0,14.9,14.9
2011-07-15,14.9,33321,10.0,34.0,14.9,14.9
2011-07-16,20.5,18881,20.0,20.8,14.9,16.0
2011-07-17,20.8,22737,8.0,22.1,20.5,17.2
2011-07-18,20.8,22737,8.0,22.1,20.8,18.4
2011-07-19,20.8,22737,8.0,22.1,20.8,19.6
2011-07-20,20.8,22737,8.0,22.1,20.8,20.7
2011-07-21,20.8,22737,8.0,22.1,20.8,20.8
2011-07-22,20.8,22737,8.0,22.1,20.8,20.8
2011-07-23,20.8,22737,8.0,22.1,20.8,20.8
2011-07-24,20.8,22737,8.0,22.1,20.8,20.8
2011-07-25,20.8,22737,8.0,22.1,20.8,20.8
2011-07-26,20.8,22737,8.0,22.1,20.8,20.8
2011-07-27,20.8,22737,8.0,22.1,20.8,20.8
2011-07-28,17.8,19556,13.0,22.4,20.8,20.2
2011-07-29,17.8,19556,13.0,22.4,17.8,19.6
2011-07-30,17.8,19556,13.0,22.4,17.8,19.0
2011-07-31,18.4,28965,19.2,21.6,17.8,18.5
2011-08-01,18.4,28965,19.2,21.6,18.4,18.0
2011-08-02,17.1,29504,6.8,21.6,18.4,17.9
2011-08-03,15.3,35076,18.8,21.1,17.1,17.4
2011-08-04,12.2,35220,4.7,18.4,15.3,16.3
2011-08-05,11.7,27352,3.7,17.9,12.2,14.9
2011-08-06,14.6,24599,6.4,17.2,11.7,14.2
2011-08-07,17.5,25614,5.0,16.7,14.6,14.3
2011-08-08,17.5,25614,5.0,16.7,17.5,14.7
2011-08-09,16.8,24480,5.0,16.2,17.5,15.6
2011-08-10,15.1,28256,6.1,17.7,16.8,16.3
2011-08-11,12.0,31586,3.8,16.6,15.1,15.8
2011-08-12,13.4,25569,6.0,17.0,12.0,15.0
2011-08-13,14.1,29098,10.0,14.0,13.4,14.3
2011-08-14,19.1,26571,7.0,16.3,14.1,14.7
2011-08-15,19.1,26571,7.0,16.3,19.1,15.5
2011-08-16,19.1,26571,7.0,16.3,19.1,17.0
2011-08-17,12.9,44058,3.6,14.5,19.1,16.9
2011-08-18,12.0,37186,3.8,16.6,12.9,16.4
2011-08-19,12.0,37186,3.8,16.6,12.0,15.0
2011-08-20,10.9,38304,5.1,16.6,12.0,13.4
2011-08-21,11.0,36505,4.7,16.0,10.9,11.8
2011-08-22,11.0,36505,4.7,16.0,11.0,11.4
2011-08-23,11.6,29961,6.0,14.8,11.0,11.3
2011-08-24,15.0,22000,10.0,14.8,11.6,11.9
2011-08-25,15.3,22826,8.4,14.9,15.0,12.8
2011-08-26,15.3,22826,8.4,14.9,15.3,13.6
2011-08-27,17.6,25987,7.6,16.7,15.3,15.0
2011-08-28,21.3,24849,10.9,16.4,17.6,16.9
2011-08-29,21.3,24849,10.9,16.4,21.3,18.2
2011-08-30,21.3,24849,10.9,16.4,21.3,19.4
2011-08-31,23.8,15025,14.8,16.5,21.3,21.1
2011-09-01,23.8,15025,14.8,16.5,23.8,22.3
2011-09-02,23.8,15025,14.8,16.5,23.8,22.8
2011-09-03,23.8,15025,14.8,16.5,23.8,23.3
2011-09-04,23.8,15025,14.8,16.5,23.8,23.8
2011-09-05,23.8,15025,14.8,16.5,23.8,23.8
2011-09-06,23.8,15025,14.8,16.5,23.8,23.8
2011-09-07,23.8,15025,14.8,16.5,23.8,23.8
2011-09-08,23.8,15025,14.8,16.5,23.8,23.8
2011-09-09,23.8,15025,14.8,16.5,23.8,23.8
2011-09-10,23.8,15025,14.8,16.5,23.8,23.8
2011-09-11,23.8,15025,14.8,16.5,23.8,23.8
2011-09-12,23.8,15025,14.8,16.5,23.8,23.8
2011-09-13,23.8,15025,14.8,16.5,23.8,23.8
2011-09-14,23.8,15025,14.8,16.5,23.8,23.8
2011-09-15,23.8,15025,14.8,16.5,23.8,23.8
2011-09-16,23.8,15025,14.8,16.5,23.8,23.8
2011-09-17,16.1,32705,16.7,16.1,23.8,22.3
2011-09-18,16.1,32705,16.7,16.1,16.1,20.7
2011-09-19,16.1,32705,16.7,16.1,16.1,19.2
2011-09-20,16.1,32705,16.7,16.1,16.1,17.6
2011-09-21,16.1,32705,16.7,16.1,16.1,16.1
2011-09-22,16.1,32705,16.7,16.1,16.1,16.1
2011-09-23,17.3,31313,14.4,14.8,16.1,16.3
2011-09-24,17.7,30047,27.5,15.4,17.3,16.7
2011-09-25,19.1,32641,20.3,16.0,17.7,17.3
2011-09-26,19.1,32641,20.3,16.0,19.1,17.9
2011-09-27,20.8,26737,20.3,16.2,19.1,18.8
2011-09-28,20.8,28337,25.0,15.6,20.8,19.5
2011-09-29,20.8,28337,25.0,15.6,20.8,20.1
2011-09-30,19.4,28101,20.9,15.0,20.8,20.2
2011-10-01,17.1,36349,18.2,15.0,19.4,19.8
2011-10-02,16.6,37518,12.0,14.9,17.1,18.9
2011-10-03,16.6,37518,12.0,14.9,16.6,18.1
2011-10-04,16.7,35553,21.8,15.4,16.6,17.3
2011-10-05,18.7,31642,18.1,15.7,16.7,17.1
2011-10-06,19.0,31967,20.0,15.6,18.7,17.5
2011-10-07,19.3,30753,18.8,17.3,19.0,18.1
2011-10-08,19.3,30753,18.8,17.3,19.3,18.6
2011-10-09,19.3,30753,18.8,17.3,19.3,19.1
2011-10-10,19.3,30753,18.8,17.3,19.3,19.2
2011-10-11,19.3,30753,18.8,17.3,19.3,19.3
2011-10-12,19.3,30753,18.8,17.3,19.3,19.3
2011-10-13,19.3,30753,18.8,17.3,19.3,19.3
2011-10-14,19.3,30753,18.8,17.3,19.3,19.3
2011-10-15,19.3,30753,18.8,17.3,19.3,19.3
2011-10-16,19.3,30753,18.8,17.3,19.3,19.3
2011-10-17,19.3,30753,18.8,17.3,19.3,19.3
2011-10-18,19.3,30753,18.8,17.3,19.3,19.3
2011-10-19,19.3,30753,18.8,17.3,19.3,19.3
2011-10-20,19.3,30753,18.8,17.3,19.3,19.3
2011-10-21,19.3,30753,18.8,17.3,19.3,19.3
2011-10-22,29.7,31962,20.0,19.1,19.3,21.4
2011-10-23,29.7,31962,20.0,19.1,29.7,23.5
2011-10-24,29.7,31962,20.0,19.1,29.7,25.5
2011-10-25,29.7,31962,20.0,19.1,29.7,27.6
2011-10-26,29.7,31962,20.0,19.1,29.7,29.7
2011-10-27,29.7,31962,20.0,19.1,29.7,29.7
2011-10-28,29.7,31962,20.0,19.1,29.7,29.7
2011-10-29,29.7,31962,20.0,19.1,29.7,29.7
2011-10-30,29.7,31962,20.0,19.1,29.7,29.7
2011-10-31,29.7,31962,20.0,19.1,29.7,29.7
2011-11-01,29.7,31962,20.0,19.1,29.7,29.7
2011-11-02,29.7,31962,20.0,19.1,29.7,29.7
2011-11-03,29.7,31962,20.0,19.1,29.7,29.7
2011-11-04,29.7,31962,20.0,19.1,29.7,29.7
2011-11-05,34.7,26019,18.0,18.5,29.7,30.7
2011-11-06,34.7,26019,18.0,18.5,34.7,31.7
2011-11-07,34.7,26019,18.0,18.5,34.7,32.7
2011-11-08,34.7,26019,18.0,18.5,34.7,33.7
2011-11-09,34.7,26019,18.0,18.5,34.7,34.7
2011-11-10,34.7,26019,18.0,18.5,34.7,34.7
2011-11-11,34.7,26019,18.0,18.5,34.7,34.7
2011-11-12,34.7,26019,18.0,18.5,34.7,34.7
2011-11-13,34.7,26019,18.0,18.5,34.7,34.7
2011-11-14,34.7,26019,18.0,18.5,34.7,34.7
2011-11-15,30.0,34508,50.0,20.7,34.7,33.8
2011-11-16,24.9,34185,31.5,18.3,30.0,31.8
2011-11-17,24.9,34185,31.5,18.3,24.9,29.8
2011-11-18,24.0,27533,35.9,16.8,24.9,27.7
2011-11-19,24.0,27533,35.9,16.8,24.0,25.6
2011-11-20,23.2,30927,55.0,17.3,24.0,24.2
2011-11-21,23.2,30927,55.0,17.3,23.2,23.9
2011-11-22,22.9,43125,46.0,20.3,23.2,23.5
2011-11-23,20.6,38147,38.8,20.0,22.9,22.8
2011-11-24,20.5,31007,30.8,21.4,20.6,22.1
2011-11-25,20.5,31007,30.8,21.4,20.5,21.5
2011-11-26,21.8,33501,36.8,22.8,20.5,21.3
2011-11-27,21.8,33501,36.8,22.8,21.8,21.0
2011-11-28,21.8,33501,36.8,22.8,21.8,21.3
2011-11-29,25.4,30848,42.0,18.6,21.8,22.3
2011-11-30,22.5,34555,38.9,20.8,25.4,22.7
2011-12-01,21.9,31996,42.0,20.1,22.5,22.7
2011-12-02,21.9,31996,42.0,20.1,21.9,22.7
2011-12-03,21.5,31148,42.0,20.4,21.9,22.6
2011-12-04,25.5,29636,36.3,20.5,21.5,22.7
2011-12-05,25.5,29636,36.3,20.5,25.5,23.3
2011-12-06,25.3,26823,35.3,20.4,25.5,23.9
2011-12-07,25.3,26823,35.3,20.4,25.3,24.6
2011-12-08,28.0,24993,42.0,22.2,25.3,25.9
2011-12-09,28.8,20347,35.4,19.4,28.0,26.6
2011-12-10,28.9,25740,29.4,21.8,28.8,27.3
2011-12-11,28.9,23043,29.8,21.5,28.9,28.0
2011-12-12,28.9,23043,29.8,21.5,28.9,28.7
2011-12-13,29.0,23107,31.3,21.8,28.9,28.9
2011-12-14,26.8,21509,26.6,21.0,29.0,28.5
2011-12-15,27.3,17721,42.0,19.8,26.8,28.2
2011-12-16,27.6,20932,36.3,20.9,27.3,27.9
2011-12-17,30.2,17572,31.8,20.7,27.6,28.2
2011-12-18,33.1,21159,34.0,20.8,30.2,29.0
2011-12-19,33.1,21159,34.0,20.8,33.1,30.3
2011-12-20,34.7,15939,39.6,21.0,33.1,31.7
2011-12-21,34.7,15939,39.6,21.0,34.7,33.2
2011-12-22,34.7,15939,39.6,21.0,34.7,34.1
2011-12-23,35.6,16713,39.3,20.8,34.7,34.6
2011-12-24,35.6,17195,26.7,18.4,35.6,35.1
2011-12-25,34.2,19779,28.4,17.8,35.6,35.0
2011-12-26,34.2,19779,28.4,17.8,34.2,34.9
2011-12-27,35.1,16550,40.0,19.7,34.2,34.9
2011-12-28,32.5,15293,34.1,20.1,35.1,34.3
2011-12-29,32.2,13761,37.0,19.9,32.5,33.6
2011-12-30,35.8,10201,38.0,18.0,32.2,34.0
2011-12-31,34.5,17777,40.0,21.9,35.8,34.0
2012-01-01,35.5,16498,42.5,21.9,34.5,34.1
2012-01-02,35.5,16498,42.5,21.9,35.5,34.7
2012-01-03,35.2,16685,45.7,22.7,35.5,35.3
2012-01-04,33.0,18104,32.8,22.0,35.2,34.7
2012-01-05,26.9,16243,29.8,21.2,33.0,33.2
2012-01-06,26.2,13794,34.6,20.5,26.9,31.4
2012-01-07,28.1,16237,34.9,20.6,26.2,29.9
2012-01-08,28.7,20454,35.9,23.8,28.1,28.6
2012-01-09,28.7,20454,35.9,23.8,28.7,27.7
2012-01-10,29.3,13997,38.8,22.4,28.7,28.2
2012-01-11,28.1,17025,38.3,20.1,29.3,28.6
2012-01-12,25.3,17132,27.3,21.1,28.1,28.0
2012-01-13,24.5,19891,26.2,21.1,25.3,27.2
2012-01-14,23.1,19022,26.3,21.0,24.5,26.1
2012-01-15,23.1,21145,36.7,19.8,23.1,24.8
2012-01-16,23.1,21145,36.7,19.8,23.1,23.8
2012-01-17,21.6,17418,19.2,18.1,23.1,23.1
2012-01-18,20.3,18428,28.8,15.6,21.6,22.2
2012-01-19,17.2,21794,22.3,17.0,20.3,21.1
2012-01-20,11.9,25702,14.8,18.4,17.2,18.8
2012-01-21,12.1,22345,21.9,20.1,11.9,16.6
2012-01-22,12.1,22345,21.9,20.1,12.1,14.7
2012-01-23,12.1,22345,21.9,20.1,12.1,13.1
2012-01-24,12.1,22345,21.9,20.1,12.1,12.1
2012-01-25,12.1,22345,21.9,20.1,12.1,12.1
2012-01-26,12.1,22345,21.9,20.1,12.1,12.1
2012-01-27,12.1,22345,21.9,20.1,12.1,12.1
2012-01-28,18.9,27101,35.8,16.0,12.1,13.5
2012-01-29,13.4,38150,21.2,21.7,18.9,13.7
2012-01-30,13.7,25454,20.8,19.8,13.4,14.0
2012-01-31,13.7,25454,20.8,19.8,13.7,14.4
2012-02-01,13.6,20849,15.2,20.8,13.7,14.7
2012-02-02,12.5,26168,16.4,17.9,13.6,13.4
2012-02-03,12.5,26168,16.4,17.9,12.5,13.2
2012-02-04,11.0,27097,15.4,18.1,12.5,12.7
2012-02-05,11.0,27097,15.4,18.1,11.0,12.1
2012-02-06,20.0,17555,30.9,21.9,11.0,13.4
2012-02-07,20.0,17555,30.9,21.9,20.0,14.9
2012-02-08,20.0,17555,30.9,21.9,20.0,16.4
2012-02-09,20.5,23365,25.5,20.6,20.0,18.3
2012-02-10,17.7,33260,24.1,18.5,20.5,19.6
2012-02-11,13.4,43418,25.0,20.8,17.7,18.3
2012-02-12,14.2,40714,17.2,21.5,13.4,17.2
2012-02-13,14.2,40714,17.2,21.5,14.2,16.0
2012-02-14,17.1,28378,27.7,21.0,14.2,15.3
2012-02-15,17.1,28378,27.7,21.0,17.1,15.2
2012-02-16,13.6,27147,5.0,18.3,17.1,15.2
2012-02-17,18.1,20586,13.4,21.1,13.6,16.0
2012-02-18,17.9,32387,28.4,20.6,18.1,16.8
2012-02-19,17.9,32387,28.4,20.6,17.9,16.9
2012-02-20,17.9,32387,28.4,20.6,17.9,17.1
2012-02-21,19.4,32791,30.5,23.4,17.9,18.2
2012-02-22,26.4,17832,30.4,24.5,19.4,19.9
2012-02-23,23.7,25890,8.0,24.3,26.4,21.1
2012-02-24,23.7,25890,8.0,24.3,23.7,22.2
2012-02-25,23.7,25890,8.0,24.3,23.7,23.4
2012-02-26,16.7,35124,32.3,23.5,23.7,22.8
2012-02-27,16.7,35124,32.3,23.5,16.7,20.9
2012-02-28,19.3,24102,30.6,25.5,16.7,20.0
2012-02-29,20.5,23218,28.0,26.1,19.3,19.4
2012-03-01,23.3,20096,26.2,26.6,20.5,19.3
2012-03-02,23.3,20096,26.2,26.6,23.3,20.6
2012-03-03,27.4,26475,34.0,31.3,23.3,22.8
2012-03-04,27.4,26475,34.0,31.3,27.4,24.4
2012-03-05,27.4,26475,34.0,31.3,27.4,25.8
2012-03-06,27.4,26475,34.0,31.3,27.4,26.6
2012-03-07,29.8,23482,42.2,28.7,27.4,27.9
2012-03-08,27.5,22034,20.7,31.5,29.8,27.9
2012-03-09,27.5,22034,20.7,31.5,27.5,27.9
2012-03-10,27.5,22034,20.7,31.5,27.5,27.9
2012-03-11,29.2,17996,40.0,32.7,27.5,28.3
2012-03-12,29.2,17996,40.0,32.7,29.2,28.2
2012-03-13,29.2,17996,40.0,32.7,29.2,28.5
2012-03-14,28.5,21155,23.0,28.5,29.2,28.7
2012-03-15,30.3,21024,19.5,29.4,28.5,29.3
2012-03-16,30.9,20181,32.7,31.9,30.3,29.6
2012-03-17,30.8,25168,25.0,33.4,30.9,29.9
2012-03-18,30.9,27453,39.5,32.4,30.8,30.3
2012-03-19,30.9,27453,39.5,32.4,30.9,30.8
2012-03-20,28.8,26525,45.0,31.6,30.9,30.5
2012-03-21,26.9,21429,18.9,31.6,28.8,29.7
2012-03-22,25.9,20068,19.5,30.8,26.9,28.7
2012-03-23,24.4,22727,33.1,29.5,25.9,27.4
2012-03-24,24.4,22727,33.1,29.5,24.4,26.1
2012-03-25,20.0,30321,53.0,29.5,24.4,24.3
2012-03-26,20.0,30321,53.0,29.5,20.0,22.9
2012-03-27,20.0,26320,33.4,28.1,20.0,21.8
2012-03-28,20.4,22932,18.6,25.2,20.0,21.0
2012-03-29,20.9,24372,19.2,26.8,20.4,20.3
2012-03-30,21.2,22015,19.8,25.4,20.9,20.5
2012-03-31,21.0,22275,17.4,22.3,21.2,20.7
2012-04-01,21.1,25061,19.7,25.8,21.0,20.9
2012-04-02,26.5,13958,40.3,22.1,21.1,22.1
2012-04-03,32.7,22122,26.6,22.7,26.5,24.5
2012-04-04,32.7,22122,26.6,22.7,32.7,26.8
2012-04-05,32.7,22122,26.6,22.7,32.7,29.1
2012-04-06,25.9,26493,23.0,23.9,32.7,30.1
2012-04-07,22.9,32067,23.0,24.3,25.9,29.4
2012-04-08,23.3,29021,24.1,25.7,22.9,27.5
2012-04-09,23.3,29021,24.1,25.7,23.3,25.6
2012-04-10,22.9,26239,23.8,22.7,23.3,23.7
2012-04-11,21.3,22559,35.0,23.3,22.9,22.7
2012-04-12,20.6,21338,18.3,23.8,21.3,22.3
2012-04-13,22.8,18336,29.6,23.2,20.6,22.2
